Experience,Training,Motivation,ClassSize,PassRate
62.867248384586006,75.8628885440945,37.43825061946693,45.77812006363738,64.78654981870811
67.82632359631666,89.67140917748543,50.50655191790045,57.33997453767394,80.14539236897954
57.89087599664415,73.72261442288928,34.920661503159444,53.93031957141546,51.50206304746843
50.412425529977455,65.31019869806987,32.789087332793656,36.61727263229776,59.019666556360804
61.30962870969621,90.96464082128173,42.22007703566355,54.68087823785774,74.06231233046604
38.69765384489784,54.59774332954996,28.30714799628738,39.6301019175997,48.192857167489095
61.049919692432596,70.24626026423638,29.16684433119438,59.471502037502944,61.21667680804803
42.95118480981989,68.18296302059548,35.550877263481425,49.921470356467864,60.8881564230732
48.11976050633025,65.9886923952854,31.184066130974955,40.95795845150815,55.6735266950201
63.015424462530106,82.53332981121049,31.7037868632527,55.050905393644676,61.76968098196817
62.69217526608814,77.91952257690264,47.79794198239486,40.57925771205902,67.3979830923289
48.539248415128135,70.42177365674286,51.15182417242087,53.75226368797843,63.97292300958715
43.61786570047612,65.42439195274756,18.753833348178755,34.56700247189771,53.711620669114666
51.40254757739668,67.7659730002255,36.92247064422246,52.61774419451483,56.09431140932956
41.13499231539291,68.91249046659962,31.628816937581174,54.611089781719784,51.32532379901806
62.12727147166552,77.72587218589666,57.23082324539521,40.200302466378716,69.75752933405096
43.30285793833319,66.24207335601534,23.87748616750929,40.07097501236077,40.88387175811191
39.90389522397575,66.12462951353163,37.97641873686289,41.02923069675043,51.232360474132065
58.76720544006393,72.66802946243286,38.14728781398189,38.28769584832768,59.65293309951036
53.580573096457954,72.979335814757,46.66413598123553,50.94015062704206,58.996561954130634
43.96112724836367,72.75046832139432,41.58059672894801,44.670901706304676,54.556197371266684
44.617072465107654,65.99806042887887,30.218442410271845,41.152996348341425,48.098631239690604
47.83959734783126,72.03503995498714,25.930959713771976,51.675274410761865,50.175444246522524
40.96445245412401,62.600595631391364,33.18011404749894,36.15266367904779,54.09254382618042
51.76035130649498,74.77480295165631,39.84107251911186,52.61570233528362,53.87550736532647
47.986290718592365,65.53710515672645,26.543252404864358,62.753438160517796,49.618318251721156
33.59783536013046,58.43314703579716,28.104264805173372,73.20956469923912,39.44514156138658
45.83778825416269,73.51820258725493,33.815265582867134,41.23411927356531,60.45168441155258
64.27700701690715,90.13833970969787,47.77362239195291,41.171263775593104,79.30362758587468
40.708278716331264,62.47616455260136,31.28864662459088,36.56196554819569,58.82307826401748
44.085120783029545,65.68377730321984,32.87125678739513,66.79768289752404,50.97229696399138
45.989258478964885,67.00102126542029,30.031955134167255,68.05174880930696,53.19455694457551
48.92282016769798,74.80110506742277,41.52620512299917,66.68022036086842,55.999097229030774
36.18897181347888,47.656618317236735,18.759647607569402,43.568694442023514,36.06401519044794
42.150523095482214,72.9672441694457,47.20105678414977,67.32809141892538,65.59593962649008
48.0802795097694,61.01893377270918,14.130452355671217,47.56311344089217,44.965533486061744
56.20097407598336,72.15905085109829,48.595311732763285,32.3412838524884,66.11170608731389
55.04305123009437,80.70638056416843,48.22964761375236,32.067714442069075,67.87961567370837
52.44247641428319,72.32701989443015,36.87087146521874,55.153227714123645,60.93897861983249
52.492740254192064,72.73527497516422,29.819477543174475,35.34687399084861,56.568266180275295
40.290426749057914,64.41095002354376,30.77411965180673,58.55499636203414,56.93502441966233
30.81517902494873,58.07379777270705,15.417905727137047,60.28166567397973,44.22909834131437
35.862169607789944,58.37228863666583,24.325929603095922,68.14466291881072,41.84834245710934
53.54181566352794,72.28045965444815,33.041600315635975,45.39469748677886,70.24862376438301
54.740743527320205,81.78625823630001,48.91108644121391,40.897306799170536,71.8550591242832
40.21053014501462,70.4737119907399,29.579060935873486,42.19009985643798,51.99109183857841
66.72835263898706,98.26773216129045,59.306068787999585,48.928823769495075,73.78852129378892
66.38889438521858,92.76169452880704,49.398338505798634,43.42114853529319,80.24676912707811
41.35996065626283,68.61154364059855,16.868602975853012,48.3548563458949,52.229094684235335
50.921998180827735,76.88235103232786,39.53559724167429,61.37948039076471,62.630930437484345
60.75823465823068,82.48294118507938,56.71586224307951,48.079444957689184,72.0900731579275
64.91269933857785,82.91873062376743,47.67066764290037,41.15875366046184,73.55551372553212
52.26978781229621,64.07301062977047,29.364697623136014,50.338961478761064,57.96656902089045
45.16513251967148,69.10193018203512,31.173373087223556,37.96125391973492,55.59745487369487
55.84294792763969,70.52086687962417,32.86258001392816,49.72281976598528,64.85882535214304
55.10610541220913,77.57348647511624,48.88704174348971,63.08009853117452,60.21950486698235
67.23431627275983,89.67682119806716,41.26915390625771,43.02602523051001,76.19985466343924
57.696093511242466,66.15204940149508,35.311271455874895,41.46594124427833,59.57054387730723
54.99324396379719,80.10434210847916,40.71515502721852,48.166219470805885,67.76423409307088
49.637372171021944,68.98312987585356,47.31178643712929,71.20567746407826,51.02942201816515
55.37685818579052,80.68892074821568,33.85722011753729,49.675304967227426,65.74402652429097
28.41737250178757,59.86839498302537,19.52121671969366,37.576733083423946,40.004390415819856
52.657557673059735,66.43164645330819,35.828461183059176,55.899693696101096,61.523060016800535
56.458421557353596,72.65714159085,39.412532781771084,56.0386844741854,74.59138896339712
33.97855117757193,61.55166913875499,8.020072166428854,64.59697146722185,31.43048145663415
39.48101996171198,53.238804345468175,18.59817416343763,53.04795590453751,45.05241335754848
31.17554932747073,55.424074108158685,16.836540067283416,37.800596461223286,34.94258523602821
55.34989211616365,83.94257438021793,43.83007349824403,36.67259925993076,74.51142116928389
58.20342075253662,82.91266846212952,39.070048461214775,46.46247796343879,68.12643626182789
35.789603611557226,70.3684316875389,14.368106336921882,62.66229910072014,47.5891474027834
46.96027814935557,64.63799953621786,32.443019574492645,41.46015189353494,51.43965529377447
39.99316715843764,58.297628676907905,32.50354061444319,53.98032958420774,43.06090967960577
55.51246594125691,77.89720936112155,54.135076534979575,44.176915146640006,69.31833686858711
40.319025781336364,59.548241285161154,32.867721209566454,54.12188120056398,51.49458086454311
41.08377461541883,56.007037790159586,22.907731918404046,64.64593040891418,39.30495539382228
54.16435009654131,82.40308708625356,40.653399508524124,52.39191601236275,66.54931519293716
73.2609795182637,94.57360884195884,52.61604739872944,43.76451006595433,82.75588834808325
41.85150854646645,63.208215973122975,19.891308990735805,54.42638376868619,48.804524201678824
43.223805219619834,68.84781047923917,32.702525242585175,72.0990151445422,51.921144341539474
46.98857534596101,79.07477362829992,46.50147897734328,45.92210320620835,59.10781795076781
55.8570356003519,69.94240243839168,52.30431065404807,53.67326629692332,59.18174080964963
51.874123636705086,81.38628864909998,17.121183028948014,59.68732417959613,56.51547308179994
43.55084537969309,58.67204915019333,31.269783498412036,59.961391491604374,52.36431146839666
45.42190463144531,59.65163360034243,30.570913275108552,57.62185419931459,60.926113438154324
44.473257743922176,67.63899252912898,31.17075227600059,53.79098499875313,55.718320845816876
39.00451610948448,59.16378113501054,29.990866141391212,64.77032933714187,38.06339018193711
59.984758741149136,77.46649433628158,34.35953596029413,61.87813396005994,71.68231791531102
46.29633767211545,66.19642204209435,32.48134549270276,45.47333838322064,55.957481273318876
55.148056015002304,80.75684711674484,39.24939714368149,54.519311547224525,71.55530108883363
43.79794555907985,63.117215351141205,47.18287418423529,53.5234844937741,64.3276010297703
51.067933971151604,63.107800892670426,28.01129721770768,46.10051584552182,61.451677123733376
60.70293877779133,77.88715750652551,46.13702107300303,30.155938240253352,70.64901397318224
64.81576775969997,97.57535374508632,34.076709426508245,58.85880003497215,74.99926255388047
59.6644516688224,70.2570935190782,55.360281115373,45.18016516674759,73.14282065442438
40.95334647364115,64.8380281693196,27.543945406745625,46.92227232651447,47.741558770869545
35.363846166229465,51.18258321229675,28.154136844270273,53.272883022690536,41.64811980040337
49.72940168657833,60.123939812045336,34.69098427129644,40.97235963933099,59.93697179123861
54.997168533127386,70.2226696356113,30.120003120434454,54.54907081423194,64.9535563142077
67.13601052470547,88.98662098731961,52.178250571407645,63.899129366932726,74.75075462642762
49.16779690611852,79.0366105623646,39.28329065573354,52.22321477076799,65.15781429130003
57.99166374091045,77.22734401845352,35.869424882360086,62.01717372474671,60.6610070670329
52.84663318116168,71.68518922744346,40.554087861806345,43.37484031594347,58.716085880498575
37.833671351807034,64.85888624366241,27.196041922595327,55.38784861861583,50.738643699697
56.474376516389455,71.4751622125501,54.980457330927514,49.394719711685575,77.26526286304
48.71440569894031,68.83460293991902,43.81833268299618,29.267851057606002,64.26102870009913
58.68442176305794,81.82287606428176,50.459411408791084,61.492510396095696,71.09908244142176
36.3121752503674,49.79096929358195,29.087313140524778,49.588200226962044,34.25185715666433
58.20636861819813,72.87855732996762,44.32783599464859,54.433170128049085,63.275150992290186
48.79601395535344,68.47113811755774,32.228407463270315,47.95819531388604,57.181878977235066
44.911727131521126,69.76859092053714,26.047284452118536,47.47046547790732,55.090302370662585
65.75350721616667,71.68610189008658,57.236166102496355,47.191216703499826,71.14453752694604
58.24531770636298,64.74109795230135,34.64465911474854,45.57975414396698,52.76653683236991
58.04702140672344,62.9360635652651,42.701837377846154,47.02145828972834,59.322913651583136
48.64907688265673,64.21260034456336,26.474523380335217,44.11903708805529,53.08257108493833
38.39442345131506,66.67301451585986,26.395362480639466,43.54666334090034,44.33373104270569
37.15183157068363,63.91856110853171,23.986256555415792,38.30189811266425,48.890992242712485
46.73138045005888,73.99003701533621,39.94490942906603,77.23111278508169,53.210230045581454
36.091730558846045,59.02314945809552,17.588402045550826,43.44668725805124,41.88721088375793
45.271532405178036,65.94823505683347,13.21790775659846,52.670573251732854,47.366810513809966
49.557651322593465,69.33377505988476,40.161635601634366,37.59101063961696,48.75422637126054
46.50101691387874,64.76966493656815,42.7518226375789,49.071944557721274,53.82982062733806
51.97710276157326,88.82408834992604,34.252437728615426,40.61265116555721,64.1829341146266
27.07051365012079,55.92343722655115,20.89209612284285,43.02085577626498,42.334998258383806
57.921211231140994,70.82243434267858,41.389132342961226,43.018294096237646,67.39451584560986
48.80638562140126,68.26906185918423,33.62914122367157,52.39780402183013,57.14822376184954
55.72508457922814,80.87196915649142,46.5521195862331,43.08914945166671,65.54454660429464
46.30666020616088,55.03577473136923,38.799535667534535,65.82237399636048,54.26781021572158
48.57449286000402,67.74881096312141,41.98009644970901,51.27306181125611,59.285700674632196
38.88513168337206,69.58762835711008,29.112499377332405,31.08764953471165,40.59223249525498
52.40536829783388,76.38040245306706,40.63611624732613,53.74895061975704,55.75486634941555
42.85938175709086,62.21121057579163,32.41651732469947,68.72400771620914,39.65916012945166
52.52844638488513,78.19699076897686,42.0924779532244,52.92416195095415,68.65174044314759
58.61077623023965,76.330945874679,42.67860626116628,54.999046058047114,52.8555004301471
51.631263407513664,65.31652769208374,27.836246403155585,47.072267113606785,66.86672201652084
69.620365283253,83.95947722089915,53.24937145182352,56.18466286716338,80.92826712779188
54.2112678268549,82.49001364420613,42.947736798670626,59.741943859221806,65.29214336521693
49.485788550628385,73.16814266346407,38.69683688878477,52.38980877048954,63.01733116667214
52.019873927982644,71.93442416578657,48.156780226097524,63.303491957695776,57.62928544711228
51.73978151154696,61.87101340520335,44.02202563385292,63.057593273832516,54.413934135935925
56.380738468388124,73.06191882352448,49.08239520249067,54.49013428098948,67.42129125347113
44.13275099437844,71.37350683816584,24.02932411545605,41.67389959879624,50.41487164993192
53.485690263185425,79.16691412137581,45.316814727879986,44.94885354875298,64.20707941007323
40.7429513886638,52.61566620144524,29.275118855669035,52.77675837393223,42.62295379518007
51.451944983411,64.64953228671467,31.0554332443715,48.751483590691734,53.968972065305444
56.61059266402398,73.83643246436273,50.76710155253937,41.625589240258336,66.51055263588749
58.80420889302782,74.72586863044592,32.64332384597252,58.61361518932,71.20548041734746
46.32078526084423,71.97674946019998,21.776566954403975,45.42992769416759,54.393914780720884
62.07650179563221,69.29741069602213,44.321161440155386,39.657817955843086,64.0052827968505
47.85389470841573,64.26736291248244,57.63417134845741,55.039619040278005,62.27517963748263
38.036326834423974,67.07755751138423,29.900466419660003,43.76131207983493,45.12320726050111
51.188658827420305,77.54482578985935,46.09891965748345,40.45341576252089,61.681634798262344
57.33034960265697,66.45700897382254,44.04792115693053,50.95615556400691,74.67329867475684
43.0139008647222,69.35490609522532,25.58579753872565,78.13080963576866,47.23184792106918
36.36076217146987,50.96975093106529,33.95481564640708,44.96440280657165,45.79239979800276
50.01168245392325,74.58596493579626,28.20937191123018,49.77070217606431,56.4087054802406
48.96793318090997,74.38964634215768,40.857659838414556,46.18301295733827,57.032499672353836
42.129630226741455,65.79069079075208,14.54133586541446,50.33210466224122,46.34901530255314
63.33620701577554,74.11883313641141,38.46243971373361,35.868535869849964,57.88697022028022
58.17370853482441,63.56561900981941,56.74653596767219,47.27668546475949,59.83986625702458
60.068898442381276,87.6056506304267,58.11930974371066,60.32464201205654,77.4147013715811
37.118242036031596,51.194668153960734,20.42650712909908,36.790625007530274,40.41513930617854
47.16638945715464,64.01754376423628,41.25073081971988,64.9429756172962,49.18110335389326
45.1679592694432,65.16920012474037,41.62748157573554,32.909056015186955,45.82331138590406
46.244228049127386,67.96962819418829,39.17031191459523,58.97292348051568,53.44732073241224
60.2197703101744,81.75596209598557,44.657576734396734,59.75325239749931,68.09502941908822
44.32494810407209,69.15054489421401,17.718190075686834,60.88103761950695,50.37829921844816
43.583082309196826,67.16448949610476,45.927503634528975,51.18495385939129,61.81118943998905
60.32045797882131,76.95384190069689,39.82416371068604,53.221530465423854,63.81540056916438
67.98625068929726,78.04856317365467,58.58482203730179,57.37022098193913,75.52481976652834
63.03713393303026,86.91629027293982,55.89738742610854,36.33954094527877,75.78065745905472
40.97843390048414,66.34865636354886,28.012624538571803,55.66869992534053,40.71371493351013
29.62923524132166,59.99939015963283,24.6470179510097,41.79826623786044,44.504882789444615
42.272808563654635,63.325830836728834,33.065809892438615,50.070630048913564,48.28035873149697
48.705387614834386,74.40846692308472,29.295417968262868,64.02455737040476,58.718370934264655
53.223187788508234,56.826998987048135,39.55609996039677,55.711871756726,55.38270988201407
44.94757037033041,73.91372092232214,36.850865255342995,41.69350394116016,61.338362633554
61.459457317086205,77.84473974304532,57.696190191562096,65.83379989976497,72.35508875567965
55.76318197527918,71.86864809069694,54.057511914463845,37.23320200929267,69.30037436279895
50.122296878296076,67.13330157939194,28.489969422761565,41.5664019948411,58.131355088396774
35.864294647429034,55.74652972146034,35.177630038283404,59.764737813149615,43.5276333608226
61.59085391086427,79.37542787101705,29.658765445732143,42.74279659150139,61.62021874942088
49.559279758311405,71.70117740084183,35.059572868123105,57.10551926832346,51.09213967298528
32.25014184497087,67.89010010503323,14.660945757999333,56.69001709180303,29.20008438806326
62.274330414020255,80.01292840920695,54.26147462034949,51.211961785867246,74.20276111146833
68.95126518595727,77.09064401547084,55.58419091330731,56.5651187634285,70.9744494531021
47.75970061499528,83.84735681661462,22.96981907273136,45.139198651193446,64.72960656249651
39.79787751447684,62.64064393737799,23.43249261196483,43.04052213897575,47.979076167895656
61.135325098185376,77.87755320581118,47.161642272509,48.69072839866799,75.6766179310223
64.3122636814376,77.7583161022277,47.471175799915045,49.843272303882436,75.53805724394373
57.08663794903791,66.62692431855632,40.10602936124657,40.77181407639421,62.538711052302595
29.316634248422865,63.14659425351802,19.733695869877543,30.589962843874183,38.13935057881701
43.58778569719593,57.87170476406563,20.119176222587562,61.59897228418947,49.96743145347124
40.94706215136578,70.45050887602748,42.20909765774697,59.19640582251787,52.85179494704353
55.653693423636525,72.92138808326014,50.56945090162799,51.070572940456955,58.457100251827164
64.72125717883188,85.45459863817977,54.77152953340158,41.91688148618031,71.74802828389929
50.11320789503874,68.63901193575632,37.5539712614428,77.0199641950561,57.71484383059378
48.452110546222386,71.54755572843877,38.99517149401522,60.77722731465537,59.94701585657636
35.20854023471874,59.41429857693551,37.596177040766136,35.21782629415489,40.318954362135074
36.693042060570036,60.81527634851518,23.093106421210337,55.939038421486515,41.186922771922255
50.04358516753837,78.89428055279639,36.37962768142743,47.176117403503056,66.04078405090189
64.32518846046167,81.4112506007474,32.33742053979306,66.89808664773642,64.76606683390219
45.07386282801878,59.64601876049261,35.0371923688618,55.64287667254609,46.94288235998804
44.18936151560755,55.6598471733192,33.45467112331946,38.722396335207335,56.68688895582932
39.084632205821876,58.62042911261174,25.412275221514783,37.89681750744185,47.62541646924536
37.2682940629365,65.2835830263069,32.43216581212164,36.638302077016704,42.9335842428695
59.550860312380266,81.72779671181767,47.30395929534444,51.75828427686918,72.66067081442038
47.46969195396889,73.94440044177784,46.289504901321244,33.43228100524416,58.473559462715464
58.21210581700737,79.4563692291295,35.31927428591345,22.764246630734355,65.52539368614588
31.588141891782975,59.324673580306296,19.205780374034916,45.15465671481525,37.73745805843632
46.41297254983649,62.91772303139164,41.23941851045986,37.832761459583196,53.1032044741467
65.04128674406049,85.62528100329058,47.59077783335132,46.30364207742819,79.66979058173085
38.379950387751194,71.7673251101842,28.483432131780418,28.491880149423107,56.09876107504043
39.751317915291445,62.05414492742036,48.21179137808154,48.820043112149094,64.93002093909794
48.73187347858561,73.97786559689735,26.59934610617395,50.11888955772325,51.24792422845555
49.91335469500204,66.71257056657694,36.713336575117154,38.51294531317241,62.870107618251325
52.881984540275205,79.6789640312577,33.56624741192648,30.83625808839879,63.021671393716616
48.81095067429858,74.09080132745449,44.43980890463166,49.20403456109583,62.5631524026485
50.577063623405195,71.87257656325794,33.18505884581766,61.48555964120956,55.83625561079061
50.07953616771308,64.39767192610712,40.31137313632188,25.14374566506175,61.05997560924287
40.815973394970925,66.01532928840109,36.53895320262936,49.979830175781984,47.442543359518766
45.54758563546892,78.19168165980484,40.083041684111826,23.87019976452716,65.36501952419107
36.58495185848946,61.35646844584994,29.421908722129928,56.13687339806523,40.60295230154028
51.870765047217375,87.1444672130276,38.59465942363789,43.66987925358583,62.887924167338745
41.13930771866648,55.5023774222622,24.574287826642614,49.59256304770132,45.925506507522435
55.390311813268674,69.69508828983103,41.395605612103324,36.24446140286578,56.203749291018454
55.235050594395204,69.92111792654705,42.83987160301325,61.734081476819654,66.77435700477864
28.953915963205986,54.89833764964956,25.822250930049524,58.463967612263566,46.51324852313109
58.3464294808812,83.00081040704832,42.584516138970486,65.13506085227814,70.70434189481391
56.79722952018724,72.18029299135006,57.11490330018768,39.27918403685082,63.021672344301386
51.076995473012175,71.51930710655841,37.026011638413095,57.813436131032844,52.30656334423672
28.069518580331838,57.93831773252962,30.414521082048932,90.68096914834084,52.32390185564669
31.248451676142537,57.45703698670458,43.87018352489158,35.23085577346251,59.73210286404876
57.94940943370307,77.04616823115933,57.91536867855922,48.71574497705654,74.43057434799451
44.858957247215955,66.29502977323209,39.522022797280144,44.09525351433753,59.90367891117492
52.91403153329194,82.2635982137322,37.42154475585616,38.44419076370134,67.84528286957996
21.72035315385643,44.176795755741495,26.909739447200643,56.17627824550167,28.102217397763837
54.78010634783208,84.43269294759054,32.657844962861155,54.208791344489995,66.25322141010713
42.634636017861226,61.19998434727614,25.333980409308264,32.510020223530425,47.40118586225166
42.32837249856375,69.26024329324012,34.904994300609275,46.85604769052996,53.7855679955443
59.75267568703499,81.66863989531896,47.261407159994654,32.013270191407116,80.60655860291692
46.37227609500305,67.86777364972795,36.50305113194601,26.073308362957945,53.00285179158601
53.543601013830845,73.6116796653283,47.914811501930366,56.091399899837896,60.56596600252318
41.4486766826363,67.20953455082216,27.474318100278477,58.39237288758673,44.187866520877876
69.45883918184774,83.86174507879238,63.48077706565515,43.390109567190684,80.46856648700111
41.88642869879108,60.38272776520378,36.975440766201,39.992179074611656,47.41387873667358
57.894588512896824,83.99397544610366,39.366128032072154,50.72629242847702,59.39939738967607
44.71644243201568,64.61907739923879,43.342799653101096,56.02852668787092,52.619211951961724
51.482228740134964,72.09100334726729,47.11523818413797,75.67501897959379,61.65303723666041
47.99088506856958,67.76631559295645,38.70454463067206,53.7808523037605,57.16950746613983
47.402727438095084,70.54401581115971,26.507020879987458,68.27170919473225,54.07523076669485
46.88069327920533,73.1024659947189,23.626524801962173,64.20309881119654,51.008434476329256
40.921764327961625,59.11397433203648,30.996053148519945,34.82880162298643,49.020099486992166
53.87913468730993,58.345185747756375,29.770381900834913,34.27148132942494,56.24274316751503
52.228579068569665,86.74487389368406,51.61544627549473,52.037104215101834,62.82574984097444
49.35619340366568,62.319672895085475,54.33649100283349,53.31222973464175,59.63452820330619
63.17111462864467,82.11284206987244,41.36469063778381,36.76283969484779,74.5800682975787
58.29218021916248,70.5987165755019,57.71642715372715,42.79457910770504,64.37551005797641
42.96583724322656,64.98959821451474,34.5306200762781,45.77855457230561,49.08802173343178
51.23940674860881,59.4599195403219,37.84096945302295,44.18894986233045,53.17929753459878
60.51125851301087,91.85113341925432,56.025437361212994,58.649157506315944,78.79574207464704
48.72389473653541,68.29228298649164,43.31264815589388,52.69788975145333,49.97787733100276
50.15521886901439,69.80825664746183,34.14198509103825,61.14232364976512,57.42096437228213
45.97814367208101,72.9825768374402,38.86066269497757,46.62736338394059,49.81208634082727
45.22587779987784,62.38271090767023,40.56166850330138,41.051144016420366,56.33589329818176
58.684628307311705,65.78814511082012,63.01461300624371,52.94679910017808,66.916351991359
52.196807721619436,81.12811210701292,43.81002671377276,69.31686890662739,69.62432815215801
56.322972143189865,61.7818726811137,45.50008051983587,65.19698379366892,57.65097498156303
51.60822745366282,73.32601486744713,45.86693174505723,55.5805985751242,66.57822584833588
45.352574908240186,57.32003342434341,29.047384103636965,32.763318579689965,46.98765191503791
39.4252562299515,65.22948221789972,35.48194964848147,42.27093541449244,47.189521581984266
46.556563550571546,71.98446232182532,26.978647019405894,43.933972886750816,50.94602707154882
55.57318024680126,73.67579041870707,60.75512873449949,59.873893891892806,65.84642631320688
54.38744761477232,70.13842513450984,42.932410736941804,77.93552223190147,61.841621939924394
33.98037308539958,53.38102793697842,25.15777792797025,42.14254590821505,36.42955942682215
68.04274119950011,83.94738474245821,66.20318180424178,45.42371368547638,76.8002480107756
43.605970085009105,62.98625979979941,26.66316485230051,57.20368535206703,54.967301477715054
49.09524058770261,63.63708480228235,31.745719410380975,56.29936192792605,55.15419567184411
52.118227972735404,70.23507808485266,37.633341607104576,42.642926883770336,66.6645291643065
66.67507699914526,80.18750146056722,46.42799659086025,54.68838264162149,76.15806166417141
41.62240823170796,82.6183788865222,44.571543566971485,68.72858223065485,60.271121710492864
41.87050882984691,62.20069890230493,23.040599606068916,35.241750445085316,48.622101979838554
40.131901535196086,59.77531762537059,33.56478054953671,47.719476959924414,52.1719182375484
52.23824267341449,76.80827332086048,32.009881620147056,49.172831806417435,61.02333648914472
55.602460115136424,87.37127244260762,30.20291620744543,67.19462917657391,67.76129549605255
51.72630433503244,66.38036562449122,21.33085192525875,54.2764181933522,58.51694902559051
68.4789033542873,83.35706835055711,59.97877367655949,45.70908287147034,74.52867227432034
46.61289100661931,63.43877261539403,26.984425803095558,33.837738087362254,62.121320639687376
52.12247393542303,80.24698351802012,34.24027904421924,43.11131617855662,65.64274399705118
32.20095436796956,62.055525199375865,27.04443352557778,42.22146925260619,36.630474919338496
26.259770957683113,57.08664415768398,25.68935545313647,38.03729901206298,44.93122271246344
55.209860941265504,69.0068297763859,34.13241475531034,40.482467614668856,54.899042147315555
55.23597151441239,75.25847073823034,45.87792128150158,54.354813816721496,69.53113850257034
