StudyHours,Attendance,Assignments,Sleep,FinalScore
41.946334819343846,58.663422813132854,35.51201853546806,48.68062769605175,51.28234172909843
32.723305058793926,52.55449570443168,29.695268027161564,44.825907309704895,43.738857159077774
46.09100206244899,62.6319731719297,10.032350483439416,43.726069269959496,53.07446789757105
55.73805862405058,70.37591985223708,31.009340092708808,42.18294098655805,61.04453587431209
53.38589050999801,63.74039157638249,37.21784974324234,43.849351620406054,55.8142630116234
49.8816950552118,72.55407113745575,38.75752759384773,48.76872569210283,65.05847236450266
73.92365265937727,83.31758555929528,54.79160827785061,37.797479510146154,74.95012408785567
54.12912160308779,73.20318727408252,34.08686840255076,54.43228591362848,58.084501241691044
59.78736005937347,74.62130328259576,55.104871938686685,48.91492795003098,73.14042898456906
72.38143338497953,89.04580708151579,56.878311035449876,41.651142629025586,83.18325604993925
37.059146768387514,54.18164809416909,24.636320725705204,43.598703260911485,44.176595480108226
39.61211789795047,64.40325777974792,21.80851618075116,58.38910112381142,43.44977331340551
67.43712225122931,86.22789216163216,51.12354800776008,59.04153285171577,81.13908410599711
42.01937264758938,70.06044452104749,41.584133011836066,73.88721279606085,57.438895698445606
50.296832303033305,83.81008473590163,38.0040628466667,55.67122842001879,72.69488997059628
60.693159694243484,64.75380865516337,45.263490305311045,43.24394872357051,68.39652506354942
58.907063912931704,79.37086949830743,44.710557091857765,42.788542185782106,61.1789055576427
67.5488618198111,79.04286645831739,51.626573306345705,53.89152206546544,75.09370799594143
64.95644137033469,69.05615614673098,46.851838430675365,58.05636653122036,68.6177717155061
60.693926697057364,84.15919972371464,37.73760498064748,64.0774653624038,68.42744345988599
42.272912857528084,73.58825000499105,43.93679911608323,41.25774069101505,55.233148355072196
57.94862667793218,73.94298757549994,48.56141082652706,51.00979601638646,67.4881909984825
53.14271994506867,74.32401151524456,56.7941071307936,38.384074843706195,61.846099955366
36.737345400595444,60.20107264051542,31.533456586186908,53.798746961711636,38.46107735238825
64.17299046476853,84.07358186093069,46.27940730054879,39.86602107250705,75.02362070466513
58.07236534578566,82.45036192803124,35.98758056269698,64.55274358016335,72.2498034728175
50.454900806310974,73.19461301340544,35.20120942733831,42.21984330884096,61.57318588642501
47.669079390155865,71.1107540414141,26.528265928624727,56.091336616424186,56.71640675368548
38.01698855299213,69.91700682779799,45.295466823553625,51.511291059484186,49.001883531200455
51.99524073558633,70.97918371448064,38.860176875708866,50.490846083100195,64.5752478343134
54.684391194456445,80.1906830334284,47.30174626063824,31.957266949133437,56.48744306741163
41.68845015756721,58.90120726971064,38.962086864713,49.088970873070906,60.654984331087974
61.62204049099529,89.91828951847356,54.86385142796074,40.204491215673706,72.15191056048619
39.02796953516966,67.22312478770303,49.653935420463284,44.14999922698786,57.082064814783884
28.768996499575582,51.97802047261868,20.81345220239112,54.88720978943949,34.72940439572633
60.397270908927005,64.38342323882343,43.8430566681209,77.17428732868298,64.861252670911
45.96633961897892,67.5445909018988,35.790597050048625,68.9820596418027,53.28933171701413
48.73970414686985,61.809735016750565,42.54311034023331,55.16636199074361,46.28209557821623
41.62483277174947,66.27241257762732,32.64964145334601,53.85392764752506,54.52793684893176
33.94037239282597,68.1257502216779,23.304469155834866,46.49166089103336,40.11716072613639
62.552373747242186,81.04486771533911,41.18678114695193,39.98964884296714,64.33376840114765
43.11131016153078,64.22793124011761,26.13868674975791,54.429747437675275,47.93283412200602
66.60952488147939,85.2925110401055,52.11292512799271,45.555517831111686,74.54771153827484
58.07308186210729,78.51610123704674,35.56378539709972,67.56205798780343,67.27001359634748
46.8524185328254,52.582328255913936,20.627053111100103,71.46384551911089,45.45654210321427
39.140975988731334,64.02127093985177,30.277648229574613,71.40420777166207,62.160436222572685
42.67538013279543,69.18117555833415,41.307574440690566,43.64503435481955,46.92190656284918
37.8747686890483,59.7625842327347,33.700564121864666,44.92732618651317,45.763527224516515
70.87113359588186,92.6978014950798,53.010247472255436,37.89081113236534,83.36182880326496
51.64441230229825,70.96071268229963,41.95732388581315,56.48398075188105,66.10732136606966
61.502055425466324,84.27165291095079,32.949615945410585,41.451643341836444,71.91745388904104
37.32647950989772,76.10192806372396,22.47773831676379,43.962266327967896,53.95520770424106
51.81035129597004,71.29208747029296,52.282313146312084,41.124303829427035,59.46430521446398
61.77861938808579,66.55985911877444,55.806914521831985,44.4316656042755,71.17276184596489
46.64989238066984,65.83296568564344,29.294837917211105,66.53725892005528,60.11281542658004
60.31114458921742,66.88956047290395,59.26785650922701,25.333329318950163,70.56953703211877
39.15432087994233,66.4805902499565,23.622613525448244,55.258928211564374,60.13469692099605
36.365284553814156,69.00639744414738,20.688427107588,41.93601353936569,46.361818656375306
53.79400612078136,78.02020729722432,52.63284513592504,73.44212722750775,64.55684350002929
46.208235654274475,69.84670781355874,45.118097167743926,58.279855268731815,49.09858272191416
56.42054689271831,71.12152062088347,37.606934148713464,39.812490029271174,60.50923674971007
30.221120684795512,66.15967535482753,22.2731299169248,43.892506757634855,45.001708028715896
57.12264635470518,80.89632996806368,40.1083849140951,44.300691286042166,71.0469374057868
75.98303927269315,91.94076009951517,61.02038789535559,61.50657995436157,92.36177999470367
49.753740185685196,71.74222017182771,49.854440487001696,66.94467402446537,62.44734936582287
50.34142128909841,71.56630293137852,42.01330230572743,51.53617509870615,57.23228839412228
51.79549484638679,74.90964301453636,37.935385842078325,48.567789244086626,54.54474557112547
31.38024289208213,52.55029558708452,12.764782095111663,60.4374501057934,36.23527524052967
54.2614663969031,83.85657121746154,46.9198048530242,50.27361259258409,61.96401249793866
33.94590255984035,59.53895106042137,15.675849728287393,54.679559164605834,40.36476322929457
45.723204018761955,71.33328152499826,32.795338466106436,52.21304046747307,48.45341051693951
62.42869549603737,77.02563502701393,54.48740677268613,42.1174118318891,69.69062930779448
42.647830438999236,67.53761722191759,38.47567651043601,63.63263053365229,50.38560475978732
55.012489895674,59.23888512649994,47.96907362435367,44.081405250924234,65.46951486511645
60.127390539563706,70.77058248337333,50.68691278613192,69.37799248685442,61.59694267023451
52.787408560959996,72.45466933095798,40.75743211178994,61.80183835557611,53.13165374897704
36.29051529905392,51.54244045064759,29.63512346966461,51.93700850826551,47.08593730149707
46.67524724648586,84.21353421742344,35.74299755262787,37.56214320524724,67.94725904463401
69.59411342388286,74.23415564812426,56.05620452569205,66.75827096979312,79.10420623129752
29.74954237002529,57.67196656647649,26.594048305558253,53.153781421219,39.75929258632055
47.242139861338245,79.45540626338564,36.49823283356609,58.93568945326862,55.188274129264066
44.47891928511892,69.61449552324143,37.469702443551654,64.76935384761333,54.017851556596376
51.207473630971386,69.42553422131809,32.92703699635243,38.79997284725178,56.163057324088165
57.482156171872305,72.53141868296873,40.65596370691315,53.63630443996412,58.37547232703792
66.08690968022053,87.09024012872692,51.40917074835478,46.23073843859545,76.12714335152315
47.29767607990842,63.25185543930152,50.86136092047163,53.19488753004009,63.966269100224615
58.1234132997682,75.87412503393224,47.82448672786318,54.57126774698864,71.47364858682135
54.99740144865173,78.89179151800775,40.17016351264749,33.36426108648234,66.46564210457248
54.743472978718,72.09306777681203,39.2958138396284,47.719205236624724,62.04756334388015
44.360760684735276,66.921286212329,39.22389458352696,50.89649103114203,49.64106164418055
40.02678531224099,61.08063860451734,29.2419984294404,37.47674930668252,53.63997699541157
38.99956887379303,55.90695984128818,34.348724539709565,42.64652457111035,39.85631386126967
42.43562790600877,72.76410345283072,35.919553378252246,51.24634865609918,43.75875941540711
53.216865758662266,82.19880778835977,29.944025581396346,56.86242624388821,62.26600352762339
57.609493931283296,74.18423854113512,46.98940063023588,48.532960562459365,64.10282854073621
53.234688478568955,71.24128657220571,43.65100687101285,43.0121444550494,60.2709353574738
44.510449038042594,65.27803464348052,39.75617972337571,39.958287614675314,57.866559640691094
68.05970109932474,87.6805158818042,44.34810872183788,46.42728746763043,78.70585505225765
65.1886562363154,75.97538515636919,57.64437297829268,42.0097715366208,76.75566811334308
46.45999887249827,67.33135068461068,33.51061922405176,55.95315774763894,60.230873683575005
41.76568594014334,66.13546650584007,47.230459122052224,52.52999151849739,48.00458411208177
51.302149541579695,75.79521319074225,52.496075792649364,43.49744121724579,72.76443002891774
62.67298645054353,61.68312156152803,42.14025830421284,52.280250861827945,60.26937311886664
53.32764977254117,75.73589014422214,29.041988570229798,73.30463507860244,62.0737121218931
55.56548704910044,77.03356798456986,47.25205484343199,57.52366782645814,75.26931398713353
47.879198777243744,75.64678622985235,29.349646814069267,52.54654298606135,65.43581029369913
54.562708952022305,70.51301383173343,50.102091898639664,57.17125946961152,70.97883416763378
65.44544451456139,78.72739059314051,53.32297840677782,62.642476921902,73.44191299364147
47.60331218522289,76.72827511662027,24.073612209736595,34.7864932802284,49.10257039361108
51.43307732507873,61.30738962038224,44.831321947357026,45.73880520967105,52.87197082885025
52.538164765496276,83.25093439809193,40.50163092260837,43.82904693772423,63.01502779420926
52.837253557710376,89.60548434770203,42.924833159702494,43.54316481472709,63.74819553389564
35.881111239287726,63.140770869718054,39.103206227856276,71.14278225199166,44.70321790124892
31.231313441261054,61.880131728755686,22.384107784448812,55.102830033615646,40.6004116058325
39.80344929078161,53.07182147015379,35.91676081915123,61.157997481078155,43.78944198463601
51.67942295401668,67.23737743815028,33.97245785277532,52.98932268635661,55.39294082204344
55.538561660032116,81.72291568609828,37.0634818187832,77.52864282574015,65.71523171772526
44.69325440226376,68.98501576160905,31.774760692312604,29.899612524848195,48.91251708233189
63.77257482867307,79.70129263939668,42.866379902184185,45.15615197080199,74.33807949907477
48.56824025673813,71.03835611134554,40.96907217926171,45.593787046526735,63.3786290690597
50.20315998234624,74.07759562024022,27.064879860349564,46.512064524384336,55.46899373612939
48.060361294473374,67.17851652061637,42.681648125406284,59.145018400488155,57.5753333804604
51.34026792746665,71.38563290422684,32.41297224726665,50.902044274217594,66.29427323606632
57.04474074043603,75.61529623244542,45.80519206585705,56.50533757161131,70.07755808595854
56.656534379123315,68.60412093596561,32.99293469256534,60.42308034922783,69.25782642427617
41.0157705939041,65.97409661167609,34.58368693549541,52.25408023846243,55.17322082951972
65.23663776478527,93.92896920740938,57.599538291137875,57.28527930057942,83.99767888321323
39.04973542573082,73.81504564924136,29.365470952833686,45.59755720523585,48.618491906271046
50.792270140906126,61.40063056235041,50.48366051590339,43.551221083359536,58.84392629830353
47.256034264776474,72.28828783219791,34.32276688304869,41.137994919022105,53.08811988578408
39.51008322681513,67.17249134332006,32.92350443515041,50.844080331098084,50.86187841872853
49.248794120261685,67.2932154904502,29.53285980541541,40.458589074381095,58.361858865091534
42.59186226707602,58.63820432369229,35.45134392290265,39.300493798394925,51.41215578416166
50.729072432760525,62.38233020439649,33.50168998287644,56.51408742340194,48.36567167031815
54.03085961219367,70.65359708263303,34.76001420042789,40.69587750772658,56.61750658756084
64.71929368973272,83.92645448576472,61.18029913066686,55.674287928700565,70.35568404216615
53.07384218627414,71.83181646361126,29.643614798314907,46.77844027212678,60.88362837314621
43.88774659695175,61.94675878790872,31.997662290285657,44.213151328917235,49.35341469921372
46.08380189280398,59.3723483201062,40.26517353223253,59.086255721129255,54.86378559499627
51.39978106114564,73.94149718527288,40.42240304558906,59.923110927289585,50.74678462883851
50.93460829462151,78.3273628027122,23.422340277709296,52.14197794480652,59.23737421372208
64.59589268228422,75.38779834310846,53.27819366909542,64.10029592032097,66.92593085243145
63.953529297569546,84.0031171610241,36.93315530591883,33.18446332907392,74.52642998239519
46.41064073757739,55.448311714766966,31.26196496401813,60.80837683666157,54.59100907324255
44.51357871813802,62.108345877631336,31.43124281832893,41.961473211502835,54.405521897089656
24.429453959321417,56.21985949721582,-5.038144093025405,47.691396559809775,35.22597335276095
44.5107958667778,59.06165313912173,32.53589238139323,53.585511933507114,54.98348858012011
40.21942293915716,59.23848544985506,35.491586381657875,43.06363383355076,46.414953279080656
46.451755419051814,77.28967694105248,33.47814115601869,49.57357959244367,50.52721542601486
53.91584242350111,68.66146590203581,41.91632032483081,45.732566302081565,64.90366706236728
51.77192329198988,66.25251979466819,56.92323729927903,47.723108457932646,63.93283092950368
49.700319929524575,74.156010231832,46.278761811290344,71.04499287614198,49.93836179446145
51.99582111088514,84.99810444022143,39.47195237485872,31.4333831604594,56.019183071614584
48.73882226769008,68.04074039588446,57.25018732927164,47.85286939876028,54.63515095023753
51.97018932543476,77.13424315813421,33.88667379888301,53.92827600607462,60.70514332632331
17.68944992080688,55.24040526061154,17.424504305091354,38.68345808686759,23.672609250976247
47.30706510249246,70.7055153695797,22.867307603614112,48.31750293656232,57.444764817277516
48.89149278946993,67.95517187805939,39.855243632296116,53.02876914873444,55.14307494803145
46.58738283793414,62.21607197265965,34.049254653152076,53.591852294503404,61.15823226138039
47.820537378970585,59.51041000153399,36.35174916877786,58.23009188511982,55.949328746674084
57.0331011780673,83.19993314591083,45.73867704337963,60.969006071545394,67.67521846898637
44.01894668659175,67.28302041723396,35.25424133488223,46.694302455420285,55.756365823659
72.00702099217128,95.89280673444483,45.4242478069311,50.875679189032375,76.39074627884415
56.882969302220886,82.27524449566603,39.59546588391369,35.80678610610828,73.96145481184278
49.93692749086128,66.44371060082518,37.501181329999255,49.47495778002522,62.64766638123764
47.933376968024334,61.17140650845941,24.51662783773761,35.489271719993056,53.2476108248316
49.13477713617865,72.65252696567093,43.27163845616034,50.10873766305515,69.59711812269344
40.84692930056021,59.52344856746966,45.69825545342084,58.23422496863707,44.17819906118282
49.0479746074199,72.34943681553844,39.21432923218451,54.13222644367474,63.023909125083534
52.786835167270546,67.82590226962259,35.368421054491975,50.91215785241814,65.11423221157277
55.7954161557323,69.22198389818504,23.43116642785243,58.07012583797134,61.4134292973305
55.796897791443335,73.98699818391387,29.680407293087164,60.71199872062444,60.832434786367536
47.25122453434065,74.68880464183954,38.15224931287878,41.71386115934918,48.08831643132895
35.8391774747807,61.97884531919165,36.97887540046557,61.86114471039557,52.91894046481458
43.308973737665546,73.34784067786728,30.721055351031303,42.43577858417265,52.000725133119516
66.12193042812387,74.5040954765567,37.6935176791765,45.54474278881124,69.20623567418073
58.96058313409948,70.30042065611828,37.252235397589644,57.2575058836744,68.84895308412256
53.69619586304174,72.75427585070676,35.6943169166652,51.775944594582235,66.1281653404188
42.38705755239876,79.18695273816154,16.329914255104946,49.76844483032994,46.67577855880646
50.03645154973778,75.05921347308646,35.04280877846316,51.727308793599754,54.61057613758578
37.44331314337518,54.099396094181174,35.22157892436445,63.13343363116114,42.2013417861596
44.48063124303926,65.92874306249206,19.906218106543783,50.68016945373544,53.89319609314518
47.54796658314805,70.19275744350287,31.183854514955698,57.45472098057037,61.22093225245582
46.38360068134787,64.09808925706383,18.593266307296616,57.2007069604423,53.290223124447145
59.56601931056012,81.80283865030466,38.121319736629474,70.87698764457997,65.70179105757413
35.81274085964547,58.89665309514017,25.675203412484084,63.83315803099284,43.57306166062791
41.34567728484846,62.101262751580876,39.17890766371226,57.04485009134088,58.20489891181182
36.25312028977781,68.59754672312212,30.83550928598885,57.19540950718385,42.879331326676784
37.62646787312146,49.98339835973236,18.75226929354468,51.68934153902768,45.22046302329491
51.24055896446649,65.1405662516178,39.18226969951111,48.37756237807279,57.58760201799156
33.99559466943728,53.162596617405825,22.82522871138837,49.87530856293317,43.359413186477866
57.538687788376365,70.61902397380544,43.05105481689924,50.24400105741811,64.44437435709565
47.53184223058925,63.900524748694394,34.05292305174469,45.50776183896629,59.65741840907078
50.687883325259776,74.31876864728514,40.522889035937666,45.86366756367729,63.466431708127026
53.22576737997204,80.24409984426651,41.368226627945205,49.36504237166926,64.63460769686776
45.65833479748409,73.3746859023444,41.175218952437774,46.75739974988337,68.96642192140544
60.32479715753378,71.5717196740179,46.17633296150893,48.06384219298126,73.15592102754893
48.05657273272365,68.40381832291752,49.56187523434752,48.332728911590074,60.625345731592546
55.940702552390704,78.01887150635022,46.10933638536004,59.058529941968445,70.06941399262631
48.00887617242748,70.66601883179945,47.83313980617925,57.923431693229716,60.1574986289445
52.90874387424923,81.39015652942115,45.44355809046085,60.24638297410866,61.7947787794535
52.79662670157961,68.20244531674868,34.21518413688942,62.45064805951235,50.365918232475494
52.49969939455531,73.48062171752977,49.318117722576055,42.79530753925473,73.73094291384156
40.25692150379081,60.66360581736637,39.66610815462583,50.28871254171212,48.089953473827215
54.3587577054744,75.50166481974236,17.79259940498088,53.01338296879094,61.76973078754227
46.810430109004045,61.04348166692966,30.720259820380527,54.42235679854559,58.86733485466055
56.30488030489918,69.15620613417963,53.77073308460083,55.12722704712509,63.08866938001001
28.47506555587696,49.59896114394539,29.791403480311097,64.20225140082852,36.53397252082783
35.34883777945049,55.855197675406906,14.828288261636855,44.51068823908149,43.5272860204615
53.634455621350284,83.53628312800826,47.095936237921244,52.30782526831611,69.301392416657
68.62927585105228,92.31840116603402,65.28983609828578,37.83084900311545,82.09714625528483
58.350587468112366,75.42828662666949,48.61652798539442,54.17018140940544,62.08317908684472
43.17549065800019,66.59735560651131,20.574768588583648,34.07623805384468,56.44491318721159
33.07947584622044,47.33529530966223,18.539084211511604,53.60497861319183,41.56976929163112
57.42686221161618,74.95613064463856,46.27418165850997,62.4083885297026,67.10737277602252
49.19416777957049,71.02326931550951,35.17134612911668,56.21866100920409,61.88167398402395
55.907042178943854,82.580161796696,52.151583043856796,39.36201310708034,52.529200246573865
51.15298722210791,73.59824184374365,44.21473030177857,42.25146550550447,61.931473200129766
50.296429251204955,73.65751192809171,53.4277433507283,56.17026404058242,60.846456174342165
79.58625445893176,94.73109862236538,67.85462614071584,48.87626962555754,79.94094649546085
49.93870038954421,72.30519230609795,41.87432407056074,28.216899122961173,62.75385055302957
48.407547907467354,60.13885876647925,33.790986379936975,64.16947608705664,48.9243203546996
48.78551324595978,66.90443345425828,47.82482903813347,51.85618057584332,65.98859317583475
44.16463283292343,75.68625008417635,33.16746137380418,35.70454432607414,55.12930300786159
59.901328947153125,83.44745083170938,36.7187961639154,52.344047176646505,71.65167916828766
46.46245666218651,71.18778781963462,35.23220908462082,72.14497101292227,53.38706402615578
56.359427056445895,75.7827419727609,41.53472566568786,48.53451790864661,68.96957577353194
52.84603029813557,77.06820895531993,31.686201205936992,48.38441287501988,68.25137229930911
62.18985862132426,73.46442937293071,53.26510180182257,43.58303452809972,62.136006577373585
54.20179596988361,63.272126721324994,39.52792113138274,56.470183636849384,62.49842583347496
37.86615219052353,58.94424053991048,31.56432312536253,52.51357278163468,38.477361802037244
36.735122149460594,64.18125958846423,21.30407276223044,58.11842907891528,44.983303783071285
64.08369146076902,81.84788761484444,46.74539903405204,42.742480773593165,73.65151713227391
43.912891967355584,72.71326662362245,39.12927827461796,57.28907569819832,50.52671903056008
36.79397420210348,62.99199870229546,25.620854235742023,38.21994433164823,44.44339452438301
43.30381400130241,65.84635513784697,29.555127941755426,54.96469400718646,59.13131245678871
62.64625286968007,88.83706868433092,64.45919927180034,42.08119861381018,81.6073826311213
35.79787001051488,67.41025564737262,29.377961912431704,50.3839474366733,52.749355669395555
41.335047962403905,63.42436438809688,36.86773819488705,34.41346654231917,59.35370918484318
43.33192491203481,58.27484603245123,38.46884714045767,50.97935278017198,49.597216072777215
37.48810126526805,55.18633519289705,28.891785042278162,49.80222786046307,49.83580271624835
38.15672661488336,60.621537447499485,32.83854197996731,34.71536846302055,44.63543516274038
34.818920247363415,56.759852325800225,18.33009577340069,67.31205703551007,47.82648727153379
45.38812586863278,78.07805293407002,45.62676281663349,56.223483332258915,54.13987682397688
46.45091168259915,56.79703233192012,44.81378185136999,39.10332969931078,49.7212608684638
43.17461845796694,65.02782992201199,33.90268039444865,39.9248731263011,60.934032995311554
33.463021610323594,51.116732278735896,25.14811321321244,47.50998480758719,43.48703374451508
62.53335946855995,80.7444827342561,36.983035037847436,44.32399388115828,70.78609151984699
36.709211708278396,63.132244376511,35.766396554725716,49.070963546634935,47.2169557509683
52.78033712022871,69.97900247622472,37.54495841988055,28.321921568004754,58.26605416147096
39.25233406881125,66.019946679274,34.31738581795042,66.92350300194487,49.847588811400854
56.68316866741527,74.27047416822565,30.98698454830183,42.82581037297625,62.04594965452321
59.55832355167165,76.55404360793894,49.720379594653245,62.120870029510506,72.05631547978112
41.223864133723445,61.22571538070948,29.51588966321147,48.319770631789865,57.51191493558336
30.762842703028742,60.4488214535396,23.167395002349064,74.47812887140557,37.02602538091147
56.957873191396075,76.70639735481737,31.37591076539288,58.589456866015475,64.3587984369251
68.75800546713634,95.04639752145113,57.001018475178704,60.62407815321971,85.22592991002928
54.15694539892434,82.09002539485755,35.71750623225575,61.95746587898476,62.88343387278885
51.60544421479718,75.43884928444061,38.32799312520429,50.83496256157807,65.37415627889193
58.19760609610189,62.43673204454211,50.08165258336252,51.507141107756325,56.780435076196
57.65054845997018,66.4918937892055,42.55256051335972,48.74550245224365,74.5539673216713
41.7101116623899,70.87790950009203,47.17252744465751,53.61545638077741,57.41924156664781
43.408486893033526,62.48220320194179,25.36594064792879,50.757720063243575,49.64135786864676
56.11123550055911,76.7086634631584,44.007312610648384,53.62102465068512,61.91454875673348
48.55986652519707,65.32158849184708,39.72648520173254,42.06334714132355,55.352158251115014
63.166055958635525,83.87193143646198,39.22275972644171,45.83406135046306,74.6087582224048
42.95657852871241,71.62583316127852,32.916705957471834,55.54366100796623,65.79541353719335
57.50609916868481,68.20053032004914,41.570520319812466,50.20992950295887,56.785339923516375
53.42637981369228,67.76040708450574,41.87630026783803,54.84645626739839,60.27056148447753
48.73562436290366,58.61908058341565,40.180902107542614,56.70970938588443,49.25147126891637
61.75910771834607,80.93506643027452,57.50533744444381,58.879914021277656,66.78478965006241
56.8007153286743,64.65763324306135,44.90592713035687,54.939490104656535,62.90828006693111
39.95032846617896,60.61323492735454,34.33929940101931,47.67728797361094,46.517759455131106
56.40218680419847,78.81043617191358,54.29616783836879,41.34772780791913,70.01478879292881
63.749906314941995,94.49732632503651,35.1383198413447,61.578572301971036,77.09718590280575
48.69555311015376,72.03041450124087,34.43209026566525,43.073247816217794,51.459304916041766
47.513441496150264,76.99402613215251,35.94045603044447,50.001166340612684,56.13830746168952
43.30352852356475,67.26371239967216,20.0331636677311,66.17718667715324,48.78571700944059
49.86396114324649,72.51531513528846,38.01141462129013,42.07017461879325,48.42883729609544
56.8620068605291,74.32327270041178,23.800057843524183,47.275371090564875,59.88594058042588
41.82331700421253,61.90428549991255,37.0117895503656,51.18493112991748,44.69216819852133
36.5364243926276,68.24199101810234,15.576034808397393,32.13491170130067,44.3998281213117
46.242500890180736,70.23200495646526,24.67239614622072,39.310243761264196,53.517075682666935
36.2027502134125,62.448345286828115,31.346817485867838,62.51364850526638,37.343300090775266
55.232184412826314,70.47332846632077,28.083551528974088,54.52096311020096,54.330266642323075
45.73310230006199,65.0894815801069,50.73006892155705,58.25522268859828,59.085834246114516
32.44598155449194,71.08154169406487,25.26730829156963,52.55808348318737,50.29447152794693
46.5139248526149,67.51085238688138,34.108698989550234,30.471612195915366,64.46203784190968
48.073850142059094,77.89905620074549,45.68093042305086,39.81451917115662,63.10416396193601
54.49135613359717,70.49926687014091,40.23084638749184,27.73802262310921,58.608638076820824
48.546364568457896,74.78338117152592,38.33482295298878,56.41721600703709,54.63125624226006
68.68726456839809,86.50415752857228,50.26824698050769,77.10259584872847,70.84235763521318
44.81296148461001,64.01130130737599,29.59518428981227,34.32625314288116,57.147535127671134
49.37601451417694,74.39374262176986,40.001510926348885,60.71138705949364,53.140926699259424
48.97089385737329,59.59113991757005,40.92839482604655,60.89475729115688,51.5635402804662
47.17371615592977,72.25294200258969,25.19518115474159,51.86729656925719,54.380017360499245
51.4242558501294,76.84495885353866,31.518808088987115,36.29488331303642,66.5882385515182
55.412312971976725,76.43733548095429,36.28391430901437,41.33313639114028,66.48799306281266
63.400987035364345,89.29357688665743,47.31403455576248,29.799837625091943,73.60595996054789
34.307438726055366,58.35202826462489,28.495863984399485,48.74437168708017,46.95536902187712
44.89657126193879,65.75785685145672,50.92111360521679,52.1751756601182,66.46475531516354
45.522285746477564,69.56197144720866,36.342035519714756,58.22048537334879,53.769260643098704
59.37850297361706,83.34510600790352,43.13912777901094,47.95817123623234,74.97501668379606
46.43336938926656,71.66605915078327,29.1059808450634,41.522149655555324,58.25750025191964
31.048244069206813,54.859169841730115,31.1684435775784,43.098837788674004,47.54968107943772
50.87730463866576,64.64705642683323,38.062758709210016,48.6837178342913,58.2668813040388
49.66310768459061,74.70772492996065,39.981367308659074,53.01389971429773,56.75916048273971
51.797515657713156,66.6975050463745,38.842703426425,63.909701652196745,53.63329399291585
39.59837119020518,57.35828696197943,34.10339713304171,70.46487286782423,46.81487613701589
