Frequency,Rest,Load,Sleep,PaceVariability
51.24973649115242,51.322553668249626,47.2890080643156,73.4730965851417,63.05493998701711
58.89881472332826,63.507953744200215,42.012383107807274,38.67600492084516,58.86913418933585
36.73207886731147,40.26810472736903,47.812114205865214,6.497962626341732,38.74851191924663
62.53320088368871,51.896622076042654,58.96932918755547,60.684765138349654,36.57740902333798
19.449162856022248,51.27859493391045,46.05937786562072,40.40972131327799,41.24536257170925
66.20969729977044,37.20793894293847,57.32097189964075,60.80068910015508,65.87614940404885
30.286332114443912,46.35639346555278,87.37996822785179,89.93130306265702,79.86360582463695
60.632147068133484,54.53735110869165,38.52624484687477,24.773491157481505,64.02294650527455
43.66724711853335,28.45261194182924,57.16566184667498,94.2387096829114,57.036700675694746
43.39943428785061,59.978375125700545,39.85882648519575,43.43732568695844,56.886930470589
26.143947897238398,54.2380103268075,47.64080772484692,48.61745059804754,41.52789215308462
73.0988878716231,34.19664907379364,43.854484530696794,55.397790446691616,72.61987503755859
31.27553383603108,57.10117070408002,46.19148455030495,83.37477749214624,59.855129929502965
46.59692623561497,30.437626076768826,50.013296298893366,48.31787383330301,13.179645090101879
48.51967402949582,72.26262382082518,58.403641162705725,49.35927887541874,48.7361587112362
43.064693991321086,39.78130739673993,56.12486331174615,43.10773816382681,52.93942729960864
60.74473569450242,25.58681500518586,28.156517984359223,38.909156225882064,43.4985667848562
37.1246092141165,37.96605420953591,37.33101422388026,38.966171175505536,59.46945559573782
41.7896798081804,63.64204312347263,66.95109088098825,58.066638745989366,28.603615357392616
38.18552935342645,60.15362331457756,74.44203301506259,22.321013014942448,62.6894893282152
36.23041271076257,24.194291806582267,60.61698785479549,29.490077745078494,29.035165281707613
87.03200553534327,24.70453585460769,32.03859750183246,48.89946482039338,39.17684058154645
54.51789866307428,57.0490718807645,34.86456880825035,81.87666745313928,26.4787916979993
45.491787702344936,47.67311795207246,50.47900247539174,60.70858726087942,61.05144425922852
48.965869583794365,66.17099181709918,28.78133299805898,52.93682174766726,63.65212194239914
49.919469320773636,45.625775555915325,48.385983010744525,53.034021357109474,53.05802189641547
61.48319048959425,60.968488782773825,46.46878451142936,53.323475587764435,44.251533320393904
24.146006973162443,69.91393778009763,73.66950643362343,53.24883572856686,44.87147202985355
41.657890113131344,71.52289842987835,38.978440467700224,38.315747484291734,16.883829792018886
59.41219825117906,72.93156882654392,57.538973368964605,42.02686161679471,22.03101847700294
57.07708321610792,54.846500046055695,40.47177652570949,47.89135662396537,59.741732638919224
61.39809865364518,59.18348195934779,69.97045758248721,53.797573242508115,59.99350518884722
44.40467918071626,35.24848941646588,57.638097690036815,56.56030175852392,42.227434871391566
64.68416978376234,46.41604706685816,20.813220766709122,52.14580761376104,29.553773612067445
2.703329980337095,46.327879098256,59.574640985473536,43.69510122609086,51.86875090068742
44.84063375872535,45.20406327931823,24.926372939932968,14.286587988777967,52.1416761380135
41.20250213637651,29.298761248832704,45.85395205246627,29.567052444995205,48.362808778983464
9.425584860913517,68.20056467364698,64.71266911025371,35.63494597052015,56.232764257024115
40.502183957827384,83.82867688627377,27.158235507501725,66.7766808993779,63.688280052154475
32.48120872778725,66.45146084855897,43.12633879943055,38.05193283436106,53.89668753972927
46.47125911069107,51.73671204824968,39.49813617707391,50.0108517171387,65.2992460953975
34.35041235443998,55.051374583569356,40.19059881281481,39.870732227001874,86.25325769442065
73.03410081584137,40.762529508361084,41.5367731473304,37.835592081813346,62.22927933987587
29.691312078783913,55.81810700559333,85.62622281754759,52.77476443814423,65.50486270131924
63.60070664984342,42.96074443893521,29.24831903669496,65.36965694749614,65.18872355460543
78.91489720140322,50.1450883714354,34.84109685428914,51.68134379825153,39.06327020599959
62.74010182973437,61.204430627192544,59.82791313620364,40.105830192920756,47.41503650219705
25.361748975576266,35.62850470977589,40.2256207961897,32.94082655992581,42.5220579970961
52.78633046173401,33.06196241979706,34.60421916155978,53.01974949455114,47.79827680262812
56.03525277012433,63.87721170541775,59.12649608735741,63.50170846811619,57.90337929461244
3.4442736849706677,37.02383012584251,28.442102483422133,49.055165400363464,44.17454339925293
63.10547581515734,24.30394248148257,29.35850245589848,41.734568524355225,57.46239205349113
44.14508412246811,59.43352858515309,47.15756829960105,50.33045284140611,52.92418321383993
17.302621947309476,57.47433971243637,45.429118165127065,58.67452193655725,76.229590218411
69.36539682903715,48.41525642549326,59.443104483331624,38.42243011811584,29.5316629119118
34.80674109084947,61.339447501120105,40.6875501008766,49.888289679634006,48.885374834068884
86.9413181410597,27.19325661597179,47.1935108638894,58.30137816714889,54.268468652562106
45.1605801932481,41.41793684493922,64.64534407304018,32.64449362793204,52.66099669846135
37.769497690622856,39.07866805919837,42.28729583896046,47.39709763012261,43.271414244639345
51.38659252008006,59.69131957799326,57.1963983188141,51.1653717264357,50.19789815401692
52.050428597602796,50.27620926138704,53.649039330661246,26.766304271329993,29.47673794740137
51.15997150402923,55.59983174244072,22.141188550509266,55.3573657162193,37.74504621567978
56.67717222844239,32.65727599640253,79.42292997484799,54.91067167996678,65.71118638019516
46.070640599844694,61.520390954043826,58.061308404132866,41.13660616736925,45.86845651890237
72.37567174718902,67.16683426046342,28.811441114349854,65.27762627777061,45.453802063158484
46.31679434170183,44.82582522811558,62.96024658037566,68.18986124081502,61.447349009061774
48.69278446887148,51.13068961245593,45.23821807669598,31.13602221218484,53.22547435365753
68.70897341244721,64.78331029960911,44.59170030710815,47.0544592329948,51.07283786325964
49.183672002371836,42.39656040264487,56.25333998528599,37.9308721417861,55.247386008250324
70.24019971461807,41.07380075213688,52.0137883451644,53.99859568274442,60.570702935012285
39.81079611413558,26.059612565742302,79.56509249444441,60.65321359708511,37.30223073098846
24.584971656438032,42.00421424671842,55.44642509454083,35.13974614346983,54.69701979677309
50.98800456974744,53.18971481130481,77.20288352474616,69.53058672808518,36.015058383723456
32.77550560590508,36.40479096981111,40.64476838723755,63.216913752179934,45.61703835986053
45.08428827414991,70.8973908624284,53.27217455845541,57.82507796322487,29.04034511369494
49.237528150927126,42.6464311010621,31.077010306466942,45.495782733320745,38.995375179789505
59.526355556420526,49.76679685327396,49.04372673388315,27.481676897021938,62.58662254296827
24.383310359620484,40.76870462772131,45.30617276522944,57.09404716212218,45.29199805087721
36.191692689303814,63.34516084596051,24.238023040392406,60.41496792254195,57.259270538350094
46.62645641531489,50.67346992033492,43.656494088278556,35.06558138188065,31.904942922987555
33.97137574499985,30.913949682770536,64.09237439090599,59.836705642649136,46.13721522016472
14.101306738500504,40.67606474080941,58.84402309721481,49.836631454082884,35.58891152802053
43.83676722585724,61.57675791934584,79.10594820517049,66.37355509402202,45.244577226208094
34.42248273508806,40.50871984845266,68.6564716309465,47.889930849549444,13.999537836234893
20.532105310007502,34.57171502808817,6.425975182621329,63.002814481652095,83.99014590667494
63.79679822091764,65.1428665943579,64.197333555794,31.357209653303133,47.30077812510294
50.39475822263021,75.98150656876061,39.6856722369368,60.291341971234026,38.691803750218725
31.97074729448401,33.11263614874819,25.150945422598276,48.232334701539266,61.516493066847794
88.25474205655578,61.32001691570443,37.33345401932488,65.77750340021936,62.38477005911102
47.608051846263294,34.395821796243446,23.995193536256718,37.60871683837131,51.35884654075626
70.8745136128579,37.913959947141734,51.983263243504574,57.82149228222228,39.61557939185548
31.24230713361802,49.71357135301103,33.97524824488376,26.83921333834042,72.81440244855395
40.996386815135125,57.12772848886334,54.1136130528277,31.59745558947573,53.74438812952693
54.771287862983186,52.122601948558184,50.342749145440564,57.8600731517989,56.74345425343259
59.170475562135636,31.786675948407083,23.869340592948916,41.71256767363873,48.39204566453767
61.78593975129,79.45625442426687,38.62865498815902,67.55831556610973,51.050357692815105
40.62235264364081,55.77929243202937,55.51180012790374,54.05412017709661,70.66461071862926
41.2596993388563,55.35541035986339,23.947961892710385,26.993786310896333,48.54133915316349
38.07235449899922,68.57970678563535,62.27801857695916,56.830325961013806,48.088585595529146
34.61037644307777,5.1006262677991785,37.66384888767903,55.19862980319325,32.69394619461489
71.32769291580537,51.70535460382487,60.03565321539938,71.11415803447812,35.2775450235125
45.75692177069863,59.28886509025127,26.831780232078383,55.449990171715186,67.776834078413
58.71228500918587,54.132553866414916,28.356284203660735,48.385856351399774,30.194412392549957
48.84537705150852,50.43364049191736,38.451975372612004,69.5358591555266,29.201323516944345
86.33137054463174,60.80600729490271,62.428203521665246,51.2538902780774,25.85861065646568
39.67885928923266,44.626016021007246,46.98597726468479,38.892565528001626,74.19683851495117
35.16270330480765,45.20345841284295,34.718325955576375,46.77845029652935,20.323083152365946
42.02354142581426,65.46841676163504,51.240130652831866,27.061484898738772,53.72712008125793
57.17845640612498,53.90845238610255,54.873033924512065,72.92904647388914,67.49140283394402
38.55180531011621,41.17400353988208,37.69859849018996,52.117890885437376,59.475269484531175
28.404046618552417,53.6471255366173,38.525922227528895,33.164726618534644,51.54117940990035
77.69208383290223,49.880132974178345,64.63267477655873,52.60537023056212,47.79320395144377
57.268139414043624,41.07057259604348,27.281013049493982,29.855174335412862,47.47433414870012
55.23232617080532,53.057762728020165,39.883856321685926,49.450296022135504,41.624754818037175
30.7087701844014,22.21932029618673,44.403088111874936,61.24095573513595,48.355282713294464
27.93692136986578,65.97852832857585,38.14287181443521,14.444860055129809,47.76878771180404
65.85941972902344,51.93503228618269,33.121451844250494,34.387583907242394,66.0503837066228
39.74585156439119,29.66985776633617,31.865442133582036,43.97174384377935,68.96750171321753
59.41279159086259,50.99353463777095,85.93189250713422,57.53605298314032,90.72140608234682
42.98345220687033,49.46219200276075,38.147146569182446,51.13940944575039,46.41597399643927
96.04691003813767,45.9256112976759,66.29375824979608,49.1552370207513,59.18383141360132
54.682419099369454,56.28269890449321,49.657749972880154,24.212741306230548,63.19745701675472
21.502799133203936,71.50676024985032,57.72038420762964,53.85026459132753,50.33446332925939
69.41825125321755,69.83248474623247,26.87458992011949,14.611123101046303,58.660569900574565
49.857567476992955,40.72324520444505,51.67997166046837,34.97447308345995,57.27672972005456
37.365040762322366,47.466987168717864,57.00826612253886,40.56447781687537,43.015550827546974
47.93936568167117,53.82812912527768,70.24559676044802,43.28640481106713,60.810569974748304
58.192108926435274,53.99331768161331,62.88501205672157,73.13489237659729,51.057782156909596
60.176859028218274,41.42559741082888,44.64411314569094,34.54897483448348,45.364633702273636
54.03102178518894,49.79126166741579,46.43447883144612,46.31350766688802,47.99071614715417
48.10506474056528,73.30896695607004,49.39239144540102,34.5012144367233,77.72966308147808
49.175975227029355,47.52163396837878,36.36809943481034,38.4823810667608,73.81203946168885
36.42344358700815,38.56567650266499,58.969146900504896,26.691812109969238,65.20541448114113
59.157667060105084,47.90052458469069,55.83226704328668,73.48627207379667,62.0605308769328
63.26560399095896,58.01347089392615,47.05839957923947,48.36086244097773,53.157707192475215
59.403073950988684,43.63457482237298,57.80250787657631,46.369574784435265,53.57843346408202
51.23932410193571,55.867976457879706,55.445000576119014,49.96252984113964,37.63419003504056
70.53699217006137,43.17503659669117,67.60755507466764,32.34771541306916,33.43236559634455
66.45192079480445,76.18835956703774,58.75801265886567,28.830694712006746,67.06318270273172
35.99087584326132,33.46067168643281,52.3182221316558,42.549422887089904,62.188500803117506
57.71295672861007,44.898094751610124,59.548384229490416,83.46138823245713,45.84830068519144
55.26381773938517,59.185480490056456,58.56686598663347,81.47132552421962,67.37082012705595
35.31299324356453,35.73988793998815,48.27783892292092,58.79450297855401,65.41544856138468
65.3344613993823,49.759314348506365,59.03758826546672,73.88836012910849,58.02306744418517
55.8104273378997,64.78769074917793,53.53248893899845,60.58118398795206,78.2282255930271
32.77013789688705,47.470549713896034,41.19975306888121,40.146550733708395,41.75809554451339
18.238440020775457,43.60535650053592,66.25999860012257,31.572363450503666,24.241838568980732
41.46956951925413,38.48896589740087,62.75412063606613,76.22949179960564,83.41204373312637
38.972833073856926,59.053531546733524,49.67762671876873,56.291797544337584,58.605435160546456
49.04978845150096,35.85720772650835,38.494196736474876,53.15958682076074,55.599492655935165
40.75473237155586,46.68111635703442,67.53010908864323,50.21423268365927,57.02752578600307
72.55642211759603,52.141858211490174,43.183961985219064,42.70186770401748,59.548174780502876
27.459089964476718,72.58787540900465,67.45184808423045,29.9085528534855,42.38328571696827
42.37304570507109,58.08098670816629,38.72683873662301,14.309371572551619,68.40599064781475
15.667944315574758,75.3420095303911,44.19699833033921,49.75779163536203,46.02858737039426
43.323040272296915,51.06811885419392,45.99780759222381,37.31846584854636,59.17823420576015
46.54257098775899,79.60372672894711,36.732825094426396,57.4093710397611,42.02322604630176
40.59981598936409,49.727096304750276,59.68630871279337,62.020970321199584,47.58918783981697
73.61095117856627,62.501851285625776,54.32231531242704,60.36837874009842,34.9346357907922
67.11404247767265,30.51825246783344,56.536197955971545,48.77095417457581,28.505412761051858
31.67376266765302,49.53910777047309,48.496674596716474,38.741551109087496,44.157147742360884
27.94566930382311,28.369442954491717,45.26401453442827,22.538250012659848,46.739530842602825
56.79475282499634,46.9694411221264,57.22500790513567,38.68722903664262,19.763531783257168
57.92395973295592,45.595001109609015,33.287236235555554,44.37236924521823,37.894986024214646
61.557348162494904,35.26492992540056,36.86452372990533,49.0003339204137,50.07946622436958
45.91182651736412,19.379750278768768,25.39809308033603,52.011496208075236,32.66996219274638
57.4827146191855,14.850190372627296,42.28380606226301,31.259697148658024,27.571066312290508
26.257167168783653,45.01409161801428,38.50952891232397,40.14766430788439,31.958593211770772
62.20547092565871,49.161462626040944,43.76703052128853,58.9593667578861,49.897700655881394
37.74445930564277,54.0747515117731,74.22548574862816,45.18582612085424,56.35508038471536
66.70481335164331,51.19789854027393,64.30157774704031,45.867030926350296,14.412753843041429
29.335725224377036,57.885560524395146,75.62222039411793,38.131806785727235,73.05963470013562
33.260046778332004,43.448043815153596,48.968167342848275,56.45668817705603,57.75912007149316
48.37043142173154,86.7394508939486,54.29098658837087,40.00344588689885,76.64867166160568
53.25163819962683,69.12652328519624,25.449328418152415,52.29020262075838,45.28917805306356
41.99658715597631,52.68512380434964,66.93743921842899,47.695975250426336,71.32760011457071
31.451300613843912,54.73562812109664,57.93766407624709,14.422037523827989,57.22185076170175
46.19020473420422,56.16281629812563,67.82639412180309,53.44197594364727,45.94400279639201
27.35587279250298,48.79138004560003,71.667961633831,3.617881739928606,67.47994375304552
59.44679351047477,49.15681003113387,59.019054700300316,67.1253242934967,43.43041919536566
51.351271947947595,50.110230364420914,73.15956929054931,50.08345403792622,52.195758518243295
64.08560858550808,57.61316425778624,53.27753934744534,30.124223623940672,43.64556679740744
55.417403593216584,51.9084220140898,47.919134698564676,60.376793404469794,82.42681012680669
51.12335782901276,59.84309634986922,46.99890947210521,33.14769656307175,45.433487679765285
52.914744700838526,49.103473182371964,51.41355964753412,24.116568933946123,43.032136716633936
25.84385156884118,54.55752226927886,49.74551508329203,47.16891359736503,27.323437952902903
47.64156855889498,71.86162989312227,41.792313329767616,51.54824008232641,52.88401734613717
27.085223791920797,27.462242060228586,28.6566208550822,55.79556755897375,68.43012868291105
76.20664672553411,47.92137964184308,66.4142153189367,44.00072982311694,31.866735132353238
37.01590184278903,43.509200718415904,49.44311042211324,48.90575748865284,59.21663680120095
47.075925436476744,64.05491915991946,40.28577211110289,43.88338684292944,74.67490255352664
19.108908222850545,86.52597889892165,57.518020202505916,95.6426235867894,70.47313401056466
46.771506210522354,30.96213961526572,73.29119049483427,25.234217424954497,57.13778073154713
35.86090438634043,64.47537963729332,25.903323707974376,61.598845595613554,57.393534602846
53.43998347363139,55.7895385946135,53.20532465082302,38.662033252794615,31.637857231431028
48.12622301800053,80.47912516377056,58.57980563114099,39.23989996018157,60.92105958515741
45.68952962121385,37.13813956221587,68.30480734342831,60.739462956516206,49.67316304256227
72.40067028789679,57.47891067012997,53.36725751167091,23.2290547783973,69.37550965221673
26.7050626405074,52.61762225002525,54.60733741760089,42.387144145322,33.63791488113907
51.9639454698344,59.27009509220642,39.86837073760715,41.374489836459915,32.896340199006715
25.46960614784913,47.73379976452179,38.97972962858072,59.95540358095449,60.082923655304526
58.95633685748038,39.28899682135881,64.25186311604519,35.64475122114004,62.340126453639655
57.44799860125917,60.31635576572082,29.027301406399395,68.69391130281755,52.49849288612476
49.575364287238656,35.73225185801026,41.08229119507426,46.851730202877086,46.9388640135644
74.96529523415131,48.984146126951096,45.4437878083113,46.50023107509035,55.75560343112622
53.450133999982874,34.33161059576638,77.70775365492824,46.4369967643641,30.243081415838333
40.28700389588477,49.364427897936004,75.01186415624379,46.296722580670995,37.266148831219056
44.871318185235396,48.05607849053137,47.77025759057148,23.63979529543449,34.97715938784348
62.209673181842405,55.94153260688694,55.18123357114874,40.993007843865264,27.485173547093964
51.440428713127076,56.22279718280658,77.43258366946283,37.5241177317439,59.71441003643835
58.46231565450519,22.319120004628246,54.6870649920839,36.98584461224851,58.524207074614914
61.075437685037514,40.032498452696586,56.12698067932818,78.05950624772726,54.977658042686286
45.228761241985296,53.13336190335799,41.500278848052744,37.3370207367523,65.02851071583463
47.42007040552845,59.36351489787637,42.731068191586225,63.58424221021978,58.54089067013841
75.98095241348402,53.18888786781667,49.666851865475685,44.73528517017565,54.22888657812882
49.58002832399422,56.49319132856418,37.079948860227546,54.633980989022994,49.77337227655521
54.672163649533324,22.160957554603662,44.50915015753056,70.48092171504564,41.24349520855242
46.03326660065683,42.719151742437354,31.534010919580894,38.34222366479313,41.870577350192754
59.117338744185844,46.544389385595586,62.9262149590965,52.552661070376885,38.72187308116002
13.624336235561337,76.65007075399284,58.401973351278826,39.75039559811806,69.88612796375894
51.16214692156654,48.0942380677057,80.772165796077,58.279045887750094,71.77402912532716
71.50362525398644,44.070932655436074,40.023371031807734,64.51946586719554,63.01976544651234
53.62663553284397,57.25028256714271,45.57363339868788,41.582372868629676,39.25079865055927
70.66622632906028,86.89391647675725,45.32848743322022,56.795271807147294,51.376404299528666
57.70587730463661,40.9646377059922,49.69311537478648,36.71346477105228,49.138988441487065
54.844820161966005,76.82948886596078,41.82191000379015,57.29468064411055,79.71916274786656
50.10474370304575,17.97199173746349,26.43592708560397,53.98858643725742,45.36611533725673
42.21356383615813,81.84977571144839,54.230348810072975,57.340366428551754,58.86527230895143
41.533002003866514,57.273161778158325,37.683564936068066,50.12375117692265,44.14235985005854
31.27471556331242,46.03458712498317,46.58136779264049,40.159493589779615,49.53058297772678
28.849767782233087,8.962537490473004,10.750173146583627,47.79431405401116,57.40662085677937
53.4722966772549,66.97864172938547,56.684977379792706,44.4758495609376,41.10641826317315
69.47707202914786,83.80219033996114,54.026207329578845,60.067646525040516,31.57408437603675
25.79366021181645,70.81310087756887,26.49518546647113,61.850612904792236,78.71141756181255
74.36751569062092,46.960328382926974,43.88535169874349,53.20729591250415,33.5402854594589
48.45303461517219,65.87522876794351,83.75134341308882,67.50545347201438,67.31751630384052
72.06625247528353,16.955412645731165,51.55491470455646,27.405400186891303,33.74411047931184
47.46011920025453,72.67487469473178,45.32947276141254,41.44918453994404,48.22448564248876
49.27731483349507,26.88553061551075,68.21921678222239,47.3405363387196,37.54090320240904
63.36467669646231,35.247139002831176,60.52362909158231,50.30928858177093,27.421193571340453
58.6097051933959,27.41855464762337,47.698450228261414,28.021420527181878,61.742192131526835
36.965988432581064,49.88252826676869,63.01493663271302,31.131092987167108,36.07356437366712
31.52085629123504,33.392369150342105,67.50761940651628,51.1418655290892,43.666575815581425
33.274195511507884,43.01403558689099,44.137595293109094,37.15197802262695,55.54150355332126
36.39427029221219,28.64211212325128,31.271182608257867,42.503758258787876,70.20349309792078
71.73252044884944,27.60042419266617,35.719916441577155,16.347753331201844,47.06487440757828
39.33945154224687,53.89146814108192,36.12125699236599,63.59641346363848,55.80817400638439
46.8544401797593,36.98178595598106,83.17474518807097,49.83882365706776,45.406983337200614
53.361098068018315,20.583996029490148,39.635399286794396,60.120561752157684,62.52875750718263
57.600427905736865,17.38275172940034,47.19021689795581,36.840045484634004,56.91797927502454
52.15327433719061,61.86750823275251,44.35151348910353,51.23015608843249,71.61405536299539
73.147133825741,64.84929582857836,23.50704309493149,43.10132161657146,69.79681506585844
49.38359547989795,39.504797913703406,52.32628294874442,40.63745566578585,52.331286614492775
52.42757820559603,41.32476142869885,53.05108391965497,43.12437104566909,42.47578968555922
54.53013467079232,58.979948654482726,50.645635373337726,33.78812913935052,35.786916411242785
69.39598772570517,46.59049195519395,39.819528283490804,79.61996438162276,69.74963905433754
66.14128832212133,50.121383264933236,46.54518248861934,46.742372523803844,45.22125121376591
56.665764531327,62.889766990043974,10.898616039269882,36.17766145961506,40.69278064683598
24.617534897269195,53.07417817613376,32.198829907536776,67.76600816096318,47.75774787741901
51.53375611267726,61.86932341188101,54.61841504742661,51.63066788763436,44.43134299433182
46.92837206132785,39.40095003596011,63.842774102026816,57.58275794727926,80.71873500619714
57.801872865361126,52.50012588976424,54.119448254807956,39.60363900321599,68.02538006231462
47.599984013501945,18.851870538099092,29.389439936664434,47.41985824654238,27.325841029418985
35.23259293488924,61.82224556528784,62.754482517674674,59.4160530130209,61.70387617440973
59.66065348322924,61.24175096591932,55.71512374671118,58.73012085698528,74.55204175206494
46.4383321259636,84.21566187903693,44.5816483639666,42.831520791867945,54.624504507753926
43.84161040836412,17.271076033103164,36.535173285972455,41.08378754720451,43.993645145211794
23.42402092754805,39.171082802150345,40.6027610050567,39.001330729351174,44.46415057553981
62.468258735943245,63.656034825001846,53.807047202295955,65.7268329090583,50.81547584556943
66.91816473599984,55.84259585726541,39.94921255716356,40.50758044033705,58.39898488834116
61.41410981950827,34.89107547787408,80.69389583169448,63.581194158950474,43.84978990092106
34.66469601327009,27.19392286453023,70.82522842609377,62.17460282735421,50.55625132408448
55.298387201029854,16.580660592286776,15.4949962485044,57.17327650182987,53.891279623058296
52.10050938342686,72.97591257911012,60.735045245009246,42.50008908912814,42.5985391334638
58.7764358744078,58.217647508032286,77.9714651817643,39.33910668758804,35.6157770272825
52.37576776984557,50.74529232829879,67.23050069103351,52.21324867021024,56.72045956243089
24.015126245128112,68.97292209181693,50.00513401550754,24.283600477161833,56.06614145699819
39.29108668243509,35.591853877761075,54.59541335486587,34.5557603024008,58.12357261215196
44.265697048576655,48.53113725543191,56.19624731848363,29.908952558840674,51.064333771447075
71.48862664758371,56.45552250924095,59.83329285020247,57.62669809227587,26.904929848994918
56.126003552349005,49.487306041334826,42.67240219507716,77.93397840417182,9.347469540798336
99.97983435894216,63.615720486620745,63.092056690001655,27.712914059974622,44.81244271174194
16.709788137235762,39.09800478246814,44.40422029879946,54.89675120675166,43.84150140236986
46.75164859493318,50.79692118272594,34.09980774475619,44.016694628965986,36.52555505968955
41.129244002600835,45.0493334409853,54.01428990275154,46.287213709742,43.78148109062232
31.996259540178475,28.7106497508348,48.7657718728607,44.42967601889463,55.799052526758075
