Rainfall,Fertilizer,SoilQuality,Sunlight,Yield
44.589625196605574,49.26378743248213,40.374085103710605,62.76881965745737,67.76698643459906
69.2533659706661,46.87899222731773,46.692673169261965,20.13337577094984,40.14686391558106
36.02103292879698,33.391687036373796,42.69593062436969,45.39236403497464,49.62933568948417
70.3937965404754,67.48253841513032,33.127259110660255,56.42096343460373,38.00368712345331
52.21870128235232,69.66471046214738,42.705156855362965,35.189565352332856,50.772230371429956
69.80342745782397,80.07808918051691,40.75883376566682,51.973720567154906,54.131124571114135
28.679254743006812,27.858414114233565,54.86744930137122,44.36449296438186,28.979591424879963
60.304658467938125,50.91610963934549,50.17278426550696,33.570796468352384,24.40434607917811
41.030085785621424,50.73065421371792,39.3687447663809,33.543121995513765,44.419373712088955
50.5259269987312,71.22058760772742,52.25336946759229,27.99372807934675,19.667101923536322
13.19678377189522,55.097140798978,34.215035750630435,57.46793764461058,67.70028482256438
58.855737011827784,46.5936045613234,77.72603936296551,43.08606757910789,36.45281260395625
55.00485572897574,61.601576103279385,11.220071842935667,66.65871641226657,25.62658087644255
19.218365358292374,44.83765433183624,34.059622916657744,56.23606986124055,55.34462324040271
54.627432819456786,68.36486996139783,45.26754333209671,55.510317558574755,24.959802295114855
64.40755147887472,42.48165444700599,45.73898270383136,44.86318074293463,48.50675716638669
44.460968845023714,17.529390997517723,68.6028728023268,40.244523466091955,44.38614627864453
47.10461608649218,57.86655046518166,42.60567569761877,65.98836624715722,78.11791131655475
74.53977912625172,53.79727465462613,41.3518216350731,40.95157457879961,44.453826375209125
37.23606964576915,56.23724119833331,46.603083475252014,49.75508546413834,45.38139821487021
56.767620131225286,53.83904895266156,44.699004411570016,47.77524038997881,47.759074566010355
60.061295099864275,38.32859034259401,43.01930584389403,21.500489109522462,33.87463412657303
46.45666821636264,43.44529799013992,20.5633495578514,57.876024772354484,36.79131062950274
25.69717653906241,55.46539571479188,62.51034285056245,13.440803965538677,60.23640543538258
46.764212929941515,46.16457785522829,33.20201314270023,47.67234767134246,48.631893449940044
83.80065283028308,57.83056061340287,49.96307878579088,67.72992576057553,63.27613892488632
28.189988262991985,59.92291873744676,51.46533122609504,39.4938386471468,34.48873615936503
47.799005390966435,49.84499736683008,67.22814231122257,16.217948092271662,31.11694966831428
52.93698275696558,47.9217530695428,51.65603199234796,43.12430984504179,53.73131037860516
26.160670839385883,81.46493892572127,56.264846171409445,56.85928371536801,34.00932297753547
41.17053542070788,57.668716371249644,44.74564319943956,54.02077554113801,38.30799128668369
29.928274439309174,66.66266914614172,36.553736581893396,63.64798808764837,37.421182125160044
47.621925347118385,44.19464235150199,46.84705576873267,61.369917746480795,74.47820617414308
47.123933401867646,51.81695042534932,45.95844315099503,51.299360882231525,39.232031340610035
34.46577632391525,54.87441794031133,53.34705958119276,67.03995754170757,50.740320989595624
49.291773596703806,57.764672384597596,64.77281226656223,47.62376079258921,11.374984402805445
34.24736824784678,66.0527235696142,75.58275177920311,70.00190964812164,43.41781243189875
45.0742447435319,61.09544044039218,59.003239888133834,12.715193216481048,50.64832586751456
49.19177306407998,32.71777042237579,41.04130533901221,53.95992943403879,46.73515179818708
63.98014979697436,76.40790295286524,64.17896691336243,56.705354357289146,47.769810382262285
61.944595072328,40.660258937753966,41.79547381378945,31.527278096847066,26.744874700878267
69.21007543093214,54.048801420849685,57.96953806795093,48.10355302677773,78.3468659049564
76.37950803021302,49.749745907739644,49.57734367342905,46.69888438101342,33.27870832841448
43.858537647490486,45.272409742403624,16.744779655661773,15.825821258146874,49.03642600865126
62.486309776246614,38.44574919661923,76.24544571933299,45.78171809565964,37.29342942315724
28.642156655760893,51.463176766876344,19.845842957814007,38.753456091267374,50.669582149052054
29.038538246185084,42.15999559293138,50.37143362667692,31.737297787547973,59.76288497035125
64.12627418350837,34.83986062920718,46.994587070249906,48.13235014055748,55.20306602105458
45.53551405980633,39.16493177967544,34.149070354626,62.54721759233712,41.31643781300973
38.3526425014535,65.70698626769918,52.169246880967556,34.665009036215466,47.07227853314159
35.45359881062872,32.289991051730134,41.8208140521438,46.92744935015617,40.74036241462511
58.12601524862735,59.76908674282572,39.38088286402107,47.365652368488995,42.93695570009132
35.158284725757504,52.359379964044386,21.798295106447604,35.611728303409095,32.55075956540963
36.44732969030448,33.712605219976,25.757542574288433,45.624490099702285,44.43257590579597
49.84684202668882,53.53556256651003,56.0852568452282,37.93211070263192,50.92523442554866
46.07035948510682,48.38475537212566,43.138782540504344,37.96593055936886,46.3217913298528
42.857681631958016,54.490167281946036,64.17693182316361,35.8921970559702,41.94088267443692
84.78049604724796,22.688863277823536,25.845437939126615,65.79765559919242,78.69879401226038
71.78972101227686,54.71105662824608,43.53397568199115,45.88413303737726,56.015358796887924
64.0277746105507,58.04946446701973,19.777637205016937,32.35206333121835,54.1678507656556
29.239260678931362,21.434729874683576,63.11354206074439,53.8667000032417,73.22909807887959
64.57242186260612,40.65974791709138,53.700135199990584,38.12711586415193,25.801241439309525
67.93259612590921,47.085345262264006,70.21759084134007,51.62865336558158,54.17054808483374
58.65172375574098,47.24512375834858,46.437666425107835,53.633895814805946,68.6901374565391
57.57289729215546,50.25680734114229,43.83911199187527,48.22714155256173,37.04554684503955
35.265919611279635,46.43450125336451,50.08989506637284,60.90795386162169,33.06209634912297
50.15875187146972,56.403603374756905,35.280183464647166,43.09998119572649,61.39111780245324
49.11340131566064,19.745831307166405,61.612804044503996,51.33439616997163,25.910599864066022
36.83152649501555,48.10555230101128,54.68550207931358,65.42866834436171,36.47939296112682
43.22974250785822,63.254877345662294,65.6739746752675,45.14991397965521,42.00857964772719
57.498386586547404,18.931269057391503,49.797397753862285,49.59634271603406,42.98183031395832
57.074192274018415,66.37810570911311,35.36070339929939,39.080273768915326,59.99160682146126
28.215421247241622,42.013629358572814,82.52414907677725,52.83701289430684,45.741834996587336
24.134883867692547,13.8992416885188,65.948562252542,32.54853460294294,50.68228212323229
69.11579050013216,42.52944653255501,43.10507253951926,60.44143808505798,70.32289390666932
62.70364436245551,72.05497876857717,15.387001491205396,56.32042545820315,69.2620632408135
56.75455047854365,47.84115091252627,31.624696798219997,38.99645412167672,72.49384714100185
49.45704456584438,40.54657715610247,26.734458236960585,56.98846000438287,37.91653956497481
49.519019315996516,75.88368599318686,61.95122130999607,69.64486132426048,52.15594104395207
60.69402684505721,69.94885069546993,37.566326416364426,49.44789397269883,39.662716001568846
40.86945965899578,47.77996899436633,35.694724723342915,44.445707058797794,60.28986348153799
48.55282571334902,38.36370685181544,61.79467060391625,36.254871310075444,33.43285509612646
68.01429651563834,62.68036647579639,44.89793323139816,78.43326766898059,41.51792318667471
60.231053701610364,26.293401773802916,34.77349270700307,65.43520100354833,71.30997079368504
47.7480809624731,84.19484638296292,69.63540569552252,39.555202787545696,44.327059715055
29.2070139918203,43.35935326897078,53.58830417777513,50.60463122664835,50.462188803193605
64.96007431262085,52.499627266528165,60.27527226076913,56.70014944662869,54.303388985796325
63.82455822660345,62.03081001547016,33.1050165673901,77.28366733138743,51.806958641566524
35.73942241791643,49.02503942013247,53.91264073640949,58.81679760579118,64.40875052881643
61.519369320114244,77.57461277044429,51.58608550341512,47.61593492756078,27.988504356561545
64.54989978313363,59.143263048648365,41.51545878780375,53.643031850239524,49.84709088133968
52.62718616844482,45.886395197628204,51.6960654999787,27.216381767897538,43.913850418590116
54.61981309309449,39.4230790191177,55.83547286707999,80.97823440816128,32.68082860778668
22.50914383530834,68.08877688483472,81.39598807983755,55.56871157427634,50.0942928483723
40.31864030805973,58.08848222070731,49.76866041946032,62.740817538968365,24.307756630947527
54.90573884579352,37.48753853825508,64.20980624862483,32.82492900480328,59.443547659298545
41.2682058704477,43.478106943548944,62.74491461350036,38.05470452163286,27.486084297036335
51.0899177359957,40.08353625330404,29.442349837336288,55.25117146991806,54.3494685195272
51.75284358724826,57.615353849155596,20.074878386624267,38.553892027206636,54.16317415111052
65.54086702636417,53.598638081675674,67.52448194537172,39.841311577532295,40.78198119802226
44.42456095655372,48.75981823132761,23.3739537513977,49.68441073627027,49.48563301604703
40.805806654212205,38.46811420312079,54.07252256921951,58.83795195044506,52.16617988678558
52.13961655643277,49.45161642648793,50.22937341454305,60.21015096021172,74.3194737321413
72.39158384600567,33.744568141356645,18.33445724469191,57.95630063296591,50.32030850031631
49.09765573032759,55.7138355055116,46.33407955890194,25.706408526181082,32.87221396418572
33.78966806505636,60.00005277114539,78.28610051663732,42.9527512288143,89.01892840103102
21.553789897674154,42.384103324482034,52.74937185824332,11.720181997176773,72.83173053526272
39.62085206161735,50.505115306632604,56.722939160157146,26.13442976665779,86.48514648734891
52.00532562798972,44.891235524724685,33.33486164049397,53.070908081417805,26.361057010017475
52.0882063725232,70.95009140976967,67.47850699792673,41.666812154555615,45.82489752506645
58.12096003631692,67.73036891926907,72.99496430918572,74.44276826439918,36.00551906433137
61.29705025301145,29.248632083958718,43.051478033712435,32.38583104894569,32.70123459669587
53.62959250074619,39.62181037821529,54.29924786804615,31.868977110371695,57.26058738739438
43.54740026144575,45.62439192315182,30.493542646575005,65.28462998406529,52.10731190368545
58.09689390590591,30.851142227790632,60.13565957285957,50.61722104101317,42.55968633995565
70.6533268057505,56.13250219369795,56.788474777036896,20.527237294358,66.21857630198517
56.71366131801921,68.56565662096413,41.109620591932455,39.29940523326999,74.22369823314773
64.37599149643367,28.571055271042553,50.243169977799226,65.33947800929332,52.66849194334485
41.75243831989006,39.96852092944695,50.965517597864626,65.31866806320477,35.069869860275645
17.98576489928015,43.916362038884,56.75214950338032,60.07787378661019,34.79332938863674
54.04570436493108,40.42088046962262,61.032937952815814,48.02177507719299,62.575629335557
51.009541920143995,57.500701134794184,43.35918253914406,39.34962928546855,45.73356011415373
59.249284107475624,87.86153314496904,68.90215449738761,72.79964955787051,48.430436748096504
41.948282859245,16.944407146652388,41.02862767004086,29.30770095508573,61.52936034608503
47.04895510977241,30.20253681944895,58.199560856366475,54.753852875311885,32.99464515186386
72.6990298966297,38.71057969721716,58.9485257674694,48.12676759211539,74.70983934428332
63.81807146430198,33.52747399164049,77.29494184613918,30.997844743309944,34.110595739444506
74.35177078346983,49.58605756790444,54.68240210608765,56.345571670600044,33.84920161590621
78.20871998997073,82.91732160130715,21.973928159878206,43.25190639955337,60.19792041679781
48.32278308163255,41.85028550809722,58.427917687529884,59.89573042580652,75.38030527612557
23.987200763021946,34.87271413306365,38.69030463375248,85.9516533073301,72.6494485533075
54.1262388093004,48.737663475944046,56.61273125811544,67.61941917593359,46.19970348670716
54.1063913758994,44.947314017337675,29.06957114971726,23.156911010920407,39.635513885979194
44.4123296715237,56.54979471948446,54.028248649906885,29.134260161966548,50.141453761644314
41.810377544474875,46.25859527300838,51.20419156007622,69.21544026251513,43.099136314933396
75.17386595024598,30.49918604344214,36.83764649719759,48.55640171929786,32.46322545218335
30.20597119137852,51.1030330953134,30.131443291143786,35.60595117231695,48.76352880828573
75.54365158873068,47.12066050891502,51.95681995194651,32.75457202847572,34.274441285830655
15.617380157455734,35.24525068718876,61.47405146469576,41.375162201557366,52.26442542721527
53.347957889597325,61.04062594360564,74.89300638693318,59.10608940050342,46.42535024502533
61.95198661517577,54.561208237496885,16.42533426807961,32.00904342543558,46.62592919827582
41.22258328614451,48.155182771709235,13.602019792692559,62.6185909392138,49.24912500899453
68.24384543056803,50.38624756228086,53.01618776704774,34.46265412055293,31.922707150708792
51.99069205964957,50.033083621126444,25.37416792476728,64.10128959171116,50.74918875071913
42.40829343638025,36.95581681635776,61.34675667592036,39.56351279368003,53.54297180804635
47.47574274966062,42.04515059859682,30.529521954019284,69.51856625380154,34.92295755255163
37.0759096505958,70.08128747598923,48.47144474030472,54.79887359776444,72.71140985140264
72.34577969215903,41.76644558206329,67.27946498862987,25.948538018500148,23.626356351122332
50.66747666360648,48.73390644339779,59.713179685431186,58.138584453146436,60.37416397111397
74.03481723847663,79.44301714241574,63.163817705036934,49.673457842420774,46.91698720381162
49.78250992226608,41.38909252189632,63.85462755157473,65.61065269004061,40.484005018702945
47.51866676374917,23.466895463056446,48.64033894209436,50.5775897297377,33.39081879208614
42.08130443234088,32.702572223410755,26.38340718410135,72.22641122141879,26.420423879866178
51.71129216911004,64.63903760409832,71.32566223710518,34.08124244938945,69.16939605083805
52.42026345178776,58.59494370785272,76.39309166288483,59.1650344210188,36.07265790700505
19.17135604866766,59.59731861872013,56.10705312813855,38.0801504263127,52.752033767519265
29.6683694198025,55.39511499494657,29.899442254058247,68.14472275833873,81.51200850708308
54.33504244408922,55.81412345714924,58.81468769770894,54.15345779744977,33.55256512969518
71.19445481696543,56.75260918549218,58.399472040589245,65.13067077424117,64.47576518410814
68.51666955523655,56.816047968034894,37.110839001955654,56.25250170952017,49.62213054052101
36.87711668932983,71.77349552511615,47.74797830831373,53.42498394055759,39.07597239479415
49.18452005020159,63.959223684887036,80.68948716539126,28.097186135563366,50.33324607260358
3.04319656634771,43.56184833874101,51.7587743390518,52.4462563019925,74.56833674879022
46.59090212114674,73.42779757925071,53.70401138293526,42.34358260491857,52.85973579770694
51.93475988909066,52.98070195009837,39.537402576299996,39.35535696180895,67.03283458098586
65.8232740370282,37.569388885351614,47.978935954428295,55.748858509072704,62.21953704540158
52.82310895620362,67.31010693215737,48.830942845899266,73.20115834533388,88.27806159124997
51.08913804376814,55.629525957509195,35.89500151604821,47.429811363881264,52.68497388610211
60.477468835437996,46.929917776988205,61.19720540511744,44.37153685774757,65.13349069702132
56.22277849281552,55.546718351412046,43.09600637822078,48.74264693095819,44.390915464681875
63.03280087925437,29.669494455141077,39.403418608875384,68.1027066624643,52.81374439188492
68.34237051153625,62.44956423094983,63.988982911454876,56.31381138718603,40.13637684014986
51.13179018426058,31.27808163805236,47.518194702945586,41.82348514862118,22.08271841616029
56.39540429462059,54.91861108359915,68.93243884436235,31.646409712584273,66.21393816411138
15.21029465636726,47.79135805065131,79.64439535996138,49.5693590989744,38.977830816148916
48.749352003947365,62.72739243595893,45.76963815557018,55.884433526100835,55.71265570581289
58.23489172494135,65.54553052517457,79.69455740972394,51.31186668736718,54.84181609167612
32.19356931229022,64.17259857164882,70.41169746999077,60.32554556514682,29.207306187415934
43.932485574873674,50.76799639527092,37.1484182736261,82.17348146754624,56.14364480302906
63.97383863047651,64.21075234767268,51.679410784528606,31.98829275904238,61.83151177136564
80.17069243940674,44.3272105457559,41.50067863542317,62.58121219553813,63.85890522772442
67.17221851193416,47.88061315765974,47.84546394345969,10.577239120590207,50.753827793075914
41.54037260101119,16.899185206881945,78.40857730982563,53.62344402309697,23.24970077753693
55.649747724571256,77.90958470172326,68.05467394507707,64.49990883903696,31.522488189447238
41.83577001806586,36.97245937022599,50.27123013853989,61.63101622074214,56.56064086037137
36.38630454531568,47.24002838183788,65.6518977483062,57.66020320527407,55.99368728928692
36.83230068481721,52.40107161715993,32.976744448979275,37.61344878409864,27.81339261959874
75.92764562880521,76.53272158835233,34.93808906696323,38.36482015765093,45.23514386069871
68.27743217506602,59.116141148566726,70.72102728586657,75.30645319202065,57.25379993936316
54.47453864407662,70.42948764582562,66.20839255150874,66.12066774089499,57.127351567202155
65.62528989262162,45.496618556360396,41.488754451365985,44.91520230383857,84.07948865478492
34.34567507627182,64.13820608187012,79.70639085822702,55.95672922954475,45.226230533627934
58.338175791761124,42.600035797316565,36.35431291553624,70.18876529689393,69.22778168906214
45.22177649563276,42.68101097232719,53.244348391536136,48.565141570845284,37.730499995417105
27.142259119582953,28.124871199915006,31.98820431691117,34.401564274033575,53.184668949049865
37.94409495866837,38.33735157577891,31.196114419702706,31.472903769693087,31.068874649338937
48.80392327586158,65.63124656805141,72.53380578853833,50.79147242411454,65.92062126044922
38.25943812289716,58.525171717449595,36.92663025719769,56.52229946464086,37.703295869703325
38.91289424304904,49.20539100827522,74.28257365079125,62.80805046665598,39.053846325526244
34.18567300789283,37.736956951958305,59.6573546377237,53.27307986798275,59.78219101959269
42.293979844572675,55.032625137351246,54.06144849317788,68.98065118808395,73.69683686452542
63.55615573390977,68.95858944992989,49.70249587526565,39.51164015655674,49.54168218692909
48.01648033930718,47.00652431640473,49.84530335024452,47.439794220405055,43.13005108606798
48.03858238500045,62.02612072769557,37.023674086270795,70.17871568641006,66.23652524875823
51.29931619950157,14.259887831662297,17.335722644111534,51.6731520461984,60.17595570518716
76.58954597145154,43.920452523211594,42.28616298312706,31.73865671516336,58.98200147279378
50.104935501010836,42.84484148611668,50.348304235638395,48.5853248408695,64.51563225371662
43.598216395986974,49.953367507676326,62.74103921946487,46.033441598061565,38.8798205806561
30.78408894011342,34.38501486348474,40.35018569890256,64.4162680310522,38.94348838747994
46.77583634858635,34.56429621946994,50.80376587557936,54.30323675616412,55.323810164727824
76.34309515979989,49.78992487856887,54.39576102655103,41.53726146785636,82.58559908018901
62.709639739141025,63.26138241472197,66.33757735252942,61.23110490313618,67.05391198250457
47.188948643458644,83.97980776874871,26.810689466507146,45.87829067209646,75.97127139945411
47.43862094434519,59.940636315600244,42.924088612300245,56.69184023651796,44.598201047109306
67.52977499950003,54.36055859602921,23.749393689136255,37.80111255809417,35.37612970693414
71.09187325987644,31.37841313593939,45.97803425721596,81.67241731580607,68.71429441471128
37.180965011208514,36.73710593911281,35.291695097889985,53.09538218397075,42.56407262525819
53.45441182444703,54.63796205290653,50.70524589258571,52.21532355008661,51.29108107205267
38.42205273019461,28.30917219821866,50.81365241605662,38.27577984594433,64.64181236855624
31.246682410225226,44.64761785806291,52.324544222828884,68.90981582737403,44.1102633475752
52.76191827317719,59.25342876329937,61.44466594498708,55.502622023541306,77.12416985421723
44.044087006384004,75.9630288623703,60.34466760505232,53.67858133147728,54.852099911184595
64.06317016060395,39.21412182495884,52.18591971622671,46.36331791917476,74.03768247306365
40.2449354804247,79.968296083089,43.28570383973958,29.172458510913952,36.94155164244775
37.252020877205666,74.86838811105864,29.831789587601058,54.8466614558797,72.01452106440071
91.56359299333744,48.34733814677534,51.6804100570352,32.507127498702694,44.288571755209595
82.78479105103537,63.07196166390116,68.22271996876128,59.71755647243967,66.02221592176183
79.07878628035148,43.14887837365232,61.0651216010446,39.62918280169768,19.46444044251356
53.97338775770344,51.86430627866977,48.874422405441884,40.41059485645567,52.054652203183146
56.352324324909034,79.42767611722384,58.028025363590395,58.80904731447113,38.76293517844938
35.67960765924756,35.28739944497704,45.55746962992319,50.90384212313286,53.235272556848436
37.73094487948803,16.380277202339784,43.70508149699264,64.0600066481912,44.353993820994
48.886883107842074,26.08933849945178,51.86553949155524,56.141422990445534,41.450551161727105
64.46605358160446,67.98265840113817,81.73748933830176,36.09732602729265,54.29481790626851
32.18553383656868,59.06651011660317,57.26289655564793,21.090849015154408,54.08250816863706
47.01275173533414,32.22394194374549,45.61934922664694,80.92824874394815,58.60094720959488
37.59455872940228,45.030425276501774,20.969307554058815,33.79469745462593,75.26252817225514
63.75296426339557,56.76598523134741,55.850347467990034,71.25152034984303,54.80516262169854
45.750429769348386,48.62695842433382,46.07405783965366,45.87662667556954,75.44722415916016
34.14708447513119,42.424237163861626,22.62742300220381,65.1640341810388,55.1377489870099
76.07643997622617,40.40511543402424,38.08021223722875,32.527830843642526,56.83514846198357
44.747623282286725,54.50169207021053,43.63857183800856,71.58371227685731,68.97492672508008
51.29129227532931,65.79894680051589,48.014502319400776,49.31332462665173,17.53745521920414
57.6047375687445,50.3431351044639,63.20287051952214,60.71345843525398,38.76893508922162
47.11763366363331,42.8295315625384,65.67049006484669,73.60115604927928,61.97761033032565
79.78378912748069,57.85856195621662,35.38182095213646,29.18561719259485,36.20133081304749
43.197003232127614,39.83879782776033,50.81515920791221,47.29026255158459,51.1200316819882
86.62355760619539,63.13907546084893,54.04317690004838,65.92786913757462,37.897715640319774
37.25714286121875,63.74426104644879,49.99358215012412,51.84030548505757,32.85730813740453
42.89216488678531,43.857353005228745,42.785309702047144,82.1748054966749,81.81346428761371
67.07458305930223,51.447973755854456,41.191304867933525,34.48072989153626,55.12429988842977
69.1066503891237,61.67121571753806,51.528602190354924,60.019083198248296,49.716027003958395
45.83435119519311,34.795014430992545,45.060169227843026,54.55302394823483,43.74909227622719
32.851574808621685,51.71935225434667,54.55495982325458,44.46342592069216,49.66988284365227
12.039441993568744,61.126406836415825,54.32422232840912,71.23067053301368,46.80524480020372
61.00792284805972,67.67669759746619,50.37043010334787,55.16485525140254,52.13960207834495
26.014277583351873,55.80496373011132,35.87929705199543,37.1247777576081,57.86416057453557
69.3963629296142,61.71184437063895,58.731370808827194,55.06372004499458,63.03110648744207
75.26266945900582,41.346993497044934,41.84009783299072,60.96693665213687,24.42461193841739
48.51587168160221,53.91613673858701,41.85938330777982,21.236471204938884,70.78103297096291
41.0056883290096,41.67438700820205,69.92469493774459,5.699392487305893,72.6684926435745
83.39232132982346,36.65808293587426,42.660615302355005,57.32333033182258,53.75920856230367
64.77080382467238,57.467119040704404,62.45614587348258,101.58063796339746,26.087359318181527
70.13627636182568,72.18927612798316,33.53024014825917,38.018503522928214,57.530768353942996
31.253181123990483,40.78386558974719,53.588359737833066,39.74468347316017,46.586126624407534
36.993560195944866,35.86509842777237,57.07306191333531,48.48208760684202,51.850720584300824
60.56249794624456,52.75727503284837,44.97297727473797,36.79284561504695,56.73476481920986
79.9156388248429,63.20691852627473,27.42430141375664,19.631125176143357,38.97326931947064
26.941138354672525,30.728461692416406,14.3672293711017,53.49678934171781,32.62560629597524
32.47813017511356,40.04630321434357,40.361665337495076,46.06459790356887,28.991817769673393
64.77445379742463,54.18509177567007,56.20757532125867,43.400745273781,66.11675878687248
57.329240639298106,52.85590133238267,64.9730809694191,24.942806524589038,52.91007996291707
39.959193758599795,39.104479600551315,61.98758401627975,70.5777157746355,69.08627953744305
50.10158084066833,45.143375652616236,68.61312882436464,35.2716677927546,75.45554365900473
44.209730340177515,49.2549483133629,42.00186437741187,50.52379209791902,36.33866925823007
44.41269414778002,52.304424162429655,48.404340167279216,12.6617085129174,87.10982017972248
73.7245025406075,32.52419451575449,40.67667303475045,47.425673858892914,59.97054176331316
57.084453222044594,33.51749328856901,85.13690430511681,44.05115572590897,77.07396549280818
40.93888621068352,65.85156059964422,55.635435641372396,37.16599387118862,58.814824053181425
52.74863067363823,63.831590839708625,38.364323219181486,48.741754516692104,62.1329437771918
22.583442391883366,32.68636609558153,50.604411569880575,52.70041040367721,48.56657035223447
61.974925010402856,48.496125770165406,65.33915405727863,54.85244697515121,33.23187590420795
52.42565433994497,48.82376695635604,39.93368256897672,27.241031018151105,32.30217628135379
37.2818955925345,65.88143779232972,45.12726005395738,68.33175436297613,34.66666278175913
39.410080210663565,41.56487175616348,45.630327283247595,53.60496754848296,59.401101088677564
68.83528879988512,17.010094403799478,80.3608020000499,34.08663989024246,51.50350686854214
64.41046658291444,59.63373022573255,66.80713881304182,65.26751331802427,56.25554029853722
61.25269927505893,31.431076905424547,39.34898532193336,35.39254091075748,14.444209202393395
35.91380378663785,34.48011053639573,36.03223954957697,60.01423508620928,38.501405371539505
62.67241773481774,26.48963281438077,40.19873341302322,44.14335275034905,67.79242355534555
50.92085414346352,54.37369733666529,33.541011579243595,62.772077962958846,49.117088427482216
23.698528081445,60.50862888835771,54.375372207437515,44.84044650616683,44.82463195147417
33.943849558893795,67.37918460258976,60.9055183792054,34.123965432872716,50.759183824235876
39.361592429386086,30.86839286761537,73.33155855474102,44.694041154692364,37.38446505966749
32.14654658645239,46.37768997692404,18.198491901018162,47.71582548856947,68.16271138201034
63.90928352920021,57.22770603508513,86.0756139448268,53.84361847397611,36.33062830486841
62.52043849771906,52.020866056536875,50.59906375834952,54.4359484319548,44.05780291682272
78.03693683065063,25.579006593104808,62.241371489123395,51.99618687871539,56.83068295094695
44.29632546653636,72.70932228900058,63.26716494038643,38.44774549511172,66.79371020160774
54.502818739121096,41.246132227681166,24.611201943899108,61.53164580418441,39.13915955643904
57.89980041090154,71.92694534295599,37.831497708342525,70.17045096713588,32.76742546595953
72.24570092520344,77.31062884886553,63.496433040222655,56.576742613554046,63.35705607294098
44.94900686145169,30.083691354886486,38.90223334093736,84.32621930877325,32.53289892075841
64.3882754621532,48.33526290752107,44.64272012520806,75.33456033735348,51.39105685645172
63.9904080614491,85.98552902490717,46.864059221089825,57.1028649272643,60.567971755893154
45.165508223982854,57.38079471743313,66.91976643321064,61.738377753643384,51.75417620989091
6.749998339558886,28.308942051475885,77.51888609332428,35.678554577076824,67.51680443378157
31.608472314076533,35.54899284841125,60.20061448345108,73.31415424270055,59.760589778839375
