TrainSize,Features,Epochs,Regularization,Accuracy
44.812034005915606,46.62888187901815,60.47023814578401,53.246136720891464,55.42468299549061
38.20512128686208,79.8693868255091,58.815870517889465,70.92807892111175,41.17036314193254
45.58442533062973,43.07103454119334,39.22355206449471,38.42290543837953,66.11629743604195
43.80564281658154,58.028298076522,33.0164164983895,38.12844268420064,71.08288293424812
59.56844867953659,49.05068382588537,42.15533858394962,36.635621439623286,56.230624483776324
26.411833349061087,68.17131017076426,71.16761720356905,47.616965243472826,49.21624132364384
57.83327475180671,54.11855233158303,60.30664249931547,39.034531869320205,67.10038433932903
65.55483715432787,62.92826731213157,34.85776550916575,31.046026564037742,52.09688634414555
61.380747874022376,43.82871311994963,42.89306472803004,80.09649321738735,48.734315780694004
41.39685509205019,17.886657809533688,67.28348264423207,73.11383220258688,28.13855252020017
31.36684339242726,81.99044906035319,67.41727019642077,31.085720158256958,54.99428723474327
54.84108457463359,33.983508757881445,68.04373125447,68.02318780280474,30.088632794238404
57.82937693726664,39.99978554345502,45.728812958908364,44.827443093801094,45.118708634547
68.30989098324359,63.719411209715986,65.96060721952887,56.36962794031383,45.74311639259586
68.84173047331188,66.09197080517056,24.100596507172437,65.5885756793819,49.833207566754496
51.306536652959316,38.14996161051027,38.24185806256669,69.16454144503268,30.477983762259413
56.56689117596346,39.039850767839326,63.20336244602673,28.384444732609605,35.34216622667915
44.496587883946106,61.8418970559262,37.075303322630305,56.34329639155648,66.43404586937186
52.3023098030901,47.604114780674074,60.02610905549098,37.988335154772045,38.92174798039286
30.8197757290895,73.8428983432467,58.7574430804656,29.806257287737342,40.522529398431864
52.88424990873975,49.38882948940306,56.17372527228781,41.36455320758046,66.08913564901754
34.4128595002021,69.45863008780718,50.50982495525151,28.757348874795532,51.09253558848488
37.2908489890511,58.40132157839981,70.9652334874576,23.897306878016376,59.212981914134
49.14255256799606,37.46742754756191,65.385089007286,53.13333699549345,54.53965143520086
60.91866437395318,56.12858237055763,86.77790476114367,71.15620225882299,23.397666509147346
68.7235879138534,46.495854994968745,40.80615036036893,32.17559849942932,71.96583524861941
31.18790736116156,50.721474163693486,66.76189039892677,53.910697618509005,37.41023322997122
46.29363445041249,43.670487270408834,40.39972728132312,65.35731136590161,34.71485714522315
53.4347802029212,64.0373580791974,33.47637807911542,48.24458470461341,45.49618585984018
60.42451622917878,29.117870044778925,73.6921777596814,60.50948033525086,28.574445417284252
40.57004639279911,59.29085820112195,66.39623873600421,38.61785717973038,40.55812732406717
58.5970799678567,42.55366493549283,38.77053402174677,60.762183878733225,53.38890694541379
88.82716965489593,32.428488830077384,25.85422003182279,38.8460313442787,73.39235232504652
55.787030761402555,56.43339440022201,58.52402914645949,37.775565185512264,55.383447610596825
56.249895022983985,65.82989029767312,50.158858803373285,39.57367699095383,43.509677874055484
60.89917490992865,25.532677151402083,45.785176155084564,72.44979502685601,47.80742650654595
76.10333754922476,68.531949019575,58.199898620539145,51.44213268812671,69.13727332452822
48.94316550661844,30.813243901095557,57.84503640464621,52.77849932163589,59.055664914946114
62.642279733258356,59.28031091931196,45.59987697729256,35.6624892019163,49.67578931696205
29.854456348673118,25.61699637753651,34.7538717833563,44.97376746497303,75.07328353458014
67.13774389606904,46.07464633798271,56.914271450775146,35.024935719153916,55.68021433796537
58.88004082211961,25.176967058756425,57.612903422550445,55.440753658756044,33.82577624182389
75.21249428031747,58.50667757039852,42.77629213105916,50.22964302543959,39.80065080829853
36.652456793946065,42.4688249034787,78.29980155852328,30.07671334999925,47.488677951440906
37.09508364981508,46.97718079817045,63.575368132359245,54.90395849594525,53.9292104263035
46.60678966393827,48.18464478644233,57.94880309815349,55.177010456151294,63.3635545716294
54.49240770241351,43.64433298536451,69.20817416619582,15.015858607842084,51.24283963864458
81.98728488066502,54.06402951701953,63.63274929695609,25.12219379757714,71.6222312014229
77.71405127425682,58.03911266647885,51.72614786639953,38.11199995823043,51.14871540838113
53.71955902192406,43.09335866541444,54.928457512637195,62.387293507373876,58.834958639925716
45.29313577432104,54.6503357568772,42.04964962694925,70.46480904901374,45.77162379605867
59.31348452413027,28.113828679757635,42.87216918567581,31.573919660894312,53.77977735404554
40.9325331301868,63.4177140719947,68.42951405988154,60.45692388844181,36.76213341193563
53.26812450117867,35.48108936896918,33.44088682094831,34.791987279140145,46.2796528112765
43.200648069160415,42.65568224595111,48.220815458731124,74.98605110094577,70.24741743957867
66.41323451091583,42.22109284341243,36.6592631539736,67.67317132312148,32.77686112569539
42.46817424199287,60.63911952254276,44.78626961057912,64.95464116138305,38.82573858775677
43.43568309710599,25.24960023466308,54.92129265555775,11.62663849367312,32.291616180484255
59.84570156169283,59.69855465131007,45.333909702781895,40.44733231034157,36.91778769107036
37.27726970603687,60.3149590035797,23.36542444111976,56.01113638791703,67.87092603387512
44.631711631800854,61.50824636987136,53.99301381141736,67.33470273788771,83.03703059853552
65.08388485434051,15.339789283279558,22.09766036515726,49.936002179931975,28.09040913239619
54.831986111948964,47.768374674091135,72.30289086808466,60.19640817752176,37.31162689999088
59.8842481139402,56.52156171361213,49.74782285489375,42.011260071318,61.851659220048795
48.24597946339991,62.019219597658704,47.05505308788351,45.68846165269882,74.55047576111124
64.9218733675645,56.56544630422543,69.44100857195653,45.00522961872864,79.67317713151652
67.08778328699128,24.587792118507533,43.162141938394406,38.94443687524651,47.82646043485301
67.40765236052351,37.428547191076774,51.32893106396392,73.52143232818838,38.73309351215134
35.735493067266276,45.02151323583953,16.596345483140745,34.35108175304008,35.740298000321744
16.526731332629694,45.568180019204355,51.18938891678486,42.318929649580305,49.19359056580773
27.293308708281526,80.2165001541991,45.72984613114492,61.879487380641365,65.42502166788489
43.72290754142291,47.864769702268035,63.25872308001619,41.31590169619236,76.69883561836832
41.26544220887866,72.79710927305462,65.41069123195,58.46301550986334,55.790560126805886
63.45445259457527,50.52480716209194,39.656890871532404,25.371867966456342,42.09781637930571
61.783079554786866,42.530798897257526,19.66099185433048,44.74745531695607,61.04233019199467
30.680132437981154,54.09093513721171,42.62119564150571,54.40272791407483,64.13155278382804
69.96573643224079,75.28005372560895,62.7552926627964,59.39479379921745,27.719073295656766
36.57000665819969,80.90685047286559,50.892508851321445,45.37446744287841,34.378578879261354
60.666376547917245,51.36221325877889,35.5700508085221,42.21111410670036,52.37859848280145
64.11457225447276,40.24321969479212,69.49677678665208,56.26725690552834,48.49283647080412
38.85913565044301,64.72602565426007,65.19592378760893,59.92268129241438,54.894007189743036
38.781492888480535,42.8780074085672,43.3395974508811,30.133934738255036,55.88694317481558
48.82987342623928,53.018924170795536,69.51484939771575,23.369414888570937,47.62914230138036
44.93432362943904,64.84390126923176,31.320978760996134,49.7471504659449,47.507956348760445
40.54082088776239,54.81966768546254,48.49707469330748,36.24361640137647,35.092329081695894
30.745872161578475,50.8591559465758,51.99718231588958,32.695902682142375,64.56153453500201
31.844762479488068,39.53605936588987,56.474183836012315,67.24541466064613,67.7000259889656
59.6827543621836,19.712496669358345,47.814428390043936,32.47566498521901,53.81383139005251
18.3936200299286,41.33936450102434,36.78558459548338,53.69111643413839,50.47760326147988
19.45425608966003,40.21497048889674,57.90074740896479,34.90506693889549,72.04694170062382
77.37153539076309,40.41079665498576,51.22590643853216,78.8267128833049,56.915099944814415
57.76448600284748,34.84342784030269,58.16844914305068,40.780501532910066,61.96696274292802
43.61757775984388,47.70943996962244,39.01551824798862,26.1041410275306,54.01565799084248
41.152483987919,46.65101480625567,64.57676636344203,32.35044203654549,51.464563305950946
82.75786360443882,34.97411265351407,10.46663299822118,78.82150539648636,55.504206262156664
59.105271938948846,55.19969336672875,32.47137189199711,42.11700828316316,49.30809912823254
15.558642755148988,68.2979132831435,52.59731604317984,57.104759451651276,38.72862154649158
24.070525852797193,84.1156960101053,51.99676827791648,65.35463607433752,57.74363290514155
59.20035057432872,66.96813578855216,29.19858894936957,30.175273753678006,24.01039456334921
45.21955281212902,61.390897310788205,39.2067772529186,53.079406262176505,63.85722318972906
3.075466909101756,54.10208639733989,85.49509221580888,43.309316317517016,44.58938459834907
34.042145971761926,55.61093494126947,69.41060053879812,45.04818686857884,30.733871496582967
65.4648556734498,39.71738908280204,50.74664764794383,75.3099806285476,52.602232300390504
65.52707016616827,63.02141827353243,40.71409269967743,16.016401006311717,74.30059907086567
40.16968020107089,65.41744023217541,57.02266209324226,59.31243535301519,37.0845654509641
32.92704829880307,32.42721525325419,57.74798987932713,35.50909320470281,74.83990445520433
84.36733419125062,44.70386973437444,41.37656715106032,76.93130190608638,31.773436453647495
57.17554526157044,91.30163336567503,55.36420792355135,52.43165414347123,51.759528087214214
62.23207776993619,28.350985824556282,64.01769785613311,31.790173023114118,34.250722531190156
37.25790786147235,46.95116734156525,34.24872163648648,47.300479368660866,52.4040426959045
68.93054331230249,38.0130500863608,60.590626809227004,40.70413686883036,46.679166605936416
55.109912468769124,63.85574723988219,54.3735318429465,49.10266161877148,41.16036822463154
34.30865787698794,80.40401108625619,53.16663449721943,68.59720229821356,52.95579055556962
26.93003784647203,74.52953040890166,33.91263171639375,55.33389944902733,-0.3049001545393324
63.13955481962897,52.95474429118247,40.91368440426234,65.09920953047084,49.00309628622073
45.184628523263825,58.094604747166386,39.51278835292377,39.354384378797924,52.498829366771105
43.82910840565726,62.88100816817078,64.30575949607055,75.54503446412753,52.568506990882526
51.043192451544954,29.7856910105495,49.23636372029224,17.305163337653433,56.623098298305244
32.645189159576034,17.437696101978354,45.429993971338675,49.31766021673366,31.001691015111966
61.52956913668642,10.328142493341495,84.51160558018162,56.17468134106803,32.6572831338426
36.09470385615129,48.32129887430073,44.38894377297663,40.967690893827466,58.208858102347904
69.69773256223769,33.442332568922446,38.298975858469134,44.822382179257616,62.394191921168066
52.013592537017004,54.29429225008283,55.159150256242484,43.92743051644482,78.42909258638906
62.93954663464386,24.649702416551925,79.13810424690261,32.208196350345034,57.912351354095755
42.39049749848909,88.41266769110828,53.5954030048238,40.31922276284699,61.353141223663556
36.62782627685908,44.98445027657965,79.80754511968311,40.51618054552354,75.29858977479896
41.7148549205843,57.00020960165343,51.26051917928687,46.660466606941604,78.26929623763614
29.580516005077065,46.60536847750701,34.07385238265184,32.321167937110246,37.727491142408304
61.05085388599915,25.137265993152933,56.46741312191153,40.31363059224483,69.07209035643557
45.33858550636788,48.55669969204651,52.36441350886121,45.497449839973875,32.74641208703747
53.789923077486044,50.47746348558556,59.12549435332349,44.61180001288868,32.27322968707188
33.70453368295858,50.245669987362845,37.0208530846615,49.89295571225844,69.46508706733515
30.047283564011195,38.86873704028024,64.23009813718816,18.400668121441168,56.71866712299633
71.41945956215312,60.8166313449448,40.087826897753175,62.93142964842235,49.40354493897728
55.773505457302804,80.84460365043957,67.59192424287748,12.866525834987016,54.64105398345241
41.2562358269643,31.89450232693304,40.284608911827746,61.33612627930586,54.12028365167455
52.75315626693821,87.89873690012334,47.94817434195754,50.57804700853045,22.917792224236038
57.96948770235642,58.101706416971396,66.62044677055013,33.578570469369936,44.24611223243335
42.64958100132825,56.555193195858074,53.642192179548196,48.63010420499646,47.82127303501258
45.32970937066466,50.937842543719434,37.22989068630706,36.12448054715827,51.855457435917
47.193696063047184,55.83777102147096,28.351939518890877,51.821846238418345,40.95740098317706
66.67117017408783,30.923148883231118,51.13805678578724,57.71000446958768,33.864369136530755
60.670225432428396,47.7663930501999,65.425085103283,61.3392466259534,26.620513165345002
44.84241196511558,67.18066401447925,58.96696855549301,53.54179334503882,43.89142667339179
64.7865032314541,32.633933316577696,56.14996929680929,45.85705792779301,59.74565346650756
92.42284443660225,79.55164195439465,43.18002081870006,66.86701971662036,46.71776756459474
23.179373467043074,36.9737560442131,45.79556282034665,53.82366102319543,41.21959887088535
63.159234037170094,33.92518196916536,62.16617546330086,39.33889814009307,37.33687119421779
31.522411245139363,47.027017663066566,46.74885233644986,76.94644942313157,47.59671594903004
81.7217888557729,45.17903625217498,51.92344027610947,34.934269812280554,46.62864945563174
15.952415527054065,30.725464921331753,60.966424248890256,88.31572398928245,39.95206979634653
62.6656933912831,39.581716613476154,42.58477330468764,55.16894437465995,31.18439153915185
62.978076405547945,70.96180665787409,48.917917237889256,49.6867342013029,8.496225290116307
48.93274976779122,45.090406427789645,30.62298838128349,64.53960666191529,24.858735144006662
62.018899069763776,45.86798174548997,76.60189169644727,77.1222985784411,64.14474736359546
73.01780664516784,55.442486906403,78.50630299174463,44.370126811898004,61.54210117813676
54.67587320572616,58.12841632435675,39.041686401308155,42.70069560258966,50.170175599026315
51.14624991894189,59.08508995750112,55.712037878313126,38.89842864976043,37.88397164014451
50.93138693382104,48.74552253405493,10.56912919540759,51.94434553257277,56.233497150068416
60.96859050296237,53.69871191416688,49.118071552039794,45.980952616969965,83.09326975467741
41.934212498526335,48.16499978081748,43.000861064285864,33.448969899190004,58.9267660589596
33.58773580343356,53.04062809400468,63.32010806422938,36.7255108528877,37.56225305557456
72.18402080842124,70.64155971761608,46.33308383888259,62.08781087005937,51.43775423806337
5.408336084949092,82.50134068310938,47.3585899751912,64.364878988741,78.89369148577018
52.637379857621575,64.79844042860178,40.304996711226934,58.91458908246092,57.631230011911214
33.05147481963952,59.56446386249688,30.934741059020855,52.64049877008318,68.05432330410403
59.31881250142946,56.50390446344254,28.4233854526517,49.5722588110919,23.348757666789343
48.64805496918813,33.19096732205544,77.47411109962557,35.32179732593973,70.2923565215286
70.65432324477004,13.458110187205229,69.43135376809795,54.30862052749307,31.31779804471078
47.424778285575,40.63044936937107,35.0011085815565,61.60591710551485,41.165890745651446
60.38207606142989,49.123356722142525,47.77593778188417,27.506676387134803,41.64323907674541
17.041209956471697,82.89796753788085,38.42714535137493,23.816971103762306,53.01258438565712
51.280817341809254,47.42322485499468,65.16979660020912,53.74250517903859,52.59037660467342
57.83435565969592,45.60542838962959,26.413752511458647,54.1612660840505,49.99077065534472
62.09749632783169,53.53677813030447,42.13492131365487,54.43708614377124,56.46454084219647
63.07496965372552,78.43407779794703,30.35573130061617,62.33302216503258,29.9661219007553
45.57405828775349,40.6131775241742,40.50349807595208,47.262285114801244,70.98713379677847
16.33045939867096,37.95949891873069,49.017568954524044,46.879595304237164,8.370305661271153
52.20734727855757,33.50925389005367,57.69217449553136,51.894553291388945,60.32925574368911
56.76878966358133,39.975897367854095,58.574929565605,69.41462684102089,58.33372445717657
41.43054266811038,29.543412325514957,17.7244529717632,31.297889855348714,76.93043130027317
38.14304306175743,59.298506263831136,36.51636464303836,44.49941759423453,32.32693995242566
48.751384327768164,55.20306109197638,35.477184931131085,48.300891410742786,66.73426257767397
69.5077286792014,68.95356327303558,57.37717658171789,81.88315253720006,52.58102894975454
56.30731846106139,33.99738744631813,65.61284591400816,62.635845518540805,63.7470491024651
15.2511836085514,40.08647372681945,64.90596650483802,37.68558225764531,57.75852029910999
47.7686194548448,61.465501246076236,77.14490087394398,34.520977477176736,60.234989445154326
53.351280193856155,42.56612284695136,61.92352583052939,55.698551536213124,43.806082545077636
52.39530696758344,35.98210257198519,66.61206344950915,40.772704951667556,35.68052488775208
69.69267312845346,25.244702867230963,55.87495554971838,59.91496611333821,40.4080602156861
45.09017320647394,45.54916694117816,51.181811648158806,49.13286832791355,42.17627830773262
37.34824307169286,69.5287244625846,62.108115729221524,42.23764396749156,30.905383324874308
79.78469289900502,70.28676901738208,42.66270253458267,78.30339475185635,33.45367258971169
31.49738351226788,73.94455027727004,44.512143920271754,56.742227497608326,42.427251401709405
55.37980996808862,46.2031715754298,63.79533708897545,55.647137604653466,48.01594590199792
55.8958476803053,70.0652194831863,63.75525558940725,71.6063935720195,53.00774296968695
77.20097799057336,41.13182266994377,87.88921727321474,45.06508323739712,48.69844590941841
72.04536306739993,48.496292828396186,34.86404613913455,59.76077737863921,56.96247893113991
54.7514371158663,73.02814611575056,29.1357643054579,61.76889018447609,51.972728664593234
35.91728034191908,81.90397868492508,46.91689719229719,35.056720931353084,58.10155786618074
46.34322957816624,15.910775913319817,45.986000344348064,86.96051200321892,44.62220377845959
38.70540055805643,63.43384699148503,56.08797509600905,46.7860304125423,21.65401536744436
23.62940301127159,39.31264119459743,61.41086376226068,56.78697981517896,43.23011635166444
75.91767448854759,24.947736883498184,49.70026751706427,37.99945040162446,47.73414721521211
19.758025393393236,33.75208422061975,57.863413020614644,68.8465364006499,47.93217836900063
36.89895374314444,43.66070886334648,38.296531530587494,49.460031662832115,45.79461713431429
44.93459881156915,53.94726818868954,59.75902334094579,47.04039220319086,44.60613202316567
45.93231439114565,77.44068073712107,40.144868411321994,38.223210376312636,22.395940066363945
42.8627063227093,46.167643695970554,65.75912541588107,78.46321873583825,47.61708170370204
23.88588036017154,40.52258577585172,63.70394172939551,44.7794722542216,62.46536814096311
45.515342115555654,60.94501088387791,77.92974283870421,48.75491259056755,45.86747388175573
48.67493687681359,42.77044042342166,45.315194691834364,45.65909236769055,41.24347069142495
65.41373423946276,58.84559849707037,48.42200692972239,52.68404312979343,29.88531211105724
59.871053159601054,41.493420452255144,30.092700952443717,70.82677009512534,43.63141048802768
35.347090024280035,23.66278004080255,63.49258367344005,47.35374430074204,73.4649239717566
55.66614941851531,46.29503564209864,44.756152677881715,54.12329542867545,75.17400054425468
34.91813648886374,52.910747086937576,52.759107079714774,43.01790646009871,46.552200394325475
53.272737590098835,52.655388131301045,62.02519753868433,23.082634593121007,61.31298139657729
61.83108793622942,46.58972057747247,31.720836767570177,50.65094563223026,46.84141152170552
46.167825540005644,23.080613953128875,51.402095031335776,24.692962390996342,66.04681767183291
26.53778599867367,51.79011604839142,52.22402122899134,35.237065847500716,43.396210718752656
40.697284008323535,51.68685700655861,37.00651964524514,85.16000271175062,34.22998121373316
43.701768325511964,43.90559914573475,33.77482256346616,41.28918632107135,44.531623501443924
31.65194109219584,76.54468028675367,46.92539697060399,57.73879342627883,73.74467144907749
47.71447723641639,44.064592846751324,46.88380525329595,98.35940617274011,62.78864436267518
57.99979010401349,74.28065970109995,54.40941319191013,52.90561727575647,62.23966814401038
59.14259832731341,42.63420551465885,42.90465845212104,35.67164360475155,45.77999082850969
86.29095881697859,60.577887927935464,60.333204185000206,61.150044029327475,31.427123341376195
59.80572897505499,42.784904419319844,43.60362161800363,40.93142518120378,68.05939549624736
52.46053529116519,48.25127082871314,41.2480901982681,25.146294157015493,47.3761002195735
27.86991399086867,69.02442738008108,91.69207283202874,67.93110107310049,49.54040996637681
54.74631907780691,56.31794962878255,36.59271825764158,63.9493044824528,46.381642939194315
44.109965547511514,46.48748244920628,58.09718757490516,67.08381592270723,84.48254790497401
43.32979736495817,47.976394831392476,45.28045478886311,28.79909285287351,43.8130077035672
64.81505790080368,56.3024032318056,85.12391972139775,37.91367454089209,45.492121589436074
50.075727268247114,55.35998259613889,43.09595774450212,46.1840353276232,72.36230208557808
66.96470568525625,57.25291176543091,64.35280985575653,58.62374654271477,42.46598297587748
60.79062425210117,70.3338346912701,50.297487738681745,51.31173228239265,74.25856668139113
71.11398906418796,58.84243334226726,50.86971951535581,54.483024569992,58.263772081258125
44.71985316868058,67.59897028128565,49.81630330679431,59.73516137166133,52.045586411918876
78.27343796348626,40.72189429074503,64.78110568751458,54.855832794406,64.06884132559051
57.312590348459906,63.63308213195095,49.27733225587104,67.23340721822163,45.71211337793751
50.483508230834786,44.3431200271284,53.969483421402956,34.54509150248272,81.72730385142154
49.18755356519032,52.38211949431769,63.47966064049976,60.6208967310495,41.10502957248808
68.48620635377578,62.76057993963828,15.875088812167057,60.00387629556536,14.907219851807028
35.39739094393576,49.57409802649495,66.61131695897336,65.33655789945576,34.65245620115908
41.92889235878834,36.49825390781379,57.66521211750409,51.62454649150217,71.54977916778645
48.55900947165765,45.44774783384097,53.22165079485192,59.820590526879485,56.018050379794644
58.84013079616319,44.95083032059366,52.26842394792369,15.925701169895866,59.57210221822385
18.84932774577417,57.59776692503907,45.86348865293728,55.50404911594332,62.04339865169652
56.82957148658029,69.5614936818325,57.62315559706472,31.679160788541402,93.8034429825291
32.425929471833314,64.8272371288799,45.25529603658373,60.421819422483445,52.10519912153418
45.44330603509774,46.7594764033281,60.77879852417087,46.86404946824317,26.271278619263512
54.749084682493574,65.4691573938976,59.11763983373506,50.81635195612768,27.747249881987962
49.320827421645326,47.96180833208363,21.702738999405806,26.292993942373315,22.76051633604875
57.29488297777695,47.844040999436416,55.11368224568941,73.36648727059296,43.81767051463534
34.97465179366035,61.67866349042598,46.66121108246956,61.58861132366684,57.50365560030977
35.671426710741464,41.52011671124228,36.960783348424826,52.15521570690569,72.94882424985288
54.70792875005649,60.24957080891167,78.41422072728359,59.8074100222297,34.26179011307427
34.776005756074284,37.60929315354325,38.62870330121338,28.354846005362493,48.41495875605891
39.24369451680802,69.20378137460014,73.0640201845791,47.260463711481506,41.547084130016025
34.854706678813606,48.54556414078323,70.8912108896507,61.21528042624048,65.61597501244206
57.987242007510616,49.89483010806614,65.9605471814915,29.577265753831544,31.24329872453754
48.17593525846701,46.80715969958961,58.02366664727727,31.978889071860028,57.85540200094457
36.95721382289774,45.14996848320389,82.16204091504983,49.862396161398486,49.46652307190473
52.93912167661889,46.302340609357955,75.13972068894022,47.73453258278575,55.89583397132471
21.437886481823803,45.301784754379824,68.21007722737339,25.614538188805984,32.18842248633572
67.19199197766902,55.79523394588455,51.334635642611985,54.585906405268744,38.424495938572065
20.807069136150957,36.17284620604672,20.343490988562884,51.50592411822245,52.875361987149255
53.02563090871831,18.303743883008913,68.32771838154063,49.23674105677315,41.770552147508056
35.82727257375619,65.63216942288264,58.35071624387237,36.24287699619478,64.55530703601434
20.34041732565867,53.11438495153808,84.07645107975418,38.84269350662581,18.255833199492685
76.3769289736095,68.91625434674614,48.719205145768356,61.25671634415525,34.189717331619306
73.07740935549288,54.950430357628065,55.00758145073811,44.50884097637571,67.83998965264347
59.63370611588449,69.4617901791508,49.309900083678656,41.28004896048385,57.33236747483137
61.063701834494736,69.6011999979807,51.066926543396974,54.6486332473005,44.80553605771442
52.14720132507828,66.57472481848309,28.17581591983172,40.74879140398902,23.81963656306026
50.055249431435335,55.95618074535621,14.293677043399015,29.792345305025123,52.44182905659248
18.90699808753341,54.23244569086171,58.25658628774987,55.78708786437989,38.80201255744085
70.16144444683424,56.71110490710558,49.20757535694878,39.19125203143337,66.65239031598794
64.27830221529973,61.93602450603852,30.088831128656267,47.739659081642415,43.465842408750795
48.93342653518105,61.07510357621885,83.3387677836896,36.63030196639347,23.043067871063577
51.11227933486333,64.0417749273368,56.61640300161406,42.016866482001404,20.916080355353554
77.62687129939528,21.215184036809827,84.43796662329004,53.79484284548191,19.585009604006068
39.162215035028,71.35094531289693,27.84023785125886,21.294816110127474,25.594799777854572
64.50495124622782,42.138231414405446,55.264686340095906,33.10610083168267,74.50093924243902
40.68927611201234,46.93970126017887,49.56746345952901,65.45101467964112,64.78615302826705
50.93612661923664,74.63234558901368,65.10490167389491,39.404281826834406,37.520349205865635
40.254414366482074,36.3906552725425,37.11511582495274,47.77082229705589,35.736164511261855
27.984632639936752,45.649559152975925,60.83331129450535,61.869485835679335,87.16689104649694
34.3788118409376,16.92287002037994,58.59254438682781,45.41074194719507,57.50226863548251
55.57790938448697,73.91252112439177,31.90395903875575,53.93925641442266,42.74819929190136
4.162392179535999,63.239526222048184,74.35021775168543,55.47419069378021,66.07669136204608
30.382110407441427,53.68088316123071,51.22526396045002,52.80260122784373,32.56925606030243
72.14161630640571,74.18003720488551,50.05846350011542,57.31782570991371,47.715766691022026
26.959471677029345,30.706469220304168,86.49314597441048,34.46637608706789,32.57413442539387
45.40727803061265,77.65294547100117,31.949106782341545,88.59738575733734,71.10592602214777
31.254928828172215,67.95668625862747,33.841131696428896,37.92448346240687,54.81431587054266
65.94982541273502,49.1308750870392,47.64366553701285,40.47764131191657,52.50849458058065
52.18545748967372,54.29014735642454,64.6440788100509,37.4901082536072,58.691376106057625
