Experience,TrainingHours,Motivation,Breaks,Productivity
52.52782589774136,77.85792986644131,54.84355037436235,43.143481599586536,59.38763948200563
62.22734208126242,68.07268533202553,36.15664983623456,69.36375579974585,84.29252563273856
69.02907798418423,71.75776960805366,43.4789795854454,75.3413744885834,42.85878670394071
49.41847236813939,43.03210915294213,41.282309276841204,49.92139799718131,32.69367133614105
39.69274432528387,35.41064105269963,73.01289191086742,74.30058831278473,88.18045001535756
48.99626954674899,50.44149297636926,61.57190384756318,30.85418741455932,35.32359501987647
26.04249608395873,62.551844680262256,37.08320247000097,65.02469417731028,43.073023410823566
50.056081424782874,47.432828310989265,52.854958719036176,42.66473237789293,65.59517943646274
47.48557213013725,55.45982157801406,51.64332560110492,34.79610674455438,70.23859578985986
40.225426850387365,62.13121924856329,60.93460645857148,27.516066637208542,47.304142309351555
58.69731456840393,45.65710801314556,48.08046401936088,53.255704634974755,44.36069148112839
55.35797474399332,50.6387359074519,47.04512262519882,35.44209947478541,56.08363205099522
13.864399549467379,53.934404923853116,50.222830634917145,37.80428654511832,29.15778682336798
56.2739020444879,46.29342564030404,52.079466710266175,22.438334637464614,57.14873958902684
64.09492018800134,47.71002409823253,36.54637424390602,56.51199510218219,45.73696088855901
62.95024668031809,50.311070422002715,17.86580413682897,14.76359479020389,39.34353024488962
56.79349163740713,42.61508163500585,57.38199223935957,40.06886713294417,80.93933457144671
47.180226406983586,54.03814288729322,35.621725663505686,43.72699063299171,57.40814032775517
49.30704407158804,8.275731537173684,57.48654550447206,59.137234831024934,60.96250606421188
66.490914032416,52.711303666353885,85.93375791701942,53.503949910449926,15.462421998371951
53.35512766891366,66.8125731361307,29.333574076830832,45.94247359509366,68.19267905737226
41.53038020258255,46.43635799003097,61.71206076185972,30.769231651781013,49.82363549276802
35.423892414242964,45.9776208752035,53.5518716580586,65.90469892120414,54.686971690627374
41.52273566286233,67.9582730843145,59.230448692382886,20.8752418801784,62.56949623683132
50.9737358756323,49.5068722027338,67.85644497334056,46.935346187304575,63.41223528642103
69.16084348370903,50.93325180333198,56.71046178460151,60.41008858397481,56.937211289127134
63.340126362149576,34.334017273132815,40.37882924871585,31.106314154300897,75.29040592782758
24.863801602025077,69.81071900061106,57.08392944578456,36.85687496585542,30.929561484314057
49.42985502490179,46.633486763599,55.93244999910098,17.008101944716373,47.17156532262416
36.851562700535865,69.14776194128672,56.13957839074496,42.387380107545894,71.31940279581198
43.464611622549256,48.43912677381224,54.05867616325542,63.63872881665661,50.17830627194289
71.30588486385112,43.97298267346278,35.2862256722601,73.88838748326248,45.298670051884606
58.89886642037598,61.52443943786574,81.2406891034912,45.54341092868769,57.915055040545624
38.25518907698555,42.78156837587304,38.63315750858047,62.704246671653635,63.79715272019635
55.53290970299734,38.36383261457044,40.23596625425633,39.47219873974267,55.35376872129709
26.28472007321242,44.04979622820588,29.913521816426506,57.59555469341265,35.13336333247409
79.37184964969035,65.68043324758588,48.66387750288469,56.20185561092212,57.02586302213366
35.59639823840404,68.57251721461388,48.564504333734014,38.48125939895362,58.12380245133517
33.15761619505729,59.83750784174417,55.14528138071406,40.24978361783286,64.34734960744653
60.579582707218584,45.172093751606404,58.08588415554158,30.01730910096647,57.37253503545811
28.11504636805398,51.92590248116087,60.338852406784255,55.076296216061706,73.30065485017907
38.099009153406755,56.130968093271676,18.014088076779814,42.31728680649513,45.46021293988927
73.51042394316583,49.64583455402352,63.6965673087141,36.43393376269989,45.00627252391685
37.449098261849244,35.09267175546992,36.121402610758665,40.79096794650421,80.64106327242595
49.12264928406781,29.708284875528935,42.13570549890691,65.24813453361011,39.474237309361776
72.3143041275966,65.44451728941705,47.08503059376934,40.16018672043836,35.738141376164506
52.885981398040094,56.22470015196567,70.10020859276374,55.35199828071507,44.71431762402905
70.61544794477432,62.2889994954011,39.68510091843572,48.75359055058104,59.90688638243138
54.573375035853104,34.88215430382498,52.63796978354274,39.865400975514945,50.952477356728224
30.505027537204864,36.636402941797726,81.47959513067428,43.6064354241266,66.7018488260369
48.11200468422865,31.956209892867673,33.80040132057073,38.10557510588501,82.18600902512053
46.53329180868174,52.71598528231382,60.22679364390313,57.568872803058305,62.974843949282956
42.11873869305633,32.24243984769254,35.83174343892406,27.022041009599892,42.19740399654173
-5.892119125284559,60.86897933168078,58.581390421542906,35.36796994310709,29.347073385970532
72.91880167611043,64.49728371785886,46.139308131844366,39.87325476545734,50.5705880687903
28.38657909266275,54.39450121268639,31.968260605368286,14.136885038849258,37.792508744224804
34.77374532739405,77.10372299119011,75.12047264976968,33.255131640335904,48.49861906929131
40.155431340222506,77.5670852904793,22.697288148067962,56.97679923434641,69.16972344285628
41.81489688488253,50.35406776131665,65.7964413235766,33.39598897088549,59.54814397303763
26.773755821219986,26.069743917002704,62.75902623277363,35.4956305967484,52.69006601977902
32.3280933558532,54.209099384732234,25.11320064980768,69.43456572127661,62.20134305125154
40.980730158316,22.054826580672646,46.92962410552853,44.62494591736167,41.83428474100028
65.75945676893346,68.20293948311152,56.41338601003105,72.3588598176325,7.952570940591961
45.43868553280712,44.72359951634333,62.6315155999663,45.22354391393077,58.3314802433311
42.7757161156018,39.889536231277496,62.016076110344976,49.97252092656833,54.6066590325062
31.395573163702206,60.16749470914649,33.84381253730729,75.69746977253206,46.15260879598597
43.78955986526417,63.38281075880258,49.224411854312095,60.76243622212529,45.516457053403336
60.702865173470144,48.85338897427494,63.002775099853274,67.26119497880347,26.231608791848448
55.36686603482741,77.44451143671023,59.26673558974795,86.577252992681,36.07718629540689
53.868114862512414,57.314828322147285,42.0969577078689,31.465408845492306,82.54710541784232
66.83306284763577,58.36805063057035,50.71809083490427,52.10579598102602,59.42046090998728
71.63520574702453,39.39658037726969,51.58472688881736,44.450236919861084,34.146575317842974
40.794587636377486,53.24427920976186,45.51051507103667,50.4092520812458,60.86956823199624
67.32619875882239,89.80714943251854,61.568644908528185,40.746542094208664,66.54089538995356
45.23168162603645,39.51229896929498,59.34224837146799,71.20611042300187,40.91709958139899
54.731002558953826,56.84525464722145,35.771536079156675,28.528337677484792,28.95718914305839
69.18273987328567,43.04221676991991,40.545825701428505,54.77680645762842,69.51220629355409
32.529511137649585,21.67722317267285,72.13365453806776,57.706912207792655,33.90946226879422
43.42542190947763,34.964511699884355,59.59913887562215,65.34242676403707,60.03923276590112
52.49619628098755,55.67147899761959,38.87484505071772,43.33745176686637,50.0899655943901
45.849842383735876,50.008446486009795,25.73654117206568,63.218480692354674,33.918139056822994
18.377799626274914,39.270385936575344,46.765385947359526,80.26504331329694,42.66730991854824
53.145874525708564,54.81029631231717,27.27684789306149,48.4211949452239,46.03333543531805
51.25485854229427,56.34588273258727,62.761979180406755,37.15306147690212,57.248044882585035
39.07318516077836,36.34664262349992,76.28866393032311,22.801315925634732,42.250402608274456
53.33459145698097,41.00800156158182,52.2550357187407,29.856903904939475,22.321484672606708
36.88446802430708,52.28189967326892,47.42674873398588,59.54235308776413,28.629776358617647
41.36569071232213,48.92083572934108,35.465236253112565,52.06963839940572,45.78152804333073
57.302562233879,54.33156228785696,22.198406986939446,72.0883915707514,17.415461859771803
26.721578533652913,48.87581039995267,54.43945266678719,45.765810530745505,41.87007127948703
48.76671066084807,57.90793685129706,32.80215990688198,33.285609367755185,37.01675582972194
69.80125056744316,55.59398453707874,58.5857076184229,73.86547009276372,61.81109967173556
52.34654313903506,73.37467687380834,35.42495895046024,46.02027594575758,67.34387006352924
17.09058255506789,38.04849042656633,61.84377061008636,51.598905434799896,57.70728029679857
21.253714544493416,37.385379896951186,59.73782321155969,36.470523062417925,62.37273157685593
54.31186731619096,32.419561386818124,55.182527550237936,61.234261961139524,55.422480498439185
58.0555842330171,24.069069390331876,83.8256985869373,92.3122307708455,71.43072457053628
51.733253727330386,43.92608134044398,44.242785952708466,61.75870949523362,66.03515331794254
40.25571403075704,49.67727297881459,68.85407769012224,48.46181898167812,51.67895022167282
70.64891138914433,68.23304393997554,62.07344940074783,33.96364480831666,34.14870904243334
38.96403464213935,42.17125979939104,53.23956286371847,48.603130890028844,47.576381432572596
46.13116677524228,36.839076083239746,43.0815443184005,86.50353931977097,60.48824271367082
50.30065724223606,27.493467787802082,35.143347692931926,49.36582002960383,70.3938093993518
53.435776848628294,53.23327947214926,66.65006442808412,35.430833362273674,71.09263396715895
44.248767119208146,67.37166025455275,75.05187512978114,36.39109324087018,50.000547123836164
61.836697893958416,45.69977079048877,46.117810951813475,44.024044215905285,22.091104574717207
65.86227166398737,34.85481500312393,15.661048984983623,65.70334135936328,57.272199944580535
30.228822753763907,66.29314050974958,59.98216540359102,50.00481687293439,44.74447744119149
48.16462005669275,53.09749273150143,38.170274932273365,66.77073737977787,58.33456140019038
47.974652051205375,76.14642856767401,45.47650469532543,73.23925873637448,54.390138258100585
61.363958266046595,44.49328925445312,21.954870670832108,57.18948529579202,32.18113552309745
40.80954059702542,51.13725979284329,40.37358385516482,49.52431271336308,52.993444967227326
27.88689490736486,54.11276038279582,40.68198368841483,33.97921587745337,19.97930821068461
26.684338985603013,50.359379285352304,50.63689815233368,57.775934564036056,75.73616600357056
70.3416909452222,64.93654104832433,67.79647040926926,52.71238533069743,52.4410040414488
73.05892546839856,53.24623093877809,53.56639449408674,67.48551135261266,45.85216140258812
47.98210729437796,29.58003024157022,43.06154701145476,45.05440523106569,45.90082952228756
62.15712504494718,34.869004467857124,72.33688217509074,19.097483016475568,58.97289675977293
62.2496797783493,60.37941489988532,66.4334249460106,46.82551454895805,68.79523331229989
39.63806875906781,40.89634254153125,81.03501300344665,52.65225216752109,64.27626616943147
57.441968997944834,60.84979846853943,19.921147997884784,55.64464037720265,50.23659725570653
64.59956444365245,38.064403834145736,67.89896140548589,31.903943448625117,43.224401663693286
26.325610004187247,33.79163566426155,50.104211791289615,70.52609696251722,50.52457068459938
30.74084428920318,18.336690581788492,60.10402049800149,40.1392007512384,42.1444055203555
66.14979068224353,47.97673802022797,45.520438662899615,52.42336713748143,72.22924838848155
53.810206037373185,17.610498631301716,37.73067008392174,45.73236754131829,62.951587310337736
31.3609402164744,52.23249378868585,48.77246706996469,65.24796413839779,35.04610248111466
52.50921341166876,72.99666446683449,63.48414707930978,58.98921001274866,45.341826895836334
52.2708042862766,48.30798738852424,62.8485299444664,57.896833683120384,40.58712506283072
76.18152512665947,68.06530698867199,37.001166278837644,44.841581065064126,47.623709208019754
62.24417869084108,37.8633203086725,39.96217587225702,63.175466204131475,58.38009163576798
20.772934638323203,59.86394370163905,27.88592552884313,40.48063509682618,44.52737652273174
42.960756634026396,40.259691727921876,34.43338225829096,57.6862366207738,25.803725019354133
42.02470400955083,61.86631310423414,55.961957769246304,29.231346317684856,21.056562789324236
33.6616647950091,17.32878637695734,51.37516515868097,43.107472624617095,44.26219260343329
57.655902834671295,63.10433667594773,53.57412028163642,46.65662027683245,39.463970533515415
44.7371034739075,53.1094688557046,63.88179357913223,29.157234709749936,33.081233743030914
49.907762365838174,18.33357561359484,54.27990892197515,65.84650865899037,85.37611508764073
51.231048759570605,62.88965423557118,50.32832476525603,74.29375497493285,43.651585376832074
54.9401385073736,59.0551047479713,55.82842292620837,38.42527767337941,29.39328692404919
65.31814571249939,53.768022509641476,51.12941601021386,63.37868298409799,62.67730475607822
55.373517963742984,59.53377657313666,42.12288121932784,58.00728647089493,26.45918080852039
50.29640710667906,61.208335506372705,39.21756257383182,52.136359188655305,54.51916680126143
36.639289684409164,66.93626365596475,54.80520228695674,24.86096088377281,51.36054843734657
71.80653313464704,49.94043120269899,40.240141720161816,41.8304530645829,47.598220228507266
31.81426674205044,71.03654074750915,63.86097376166674,66.15924423575154,27.446809314502588
51.92816774345801,66.17181854520635,35.796779287757495,48.91638778510026,33.50835466162187
62.50887352837348,46.78044865964312,48.6128791593267,33.07068763807118,73.21990413041283
50.76387001063642,61.872593190505874,55.76073309564079,36.36407176958028,25.382169963883353
47.12909846518562,66.5972285855851,20.456758806830642,79.2232769740867,62.505609382623696
52.86050623038468,48.262410257907625,62.881046861188956,31.689474260785666,56.63612290704356
54.622722689575404,76.93129223806073,44.52125240559921,50.66966522691066,49.00132576632294
42.24657097318923,72.17363888823337,35.38027668959286,27.235430657647186,53.6588159123409
39.12931169012159,53.812156478511724,59.50087165168469,52.19184802846842,50.359664755318256
19.072914362639,58.39294809158858,52.94340031451885,78.11328359065658,67.05834452356062
27.770234371970723,65.91053005955878,30.505754360006627,62.50549548622408,71.80395982679708
78.00517355444451,44.058996166305114,60.59018518318327,65.1423156122741,57.059295711471684
24.928384088903776,52.31680309098454,58.53556448004924,49.97606791022302,37.11988638514188
46.98668092534426,63.5178935879931,55.90290731948815,56.981921392933124,46.27081817268056
56.39717152851531,18.403949961193685,49.33949577496733,44.285855750357754,50.40720246656181
32.40793704231761,55.55375358497848,78.83582821246357,51.21144795528835,50.6978334774883
87.61608353117,35.787227727245366,57.42356723705057,73.70573379916199,44.14481816422678
62.79297723004911,52.501915480925994,33.88053378660034,47.535368825720816,49.523179422542
40.46082088672024,25.90095214741168,43.8212945801931,27.57371959334537,58.125426117269
58.23788086845088,30.879135908455318,51.22994735461739,29.839479180853246,44.57178930233137
39.96770319524225,57.20319454441963,25.71038523206628,64.74633220727075,68.416457402962
47.836746768222746,29.817527049543052,18.598592300629797,66.42901441210958,79.75861992118314
50.65331997949941,32.55874105999708,33.57269022867586,67.7242428842907,52.53415763996229
35.46049677378962,84.48784985987812,65.68118660684596,58.24205053737084,41.63042758889192
68.58473076709207,63.22831382289638,48.402608024437654,66.32527106220934,65.68619264994354
54.10914896631188,32.79687192358935,34.679685520651304,26.22826288485051,69.86917029534344
28.087998464272985,50.51152866990554,26.136327064419067,75.25476481764807,32.56210191792347
54.84174673658331,26.480703691366482,63.062004292055846,66.27148411448178,50.263761150097224
49.01294571306018,62.16438889575656,40.85592884982954,66.33291930364143,54.44792154490274
26.40446144504977,77.70034373533684,52.760175048953876,44.92702810004749,52.48053290695111
39.22409378363566,47.70672447986515,61.84000046395971,60.31542964848578,59.29542267045676
40.98452987739648,37.08801350884611,55.818388431266456,61.56169663316011,39.01095240027047
46.58313711262044,55.88726069557202,48.5637327467662,67.35799565230387,30.380742386788793
28.20517222757243,66.43802520410678,59.25663318784847,51.35797518679195,44.99156143913528
57.06002133604795,52.83285612851433,54.491814832221664,48.986040608236856,58.02626538102527
63.77521906009758,63.559196642409795,56.85886541919033,49.944666271746335,56.66772237754612
67.9256709565701,47.682730810242305,45.91301637177626,57.40363963827487,61.07468902356522
48.49257412496865,56.757641696449376,37.39519255310217,49.83552988392908,73.29404814161978
59.11586836717312,40.294483495960215,42.30286186542446,31.34749651254473,74.35240817610784
35.08124824582933,12.064573098931845,28.901439994246807,50.79511732289286,39.244771597147185
51.94031786242625,55.122668227196286,40.640232754266634,36.204379664065456,63.66310108635137
54.47609316318693,9.859218063956511,26.941876181568475,23.10814964321764,47.60776684045247
53.042263410859974,47.42754237916891,40.57381778131327,65.32904616353942,54.807333561369674
36.31820860448041,37.292598639906466,38.56740568095461,44.78860356408778,50.527773685621376
56.20077543529594,37.65008860344178,29.65452899825287,55.902391597035205,62.433575708035775
75.65233785437515,56.07121356410634,39.050997001754894,59.15992939862001,47.737493056098735
29.821624995924573,49.273058508315096,54.23920670800284,71.50366176457408,51.070199124256504
37.76994547386413,21.696309847555643,31.56367348697247,35.44656546906051,74.99378741290673
47.13536238679061,48.65601195895967,66.51786056266677,59.03956003804136,46.068811747862206
67.19703507282948,39.73985208919579,54.25493967060941,31.171121948204103,53.90316891199723
65.26613666331902,63.069523598241304,63.53218519149048,93.31658815086206,45.986507065873646
36.44380503594506,56.84066599091361,36.79502313415266,33.006347301870896,46.21396838516525
79.7041799570043,60.33550403330246,55.70740956965299,24.90829484769717,40.65617134031608
71.48839929015418,45.95047500924049,82.9240860826284,56.720725892354565,47.74302480602595
45.29034950354606,49.02424058074825,28.222691215664703,64.595926498307,56.625472637167476
46.157108414742886,48.32733572211765,62.14685233278604,80.44649663836388,72.97358710804082
52.78635127124721,37.66084869272899,27.000343476242957,51.84041326898426,38.25144351566191
52.327971942799,54.35972547868569,60.753900199467836,32.427040229225724,36.6929833745789
45.28716928586173,53.90751128186094,53.023751435969885,88.67108780277377,16.111082678281548
66.65351587367908,65.88079407987982,36.27051953807787,42.915181768165354,76.42361606249676
40.667500039260425,40.916750950932666,51.799007136021686,57.68517839117928,64.96339974961683
65.61022264179061,61.727763907683624,21.379727429627543,49.379832912018,59.97303847820641
60.271275085212835,39.35048172402833,34.65982242279623,33.62663708398783,56.98291256509827
65.10884144502768,52.128111677709754,33.95110538047672,52.69406648072368,35.72173138884036
38.94520847453217,44.47076332909173,38.02217731384522,33.046734025826645,73.24058218657325
21.682205551960294,41.126307874468296,46.76327169740273,68.41943730405828,54.42000622593627
45.77683748239281,38.8821287966746,67.20908081965175,37.90062837951113,53.16724488548823
47.459099154313286,57.20080028211126,73.56661559013378,60.58242307969675,48.06624550868307
75.1355987106853,73.69722271564922,67.09282154495816,54.23053631274338,38.43335550940606
14.509397441578336,53.171555298276054,61.60990352463899,29.94322336635639,56.232270531737974
43.3184908618173,57.653754304562355,40.75175878277352,39.10918880982952,49.08370853029151
32.3542169859528,64.42347181445429,50.303628247955686,32.83129521516358,40.76630301916267
58.85335505890586,45.47849911932296,60.64876514547509,35.07315912596475,45.80425346240926
48.916955177997586,83.4035948637416,39.0807102337133,59.398013449452236,57.07196070438157
76.21699450971869,70.3936270845212,43.061622484961255,34.26041917250895,28.763749618887513
53.539602217176856,65.20711211566405,67.15721618815589,46.083604076370854,50.66561820314194
71.39075660891044,38.55206426160704,12.870064741117126,67.29796828367846,32.59446122400702
45.641210298357585,56.84886616771164,43.067295390971736,66.20508034115642,90.06991007443443
37.89432606080441,52.00837067363236,50.074814637928284,54.69205733558409,40.9489624060604
40.24721428588673,40.60224341069861,43.07806038687459,43.31526962992467,12.421737297059124
51.329213098341505,45.48209556356046,39.22335803954336,51.395525001464904,49.917591922288004
44.03491503820323,50.13158841160237,41.27158927597314,32.46507457978227,79.41624841060826
42.56094279681194,53.983125118365,88.94690034134635,43.79454155796492,56.902988979902624
84.90037095559322,25.25066165498732,70.00733650331307,53.33186237960764,42.422302082480485
50.72717092527145,44.572456918637684,73.64378711451891,49.759841609323416,60.46731230174005
42.06642321646036,54.38556628919148,44.257894845521676,28.701225697850337,69.6261179936385
55.221861292914966,61.56837267375149,39.07371124752166,67.77070249174321,57.017494541102145
52.25348112572428,65.43905721127905,45.06126991092236,69.42097921562312,40.066218409416315
50.49911116712429,35.95249811308349,32.77673532992715,43.01358862605543,47.586675675302835
58.276667749975225,40.35427133418989,58.80361932935644,45.20077410559412,42.58894631770926
59.4416291280562,41.833428536673345,77.3780739358885,56.48497876026794,29.486051175959027
48.2121281750684,40.291822188927355,25.380595315754324,65.86820280100858,66.21352296789568
39.12853262841854,60.65933739844766,63.15450084634399,49.810320932693664,64.28420386674483
54.41769900847412,67.18165883446522,32.41292311554274,52.219527225570246,53.02297911651789
32.65268631483127,34.087260113083445,26.239246616018917,50.678043810473696,43.39484785944628
30.638530729690316,68.25888099522778,56.00454823505822,39.13176013198995,53.04862939655542
46.43025885430048,26.564212074335607,54.107971428235025,74.59786693187783,71.1801102537932
51.55073733549216,43.46014062292609,58.442983019645624,53.99814201203795,47.92081845683676
77.90186675399893,44.05839841031973,64.35678155939345,52.15787787063835,52.23030209287569
25.236096749837078,66.52125874936007,62.55132666265216,52.82028615209925,65.52198734953012
56.23319123984779,30.53894299301116,35.441086614426126,49.09077193018246,24.62821944565938
66.83650665016953,46.76674784509809,52.053952557787724,35.27766401748341,59.69746079461135
47.85928714282773,45.10877146567778,71.16429882365532,69.6414929202996,61.24575476907816
53.13582444995169,42.2586522817172,45.667575571215174,44.9787084330907,55.8825587950898
49.52409224639126,49.897981316119484,73.11333711551829,67.15583548047495,38.28209125864886
54.45465504322281,38.36405941454366,59.04057402179587,78.93811826388361,44.659106069525556
61.858966533469996,74.20338461298904,47.956516633896925,57.41453865890738,75.72248082248962
35.95908984388788,34.449858927739584,31.336031315874017,61.324307968047236,34.80293477056123
58.39771981655386,70.3942138145638,40.071829345566755,38.56874092614345,60.04880520198208
50.71791059485589,14.55652657637279,72.97814653361479,58.27996856706065,44.294496558512066
43.68694474501281,60.5040675524873,49.326814158597166,50.858734204593354,52.26064408590581
37.714240308360516,44.588740515655815,47.175117894454786,38.59042496585755,54.12086896167681
57.26495494378251,75.2974255699304,38.58540728013449,63.35685642615492,71.37395788503233
64.24383162423675,42.528959977492015,45.36089603846901,72.76897063297744,47.20265393884815
49.54809238398066,42.69937723604356,61.60727537614618,13.087838785385436,37.84990800663215
35.30157118381404,73.82576606758818,53.483202751396995,46.97370699755484,46.939810441704054
29.2765715034072,70.342925702949,44.729494113755074,58.89675582499577,40.15233864029299
49.10057338004631,36.21692486944187,46.279369457214734,65.61173563081869,51.587323511910874
55.61186845418672,50.93977072241673,74.46736298108083,37.75190837975468,47.92851873352731
52.818618977019675,35.06050432640981,51.89695688684905,50.44467488872376,51.708682367328976
51.77443541218004,39.92601350447738,25.631394148982135,52.746224663959765,36.5993295832579
48.61332541168993,38.773363626169505,27.788638695235843,55.409512111343105,60.50524799182787
66.54932647497412,43.294235979014104,50.59535003728524,55.10937191204809,65.31833387023396
23.7489052301683,27.969204583486945,70.82428777477287,24.72403036713178,63.76053980473904
69.96517044328085,62.05102447606487,34.9516446446844,36.62287263995292,49.1362457034405
76.2724882873041,76.1507478902228,54.48399946614422,26.08418961671888,52.434640667058915
46.883756802734894,50.341189207515086,25.153541463617138,53.657537120676075,27.450316929072113
12.050281616010068,53.3660389404738,78.7794035383965,37.465474493510044,42.9082672569661
63.43624527791122,67.43952609129063,51.582837419008285,39.37376282161651,69.89175623007007
31.546127001899276,42.18254128504933,58.8242023294867,26.469699576859327,55.825047495433196
67.0792968831332,75.14809011301527,44.148975185178394,43.39781376405661,60.7244006942258
40.7329436707829,45.36898871335662,54.83156202572947,55.58450844022895,21.393268559213823
32.50388801352237,22.504800945405545,24.983391858160633,33.21934417132495,46.666039735135975
48.117932666297214,17.72361812866444,36.002382394211224,27.226943370226163,46.99653850744077
40.15610540744189,68.87802339678237,47.907997873854896,40.89506487540511,46.06565622120366
40.34538877407106,70.12163205981697,44.971295020344485,56.84071031113401,61.84497996909254
40.085365936673206,22.945441969497555,42.78938035916883,59.5594996671932,24.56769866494848
53.79211757593799,62.595984866522286,70.87420368265558,60.1673173644033,54.39053309607019
52.79119909428075,31.88129660885942,35.80173254457172,24.016677575571435,51.07916987779039
56.61081580684716,51.76562432483746,54.255168156327024,61.394989823434116,30.093282613257177
50.94268137527971,53.69755846316755,42.966308909637746,18.113767112605426,34.63700386982384
42.37598928675509,52.243958423445974,50.5018601743711,78.84979064859971,64.15507053617961
49.6547030710887,51.81769776687477,69.06015710919337,69.636231565097,55.011416009849626
75.9996925154765,36.53006004847653,49.56723099555922,97.49360495037502,60.65423803495291
47.88551541239648,51.55905085537496,52.694656256838975,75.04908381677355,62.062975990892426
48.81920489646311,24.859543760767476,39.0996017622695,50.9009813046807,48.05592365746793
66.43793462914603,46.52970445777854,62.58003854314211,27.918881224577586,42.13274831066234
60.42019390541974,81.00929107909467,47.869773190759005,62.43188715985756,70.04219334844636
64.29802495333037,61.2241004274089,44.690601885578424,72.79219529871455,30.229496692039397
30.995941393599264,78.01093956400621,55.424298486659,31.430300397462887,28.49588143207825
27.86320765625309,80.51534680109305,48.78132512196372,42.24041963891218,74.4317367471178
53.76914504946924,45.08860309389138,65.91309810513928,58.96562432120531,59.00686467698901
45.946733836061874,36.569856874604355,34.84296436042175,51.54364000963182,50.112903334192346
57.24212570913254,43.62770367230901,69.20460094754792,30.116851941879485,56.27073244489898
36.35778218264146,46.35244102608235,36.18895614867831,44.48543339269503,33.94564162926376
34.98750626774589,64.4564646089969,29.158541106171334,59.74936790405316,62.77745836643441
60.956213354111135,49.600555703054674,33.61873600568505,26.821725388792185,32.2988779053325
32.39268967612492,54.125013324868405,28.767012785859453,46.89907299820218,50.602548100767294
45.45403367068262,45.94194115318765,69.14553590199326,57.49567625518946,60.54564520517039
44.42582308880236,61.76789856658982,54.555538832236124,53.1526503728026,44.129528799573166
53.55194207685932,81.62462115764384,59.053497161020914,75.63667596014861,21.69581194061892
51.08451366782069,62.314585240528274,55.80019463199499,57.72530104036299,44.16880199908071
68.16949055950448,25.988417040153003,47.7560969131761,51.862981995389866,41.40785693996792
50.41905771970132,20.528764679542526,30.55407807447664,69.05358857554239,53.651170927976295
44.317992686242555,64.69636177937566,70.80777035095464,77.14592974013102,21.695621402551446
70.74304218845344,32.58551454815638,54.52482506614054,59.169925673888145,74.13317212438778
57.03932277780611,54.18483635973961,37.43307433708651,24.68516492594515,37.0416730643643
71.0990088106149,50.49217604562874,74.91874945957439,39.23858602257428,61.78062861686703
52.51645966897907,69.4288670805958,46.6502368977724,48.08747481815917,68.25677254785535
18.6555965959537,47.85297294030658,25.08387074376756,49.55808229954861,43.69403108901256
59.03374048900335,56.99329732637125,45.71597190608152,35.57403439582532,51.17494875379506
69.57566251976768,35.29582983646142,27.45119437863196,22.35229018979498,26.980356170944436
