pH,Nitrate,Turbidity,Temperature,DissolvedOxygen
63.11156485630706,61.96054913016382,43.94787455750291,41.691226990477915,26.855179859869892
70.98135789401215,50.714850127019474,55.00891301611317,7.808631993074016,40.12251962227205
64.60409588605164,54.95851520343091,40.076796969077,48.24074638498377,79.68287289721947
46.46677662315439,51.81622380794672,49.90026910537503,53.11903828511678,68.06086052755484
87.23313745056947,72.14993297205095,53.500440292594206,67.8913000177991,27.586419527551108
49.73065562360088,39.49995764719659,41.45881843567002,64.41044469802652,70.4980670124971
30.038158031916254,47.35778263865061,40.2264080698191,60.017560812765055,66.67424820679881
83.99412815253953,67.95911556736912,67.1842257509886,34.97926273504673,39.86702628022487
50.83756356441218,88.52082849989513,51.14586995412983,71.47058662432451,43.71669359107058
49.64611568144074,49.6809055441702,42.603535668488504,60.30900514358937,30.589325516330263
22.58422537881713,46.066540705728116,58.256716861915365,38.59855100818358,84.88871153018067
49.9657768655686,51.15711310257865,34.97111894630626,59.4342341693188,65.38200498631026
52.979338690867934,54.70510008689692,53.6450590752752,36.46223435632041,71.62054119571937
45.32362033281293,75.90577577334906,31.900267124643666,63.601623142655065,52.79425559909468
51.37812055136851,41.13354228289662,60.051730531852684,58.04025322002472,76.7993277247001
60.04188431536832,43.87539216966855,43.542437197254976,54.858659875320484,72.28714762938043
55.81158297775217,65.34207780789465,54.44000328299884,21.831094203578235,56.817076675944456
47.10957478269306,68.43415569205746,74.78033839668899,77.05335793233007,47.41885203531863
42.91600156293862,45.20332891327237,48.24973107292495,52.48357045641478,36.17788118922653
50.31523024200545,19.50639155572832,82.2702838340735,46.54554781599894,43.61287413133196
58.176394803025254,62.579228816318576,19.558152043915825,39.70598846895254,71.32608626782806
63.1157100382824,32.43149407924619,67.79977582020169,61.355165888731264,37.869279893226235
49.929279465779686,24.48795964742666,62.1689053247498,73.11279789092359,44.89604519912293
49.91357129364982,56.337094498671604,46.597547142934545,18.997160809997936,66.1702558795618
68.08913343417032,60.28478559859457,70.95252037862468,48.023599857458045,56.64629256453263
39.49351719216375,36.8716138004355,30.463869734343668,55.1698931688451,51.31853957687746
66.47941193537952,23.88654260509222,53.95435342803291,75.89353819338021,51.771010985732914
63.51262032013847,85.15369538763112,70.47277498451476,28.61665034883924,45.3219900026667
55.400455495825646,49.03252861807852,69.69726180122419,49.70426230565499,48.943958568374995
66.26978625063214,28.86936333972814,57.32817101130326,40.52376963914076,61.63467840405407
44.51417891692562,57.69322929251873,41.80730754354962,20.305078378759617,55.41304849178022
30.518511864338542,72.45065593396353,58.454276975893215,60.8821557336044,45.75683884983718
49.71406271172535,14.508886843102346,55.89413244221976,32.873899640450816,54.73969523784517
33.55887639071449,59.22587665747672,52.72926442269351,30.27851336802523,70.26565587739456
47.05643158150451,36.774558437485624,65.54013349450095,41.7499494134009,47.45531625751864
72.95943670597629,55.967575795395945,59.27190171139161,48.314192907905436,40.06064784852924
45.04761732166923,14.543862622615052,60.07430121574822,58.877890234138384,27.69896990123917
55.68414985227891,5.128933584346775,82.03350668840906,41.42380818915133,42.27758720571126
61.17547885693845,57.00039259434683,27.04259441817465,50.699633961369024,56.40690310933168
37.46545954583799,61.842191922585414,30.892253297544425,59.013993643752734,27.59074969898937
43.6344798666728,25.56149170499182,62.01560823127662,68.752148683687,75.59170317956371
43.80016061855086,38.40890286874287,65.21109704951795,50.91259932516625,40.40976222699701
40.23446823749725,50.43833302015892,68.32142205959214,34.17209535932794,69.76770703514097
47.29576787173352,68.24751453076225,46.89570020288102,62.56910706131296,37.546048971813036
56.35156405633853,59.778944532210026,22.10705838341833,74.54937672960045,28.20623242164631
66.25065299440602,42.58865251879626,61.528266291734354,56.37871414736857,44.810908258937495
36.71607817222836,46.316882619828746,42.79090851593115,55.52215497842618,51.28499951603655
38.06488664969384,31.5890537897914,43.800059368460516,48.783066179832886,38.70464553897902
55.69622142356115,46.679591548422906,64.7470901761912,55.612914337134754,58.94798321246023
41.427435428899386,69.24761928605315,53.84574016171378,69.75738388759325,63.129288503868324
46.930865727152074,40.917187668729085,51.53527799557389,45.70446297000624,39.43319232231545
34.12101308613547,78.86904252474184,29.68777791054363,21.126553872179976,55.78382671930655
39.16924023165587,45.53139626890576,29.449024731166322,56.10626935864863,54.24778675718324
64.26393708891175,58.275125128596684,45.65700621814777,25.823494707226704,38.04049929450723
37.25199074772371,33.45976879721443,69.42093821638936,70.85791478061289,42.3068732429486
62.135345147467945,53.887190169549385,41.247067872592865,51.429280061375636,20.552760362051636
26.418883019590346,56.342292534314176,64.13518581315387,63.5771198957324,34.20382207019253
63.22919980089384,59.930112626478724,56.87422329633723,47.88833679126218,42.14556189503314
61.01355088658387,61.96050412095056,46.87480425928553,56.425915922431315,56.957636740634875
48.45402247820201,39.59611841936352,51.05499299383287,62.985715337602514,36.99797799935773
67.37569540265795,38.963694210590575,77.26852365042666,61.99065812315082,43.380556367221246
29.697437558335583,41.75700838200948,45.41829659831692,45.04859001341832,39.91998281094135
50.50605800048887,48.64929199480485,38.174004085833296,65.85851437599064,66.84218785717044
50.219251264513055,64.20424644494682,59.61988248494904,40.97259521543435,56.50772623770514
36.78659180504313,35.90828260089313,59.1368002289813,57.69821433822751,56.75651901089288
52.12743829559362,24.303483215890765,27.52795182474497,55.618376348884816,61.03025837549286
39.331754665849395,75.44047918970173,40.406848157476226,67.79264558358452,25.100801321613762
37.482929082884915,55.20712100849573,45.25087049121216,62.39484692028402,53.94998754805595
71.6428456724292,42.50922260944529,33.59693997919,46.622792238560336,43.87149692974634
39.93995299582021,36.974364962751594,28.508231337777097,69.39347396928153,27.7287280564219
48.741233402035675,51.94099909829035,55.37961582622721,49.30802771500043,28.449405352883456
38.115117758831715,49.189249897552685,49.89007874599821,32.02258778385947,59.41641014017689
36.46483348146823,75.09126450572532,21.096837690922776,58.00162903688686,52.110405960204105
47.347793270429236,59.263875269518344,39.09462929150878,45.17071354168995,33.62142363095303
70.02878833086828,41.86509041461172,41.34594925128128,69.61027576108067,24.375146700027628
74.8090634797129,48.42757600093496,65.20930863427242,57.77623690895425,20.748278441867367
60.033817828881695,33.9485099230526,46.32847668297951,75.45446269424157,41.568532100712886
66.7836818269252,35.536662619386576,72.08707455356773,48.227443188330284,56.61023392151711
48.56572417622597,50.35204212238646,29.670651298936995,42.335105280994384,39.1344466455532
30.36982104265935,51.16495377989182,71.03940678297849,36.62412784880544,75.10648244267824
47.91037113432779,43.198378075860866,45.96039952855841,83.7035097288377,55.61186532758696
55.639424169641124,59.18578468759475,30.225356400452924,66.54181528207116,37.55795873785408
35.747948470371085,43.00239109806447,46.376638016080044,50.025971179361896,45.406242848266906
41.74351123834891,40.15450338370488,50.53733197000173,23.524052834737976,50.38641679284263
69.08009926173396,54.62885904818316,61.10660085431414,70.6911907953928,59.38608109322332
41.29722878491778,42.54442296428879,51.696356038728766,31.510059558749937,87.8959849386174
50.07912033379971,72.4834788054202,47.5324903474766,51.056652636427515,49.32387096685275
69.14055855149152,87.2872864935586,28.078335839309034,46.34830697416291,56.36561671306658
23.81438933716947,40.56687365219791,56.35254682676238,42.593767768427725,50.35651054363261
57.50496762503898,42.17246480995676,35.63878628277463,35.2026078344244,16.384748230388396
58.09545257521165,47.55146308247267,68.15568483593255,59.6733014571214,51.15767711402994
55.36495623194157,24.030832221648353,55.396070608455695,46.884080501710486,39.21915275838913
43.62120478316329,59.95494681793973,41.46342902412748,46.37412034812311,58.58508440364342
46.17048661036888,52.6690868848258,48.42051925042962,66.57611274615317,52.568672314015764
25.414089652422646,61.946944225167364,40.264503526407736,42.28023026930745,46.77730453052232
83.04190253437957,57.858320114012955,78.80562931965014,50.89304216243406,61.006089632149965
76.89023009404754,62.306906663387544,56.186705462710265,29.460312451535618,34.789264208849964
54.468750824830515,65.18242161876132,47.96704576375039,60.11781611575958,37.31903038434641
40.4638874733399,57.2072164192045,50.87224441730121,44.299217613435864,42.002822940751486
27.493274678653272,49.64808686202863,28.13433063474699,45.3709691575767,47.47547864517627
71.4429491357777,34.221742903180335,57.18789809842441,52.597218410673435,34.16808521223261
50.93969735701274,30.14771216284294,50.92218385881164,46.73814679063723,63.31552759977176
39.288447879476514,16.667008467435643,41.33244412981403,59.33286769911632,52.20974369118733
41.40457987982845,68.1542854430098,45.80376885292636,61.76254993112673,50.36014476748687
60.089501040135914,61.536455287987124,70.10182716591643,38.28797938632883,58.56294885062569
31.53164166626954,58.39327522541473,24.697940885729405,78.90210906770895,54.99892726075316
53.383986976009304,25.3276406195173,65.17843020251631,68.68942107174763,46.57138813146311
43.46256510665159,44.36101118984749,75.90765029362777,48.530743279277,52.47910682121412
64.25278200628401,13.419595907763629,48.77272505085588,45.769832221151006,52.27562244040976
62.10496346494664,64.61510665938064,46.466907787478036,47.82502778722811,50.36716971850595
61.36422172729128,67.21924797472207,28.923055157059647,55.630013430821165,47.0026285176695
80.73318705849401,33.46890823140954,32.60154123754555,41.09547343927689,58.89846792452504
59.05797342446875,41.78580747458159,65.2497025482529,43.47359067773302,62.77551132196758
29.10452485997483,35.53317458958162,43.77629337775246,49.08872747082059,37.42016798545941
37.182276240939686,56.768455641913256,62.2708214450617,38.34635844603403,29.871514302480577
51.45550239381409,56.96399511509977,34.254473235525055,75.11539526818858,36.832261707745744
46.029397996966686,46.2669031090542,37.80210484506899,77.22188016717303,35.99353483561296
76.0493567750929,45.488563726071135,45.514805899232584,40.269077767065134,60.223983708840834
79.74789302341495,41.53487945099944,45.47126089152057,71.93970567115949,33.234931627540725
38.279456689725734,70.54234006122394,56.32589565098808,37.02552794270603,59.326922177631126
26.887442065105077,66.27753402324204,20.48853962071627,34.67204246618296,55.62025762556777
31.067447442417986,50.15878568821953,58.49436298573953,38.91939425106989,48.214834199737005
62.575083582834054,56.72662540128734,72.77094438292582,37.40666088137047,35.05916737676631
69.74204829709795,55.698121655333026,46.21836882911714,41.23819739919433,62.21157501608043
44.204879680140515,61.686940948588614,69.00026425691746,51.55829235930131,29.637209153634654
58.52752133146245,66.60969886663132,67.99981417021621,52.472192305772445,24.260671505811832
43.18640982223217,42.549546785095856,62.803389577889206,56.18524748727241,63.487399080299085
39.79287508076048,53.192258912744386,15.588643850936052,43.86162525442524,27.746240937620644
76.08454035829627,57.00865981554166,56.39189731854027,31.625271556346526,48.06449505831474
59.9049305596658,36.92776924135624,43.14593090338895,66.59380087225878,33.91770243311595
43.523619004028085,37.733371651937006,55.084922529749235,61.628008267844685,74.0928498634018
55.93549331485457,68.71150031650696,55.50384705954622,29.498105658823533,50.597070722024654
50.82686769805367,65.9886607807365,48.58646352143796,44.429921566335345,37.22656744651573
46.08125591760148,48.66168857819279,58.944572429221736,37.76844542280464,85.10526168175517
36.436061384844535,30.815552846123083,57.64991032974183,30.824270752342986,50.38376875179449
39.61105958817573,59.78584796245568,52.32467996243217,67.13441359226704,56.356238512500475
50.71489305078247,53.068765635698085,35.46869133838519,39.50921495143061,53.288497263541274
58.91953879579342,45.119606002021165,46.809590700325145,44.0885821950718,55.64565300677286
50.05778518053695,59.28535274165786,40.735845657252526,49.184788280318514,72.66332655362382
80.54981594577802,46.46576214046739,69.73617473871082,69.0172428830208,62.29711852707118
23.355043573283726,28.70093563929873,42.40270713164323,42.50871658814266,36.30240261631638
58.341137735122764,59.17708770566991,76.87102744448782,40.898618312203,40.235655909560776
52.803705349766545,30.68022071237252,78.04556682155615,44.63521782908292,48.808756478057184
52.04113118616178,47.782013805392,45.866273758740554,85.32624471925982,51.29611778209315
57.23349935630739,42.590981802346185,59.233618985248334,50.46945049544871,53.73824379663937
57.1629310593111,63.23877574429028,60.49469611650018,49.652995093736024,50.087243945642385
33.31357802317859,47.37622079396991,51.618943739463454,63.750987365832266,14.480088070480107
54.638490854613536,38.405415332047454,61.646982882513925,69.93608907996254,49.27657856766909
71.52053511150805,63.0200080365219,52.08547644876494,25.953166874355098,55.773453282574486
37.5719055287048,7.11006081281981,33.500110145778216,70.22672605129677,51.93906216182394
68.41110708672981,73.62309321559165,54.155986407724406,41.34068703888517,34.176198649328214
49.052570941205055,36.61628342194083,33.001974847763165,40.31248032026876,45.98242426297888
46.39289904905591,48.65811747505989,56.382440179140616,47.285576435985156,61.30870640733431
60.705661775147306,64.9904848947904,48.239470108745124,31.402812393720374,46.39226151255243
35.476629844254454,61.95470969755968,27.832575469942615,55.111174172207875,53.02379238109403
60.99727378126079,54.08987788706527,49.29502996789471,33.60358244306551,75.59089372229349
49.22740625142056,44.72288134469368,51.727791805832545,66.93340598449325,46.22772904901925
67.26229457264024,53.082499326840356,61.01845959665282,53.86041704473837,60.10198880515767
63.1581895495777,56.49087143512185,73.92905353080354,48.25870271046422,67.75989086662922
40.67692013216674,56.08919701738941,37.57574471433935,37.8114442329695,69.71781959558274
81.32281603075177,47.57970393477467,34.90461147315673,49.83452213777088,38.438347781524925
69.4669757693294,59.04342086427095,58.73403018767569,48.28684334387651,39.22298194620875
65.84213075225168,48.352073740015165,34.4572811202635,73.27513075766156,87.06554360230552
52.359412810112644,55.34479835686682,77.18261565680216,45.53732293468731,66.87591051977816
41.418656118980174,57.21302456281411,35.525923232557254,46.16376929893553,25.129438842685172
57.37229977641682,55.99701601001093,34.69174483852561,82.93174461768143,51.146198104218975
47.89224333302249,35.33382913133548,61.71676578131223,36.54212587296255,61.47251875347388
36.86327968463681,56.52001551872725,47.09086688286875,61.764624149880845,30.485507327105747
56.850278627231276,35.28729311373605,40.29877013678561,58.69783385155344,50.69859267290789
55.60067428342014,61.27785637369408,52.486614360775874,47.93917089484631,34.98834935516849
82.94214715004063,58.21063030802799,50.00921958906259,45.19659695218741,53.1110889654255
49.92416927017778,57.930365272865785,41.39400089730876,75.19608863029427,60.347958485982275
22.893426977668202,54.31866274857147,62.08188981552154,30.20326259868833,66.52177429281168
59.45396585063723,30.37054148627992,47.4084218213868,32.860106003195156,62.55189023099359
34.733870567758146,35.98269733240948,51.23283670883609,81.06047287707696,68.31595644681055
35.161580968725474,31.630105295088654,41.12856547830041,28.969890288865233,61.805019455315154
59.879859109349006,63.70615828516511,50.73425487191915,51.80245302945637,34.013422112713414
54.12451133209247,68.96279513583568,43.54547664195272,56.09957878059119,51.017164403686195
42.00015771685957,57.72421899950418,77.26029640886567,70.62718591787976,37.37897721102002
51.78272063211587,60.96972467587677,51.245404620748815,30.725705312503287,38.650828950179324
59.41138705691285,78.92824893546326,40.291589047527474,35.71196174065699,66.92462793727373
53.51643251672148,44.16627176304688,47.10235779204543,47.87542479246544,61.268374294674956
53.41494923363159,27.044519795461962,48.092019272646795,77.53715922754986,66.64022451515089
68.8115565838969,37.469226480858566,55.42062105103109,64.24175525117704,51.11309653501504
67.74696596228596,37.152323937920656,53.197785730902055,41.09791276676347,72.15266146549058
49.174116376126634,46.84137514932876,32.955647996533315,62.42408451107275,56.62849926548252
49.726753943534455,59.04718266672495,66.07181681415041,53.02925936801454,56.668020163485124
58.12521299404297,23.582457664552297,57.07138928101739,25.441930665194185,50.11236422149444
58.45058012255486,22.601578906455828,50.775992581152884,44.69524287207542,46.27075519054737
61.65084073764544,78.5052049119479,61.02882230406759,50.378076902088516,29.803381286128847
70.51513148203738,47.55119216155769,24.7062070484326,32.660267513084975,30.96159558567961
33.28826325613581,65.20975467204121,52.97431434350647,58.1139104541779,7.983045487542739
61.514681129237545,59.44623743135936,23.13040696824099,31.3262428875052,67.07030290749739
41.05693527632323,65.1411911526203,50.1520652541827,42.30722113080567,47.90129819765113
20.1313111066128,55.71160811184793,32.0105124383464,22.554602901931464,27.776570761634957
36.366768124257405,58.77683752359599,38.01446431753421,61.286217351888695,63.278910948595964
64.47050667937154,77.56345966669252,57.06602249320475,58.721747108701344,40.353766320243565
15.31108281608163,54.84604185055283,29.47756155628597,29.02755269330454,32.53089683380879
59.726225304642035,64.49413221972654,52.413868189496014,33.37651307559585,45.75332827001388
71.16011827556011,46.02081734413782,42.47202560566918,70.28549683239186,84.21140727331544
45.07483667607942,25.56194921033531,51.16130431829985,44.9399690410029,72.20103473825276
30.778392754742264,36.23109363478377,44.448427462065965,60.40213600449704,34.12633559366704
66.09168700443367,42.631031673216874,27.29111993705528,37.30163703826299,29.496129494976657
30.62431513388788,78.90240196260957,52.07286931109668,65.93119396866604,43.830824613523475
59.138240019918705,37.91314898381976,75.6802487048723,46.203509158656125,37.32184047816317
30.857034965074593,32.81092849472475,30.894330301589452,75.89528955057133,46.74082130619804
45.632083583382595,99.38408137626408,72.8836889997125,31.20515107308764,70.19426479481645
44.64924290320778,48.05146174291684,41.11111661956802,47.73756505187268,40.95099247324373
44.910486538781946,43.7156663282924,57.03882322020146,57.540806232376255,52.037672314806365
72.2246081845141,66.01195481502135,69.76771055457283,38.84376093106111,32.64331188316038
54.187641200455225,56.23256525080269,35.02524301252634,54.97745973374499,24.19271508580737
44.8779386789212,30.476962921331758,56.23976602338023,61.86291084097475,18.7334981679989
3.4946716347785554,73.76151703603765,32.417185942795314,41.75700105193362,34.22394762486361
67.45135302117062,64.12573410521667,44.8452701951107,60.19998121652915,54.20507929586446
54.57723589312258,59.43482062988733,49.87151366134273,42.24367324555781,63.36710402562938
52.403360542257,49.811058835384834,51.667190311706605,40.67293697009532,30.2141909225761
40.50236572310392,53.329934195985906,48.694860996558084,33.617862823160834,28.843491753174888
31.742315997669685,47.37904619588972,73.96026381747456,31.90716106046364,60.69661490657732
29.047237672501836,61.5192061791005,39.743353353970306,48.65981719166877,60.54820345320164
51.28844201372738,53.63318294872777,51.487304902243636,77.75347405906628,30.83602800069799
47.87314189618519,50.14794211414774,36.66355634455171,61.98049693524704,43.46005062135707
62.20433770415926,51.26997412791396,44.52029479149095,75.8381062115578,22.517572048167153
59.295938956494915,70.9910587689092,27.640694399905733,49.57911287786048,57.10816073988833
37.0128375106038,58.458656089687786,71.37303449694298,61.006222337428,78.18953772279437
34.15000887925575,46.59815300457573,27.12214642249253,42.92032187399444,57.67423048352529
53.951929676008035,41.73238421457796,48.10443993483245,20.29680612675961,50.57167299827827
73.32284352203295,26.837497096129383,49.62361307579265,70.50156314846684,34.66284108578991
47.02169535662295,67.48060542371064,88.97019445434441,53.935359006178174,55.18776970419402
32.42539881186232,55.46441140137478,45.26629457912786,55.06785652472911,57.23995113662839
46.56043062341872,69.45299816159208,58.21091885870276,39.158276853748895,31.528079954942033
71.74784790131673,66.70116660755212,54.19732508746484,30.523166459535386,45.51033204478327
57.82819834690832,36.10675553118483,78.25637508234936,31.924114033445512,32.33131723124258
53.35030418121517,68.90856317295079,12.021865080859172,37.32106001061147,8.9792225999471
69.64558215066104,37.374916934716296,74.96204416128131,24.32618274949839,33.980891166266346
44.459120006025934,56.820020580434516,50.75985996267939,40.2072586447726,13.287769413238273
45.789165497781305,46.99830745605795,42.63271070549634,70.03512573221303,46.03838437348503
71.6885031225784,57.553737751115165,58.273558802723834,62.81409946771056,55.45708409374039
44.09398057087355,57.230640357766745,63.01289794119132,57.6606904293704,27.769440151647558
62.14573467893969,61.13382284051152,62.67509537883764,45.27288157062143,38.871336856781284
49.409793071228734,64.08681177445764,28.300127921268796,50.50280109163263,20.12873182434631
28.786207897325177,66.30390352339816,53.976270853440845,33.170792720309294,59.60812718786779
40.77913480985691,56.275116291566704,56.5749772374748,60.06092614609652,63.547719971632816
47.007675658477126,46.56878248037246,70.15353062508319,36.84055207438559,57.69200944729688
40.057279481984075,50.7646232792727,76.57689026885696,31.51568641822368,28.48709126335072
71.15848064243089,53.61686825955122,39.43426502937065,48.07918276975872,46.997556155530134
45.75646171791098,70.31570019618961,36.34830214461529,46.682053039539284,33.85721515104672
46.853200606836694,40.18566997789527,54.71945541524237,47.82397660837834,58.75017321892214
70.13900798757068,32.390887815773304,52.167822646246265,26.233677141539438,50.8074235329962
58.26060109514776,45.07797208715491,55.88722643536363,54.77083961143661,58.73857600622688
31.96473431579639,66.29516540087349,45.19400610101212,25.20241265613738,36.223154688666085
31.120970607434593,41.95746942571405,37.10048666159133,27.037760760082605,24.916402657283932
49.64558361391153,71.3271468670278,52.01927495586505,41.07555518265065,34.10348189767119
30.822139074043488,46.05791836075058,47.02186905613245,58.275424976256744,44.64588355767387
70.82946978790258,30.585189828944095,33.13447963104994,56.1555759337724,42.662956318593345
41.60613470128555,38.264775463482685,29.218847531041614,18.458693073336306,39.92800767021834
32.959632353712465,54.43802115156836,49.16677626545715,40.279344981732876,42.319866731575836
66.38058697802654,37.709134418138355,64.08098507514082,70.29984319894892,54.37540256594631
44.27512551420419,47.03232866084406,61.546094758988986,44.86416927499297,85.86779091033998
38.15195546293104,60.47947597579339,64.12095175775289,25.372909768261895,53.134389001385024
45.412349299813265,45.1897328025118,64.9903631537926,46.73149552331271,71.56387675487059
31.126964275913046,32.48052284884015,45.36044095447383,40.646843651343275,37.60355913741918
15.539370500529373,65.60472272350685,55.46552475538897,57.70876311040421,38.39269660080619
58.238458856487995,82.62682288769079,58.692885986615565,50.068658187700294,51.52950056837255
68.49001246972357,32.75922109884639,48.342343622454756,50.50012149655843,55.60017352875878
39.04475747195103,20.14266536247305,50.88272968876862,85.49289158163197,56.40769992204475
32.508660939711724,42.57669176394988,45.97873213229089,73.69505255670626,48.0270285350871
66.45507440979056,52.97532285154232,51.222906507554015,34.950536029877526,61.943332612654125
41.85060749587274,66.88876508557681,50.41986846927946,48.59476381549001,38.890310771722824
42.97365564730087,43.11186382154366,50.68100045999738,73.79241718860396,28.354488692394938
51.97532729547668,76.63298335856753,32.32296058240044,43.777726913642475,62.89229230558212
31.891125403659057,72.73646886725564,68.8644438642807,54.03527707647939,5.651692401670843
42.76615301906174,64.86906811970566,44.49640186127172,50.1369168750606,80.41404762850415
54.80324295653745,53.49884570395237,44.33876683224351,73.6066693008716,65.43217063714644
42.853665829642466,39.15729758692093,37.76319400322011,43.09010297167989,38.355952764090716
51.815427336608714,62.73628294827072,38.13251436707261,39.44268171910575,40.91407793818499
54.947737855603215,34.85159348996126,27.721855267170746,46.34343919416956,51.13216286226859
47.9869689865647,48.350335154883545,62.533651498274985,67.64149772453756,49.081593271066716
51.837714308823685,77.55306467937046,46.21348299652221,43.71113606489385,29.771377548006413
60.22088979800574,28.391660732565352,40.49664684888608,34.7936648280004,30.755710935796188
72.6902035816868,52.04415774911483,26.138375556158422,54.74428837885722,65.11117582423094
57.079667010151326,66.99019808862559,58.44828403001426,61.8015906702333,48.58814523247686
72.60530022150216,62.20835214493015,54.20537083417787,37.3247630279435,65.8286864985814
67.87899447082192,82.20768306053054,49.23815605425932,56.06860728937846,55.805502547648814
20.791301407689446,62.94564876246971,57.21305381973782,43.44310491620469,37.79198410150072
32.92108653633534,59.551618128402694,39.83203817848595,57.83891640177977,48.90433201431611
54.25266837952018,69.81590725854667,57.948363865307805,56.57231640240531,42.002015987118035
57.62043960851989,49.63737034341346,30.521269462792212,47.67552914946755,68.31890799211132
36.74924037144945,55.266049708884154,48.455887018729655,50.30462623738261,47.04504231857127
54.15506409980044,34.790971539457864,58.39911040580105,43.435791106873594,52.734783502486394
53.56635101016349,53.9433559318454,46.56374029443836,31.226887513224717,41.82743505711463
44.66920607794194,24.139834272653943,41.97557711640602,66.60278677237851,34.52412071277638
61.431555580251946,41.79177993829983,41.23296893654076,47.14128317062816,54.68604414290077
43.45524094777828,42.130114615128434,70.72209498527765,51.87793171443166,28.988700465543456
18.38954484051267,71.65971833842556,63.85558322408151,52.685113539530356,52.17086113711163
49.84737665523026,51.456888939437796,53.17458938057449,65.65292491477541,64.19954578693063
52.95101300017164,53.23112881236157,62.61715231125589,58.76408055279547,48.70585981424115
7.939104430898112,60.400931093054766,66.73401450734494,46.07544067578108,33.33717200711885
64.0492464328748,64.28724553415081,37.16595682150967,57.12494257508769,43.16437958198494
55.156578344918174,70.93059562839221,57.07876559297277,40.64925941673063,41.91797697279804
79.70909158934288,69.1702260362723,43.46010753535212,48.43505058831194,44.8551858211984
52.827300084723696,61.87315867497173,57.77698186757729,60.54249494446388,39.43636287939183
51.77789809809169,62.734612508647054,72.7733418948625,17.847878025654126,56.96811252886896
68.26782398236195,19.85130044738241,70.49314215286927,83.13786328934515,52.76200200525335
58.12150703865377,35.46062038549641,80.70901687849707,54.24777864540553,11.622220532237492
64.4934799691758,36.39846898786766,42.43829839653994,54.34006116420724,50.386289552067026
54.98751062971425,56.70338369142034,70.18542523610687,29.70755438507679,58.039251603835105
52.50195352659073,46.606577310767236,31.122350667830315,55.94850189979034,35.71459270136809
24.68964496923598,47.094982458486896,58.88971647052793,39.181719397600645,22.17896331800367
49.616547228591195,67.9895033478998,39.17670106326296,29.479217203829727,25.97604319310705
39.30476633758401,50.38702620900872,42.93865004197325,53.800183140861684,51.615475427096925
64.97933797567617,47.94803884014788,59.28631242388326,50.61690697901136,52.715986698692454
52.55980307119733,34.629628513565876,48.730911020898695,40.518493466364696,37.49422594904036
55.92826802481338,57.38692894581071,40.54347698014571,60.45142656543592,43.27883366416914
63.431561535354575,82.84057432229655,57.17849279648521,48.35735417267155,39.693227039176435
53.041167865149745,35.333369234777635,46.43382303065707,36.5631228985544,62.61024442934527
