PostLength,Hashtags,PostTime,Followers,Likes
23.44322426175621,31.494038322306427,56.4175295605645,43.538312497853944,55.39485250119206
60.53697417150153,55.301961494701104,26.80049280362879,52.18408703441204,51.54456087192034
27.887519693461552,14.66703120757915,52.05746155637593,51.59234380435252,45.43903272692903
39.24089093100716,15.8868705911284,50.80012644148803,54.348999107029556,47.903007708901626
67.0579077264603,36.44091686515979,49.92569474417646,56.953290663942916,61.66294811238359
38.59283343302018,47.603646587946756,58.91812584173807,45.08669313986207,72.04811061379543
30.33855455763098,52.30725142666024,52.755469091191756,30.700024776682934,50.18289260392382
45.760764823521654,44.55775265998645,31.290402906558338,41.070175914409894,64.19807242289724
54.6610844859753,8.542092659373068,49.813656779276286,59.63102707778414,33.010238724598615
29.195618234285387,52.25049613689036,53.46442287704166,27.984077945866428,59.31032410649857
49.703901103016875,34.994472487630276,46.79017253762021,58.83988946873551,30.897119921910647
34.65060539301989,85.46331108530082,59.08518152067463,49.84383875857799,20.26686490128037
35.49893391370485,58.61711959846344,14.926119617460465,65.59298167095052,27.132453066793946
62.916248762644955,74.11460673977139,63.54171750883463,41.72728148020205,56.023074213764836
61.35493638299717,46.381709906466334,41.721902350992934,64.65458418513205,50.41127398203423
35.29526013111205,33.51550511047755,54.150974200020315,41.83703678141375,60.09979372889536
51.905589777941785,35.86249954465822,38.96147472160846,30.43575393250659,58.551110873991036
52.80242414996877,58.25873838982199,81.19824636647385,48.073843678494846,49.50489387355437
55.13710936802787,31.120164712181865,31.93303111412349,45.293770336682364,25.431592450753094
55.24495763811447,51.96626826163026,34.785055304840036,29.548284771367815,27.03587989052889
63.41948692950148,29.177987756804452,43.43010306151319,38.618416790990764,52.79640877912482
63.49133535168172,40.938460678697616,77.53528876788829,50.302354598096656,47.00061016768516
38.96072271868921,49.02974081281154,63.89585462048336,78.37092423089442,52.96926146037675
33.89489946465288,47.44908894758472,8.412970596810204,63.6379560955986,55.044753390704194
55.18144813217717,33.74806738491887,23.162433882373524,39.809083481725,37.21201452311186
42.654229938013735,62.774959084709536,56.686711102614666,84.54257412418507,32.799367403789766
54.1028121006101,51.381006009210246,66.09406890826324,73.99391214127553,16.298388722725896
58.277031217628895,74.54166811283056,40.82673501523887,54.15305697700862,52.6564101815393
21.317585015288344,61.760717581529505,71.74955683566498,70.20480680600473,50.498016799321896
59.789322763318076,78.98092856381813,46.66422510867647,32.99550765235146,52.54328957245758
40.15877108800611,58.651236364521885,82.1238556208404,65.21361319367017,57.43278623289142
60.98314117898593,36.649411062789824,53.50370923128714,35.30742401499788,37.1855847110014
51.58324110143705,23.858142569393433,20.333580736324617,83.9777791899063,50.94056958154279
56.86010209505271,63.63120370419414,53.52363475301083,60.82614748946997,54.74320605953532
66.31934543302563,60.54884176456214,60.85382814425093,59.772731380608455,31.404692539689268
45.4190773830664,43.40233739916669,62.98332216711608,65.84539157079458,58.90307873367566
33.024771285065434,47.60993670182823,36.28643393985161,60.99943286229267,68.92037647884291
39.70392698559496,54.800733954105375,61.03923964795315,47.69163189005343,55.739897734384044
62.7937536400338,42.46711308479601,51.62669209599933,48.69499980668251,75.1268427719522
31.140353829377343,35.89843652599224,59.23355416215842,33.18771905813467,46.23345483380798
42.620174362354,77.41980155943263,58.83793407306898,34.89422969118087,65.54786493287102
64.87192481655805,40.320946652676426,47.13988722528984,71.0879399110131,51.612837641509564
-4.859510043739718,20.903081783120193,9.668329106416742,45.800286081616186,51.12360600560799
59.596352638509664,56.82138328475328,36.29654538811165,50.730306020760565,50.396171483043595
43.868878918324235,77.640467977006,32.783673569250254,54.31834454302026,34.822866100760955
27.95647738342432,30.50201049831867,53.40293187137535,27.52316851205855,30.908144997090478
63.10739161591738,54.01357422304169,65.95882480460146,44.48001248983992,53.26021119095237
49.61542999391632,46.94988524132624,58.859175350796036,31.993519796259356,42.10799424292263
72.28723270383992,40.63697075848397,77.34043566619927,47.16360044247759,65.46151872310955
45.054799411825364,27.249277213406046,60.79514712953488,46.25523009012744,74.01199855629257
59.40768522120253,43.83534303904174,62.966939679811816,25.301683861389712,52.33042998848157
64.36342610334196,43.301406228270466,42.37966314148149,22.189118402191436,71.5846759736449
50.27416814009052,55.38654408753943,58.29696752760067,57.49423696492012,60.33408751200598
66.57382002086365,57.766903386169574,34.15419481475388,37.95762691849325,42.61080904259455
38.764633816160604,60.51159993205042,44.47041642332958,61.19696231703694,36.96657329017551
75.63515975194557,40.18606530256353,45.010572298103874,67.6868010971252,52.89919115441745
44.48610192852617,48.94723829180471,52.059200380042434,42.76127498594151,38.174272319404544
52.63862343259438,24.17673204282957,19.471345448661268,34.7200499933212,57.524868175726986
48.28719297479775,79.12695905478346,75.67135977608659,35.52741973356663,29.53794910446675
32.00396016902399,69.55775475554394,73.84416990142668,66.43439343250083,50.8273954891523
47.620260897531914,50.44520707578539,49.195911399142595,41.674595408700625,56.254762179278764
34.50625522115507,54.47476627223686,49.374385975072755,67.13127803158916,65.16234949723965
39.035452720235526,41.414881010636265,67.63799616394374,54.05741914968369,60.991668417857376
46.89222284450386,25.27486594323766,62.58523959830087,48.43793127746739,64.3925023257489
54.79204361751482,73.88831303296404,73.76861718677014,35.1072699623772,39.48120265522932
55.73416833681972,56.674271646513255,31.62099815799639,60.95848122878227,60.76976625652084
39.77283134452803,74.4771903363971,37.154933741632526,68.40695839648134,37.94824373483418
72.59074084314591,8.363080403369828,68.66752564521153,75.76148846337892,60.20069906700345
33.285568264572746,54.39253604719899,31.692828674183463,51.15626322998214,51.268336319417564
57.44973317450759,45.73457742447566,26.457001230048824,55.83969635143798,41.97491088326008
26.96362017882644,49.21283068808644,61.528556247081795,57.95263307801834,45.85727092572952
52.027796029155255,64.08386585772354,27.047743821262117,56.06894603203155,37.464595374891665
51.79012498115404,81.59526844076224,77.54528179721612,47.50775642090451,64.86980202919555
33.90859709581765,55.28269728136173,44.42746811809475,59.766588241450314,35.941621217460494
52.648685250250985,64.02917665387834,21.154872298781505,73.65894353082072,43.19637075440118
22.654225178202335,58.89910701544549,32.90987745802802,27.876724893757224,29.154497432589448
53.813106462927436,51.03529416346814,52.0352318391171,46.61358869608506,40.77536153218432
59.926211028396395,53.01570812592366,22.279964588515345,43.380526788656,27.151799851675015
56.55450884295896,59.25256557446743,26.033314500679484,42.43003718133564,41.291677250255866
51.74180042615283,70.54435918031838,41.880257547085606,72.04470879485977,48.40055646801087
34.90305301382399,47.1660066845255,61.850428638326754,29.048533013285358,58.929753476694195
34.710544090110155,64.48949022748448,58.66014206447425,41.15430086571484,59.119756976018465
61.592465923268115,46.02415854063249,41.59158176555759,52.75461493060557,37.832143486762966
59.21991536062944,63.659509101613835,51.14076892231816,40.536189713521,52.510798479414056
30.679402340591718,51.9108737581216,72.1108332943375,56.318032480129844,31.268891141096784
60.33220099944745,36.00607009973587,40.175272904642796,37.8091212568235,42.44520178164276
43.585123715836765,39.18524356435702,42.636786846354234,57.662679056698614,52.95479679187503
47.18008234600019,49.71128835674334,79.24522264303903,35.88996607466456,52.50228750631315
43.81911025752751,43.532245130666226,31.633246101470522,41.973384600944826,52.559775450322796
37.26208907517466,24.459068739776235,59.33690526244548,32.511676393206415,78.384779419104
66.65588024102598,63.34463871806815,52.29182460381128,46.04935438399524,64.89042415116768
58.659300677801134,46.464598023379004,27.87766843195401,42.04861065759997,73.64098557095367
75.93800043204777,51.53840700102795,43.1094934903824,47.505706908460645,55.238807907866516
44.14039638004937,34.014077269844734,51.57635835007798,46.37798501890399,60.3957171108635
31.117152569877504,53.65128975020204,68.45625209151854,41.2401217566448,38.891890956159614
49.508888546743435,48.65169758304887,49.71379778705947,44.40572732102621,43.78058204147186
69.72100924111126,34.546247407142964,61.446801994765565,64.94551203774687,37.086858720878986
38.093378891393435,48.84818613984661,51.5081190507704,39.939018786114254,42.44272480634188
40.294591724278966,54.86299541256928,59.04963837391534,49.42255196438435,39.74325548105462
54.81482207631089,75.33981737847543,41.8242721590084,46.5843735730829,42.288308237160734
66.11519269111191,49.37393140932235,19.832831439103863,40.43819776472009,42.027077521177354
54.740771226428095,50.65838418091751,37.399533165573985,48.26970134066813,47.62256612692395
59.50852743431049,52.44498186415091,36.87127410081331,30.84336036589561,47.69230977922196
27.544947964615133,57.76799371927751,57.4702540526944,73.44427373654275,57.05906158095394
51.639222366683775,38.733817909921164,41.72606072378116,49.12086092955865,38.32561612465619
19.627419989252985,61.164871502087955,44.21884807647912,48.61547188896273,50.39028468248322
69.52907564078293,17.0423350377702,41.59253823622693,60.10846107590543,60.13907753650921
35.23186448591639,58.1858990308114,24.03605907529559,61.77023191623163,41.30349176010749
72.21026147225378,65.11863651580177,63.13113178568935,61.31416548562987,33.394381043939404
47.33120595260059,57.87450773960234,40.60131005447372,47.536243344730885,18.91396626065135
48.67300355638775,37.864861356727644,45.94006336572558,67.78024867346925,72.87066610233292
17.885707484568698,33.41301439805822,62.14220094915967,41.214137578890416,49.467810735173146
45.075673814180526,58.58755509808911,27.34906223510751,69.98962939993069,40.175384028098094
39.491858284455354,34.97593149041621,67.96396517036139,27.166700669068984,62.482788735491404
52.879537214554006,48.798253252496714,44.36207048971314,47.42199391502926,48.9619525899474
65.0175445976326,55.10742091148975,55.14870218361633,55.90057655645625,45.2729275389642
49.39742559919093,60.91349207739809,52.83550138400722,72.85457784632328,59.443203958718684
28.386014404003987,73.25189684430535,67.3198170753797,30.867353652595842,71.14616052899987
55.18869395825929,27.529965421728075,59.18757661221359,46.7114208623247,41.13564976858466
35.239195848066096,52.38014162039084,63.84490546299367,63.831045158046194,50.20705166051682
49.831477985087695,58.68385274171646,66.37250435768067,42.644653868562635,32.3704047297597
42.278856926053955,18.805748389927256,35.989638368685156,63.11779037419417,45.39807332515083
61.60926198571166,67.32800235835549,57.05677549581369,76.00935446611214,71.56868025649203
68.89372074352376,60.58347980888687,70.68426555435951,49.75269409965762,73.87203811807989
58.68006895322119,42.73114125775618,47.75227198812575,36.698650685103836,48.545477119543634
40.65973204607701,50.72259786945076,68.42900094914019,38.363380833852695,55.821156220921175
37.41248655884901,51.570977668707165,28.638365271645934,25.58840266716551,63.452033843719455
35.772831031617834,62.20523719279686,72.38325016520425,31.773833666739865,59.049808386391874
35.254415629663825,69.08839662831016,61.80427194898653,53.89095873243569,77.29134845163225
63.76830706872195,50.52095914845404,61.58519995976099,57.29138055926104,45.12794763974332
60.25371331466298,69.48336099755994,43.529399053546214,70.0681522704157,53.28966342729094
15.219278073804603,36.43030290334751,56.97963601143894,58.39549799653031,60.31228269171088
46.60736568765054,84.74463323333569,67.22774533221798,61.78354255883676,49.37917499593946
24.139656778131307,77.43499425713763,43.0177671170957,54.17896345127545,67.50327057230788
54.27011079110856,63.63491626350661,31.836704032401222,41.638629915473096,58.88952611686342
50.62451913680257,52.69959028616661,32.727994224471686,67.19647749939965,55.262596856736025
59.29098128403677,44.47783396293466,64.18281226402615,34.50260358641913,55.67077563902618
40.044369860244956,30.741038156738366,36.05361092760695,53.99492917433622,64.09818181826705
30.13324130624377,97.28626179498289,48.52211909128145,48.71129159522001,41.3167393865282
38.416216834792586,38.3153017917873,72.60915445443887,54.256556819148244,36.26383135509616
60.574792914687194,61.96491596176527,72.09321362540715,21.71705678600296,63.23057426261884
73.29236170257542,41.53212163787402,90.35238008133254,56.934928787920974,36.33920962682968
48.944626175409574,54.081257238343724,62.49613488956283,20.45686548760441,60.54195876699625
60.148954448322804,38.355911573452055,67.02843903854338,43.94243383163164,43.54802323907374
65.45549825274617,43.01094526654189,57.80016367487568,50.16626270299027,61.454057591997106
50.06667747523614,38.79421652516227,31.116312918642677,49.948291934080466,52.44767934364202
63.79732089308767,60.95096617229881,50.62263394981508,42.30494467048237,34.24931293218541
43.45182459732449,59.89620268793229,68.22386699059729,19.456498514679478,41.9259454785458
32.505868269666905,63.033914127446714,52.900188759273384,46.340410031089945,24.64383051919268
49.38458658521289,27.493972615897174,59.50137535643537,47.15710434738685,57.162577963974385
86.64975497699251,38.01338120077221,48.426184656938695,29.690572628196968,51.22466392099769
32.15042659621933,31.945405570922194,49.29427776567948,53.08619796234213,18.9082751833801
32.65090442463119,26.81220712021574,51.253146952295914,38.21825706496306,65.78650626824111
52.70097558482574,64.44352288100242,55.50406184286969,79.93070055327038,44.5534552699871
28.648959777220433,31.11407258155937,62.55793516221044,48.979346530596956,51.479596143707255
62.31231318073186,66.37486731774096,26.873100664506463,27.729570074560904,46.44395747580613
43.10711127032865,43.54237036233582,55.784074419677495,35.18346045641398,55.844031479698515
54.99965173254368,18.88530189913762,38.096924571636414,23.73490039773196,36.95745239993165
57.30791990331219,34.74748741960559,52.437936106640144,45.98646931793055,31.809922691734876
48.620921867609134,41.721903347673525,51.78315586557567,29.735590354587984,48.64708717750476
53.507992449665466,81.06861879836882,35.153600280153725,45.38349640095432,86.19944769203951
54.55138010437439,29.50982360750779,16.690845863767123,54.83886165799376,41.618091492778944
39.87397896051243,57.89307753608022,38.46198064576552,50.473553580601696,64.91736674864507
53.32405535613353,69.77606468126459,35.51576953191428,43.30213135356753,56.79960644657408
40.5533044666102,56.19740620987215,55.888602535573895,70.50239789995567,68.11532701358641
64.83788240978409,37.7332997563682,70.85801780542376,42.23657244040876,56.11211299890468
89.84016587841312,64.95067727304115,52.935336753125604,15.972701410319708,77.88415804520456
70.14929232042516,42.25427208905427,53.05114061214869,41.804299796099514,52.01983331664585
58.8758140776081,64.6013219206806,44.46343466827172,68.08361392124519,30.75433670454837
46.50511338370851,44.360902792024135,33.25849257037948,57.150448422018755,39.83627038837091
45.318276073254346,40.748599354555964,48.321623608093326,41.665561525421424,32.472880727156465
70.4409786201598,70.4339574401462,59.32791278532946,79.39995841645253,68.28203587289555
62.45332745904992,36.720084459432435,32.127165220441185,51.62568392379875,52.05660612511471
22.11704801542394,38.7709260358697,59.316879555133035,29.35823531818314,61.63452298616682
44.33011068418382,50.34413772268188,40.09351704979535,59.4020839666193,63.58341131547111
48.906100479916695,58.74707304167746,44.74149193865712,81.49525189121228,41.01955836049517
52.54959821225538,63.74228747665835,63.080060179445,24.721080958649964,47.831159574197784
52.919180873159775,35.51801624838172,41.07005476693983,71.17287288140342,35.978297094358425
28.343966479614934,81.48237204686507,58.70140925275032,38.976219021628324,71.20942495770711
47.78268113662814,53.03851708555319,39.52292882688765,89.90308453823884,73.03392396925133
36.719279584542384,47.36805805170701,51.13439826522095,33.33654758506497,39.93636797696724
45.88965573420918,56.68716648093884,32.1675810500042,33.19167677507697,36.89189664803062
63.483649273024,32.21134843489327,63.43062939983951,7.7816540432890875,47.385040059112
12.240931889381521,46.82500083757271,57.457046242331046,46.480523198613746,53.88903052454427
41.52317198035323,56.92848964649282,57.2471306735957,40.24809365170398,63.403427051296696
51.527993729752005,50.2385629943248,55.38206012021185,57.273271456157346,51.70504907598357
60.17226731316241,71.89894387900745,45.04264882636725,34.74750893240101,68.57498416506341
43.1769429549335,63.938484685238684,72.98978070850058,63.946323083429874,48.89636651933152
40.98420947611037,71.53373144487844,62.25054213067723,42.698818201879185,78.68116004715688
26.836679965193156,42.340243728434785,61.932939967665256,42.37161430161052,40.88825804431757
60.47238988998585,35.52771069980949,54.90729217973978,34.53503377487853,45.54619867033808
52.57574426654857,57.639873190190876,31.870290590902467,36.29480878588578,51.11990074452047
44.90079880365601,73.91941374784173,65.12813090162796,54.95655311508625,43.647201190580105
57.97968905483572,64.20321449394628,54.02995351373705,49.1943481250582,66.4749375306813
43.59970610605392,43.418901338997486,57.73714359691192,53.59355857664841,57.39281765996915
31.830660139951597,44.742469461782434,56.124579161893756,58.0657458293214,67.43691344660743
55.677968631462505,59.75458026454864,30.34747256951778,36.734430282973534,63.11427471786246
60.07744780444635,27.512565061738954,40.00176139329933,68.77184520677898,60.13908779417792
46.455266072600296,56.269437149469255,51.414538249310226,42.23930124458511,40.597010791267515
75.36815129068052,41.2923824735012,53.11075978019699,23.023129367246593,87.0245560028336
79.95246857818498,37.42739090620573,66.79257790438473,68.16299849238975,42.22118234879861
60.65386165263854,31.14594606875259,51.526961709413435,58.73767666293402,54.105280679636216
53.1906379280373,43.77041374388117,53.62588680655112,59.7729999670448,29.871125172088245
50.186052199359224,63.48461363371669,86.21539159931731,85.52996566687086,42.243283456675684
57.04654896130737,55.828729193760665,19.098192144296174,39.23731977528434,28.747657143522883
46.02760983488314,51.3529739023122,44.91775612974993,48.90061894637346,41.763934850088276
52.701525241351895,48.94971205268001,33.9328654013937,87.1587317887558,54.902276820085376
63.723557305504904,37.89412368316174,43.594028598093125,45.68810483249534,67.73637852834466
39.5778061505509,41.41809582678574,29.194334745517548,66.28941243308948,25.840252460537197
17.34011966375155,55.848492331500026,37.597311796929276,58.53064815082989,51.36223703512649
32.84239102416706,40.75695761632255,37.46566717294478,38.79023697581668,26.366144594207334
45.15909923528146,60.6946826348842,84.45147416804843,44.45356612807193,50.48689850790175
43.21721957080753,40.507873674708094,39.67534018918364,51.026722388749235,67.90386735247858
52.277248065906605,47.39826595266613,56.60164713512257,45.150858419208944,48.497643366912385
65.23814547766293,67.70150949331335,41.21813757363888,62.17566341721403,44.39817648427339
27.85491403377504,64.591066556095,44.532755001402876,60.19254738392494,25.19042087942747
49.04019691873286,38.341615501600955,71.1537434465686,45.628572367672625,62.494188136357614
55.252421169608155,42.01451116814347,64.25338732435335,48.54249325124122,57.473358863814326
54.06049161121372,56.12050469783393,56.61687656711311,60.33359709872204,57.507524342431644
51.552347534676535,58.01130383299965,52.395189885962814,55.86998220646875,-0.28944239910156
28.970426009930602,61.92910918190929,51.51649978452934,25.030238158439715,49.73248761914084
52.669375647286,68.04125907687708,50.918100338358286,69.48853065281926,58.33515071900973
44.77635146043026,36.171255479366955,49.15091276276687,57.679356982050024,67.41293756449629
52.8272421039421,49.87569133615326,22.23214106799384,63.09145018858507,65.7636062071712
45.051796895596674,60.87878119474357,45.32063431990333,47.558737536722255,50.93252899000799
36.99728715103057,77.64299430729648,36.005798545263886,34.47300343065192,61.611105582511264
53.1672289466002,47.03928012715165,43.315875860941006,47.40116543086674,37.45196894102219
79.69541905167648,35.14816634560649,33.210479801633014,54.85642646503313,79.81228636918243
74.17204374436498,64.06928686423987,49.29102729044329,52.69818689391973,17.725211059054892
81.70099545060064,61.73986507106695,81.36034901150829,52.70818847749931,58.489236193949544
65.22166124577379,19.830002269059438,45.66742362032555,55.3889698482167,80.99498085934948
69.60091080017307,62.97561590559222,53.13731974857698,48.07526245087782,31.653025607788237
63.15770197302216,46.191800160016754,46.20909884805144,57.127566755687,42.58354063765501
68.43174001716594,50.065034427015114,41.61730659787731,51.057328438233974,61.09014245603139
39.29382235206876,43.683414061804925,60.77516687115522,62.37777782744665,31.433382782335933
53.93014929359634,66.69261631900909,9.79901963592392,65.66941426549543,77.385017440711
54.84117529663421,36.11328342190093,52.97686648233455,49.49742088678188,26.832854351738746
18.438934602736754,34.03123064242139,19.094419002853694,41.367054461020146,36.671666148157165
38.57980548919431,42.13878129119215,56.31930402133018,47.96886105026928,24.25048817167974
50.66373830876746,71.21997483648673,65.60073417289993,50.66774998348659,55.79523532908229
93.20563386098732,46.09707480418802,55.033766707088546,55.193947626021895,36.677944368724454
62.999736530405535,30.883054655586278,34.7936178627386,44.35580093922007,36.37758713113932
50.4718391823174,37.57624163229724,57.79981276425049,49.36773043702258,51.65965186098324
45.23613455990432,61.00721197961672,24.908923397142154,38.43216391232228,55.23988770122439
31.316142545822576,41.424851382625775,61.629321960580526,64.53856796271477,40.22260652832304
64.7911122842272,53.221053808708476,40.310186022633964,52.87219950417226,76.98670851264139
67.27345019209349,50.91868812242888,71.26927750596532,64.07042634738067,26.12973033448792
34.697400354023785,31.582882022763307,36.30132993956605,32.50968579185634,44.82375863326382
55.56201780790047,43.527292582727895,43.86876895438927,56.18042727537238,58.09563628196595
48.10461366168154,53.00674553263862,14.328602359902519,57.472183404269934,54.955826164917355
72.74961976658803,56.53866470040741,59.57754574739097,21.056363772091824,31.679329566806576
54.69748509584923,54.86700786765353,41.79369153232208,36.146178190048644,44.93892136722848
26.59066911097821,35.49736589567463,58.81353692844491,26.6760038282028,65.26343399410696
50.359807576484094,55.92660486839466,46.96097552760831,48.95678684656877,34.379959122428716
68.32376792238756,53.91630359110977,80.76969183373609,64.44192975901788,42.54743708118145
30.82994421438955,58.25473608418914,56.51633872365344,34.38021347342637,45.41463560625265
40.095838166933376,44.60897129980835,49.63798081338296,44.5096994642975,67.45981743217264
39.704383688887816,38.339637189341715,41.36807831347029,65.40924484463116,63.66715480206715
61.406243538069106,45.31720607953179,42.642963441254906,58.569767823968654,41.705475357059655
58.77116174895838,57.0781601299731,50.4608520780939,104.9784418797716,50.23287622283449
75.94630265995849,68.3241921123485,50.49495688143912,44.60717687086858,32.41003067713879
59.993539964128594,62.20904823915613,41.919457731462764,42.316401873419224,37.225411450331436
60.569479334902404,69.42175024807689,35.49386129859165,36.09415024896576,47.7787093457083
62.445823263170496,57.554866426816474,67.74703003414805,14.698815556362547,42.98164414755236
66.14625566099397,75.21333719366501,47.04863484468185,42.26259133982339,37.1652978457957
60.89761520053328,67.95945851424179,55.07772549185953,16.731204019512468,56.11323645291803
42.50636977459206,57.139445948281356,51.28830093484133,69.30351502849348,51.743288306682885
48.753984443150806,48.76865434470994,73.02306379771338,43.38458471076397,61.85538260818821
58.45457904369504,53.818150769511256,53.094966160076794,50.88088415026027,71.95600585122497
55.571332440735404,61.672213692245776,49.537104178049965,72.1405048227005,46.666459901316486
53.374595317361546,21.2339339369967,52.63476420263358,40.39475384286369,45.640162345168875
37.53939980928266,46.49736282150817,72.86895072009904,51.1124264166108,35.70082497757805
52.32909022685368,62.29345511533093,46.61124609101792,58.7596925733595,20.06163539692492
33.07678911332005,57.210812080323436,27.68070362803793,56.70355282667225,38.590886789242745
35.380027728129946,55.20580771759922,58.60061446007998,68.11023382907021,59.44281722916524
55.34878759859183,69.63323260255646,35.89318959013947,31.233464198680583,27.50620030537086
62.38518173487765,39.02290996463485,37.99723314947944,48.451131693733984,37.57452505929014
40.02600270978772,43.21239396680818,58.226831470164306,67.77102854093573,37.94615959292946
20.45743165681851,57.30156438220871,27.823977213137706,46.28374112119727,60.21034232719926
68.73021189963137,25.793915646286816,60.802675984443965,21.55921002942042,43.21794772701865
52.456558166416904,33.99647729883118,55.30798128934718,43.97276716217418,49.79159353574182
50.825924771358665,49.66756634397238,70.91153415186646,42.331872087173096,39.57833616535493
71.8880808105321,43.62780830149361,52.46338065770093,62.64223524090077,56.12056233479638
47.73472254964819,34.55125312116382,17.237444198594567,48.54892172937349,52.70159573777063
50.5650987658734,61.06053758203787,39.402614236273806,53.974869142346606,55.44463759918234
54.46945420968703,77.16516729334114,52.504163587710025,31.318393926645953,35.496846423937
65.92845744792302,58.047649792975136,48.70376070230401,42.00624938672189,55.030890845310296
52.56343885606122,56.86946764356626,21.75818458684024,46.049960530090516,55.02070656272211
44.090048831907666,62.73622219222161,61.52379075302552,31.89668224666971,67.8313743740324
41.81998616663386,60.22421713868431,53.195681734804296,43.62253645318028,67.11611078470494
67.6232309075676,55.75886069387652,61.322665408764905,38.398079208974465,74.19931069396272
49.04315926959786,52.19792112490264,67.01385226525652,45.07355251325967,28.796012886134864
30.572250320222583,38.992977822042036,69.51236435200877,79.69535426156116,65.58059126259246
42.75572231952927,51.8687088728206,44.63963283023793,28.363688306896766,39.723655747669966
36.65537454439397,24.26939827084257,45.50718634893453,52.669665882915126,46.01450954945015
46.53051316074855,46.95193017711603,32.11133209355356,62.27654494763343,30.049010922295516
31.772093385300558,75.32638071373594,49.75624395929692,17.611704268532073,80.54557153681469
64.57251258958595,42.161419619248804,61.22383674393059,33.99599220455608,36.587184859416084
40.317401621081714,60.557461266095444,68.4475333294734,48.490190942847654,56.254843071267395
54.472599386714826,27.846275071201074,17.170971641905304,54.206585229515134,52.49925682590924
36.60574960313109,33.92883262913428,46.24951782619285,46.37352624492837,41.40363942066253
47.47204554321672,18.30787072299378,31.059052838054544,81.02347918924497,82.8592195034795
29.381346894002263,68.66050289287959,56.163050805881824,31.675468557182075,41.311348599915576
66.05694207028967,58.92405009242678,58.85197208513608,44.61502696612056,17.835673102090453
59.658495069139946,52.15707164572858,63.00345359661559,64.95850775248829,18.5427024638102
75.0716317582703,50.54053924463892,47.9731035040384,22.74744667632924,44.83382933825984
50.322994169608336,72.63514146102017,34.83538933346016,46.54475660267489,42.1858406961167
41.27674305300083,41.88899194607914,20.16886787729851,51.003565548968446,39.85448639276553
55.46841727319892,67.26840642393975,41.71298951552944,43.62205748258066,52.49477120110714
45.12608927690074,60.31167824198161,66.36722587805897,77.66976269548425,40.27603164420732
38.21563749780098,63.30897186496352,47.159395579726436,48.30341844534954,47.616819109431695
69.33441146794974,54.90751865706405,29.59122641444943,34.91021663421823,67.4219054000126
93.32134497264988,67.10390186204066,35.144786944008366,52.903529672286986,64.49784057936404
35.76199426778225,27.92399912403681,64.86550384654953,49.48411803275129,57.242646280865436
62.03869259777953,48.69778923074808,37.15099293398208,57.81377439939551,59.77542459044006
39.880992594762986,63.37224851521973,63.66025219483456,47.81494370672163,51.62164567776034
