Application,Altitude_m,Speed_m_s,Fuel_kg,Payload_kg,Thrust_N
Aerospace,3335.2398,160.4477,23908.8989,34841.3776,73853.2903
Aerospace,2835.5094,270.463,65532.0779,15399.271,967548.0508
Aerospace,1474.2009,746.2446,29576.5397,18823.807,539474.5301
Aerospace,155.0998,550.2969,78851.1365,40276.0541,108402.6964
Aerospace,4057.8006,363.3127,36011.5122,42684.296,230504.8021
Aerospace,15588.6245,791.9852,14201.618,3631.2748,161659.9016
Aerospace,3045.1783,622.1124,89943.317,25195.1549,972982.6227
Aerospace,16721.64,363.564,20561.1957,35129.7324,788865.5645
Aerospace,10864.5604,727.8105,20152.5928,39663.89,225304.8833
Aerospace,1378.3143,679.7917,68765.3678,39349.0078,718689.0941
Aerospace,18721.819,346.6869,3499.5775,44648.2162,520465.7229
Aerospace,10606.674,952.4084,54427.5649,48941.0178,581196.4418
Aerospace,16896.8935,432.4482,48351.9097,6385.5829,229345.9479
Aerospace,12287.1881,1000.0,21104.7944,28594.8545,467668.2828
Aerospace,6153.5716,963.0096,59608.6621,21515.4049,615678.1672
Aerospace,14505.7814,608.8612,23896.5702,24411.298,537287.2667
Aerospace,9857.8458,509.9199,34291.5116,45944.1812,767593.0657
Aerospace,18761.9993,916.5179,3487.5257,31834.265,350327.5838
Aerospace,6143.4415,397.8458,37946.4603,39522.7745,247726.783
Aerospace,16155.549,58.6476,30016.564,26964.7374,639157.2707
Aerospace,4951.787,77.1914,74489.7031,16735.4589,620485.985
Aerospace,5968.759,491.342,14217.5165,44152.9368,606000.6398
Aerospace,5645.9079,256.5821,71987.8411,15705.8496,499394.0664
Aerospace,17642.0505,282.2048,84894.5285,62.9581,584471.5423
Aerospace,15824.5053,566.2032,34021.5333,2953.8692,717760.7998
Aerospace,7805.6673,605.5239,20432.7761,13028.1686,55580.6738
Aerospace,17787.2391,794.9428,50926.8416,42371.7954,402523.998
Aerospace,14340.3185,891.2586,16572.2671,11879.6901,42234.0602
Aerospace,2807.0383,424.3459,45714.7633,47103.2443,848115.0045
Aerospace,4091.9515,569.6905,70145.2584,35333.4588,657912.3553
Aerospace,10940.4559,838.9916,58491.3424,6155.2745,1000000.0
Aerospace,7730.5941,803.9278,13638.3704,26599.939,657042.39
Aerospace,15263.3918,365.2362,97105.9099,2719.0834,226962.1608
Aerospace,13272.11,993.796,50342.9659,15183.3654,512957.9087
Aerospace,12284.855,660.9565,87631.3492,13051.5203,976513.5289
Aerospace,16041.4467,373.9841,18817.9088,28971.3682,332615.8943
Aerospace,9012.8673,973.1414,45394.963,30043.657,661786.2418
Aerospace,5215.7386,1000.0,97776.1366,6906.5775,37466.1483
Aerospace,582.019,86.2685,49325.9336,39862.1274,210155.4618
Aerospace,6186.8247,732.7861,80085.2088,23098.9745,300142.7959
Aerospace,10466.6761,425.3474,82689.2508,41549.5447,754927.5156
Aerospace,19976.5216,143.1644,73785.1933,29125.767,379192.882
Aerospace,18140.4288,917.7057,70524.3075,25307.9392,725831.0512
Aerospace,8800.4024,719.4037,11962.5756,30391.844,626164.3706
Aerospace,7025.21,724.2224,96001.9212,39631.3435,93355.4117
Aerospace,1899.0189,375.0713,94697.4809,14734.8049,27359.1419
Aerospace,12284.0401,739.9071,83413.7469,10243.4138,424654.4541
Aerospace,9620.2649,777.5677,10353.1664,47521.4755,61329.1307
Aerospace,315.5144,170.4139,27630.7109,6811.9853,653540.2051
Aerospace,4416.7248,757.9473,28733.24,45865.1732,77313.3519
Aerospace,7618.2864,528.9449,2257.7922,31679.5493,468100.4654
Aerospace,20000.0,405.1737,13816.8235,19589.3203,324626.6478
Aerospace,11048.7979,583.933,85646.7615,17933.5496,604056.4594
Aerospace,8688.896,148.2453,6555.7104,31623.796,116198.6662
Aerospace,9920.9951,340.6926,0.0,28225.4795,205430.4599
Aerospace,2702.1693,553.4753,84124.1394,22761.8763,948708.0085
Aerospace,14600.7263,994.3865,61685.3024,16979.1721,231192.1281
Aerospace,17349.9891,197.057,59942.7234,8023.2626,658721.9561
Aerospace,15991.9681,956.0422,82549.2871,47837.8761,679549.9492
Aerospace,19581.4252,506.2426,47227.7765,47444.4256,300673.0001
Aerospace,16860.6085,530.2026,99519.3315,28524.3784,1000000.0
Aerospace,9061.2541,734.2578,98914.1441,10274.7012,647246.9603
Aerospace,288.4095,60.9226,42210.108,13531.2707,597400.9883
Aerospace,7291.7631,30.701,52766.7879,13953.0143,918342.3834
Aerospace,3040.5962,958.6753,26461.1997,15528.772,507326.513
Aerospace,15896.6898,205.5271,74777.7326,43952.6238,166107.8868
Aerospace,17169.3043,296.9028,18655.7494,8366.6456,664669.0694
Aerospace,7662.7197,843.9142,10957.2489,23802.6661,51935.8377
Aerospace,2621.5059,472.1551,2036.1982,10572.2045,920882.2165
Aerospace,15155.6875,574.2551,98736.7766,11901.4664,310276.772
Aerospace,6922.6328,507.02,74630.4052,34169.898,829920.5262
Aerospace,11411.4342,424.2655,75006.862,38907.0848,693890.2626
Aerospace,14.2144,708.5829,81335.4788,35681.5451,808294.1056
Aerospace,15959.5849,479.7071,43223.5739,36892.0365,758644.4368
Aerospace,18964.68,331.4307,57858.6958,16843.0241,905806.7207
Aerospace,11134.8188,185.5609,70772.209,30684.2529,933075.4316
Aerospace,3732.3546,66.313,96226.3309,14211.15,778891.2289
Aerospace,12198.866,961.896,63103.1448,47200.8226,822936.8657
Aerospace,18812.0682,894.7511,56495.116,49740.8988,936420.463
Aerospace,6805.8391,650.6098,15208.5152,39728.6903,88129.449
Aerospace,14004.9801,527.3762,84233.8822,14477.3251,911429.729
Aerospace,17307.9596,987.8041,78959.9733,37697.9383,885836.1108
Aerospace,2635.4705,168.1532,5642.6267,33448.1314,164346.438
Aerospace,9354.3397,598.4892,62731.7198,49330.0506,536505.0813
Aerospace,374.342,422.5496,15677.4096,4391.9281,612025.6004
Aerospace,17020.4142,475.6967,29279.8094,2686.803,96131.1472
Aerospace,12503.6908,119.1733,38799.6907,1363.115,741836.9385
Aerospace,5241.0578,700.755,29960.0535,43705.4955,72811.4053
Aerospace,17710.8739,435.497,47699.9753,35397.4434,263357.2277
Aerospace,432.0899,480.5916,27545.3039,33284.3743,724741.0986
Aerospace,901.7613,167.6182,96273.2569,37036.3655,1000000.0
Aerospace,3584.5096,536.4649,89213.0064,48161.2505,82735.9423
Aerospace,6586.6719,447.2603,2756.3592,28105.5952,58301.0329
Aerospace,14990.9666,295.746,62408.4831,16785.8414,118457.0254
Aerospace,14863.3444,702.9978,31405.8637,12219.7966,401334.8237
Aerospace,1720.198,564.4885,44134.0832,2209.9264,905827.2137
Aerospace,17246.157,977.2429,75755.2998,20168.3657,702905.7052
Aerospace,15559.0145,527.1142,43437.331,27821.1697,446953.5837
Aerospace,13372.131,793.3521,26926.8447,36417.6245,556060.5339
Aerospace,0.0,826.1425,19911.3845,49766.6579,388884.5226
Aerospace,2116.5799,870.0344,15457.7666,34710.1886,589476.6129
Aerospace,11370.9249,842.5238,94633.0856,17575.8815,695214.404
Aerospace,16111.8372,253.542,61282.0815,0.0,69553.6597
Aerospace,15585.6206,585.5447,72531.7379,47256.2484,955294.4392
Aerospace,14450.2603,1000.0,50501.7884,43342.8723,159111.0162
Aerospace,5702.6688,991.3164,91979.5921,13291.8962,291936.5101
Aerospace,2733.6208,881.8477,94773.4681,42011.9086,464123.0431
Aerospace,1245.9598,752.0672,98385.0468,26653.9697,17297.171
Aerospace,10075.5026,100.9375,30688.8416,48639.5518,580574.3001
Aerospace,9381.4585,382.1993,7086.8682,49558.8482,392823.9739
Aerospace,12478.1493,297.5854,90532.6223,18283.68,302422.1225
Aerospace,11800.2022,417.0259,78030.3368,10059.3137,283014.055
Aerospace,17220.7551,550.6031,38002.0991,38310.0801,927606.7855
Aerospace,15333.7044,421.5228,23027.8127,11478.3149,481025.2979
Aerospace,11839.4283,412.1906,4046.3606,6595.1697,214647.9027
Aerospace,18741.4436,609.2167,49455.8275,15994.9084,23831.4559
Aerospace,9088.2332,886.798,70870.4423,29740.2221,719957.7453
Aerospace,19281.4161,137.5668,43808.8775,32116.4255,537004.2354
Aerospace,5141.1845,300.4537,52367.8417,16872.7189,618589.775
Aerospace,19736.5701,41.072,54619.1198,37046.7342,781265.8913
Aerospace,14029.6795,894.3641,13545.8877,8754.8286,15286.6241
Aerospace,396.3485,36.3591,22089.9255,23358.5151,748604.0134
Aerospace,5063.044,818.9973,62615.286,43664.9791,121901.4092
Aerospace,15605.4156,883.1981,12427.2325,28187.3541,365916.6226
Aerospace,3631.0577,40.9617,89209.136,38386.9285,960905.8331
Aerospace,12028.605,874.6874,38713.9426,46960.5429,390154.5186
Aerospace,12807.7105,443.408,40834.0555,9183.0219,320264.3602
Aerospace,2678.5194,968.3388,4315.6569,36517.4707,942966.6834
Aerospace,13021.8825,539.5458,30963.1658,41358.3241,15315.0486
Aerospace,2037.8982,771.9947,74937.5363,2446.4199,375130.714
Aerospace,8326.8972,593.4115,25231.8683,5003.4629,729353.2071
Aerospace,7717.3729,816.5822,36864.3558,41301.357,847836.3741
Aerospace,4442.5996,777.1873,75692.1356,44909.2542,869840.467
Aerospace,1382.7095,157.8014,25656.0478,39472.3111,505240.391
Aerospace,4577.3303,607.5638,86661.0671,6002.4318,531997.893
Aerospace,10665.6551,405.551,37459.4465,7324.5113,530568.3206
Aerospace,11348.2945,28.6356,80913.7771,23370.3245,380919.0066
Aerospace,309.1136,656.3859,35584.1746,24321.1065,595183.0805
Aerospace,16434.5656,226.8175,60360.4064,5980.3774,264079.7177
Aerospace,17593.8093,872.203,27368.0708,47897.2622,255087.7598
Aerospace,11414.7309,666.7612,10761.7266,31586.9299,937456.9986
Aerospace,19575.2547,136.9176,74997.8757,16942.0139,311855.9352
Aerospace,20000.0,72.3843,93664.8457,45468.93,745617.0794
Aerospace,2028.0387,907.1981,86213.8357,40595.9491,17064.611
Aerospace,19318.7764,955.0598,41631.297,47373.2638,286053.9998
Aerospace,8729.6792,841.7919,25618.9675,9294.8782,526306.2643
Aerospace,11605.7339,286.8929,30641.1747,35537.908,649984.998
Aerospace,5956.5227,278.8101,93043.3169,44838.1844,883154.4931
Aerospace,4705.9961,383.877,96884.516,47612.1946,550666.0085
Aerospace,17239.7639,268.2843,38973.3327,37997.5898,104764.4384
Aerospace,13753.4959,703.0694,10885.99,17491.8973,227121.8253
Aerospace,16554.4995,535.2961,66130.611,8208.6318,516779.148
Aerospace,924.5741,539.9276,4964.6832,47388.4151,53014.5958
Aerospace,18698.9194,496.6353,54429.9056,20667.5222,861822.026
Aerospace,11998.4097,282.8956,18513.59,3913.179,817800.1044
Aerospace,13081.5362,781.0853,31685.1461,15427.6011,163468.8475
Aerospace,2438.4611,753.6628,75149.657,19803.0617,567660.5653
Aerospace,8762.9267,854.3575,80154.721,36968.7175,138650.9727
Aerospace,10132.9461,365.2298,26432.745,17887.2419,983609.3202
Aerospace,17264.3013,110.6744,43960.1545,31912.2942,397340.6777
Aerospace,1981.8585,504.5499,60944.6902,4191.1427,0.0
Aerospace,8299.2675,840.5571,72129.1585,3096.4242,991337.0083
Aerospace,8038.1815,716.3335,82642.227,9472.3774,166988.2986
Aerospace,12810.1976,94.9499,50616.0493,15638.7449,446335.1938
Aerospace,13819.8144,86.9176,20303.2193,44255.7244,625241.4295
Aerospace,11984.1383,121.3167,36655.5195,3641.8214,380672.3333
Aerospace,12016.4828,207.2943,51553.7209,2100.5036,287778.2316
Aerospace,264.6044,988.9394,80670.5972,7959.9488,768533.842
Aerospace,8713.8255,383.5056,81714.3595,24231.6874,601123.0022
Aerospace,7097.5412,669.1996,63056.8691,38188.5011,840393.2268
Aerospace,7960.4827,202.9767,33582.8767,47878.177,641035.9203
Aerospace,12644.1445,611.9076,57195.9578,12998.9866,641726.1144
Aerospace,20000.0,256.4842,43763.7232,28976.1334,161184.4496
Aerospace,10323.6593,978.9066,41946.1309,31491.8153,629072.2987
Aerospace,5163.4881,561.4367,37445.9042,46806.7706,898899.6168
Aerospace,3208.1005,339.6344,56224.4061,36714.3595,870325.8959
Aerospace,6172.3054,622.4439,84554.7475,6033.1498,893733.4462
Aerospace,13815.373,594.1755,87526.0188,33659.8208,832490.4562
Aerospace,2104.6604,459.1429,54110.9692,30608.2772,431493.4675
Aerospace,7674.2324,915.3593,49673.3551,18138.1461,646714.7684
Aerospace,12823.3111,936.1088,67821.1242,17660.352,849304.1992
Aerospace,9224.8878,169.5593,15821.4213,45836.7677,244253.9792
Aerospace,5270.2514,178.4312,56793.8157,4610.0363,973417.3236
Aerospace,859.5308,982.4294,34874.6435,21184.3144,745735.391
Aerospace,11309.4259,626.4962,52189.1041,38684.8195,940827.62
Aerospace,9609.5916,142.6356,77600.8443,35606.1123,935262.3872
Aerospace,6963.6898,78.9463,55736.3026,9604.8328,796244.5209
Aerospace,7350.368,788.1455,92963.2957,24159.8734,358457.7991
Aerospace,3354.2101,923.0281,47442.2355,44061.8692,59292.1097
Aerospace,8249.9918,774.5082,96747.2708,4828.0729,362472.5232
Aerospace,15666.438,273.7499,79014.4286,2320.2299,419971.651
Aerospace,14973.1511,958.1383,46193.2763,15973.7853,692891.8766
Aerospace,5439.8064,22.6574,95515.7886,9333.4858,550300.6065
Aerospace,5497.57,892.196,73393.0812,44570.7883,220013.9391
Aerospace,7080.4419,989.2586,29791.5353,15733.5129,737516.9027
Aerospace,18055.3315,887.954,33231.5482,19967.268,101627.9976
Aerospace,6090.8235,117.3504,0.0,14473.2695,860453.3708
Aerospace,2475.034,989.8607,32441.3559,7502.3233,42428.3378
Aerospace,17744.0972,348.5733,46332.102,13316.1273,808503.6996
Aerospace,14264.6287,717.9912,20947.3757,818.5468,540022.8579
Aerospace,1199.3876,184.9466,66608.7841,36196.8279,968793.0835
Aerospace,17996.8975,898.262,37114.7358,45082.485,899043.8317
Aerospace,17136.602,360.5297,56313.831,13703.01,135521.244
Aerospace,5111.3529,782.1155,4100.3653,3334.9882,339480.343
Aerospace,1943.9764,943.4168,12015.9778,10778.1249,241940.7726
Aerospace,12336.3444,960.1312,57798.6429,7515.9864,383742.0396
Aerospace,8895.8296,531.5493,64975.5768,30854.2592,260867.9581
Aerospace,19679.2994,709.0649,50472.456,38008.1882,667243.8555
Aerospace,10042.5747,485.6933,75174.1279,29802.3024,219967.0581
Aerospace,9892.0747,625.4607,36335.5936,15033.5744,307327.3346
Aerospace,13990.5589,897.1947,60639.8872,35241.5953,40989.021
Aerospace,16549.2937,275.4176,29986.388,38782.3028,874643.671
Aerospace,19579.1949,548.2338,92855.137,12617.4534,111809.7817
Aerospace,18634.8402,527.393,4367.4428,45341.7332,131659.9326
Aerospace,9491.7947,907.3019,33388.6035,0.0,761333.9901
Aerospace,13949.2858,293.1481,64366.3365,20988.8228,223009.3887
Aerospace,19927.7648,151.8189,25096.3615,9743.2098,673234.6705
Aerospace,213.7165,546.5941,54743.0136,36581.6941,585922.1311
Aerospace,615.8349,16.1752,14640.7138,38590.6753,373467.4796
Aerospace,7646.4227,59.1492,41772.0417,17087.2492,427161.8329
Aerospace,11233.5975,567.0782,68111.2333,41816.0679,243391.6813
Aerospace,16983.9514,978.5656,87351.5413,3789.9312,473622.7249
Aerospace,1441.42,498.8774,8986.8946,9504.6073,322380.4933
Aerospace,10596.0575,613.555,47327.1961,28403.9005,934902.0395
Aerospace,948.2976,761.3018,98222.0469,34275.7208,981955.2032
Aerospace,20000.0,702.7229,82024.0821,48947.5812,218681.4851
Aerospace,18455.237,905.5185,31965.9312,37539.0734,121012.0041
Aerospace,15869.7666,258.2154,39577.5338,8749.2541,18400.1558
Aerospace,456.7574,125.509,88638.1551,12403.447,752432.4696
Aerospace,15709.3127,16.7115,83127.2233,17121.8689,259235.2333
Aerospace,5670.1805,900.9842,95275.0024,50000.0,721655.0337
Aerospace,3266.3238,522.3155,47750.3806,40908.4961,718578.1226
Aerospace,15911.5787,170.5514,81602.433,4315.4332,258706.6981
Aerospace,694.2013,755.6165,92503.5819,46898.5976,654915.1504
Aerospace,15821.6759,682.8656,96698.431,30408.1286,613335.5182
Aerospace,16908.0058,64.2495,3480.9112,46245.5707,272826.4953
Aerospace,6617.4871,477.6944,31438.5723,12039.1649,793166.8394
