Application,Ore_Quality_pct,Depth_m,Pressure_bar,Temperature_C,Output_tonnes
Mining,92.1699,206.3997,49.4007,200.0,166.7255
Mining,62.2348,656.019,321.3293,83.4078,883.5751
Mining,76.3379,1882.698,491.9308,178.8465,3986.4623
Mining,64.3773,706.6946,134.0988,179.5251,1217.1257
Mining,62.3396,1605.3943,377.1251,131.3736,3377.4916
Mining,83.3734,1423.4553,56.731,-14.9805,2572.7541
Mining,32.4486,583.6743,249.8553,148.8544,4251.5157
Mining,0.0,459.8411,499.5562,102.7079,5942.4301
Mining,47.5532,823.9074,213.646,0.2872,1367.1089
Mining,55.728,1833.3839,354.457,60.0127,2974.6283
Mining,49.2218,303.4706,199.5849,-4.8794,502.8797
Mining,1.7854,609.8658,323.2242,25.5192,3364.4285
Mining,59.5081,100.0683,165.1681,147.4211,2853.0635
Mining,50.0276,1231.8797,209.3772,-10.857,9187.5274
Mining,62.4626,258.1782,214.4963,82.372,2132.3467
Mining,96.2948,660.7316,225.8218,33.388,6762.1797
Mining,20.6524,1242.3991,242.4542,-14.0419,7817.3563
Mining,3.9245,1349.3683,375.3441,158.5428,5894.6054
Mining,95.1113,1146.835,205.6448,62.0051,4732.1712
Mining,69.9472,198.3744,45.1274,0.8897,1207.5656
Mining,26.0048,1372.6903,309.6511,25.4428,6611.6269
Mining,96.5747,371.6948,475.0479,69.4774,5700.8539
Mining,7.5438,1377.1181,348.4262,65.3513,6320.7661
Mining,29.4654,1586.3907,127.2239,145.1689,8807.6232
Mining,42.2235,662.5194,243.714,46.0852,8491.1416
Mining,43.3227,791.978,32.5574,20.1742,5109.8297
Mining,38.9042,1676.2859,298.6251,76.8472,5481.8271
Mining,33.7786,1351.3052,442.5116,-14.7307,2728.901
Mining,32.7189,1094.7378,493.7523,176.6388,7841.5119
Mining,63.8788,544.3429,167.8094,134.9864,4494.1617
Mining,90.8895,1154.5345,103.6635,85.7588,5629.634
Mining,77.3715,1481.5747,252.6434,163.0757,4832.9213
Mining,19.6853,148.1089,453.2987,0.8845,4779.8863
Mining,0.8658,998.259,427.0653,18.8627,2867.4223
Mining,46.5674,269.7224,459.097,94.4448,3304.4748
Mining,77.992,2000.0,189.7025,-8.0543,3876.1091
Mining,91.5311,829.0868,250.7984,30.9662,2491.0061
Mining,34.7202,265.6795,444.6416,160.1321,9818.1986
Mining,46.8715,739.0827,338.0524,176.5289,7797.8212
Mining,3.7465,139.9679,472.9295,141.4951,5568.9985
Mining,18.0492,1061.1217,215.5395,25.6552,9135.1332
Mining,77.006,1473.4365,261.4092,114.4031,732.4093
Mining,31.478,1456.4291,440.4153,111.7135,6927.5986
Mining,51.3262,1779.7117,135.7366,98.36,9661.7757
Mining,31.9207,1215.7181,492.1846,2.5441,694.6592
Mining,19.7662,1463.909,361.2755,24.2295,3692.4067
Mining,83.1441,1436.8282,141.4937,68.743,8646.0184
Mining,62.1828,340.3952,218.1819,160.1773,4909.716
Mining,39.2618,1160.4441,354.5999,63.5566,6054.7947
Mining,83.3516,1618.9469,74.4835,-16.2954,5469.5158
Mining,6.9251,1599.3321,450.1942,19.4309,6620.529
Mining,19.2115,853.3674,71.5402,116.9644,5412.8067
Mining,3.2764,133.1104,312.4694,9.0334,5716.1163
Mining,32.5444,1109.195,111.181,87.8228,6900.5963
Mining,78.1992,1278.1586,342.7254,171.291,66.3308
Mining,58.907,1314.8943,187.006,155.1065,2600.6257
Mining,31.2798,1703.1732,48.4699,76.1242,535.2708
Mining,85.8524,1741.7111,29.9466,-12.1767,3237.5554
Mining,37.2841,1713.1481,359.5654,40.7578,6771.0799
Mining,19.8427,1424.8015,181.002,125.8194,7693.4226
Mining,83.7277,1.0,152.0577,15.3062,9926.3214
Mining,79.9265,1074.0641,181.87,143.1511,1588.3839
Mining,54.9543,516.1459,171.4072,-4.5038,5230.2132
Mining,26.8866,866.222,96.2618,-17.0779,7297.0427
Mining,42.8466,270.2942,455.3408,78.7326,9001.9404
Mining,29.3341,1353.5989,417.5158,190.206,615.0695
Mining,9.4942,1203.5337,113.4521,80.3567,6195.8877
Mining,0.9369,1114.0549,36.5067,-10.5275,7967.3792
Mining,20.7817,882.4728,412.7251,8.0186,7443.1604
Mining,68.4871,782.6345,297.4078,140.3482,4308.3549
Mining,23.234,811.9607,124.046,-12.8293,8507.4077
Mining,86.7117,1173.4474,71.0703,123.4337,4350.197
Mining,66.2572,373.4645,118.5324,186.8888,8129.9215
Mining,12.363,68.0509,380.2189,168.6256,5976.0848
Mining,82.8204,768.6382,110.1121,98.4416,1753.7536
Mining,57.8119,324.5112,377.7992,12.326,538.388
Mining,82.4501,1299.5748,120.9952,72.3807,5247.6869
Mining,38.222,1168.6258,268.8578,90.3923,10000.0
Mining,81.3498,2000.0,130.6516,146.0121,9473.1519
Mining,57.3336,49.6337,410.388,173.0582,7917.3322
Mining,89.6691,1303.6363,493.2324,143.8359,825.8901
Mining,87.2119,845.4548,442.4741,55.5629,1979.5776
Mining,71.5305,1957.5567,451.123,130.0018,5622.3517
Mining,9.9595,1291.6325,229.8302,175.2305,9425.0422
Mining,22.9038,1571.986,343.4093,173.2212,5856.1191
Mining,47.949,1956.4246,184.3973,77.394,299.4273
Mining,24.575,261.6094,392.526,178.7309,8400.2961
Mining,59.5188,1743.802,9.9801,135.6995,962.4873
Mining,4.4031,515.7374,48.9268,88.3442,4243.8192
Mining,69.5121,794.7935,13.5623,38.4954,9003.2097
Mining,4.6701,1725.591,381.4073,176.4446,5118.5256
Mining,97.5765,1188.8098,321.239,173.9141,9273.6129
Mining,46.4511,1152.4142,233.7007,38.5693,4083.4058
Mining,52.611,827.3032,442.8097,3.365,2594.6606
Mining,0.0,147.6111,445.4921,110.8116,7103.3933
Mining,80.7478,1380.6097,445.6224,112.9905,597.0812
Mining,81.542,1587.5586,131.579,17.6457,83.1149
Mining,22.0489,1440.1906,360.5651,162.2521,699.8019
Mining,5.7524,1650.2309,34.728,99.3302,8300.1639
Mining,30.8784,650.871,391.2837,136.1862,3965.218
Mining,6.9334,1812.4821,362.3793,200.0,0.0
Mining,4.8814,1926.9894,398.5458,86.5705,7273.4909
Mining,10.762,1517.2629,95.6275,135.62,4037.8756
Mining,41.6783,1534.34,146.5012,116.9939,9832.2563
Mining,90.1002,1631.5428,116.2203,65.807,2800.2957
Mining,10.079,438.8842,231.2042,85.0855,9515.9574
Mining,76.5331,862.6243,23.7066,79.9861,10000.0
Mining,1.4299,177.9429,54.6794,-8.3247,3815.2967
Mining,68.3038,954.2315,489.5133,84.1032,8882.4402
Mining,48.1688,956.9952,500.0,168.3927,365.964
Mining,18.0159,56.3014,75.5264,170.6456,960.1697
Mining,85.6147,1278.9891,460.5096,-17.5186,7012.5657
Mining,62.613,105.232,274.3762,110.9443,6377.7286
Mining,88.0914,1262.7088,310.489,11.3349,1548.8894
Mining,72.1916,830.0282,404.5461,174.3866,1089.0293
Mining,17.2727,1649.6692,268.0351,-0.2246,3848.2974
Mining,27.0413,1943.6199,322.7069,191.0288,1390.5181
Mining,68.555,914.6431,415.8097,187.0466,3792.3027
Mining,51.4522,878.5043,268.3345,61.0748,573.5423
Mining,65.5923,384.5817,407.0125,5.3448,6567.5152
Mining,65.748,84.2723,0.1,7.4526,6431.3774
Mining,39.5226,603.7287,458.545,191.3464,6929.8475
Mining,90.351,897.0285,359.3878,143.7531,6090.2263
Mining,67.9763,1552.7929,91.9019,168.8435,3901.9926
Mining,68.3585,1.0,429.3082,3.4893,3494.4187
Mining,11.8138,1278.1453,335.9224,183.5339,9214.0338
Mining,41.0672,883.6787,148.1488,104.3526,5035.8688
Mining,92.0779,311.4188,313.2809,150.5996,9711.8942
Mining,27.1763,1050.2938,461.2689,148.9301,3142.3434
Mining,24.8428,1810.5682,328.4617,183.5969,6613.5689
Mining,29.1344,338.146,333.1647,9.6703,1632.3019
Mining,2.4211,1736.1306,20.2366,179.8244,9139.4591
Mining,40.6544,267.1381,320.5506,164.785,9167.3019
Mining,72.4456,1876.6454,190.7394,127.8223,280.128
Mining,49.6474,1939.9858,189.1024,63.1507,2535.4389
Mining,79.8073,1341.7102,500.0,83.2051,7069.8102
Mining,10.6909,182.4644,472.2979,3.7554,9781.3205
Mining,67.0978,940.8885,380.3684,146.6012,2987.1698
Mining,60.5966,942.3723,229.302,69.26,4943.6092
Mining,56.3304,416.9779,151.8168,70.2444,5759.8411
Mining,43.8529,1731.0972,148.2004,63.7674,2707.4656
Mining,93.0266,122.0489,420.8123,22.3583,8668.2212
Mining,2.6495,519.5112,25.1975,162.6897,9495.056
Mining,92.7292,58.422,12.3469,144.0711,6926.747
Mining,91.5809,359.1494,183.8503,117.187,2323.7491
Mining,97.5505,452.0198,2.914,192.4707,5556.0166
Mining,83.0436,1767.1671,256.3249,163.9242,6330.4438
Mining,91.3302,14.3108,491.1484,53.0938,902.2231
Mining,9.9552,996.6327,342.9502,149.82,8037.0835
Mining,82.3457,557.9865,134.5255,97.538,6324.3755
Mining,18.579,1825.2145,384.0685,63.5847,5296.1888
Mining,52.0764,1.0,132.0788,106.832,3856.4
Mining,61.3603,409.4046,354.1238,143.4544,8921.8116
Mining,38.5961,1616.529,212.3438,155.4281,323.6489
Mining,44.7046,1108.523,33.4844,175.1427,1884.9226
Mining,12.6469,710.2802,179.471,6.3691,7958.5398
Mining,52.7011,1422.0716,121.4446,119.0518,2201.8318
Mining,73.9796,1840.9386,424.3883,172.8576,275.8222
Mining,5.3459,629.3629,76.2714,147.8364,451.8859
Mining,32.5238,744.2291,499.5108,59.1403,7401.5722
Mining,90.8673,1451.8818,63.6703,-20.0,3622.9334
Mining,46.5745,1291.1271,193.5502,176.5918,7483.6824
Mining,81.1435,1395.0802,389.0019,96.8912,5582.5922
Mining,8.8107,1302.6799,29.0195,65.5394,9188.7791
Mining,73.1276,209.3853,25.7836,154.6514,9850.927
Mining,91.9185,258.6827,7.4011,49.1658,4612.8644
Mining,70.214,1247.5718,300.0136,-7.8019,8995.1169
Mining,11.7925,258.3136,37.9907,114.963,257.0996
Mining,77.392,191.4154,160.6163,117.1502,0.0
Mining,38.579,569.6107,244.3047,83.273,5127.2498
Mining,53.8125,1798.243,438.9343,174.0282,9493.0922
Mining,77.7002,1462.948,40.4361,10.3614,5593.9583
Mining,9.0668,664.8888,307.3668,155.9308,1719.6772
Mining,77.6093,662.6627,296.2206,74.0032,7799.9541
Mining,38.287,320.0785,410.0567,20.6009,7254.9181
Mining,85.5696,831.2555,297.843,117.5356,4128.5219
Mining,2.9632,1375.1188,461.9992,174.2657,6991.6429
