Application,PageViews,Clicks,Conversions,Revenue_USD,BounceRate_pct
Ecommerce,39069,9091,4008,170797.0896,71.6233
Ecommerce,26286,9632,2815,185725.5025,86.2605
Ecommerce,35900,16146,1083,97308.3831,15.5167
Ecommerce,32979,12836,2042,130878.6757,79.4402
Ecommerce,44166,3918,2301,178340.5209,55.3191
Ecommerce,33515,6995,845,38940.0808,61.762
Ecommerce,42003,14268,1579,164415.2596,96.2248
Ecommerce,5391,15344,4826,47466.6045,0.8445
Ecommerce,46593,16327,22,113422.8506,62.6597
Ecommerce,40841,13057,457,187340.6429,7.6096
Ecommerce,8947,6833,4284,104238.5379,81.2444
Ecommerce,44642,9421,148,20569.4194,89.5195
Ecommerce,48298,2839,559,183938.739,8.8406
Ecommerce,49307,11874,3594,116037.5553,4.3392
Ecommerce,44297,19255,2956,11774.7112,97.2856
Ecommerce,14028,17697,2766,3725.5191,95.7507
Ecommerce,28181,19024,4786,56635.1676,89.4228
Ecommerce,11169,13054,1996,21234.8638,92.7894
Ecommerce,41031,11899,1879,126783.403,49.2171
Ecommerce,36600,3346,3606,121116.8084,96.0483
Ecommerce,12243,16779,1521,168298.797,90.0431
Ecommerce,27721,18435,2849,104102.3806,11.1122
Ecommerce,42550,15478,706,53398.8286,77.679
Ecommerce,17855,11787,2253,11028.6955,72.5263
Ecommerce,44892,19274,2364,2026.1758,12.0324
Ecommerce,8560,10695,4800,184653.2508,73.8399
Ecommerce,8049,16806,92,32996.5044,46.6668
Ecommerce,6515,13470,523,101290.3548,86.962
Ecommerce,27572,14580,1339,163472.2961,80.0574
Ecommerce,7849,13682,818,186190.3027,94.1396
Ecommerce,37277,4827,4328,42928.1733,8.6924
Ecommerce,33595,3849,1606,48592.2387,71.6447
Ecommerce,31355,3276,3682,33624.3235,36.0361
Ecommerce,2775,17054,4934,22060.9399,77.4227
Ecommerce,46881,18586,3032,84424.0237,60.1
Ecommerce,38953,19001,2143,130534.1667,50.8715
Ecommerce,13076,2812,3242,143479.6541,0.0008
Ecommerce,15649,97,1019,65452.7532,60.1857
Ecommerce,16671,19502,2009,125751.1196,41.4727
Ecommerce,21405,18374,3128,0.0,30.4185
Ecommerce,8511,6955,4320,174750.3768,100.0
Ecommerce,34637,15748,1442,172811.9858,72.3751
Ecommerce,15133,19045,4946,112031.0943,57.0847
Ecommerce,18617,16729,4192,52832.5054,87.7398
Ecommerce,20904,14798,4035,195755.724,20.2896
Ecommerce,31002,3148,2784,162523.6209,58.0927
Ecommerce,35352,1953,2352,3175.5776,86.7066
Ecommerce,10357,4798,2051,92359.1601,10.9575
Ecommerce,46168,2785,2075,12502.7588,22.8761
Ecommerce,23383,14125,2111,29932.7147,7.8631
Ecommerce,6139,7041,583,3039.1214,99.8094
Ecommerce,24002,5038,1163,138721.8024,57.0703
Ecommerce,1367,17507,1193,52987.1483,50.4089
Ecommerce,26271,9524,3345,68018.9362,32.3773
Ecommerce,25942,8273,1819,7360.9737,44.4047
Ecommerce,44363,13815,4191,2835.3318,78.9639
Ecommerce,32051,11997,3933,153580.3281,91.0034
Ecommerce,46164,6612,2645,139239.1127,13.2512
Ecommerce,29913,17335,1585,76779.5098,28.4912
Ecommerce,4451,16504,1732,5929.2017,20.9856
Ecommerce,30960,19082,1922,153672.4116,41.0656
Ecommerce,4529,18022,2998,190461.6929,52.1095
Ecommerce,33274,3846,2834,108391.623,73.6881
Ecommerce,22433,14878,4113,34406.1263,91.0247
Ecommerce,15752,5687,669,130067.0718,55.2444
Ecommerce,16337,7927,2030,17619.5736,50.403
Ecommerce,6123,4482,4599,34600.9999,58.6584
Ecommerce,27433,19452,3556,95545.4293,88.4702
Ecommerce,14630,19640,839,45900.9454,60.1436
Ecommerce,5149,2667,2044,173780.8611,77.1289
Ecommerce,43394,13214,656,161550.3856,70.7288
Ecommerce,49777,14836,183,46970.6912,90.4472
Ecommerce,6263,16807,3085,195158.0343,78.6671
Ecommerce,46459,17117,1726,73979.8401,37.4124
Ecommerce,13953,11976,2638,110326.4771,84.1558
Ecommerce,18808,17048,4451,109347.9032,44.0273
Ecommerce,17896,3421,3601,130228.5601,90.504
Ecommerce,4034,5145,2023,52556.1114,92.5888
Ecommerce,7800,2370,1380,183227.5404,66.6505
Ecommerce,44522,12181,3806,50108.2909,70.2081
Ecommerce,27617,8904,4108,129995.9678,11.4753
Ecommerce,5822,16164,1352,159632.8279,29.4429
Ecommerce,19074,5064,1773,176115.3572,54.216
Ecommerce,15942,10476,2879,80440.359,1.3685
Ecommerce,29790,16235,1509,140766.9419,87.4786
Ecommerce,38665,17015,1862,11341.1105,39.3185
Ecommerce,27762,4218,151,153134.4864,74.839
Ecommerce,7010,7037,1507,146421.6388,76.6801
Ecommerce,28635,3536,2697,89748.3774,56.0245
Ecommerce,7222,12607,766,63966.0274,79.7793
Ecommerce,1782,3542,2419,80307.3705,68.3186
Ecommerce,7827,7512,3861,25680.465,38.3606
Ecommerce,33321,11986,1413,128728.5642,83.0107
Ecommerce,15116,12915,3377,192811.7961,64.011
Ecommerce,45063,17694,3034,127019.2397,14.4729
Ecommerce,22807,17157,811,121744.5291,79.9074
Ecommerce,43797,1508,1221,198930.8056,65.0742
Ecommerce,25050,17342,4358,111852.1124,25.6103
Ecommerce,7854,19105,1525,68593.8679,79.6569
Ecommerce,11808,151,1570,143551.1225,37.2424
Ecommerce,2585,4025,1117,105984.8034,56.0326
Ecommerce,24747,5833,2890,194032.4249,31.8182
Ecommerce,23938,18746,3135,180166.1366,72.3923
Ecommerce,6109,18199,765,196398.0452,60.3187
Ecommerce,46075,15873,4125,0.0,48.2677
Ecommerce,24677,1329,2489,73009.1444,0.9209
Ecommerce,33417,7644,569,122451.7807,62.338
Ecommerce,27834,12111,1930,64330.311,64.3039
Ecommerce,47457,17494,1093,131070.312,20.3001
Ecommerce,1655,17698,1746,145506.2872,34.5782
Ecommerce,41709,14122,799,125872.4513,84.8514
Ecommerce,44960,14626,1456,93736.9719,58.0442
Ecommerce,22865,7813,4057,141897.6005,44.0099
Ecommerce,45509,19127,4466,156846.403,92.6707
Ecommerce,39185,10653,1512,144217.1723,83.1513
Ecommerce,38237,1892,3581,164494.6044,9.2575
Ecommerce,22467,937,4546,196463.5008,80.2529
Ecommerce,47000,2698,2009,19614.6929,17.2135
Ecommerce,41197,5463,4861,178346.5961,16.3684
Ecommerce,7597,17080,3887,56545.1261,7.189
Ecommerce,48580,9169,3790,107034.3676,48.1459
Ecommerce,8633,12698,2405,192837.038,63.8602
Ecommerce,44804,2310,960,122607.499,75.745
Ecommerce,36396,19631,973,20509.0022,4.4121
Ecommerce,44627,8788,4450,101304.5054,18.8108
Ecommerce,28009,5367,1013,178703.0094,60.0586
Ecommerce,7884,1614,3976,83720.9572,49.8345
Ecommerce,18554,4315,1498,163868.96,4.3581
Ecommerce,22016,16199,4840,157201.824,91.9575
Ecommerce,37877,19035,4255,184497.8618,74.2443
Ecommerce,27357,15214,2616,47301.9474,34.2114
Ecommerce,26083,16846,701,101668.7251,56.2821
Ecommerce,32940,15594,2143,70498.3577,38.4421
Ecommerce,20581,14500,709,104273.2495,44.8856
Ecommerce,6087,17012,2100,9142.1308,59.8449
Ecommerce,47688,1242,2859,51583.1774,40.6769
Ecommerce,4029,6056,4411,200000.0,60.6653
Ecommerce,29088,6731,3238,122096.4509,46.6691
Ecommerce,21412,5310,2543,33016.7676,61.1967
Ecommerce,16571,13153,2812,106342.2002,26.3188
Ecommerce,20086,12670,4702,139646.1234,18.3844
Ecommerce,45360,3074,3871,124501.8649,2.4868
Ecommerce,1168,14425,680,98581.2581,60.3682
Ecommerce,29941,5432,3667,132615.0693,95.535
Ecommerce,42774,18629,168,30419.1243,42.721
Ecommerce,31396,5779,501,93298.2351,23.2348
Ecommerce,42321,19634,3591,152665.5424,3.2139
Ecommerce,47589,3751,4816,109965.7216,51.1874
Ecommerce,49499,11152,2099,180016.1947,99.8244
Ecommerce,36365,2624,1203,89647.6715,97.8959
Ecommerce,32510,4364,1266,32493.4436,11.3602
Ecommerce,28885,465,4812,8616.6246,80.7355
Ecommerce,9834,499,2596,99722.7536,16.289
Ecommerce,31529,1971,1827,94301.5897,80.758
Ecommerce,366,14143,1684,46346.2168,85.1486
Ecommerce,42920,15115,1966,118361.8894,0.0
Ecommerce,23718,3353,2653,47447.5366,23.4664
Ecommerce,11435,17051,4498,49100.3109,3.2503
Ecommerce,27866,15787,4348,126738.0232,49.777
Ecommerce,6473,8660,4839,187248.9134,7.421
Ecommerce,35233,3505,4686,36660.6363,64.0146
Ecommerce,39861,1290,3735,34072.6863,53.7159
Ecommerce,44008,9160,4044,100091.5806,38.0676
Ecommerce,751,19956,4951,21660.9969,47.2375
Ecommerce,49316,10338,3328,56332.0535,96.6152
Ecommerce,29191,15516,2154,200000.0,17.5277
Ecommerce,40861,3984,4722,165047.5403,72.9948
Ecommerce,24595,17072,721,143253.9461,64.3384
Ecommerce,31424,10311,1970,2499.9861,65.0363
Ecommerce,47734,7860,996,48313.7914,34.551
Ecommerce,32304,6507,1210,112940.3812,24.2351
Ecommerce,37318,7790,4362,139546.0104,64.2553
Ecommerce,42809,3908,4251,129070.8217,93.1953
Ecommerce,44874,11317,4020,34639.6171,97.602
Ecommerce,41062,232,3233,99588.7375,48.6302
Ecommerce,46013,18734,4792,38057.553,45.4024
Ecommerce,20179,13390,3432,185881.1203,34.714
Ecommerce,28768,3791,2047,108758.9318,81.1267
Ecommerce,35566,14842,256,81183.3177,26.8194
Ecommerce,32314,3103,1166,178344.2499,49.3963
Ecommerce,36769,5431,2967,185382.9755,36.4392
Ecommerce,1787,3303,1959,104480.3125,86.9397
Ecommerce,6614,12466,3141,136884.691,27.4306
Ecommerce,24311,7140,3014,70224.5305,66.048
Ecommerce,4670,13399,66,64739.6261,56.8064
Ecommerce,35607,3874,3095,119312.0049,33.5713
Ecommerce,28860,18895,893,172424.7493,27.6581
Ecommerce,33160,3687,3019,115054.427,78.7898
Ecommerce,13206,13387,695,89243.3224,52.2258
Ecommerce,47725,2372,444,136506.3765,60.7175
Ecommerce,14383,8302,1817,156503.0304,93.4548
Ecommerce,12240,12228,4416,157213.6472,38.8855
Ecommerce,42534,5541,1792,62145.1869,82.7494
Ecommerce,32609,17279,3195,190893.2127,61.8301
Ecommerce,10882,3254,3305,2711.0727,56.748
Ecommerce,25204,14943,3330,88438.7803,4.1487
Ecommerce,36837,9063,4713,181184.3083,89.8328
Ecommerce,13053,11530,1751,136360.3993,26.3202
Ecommerce,32903,8682,203,136415.0547,47.6544
Ecommerce,38280,4784,1101,31479.4689,77.5719
Ecommerce,39758,11227,1638,114757.3481,52.0761
Ecommerce,47423,17419,544,189430.3915,1.0212
Ecommerce,49328,11949,20,49922.7069,96.6842
Ecommerce,32323,11806,654,65048.2802,0.0
Ecommerce,3961,10845,3630,76018.1016,6.9764
Ecommerce,20101,19738,4831,71822.1884,23.4832
Ecommerce,6674,5553,1764,125036.4513,60.0718
Ecommerce,23268,8545,1780,46080.7888,98.175
Ecommerce,22938,2082,4914,95444.4604,90.5911
Ecommerce,3786,15274,4896,85351.8966,64.8661
Ecommerce,40968,3573,2017,125614.2764,76.9505
Ecommerce,3535,16563,490,54729.0482,70.0136
Ecommerce,18034,15236,4477,105929.2946,70.4298
Ecommerce,8951,7655,3691,151758.4451,82.0068
Ecommerce,9612,13930,3018,142740.0799,32.4044
Ecommerce,49222,3729,2023,167159.779,24.4554
Ecommerce,27216,6261,3060,184106.8478,37.2538
Ecommerce,968,978,1160,171229.8746,2.1841
Ecommerce,46623,3150,286,192880.267,98.25
Ecommerce,23321,846,1692,0.0,73.1521
Ecommerce,22677,7035,2380,124253.4953,21.079
Ecommerce,31131,11548,2185,49833.2761,21.4628
Ecommerce,26550,1296,1617,163932.7602,98.523
Ecommerce,591,167,2426,170358.8832,75.0683
Ecommerce,7651,74,3738,9532.6625,42.3394
Ecommerce,17880,15820,415,116181.745,18.6405
Ecommerce,17179,3446,263,177732.3964,2.1942
Ecommerce,41500,13948,2551,118393.9114,65.0558
Ecommerce,46441,6901,4044,84986.8211,80.2827
Ecommerce,28480,10927,2705,14527.6699,10.4226
Ecommerce,21150,7129,3737,141615.1898,1.1359
Ecommerce,47709,4152,79,17693.0861,36.3543
Ecommerce,34840,5854,3796,123204.4266,65.318
Ecommerce,31806,5505,1261,182464.5518,93.1021
Ecommerce,26355,1440,2819,86617.7326,88.0786
Ecommerce,40628,11023,3872,145577.2224,67.2866
Ecommerce,23441,3508,4638,158902.1599,81.0931
Ecommerce,44452,7162,4000,0.0,39.0867
Ecommerce,48618,9278,398,183752.4302,21.9736
Ecommerce,43324,12016,4558,33305.8861,11.4347
Ecommerce,40014,9271,1190,49761.3817,19.0837
Ecommerce,38748,6887,3656,172997.1089,93.3504
Ecommerce,11140,14751,4987,136998.9732,92.4229
Ecommerce,939,912,3359,79184.6681,6.8277
Ecommerce,48584,13145,1004,19708.5871,46.0136
Ecommerce,43620,12459,1855,80078.0548,39.3342
Ecommerce,33801,16091,4265,185573.5692,63.2115
Ecommerce,10008,18707,2516,25273.8463,35.5591
Ecommerce,35510,2483,2955,173130.5543,32.4152
Ecommerce,14821,6535,1698,67003.4256,77.2954
Ecommerce,49929,13562,1843,120278.4337,97.6056
Ecommerce,36709,13425,4714,126721.68,19.9027
Ecommerce,25491,8406,2399,62741.2547,22.7438
Ecommerce,29865,3700,1138,9389.674,39.9058
Ecommerce,4158,2509,3289,26687.7587,68.3823
Ecommerce,11208,359,957,114587.9996,18.1403
Ecommerce,35320,4378,3785,184985.2298,45.9501
Ecommerce,38146,15960,3432,185569.0227,80.1444
Ecommerce,46506,13529,150,27880.3249,25.1281
Ecommerce,32202,830,4820,172911.331,5.1498
Ecommerce,4336,8683,4368,45126.3059,89.6232
Ecommerce,44187,12069,3544,176933.542,81.0459
Ecommerce,5630,15432,2496,154929.4734,71.1166
Ecommerce,4618,16746,4220,188497.2891,9.7286
Ecommerce,35570,2738,2125,85662.3919,86.1806
Ecommerce,22943,79,4629,149307.2958,30.9375
Ecommerce,2869,1264,2830,148781.9754,22.5355
Ecommerce,40061,13742,4467,92582.6205,47.4105
Ecommerce,32749,13405,2622,197064.677,91.215
Ecommerce,20178,5762,417,47683.9941,95.236
Ecommerce,3791,19240,2652,196816.7065,57.0752
Ecommerce,36226,2650,2133,168251.4554,97.2011
Ecommerce,22412,10143,70,126638.7138,44.6141
Ecommerce,19511,16302,3378,19985.451,1.2462
Ecommerce,27442,8057,2793,48023.9286,26.5287
Ecommerce,41724,7429,4977,174152.3751,32.2131
Ecommerce,6820,1981,4359,142469.4988,81.6528
Ecommerce,45812,11783,3045,189659.7789,14.1503
Ecommerce,45679,10839,3328,78973.2489,17.3099
Ecommerce,3677,9166,4184,181066.1268,64.9201
Ecommerce,13837,19212,2988,177385.1148,11.4086
Ecommerce,2423,7891,3630,193030.226,47.0916
Ecommerce,47477,2692,3711,61484.3024,4.9598
Ecommerce,28402,3045,4567,107172.0631,68.3978
Ecommerce,38259,8518,2366,11486.5307,91.3943
Ecommerce,24483,8132,745,123588.0747,88.2036
Ecommerce,6725,15515,4602,146970.9379,4.898
Ecommerce,21791,6692,3783,51680.6321,59.282
Ecommerce,27816,6876,4737,29655.3394,7.6418
Ecommerce,38303,11684,4191,132846.2102,5.7556
Ecommerce,15243,4730,1750,76458.0481,63.523
Ecommerce,5866,14470,3057,89746.8099,58.0089
Ecommerce,32614,1453,4969,94046.7887,7.9692
Ecommerce,5429,8942,4578,101783.8436,36.0902
Ecommerce,19128,10425,603,39101.6055,31.1803
Ecommerce,21127,8887,2515,118539.9242,33.4724
Ecommerce,37545,4969,640,13815.0527,32.6542
Ecommerce,34530,8030,425,25112.9509,80.0553
Ecommerce,42309,9477,4039,142334.2412,35.9058
Ecommerce,9155,3022,2026,141434.5458,32.7516
Ecommerce,16811,19543,1493,54557.4585,5.4875
Ecommerce,46562,12061,3446,38607.9235,79.9548
Ecommerce,46297,17416,2784,5133.2408,69.2202
Ecommerce,32798,4160,855,82477.5217,37.0768
Ecommerce,25940,17209,1683,104650.1416,42.4568
Ecommerce,41431,17402,1184,180426.3061,78.1839
Ecommerce,36681,19782,2648,2151.5349,31.7829
Ecommerce,16774,346,4856,79535.7032,45.3866
Ecommerce,40321,17289,2723,81202.1591,0.5661
Ecommerce,4347,3679,3271,178623.2577,95.32
Ecommerce,13355,14292,2767,27072.7241,40.1602
Ecommerce,25677,13995,4647,15211.7273,30.2055
Ecommerce,26950,15461,3098,80457.3819,59.8635
Ecommerce,28816,739,3500,125325.3162,49.4644
Ecommerce,37518,18381,4169,171662.9462,38.7497
Ecommerce,469,14569,3479,58252.8384,92.2939
Ecommerce,40095,14888,3102,54634.5601,34.6491
Ecommerce,37849,3631,274,59224.123,100.0
Ecommerce,44697,16205,823,22091.7619,82.5126
Ecommerce,21439,2305,2973,195840.2795,88.7158
Ecommerce,42295,17047,3032,108824.3977,27.9764
Ecommerce,10325,14761,3416,56601.8506,6.3425
Ecommerce,15990,13701,1910,74416.0717,41.1639
Ecommerce,47508,18393,2997,173848.9975,29.7648
Ecommerce,38052,14153,1492,137314.6578,4.7174
Ecommerce,11178,19381,1323,109932.7731,4.6971
Ecommerce,43655,8788,3905,150500.3973,18.4103
Ecommerce,34173,10264,4916,158546.6806,38.8434
Ecommerce,17729,7203,4667,43912.4308,96.1826
Ecommerce,3270,8000,202,34647.5097,63.2942
Ecommerce,40131,11435,2648,194783.9593,37.0766
Ecommerce,19514,5883,2528,36979.585,76.853
Ecommerce,13833,16035,2152,95643.7201,54.8029
Ecommerce,4589,427,3674,197589.7167,44.8535
Ecommerce,37877,4027,717,87805.2276,12.4379
Ecommerce,46382,4014,3894,101229.4807,92.9599
Ecommerce,11926,8161,1086,164166.7073,65.7237
Ecommerce,33281,17887,4200,69652.951,44.4607
Ecommerce,46144,3966,4670,88537.665,43.0286
Ecommerce,30410,17885,272,65457.3033,71.333
Ecommerce,49470,6878,1136,57288.2776,17.4511
Ecommerce,29675,580,3307,97583.3431,42.5788
Ecommerce,4644,13997,365,154851.5995,5.8899
Ecommerce,49017,11098,4557,165934.8749,7.6083
Ecommerce,9531,4237,1485,93950.7473,50.1647
Ecommerce,7956,1124,4463,58480.4301,41.8059
Ecommerce,24925,11647,1608,181237.3134,71.1382
Ecommerce,19864,261,4929,70367.4539,100.0
Ecommerce,20526,17173,3812,157938.1138,85.8811
Ecommerce,1872,1159,3332,155354.9661,43.4023
Ecommerce,3623,18048,735,10857.7597,37.1145
Ecommerce,6578,15942,2440,28747.8463,60.7205
Ecommerce,46422,15691,1131,115284.4487,8.0297
Ecommerce,33746,2726,451,178116.4083,99.5543
Ecommerce,24838,4688,2498,122863.4013,98.6775
Ecommerce,15237,7729,3110,151447.4641,90.6896
Ecommerce,4801,5384,1655,145792.491,64.3857
Ecommerce,27394,16904,733,104142.8953,51.1521
Ecommerce,28072,5082,3300,112704.6307,74.2754
Ecommerce,37115,7755,2391,8870.9137,28.6472
Ecommerce,16010,5025,1216,183363.4199,84.1371
Ecommerce,39061,2198,1679,136466.4277,13.4869
Ecommerce,21937,482,3282,26521.9938,80.5492
Ecommerce,34042,264,1110,46572.5703,86.4527
Ecommerce,31023,1395,1697,0.0,21.8894
Ecommerce,41012,1713,3684,54280.284,47.3436
Ecommerce,11433,120,2703,60684.673,86.0929
Ecommerce,40943,16824,4392,139167.388,98.8097
Ecommerce,34824,10901,4191,95469.4377,78.8764
Ecommerce,23379,12202,2594,160174.9584,93.8936
Ecommerce,19953,12244,1218,17162.6543,92.1874
Ecommerce,17214,6766,3902,137620.5063,96.3657
Ecommerce,23897,8598,2707,177213.1821,38.7132
Ecommerce,29427,5767,4172,82444.2311,30.0371
Ecommerce,15126,6131,1101,61570.6007,65.2518
Ecommerce,2637,12476,1879,94118.6026,19.9382
Ecommerce,47869,4679,1882,154929.2823,58.6734
Ecommerce,11732,15849,3633,187679.4769,56.3607
Ecommerce,17238,5376,4644,9708.5004,80.0324
Ecommerce,25675,16391,1625,105321.5424,34.7728
Ecommerce,42499,10734,2292,127146.9726,61.1173
Ecommerce,37840,10014,2732,1484.5592,90.7229
Ecommerce,37723,8557,4094,37703.9553,39.0805
Ecommerce,820,15523,4382,17318.2381,59.7985
Ecommerce,22837,6343,2119,59932.7237,76.8919
Ecommerce,15667,6615,931,40780.5018,21.7935
Ecommerce,20262,11354,733,91958.7756,7.7024
Ecommerce,24187,17131,2228,121031.288,70.5085
Ecommerce,48163,6225,158,167189.2507,40.254
Ecommerce,15726,9891,2722,54297.1729,37.789
Ecommerce,31102,3852,420,5569.6195,94.5906
Ecommerce,30797,16039,3822,1683.6155,38.8724
Ecommerce,1395,4915,1085,164478.8995,96.4451
Ecommerce,24053,16060,166,172915.3991,11.4116
Ecommerce,15264,15437,246,21191.0375,31.7518
Ecommerce,45589,5771,1883,3072.9994,69.2015
Ecommerce,45475,2867,3839,158520.9423,12.6195
Ecommerce,28253,14686,1383,122020.1041,36.9711
Ecommerce,37384,4065,2397,109568.6385,86.6383
Ecommerce,41800,12643,3485,107197.7998,73.8041
Ecommerce,33781,17795,424,154870.1953,29.8098
Ecommerce,36159,11146,2702,62776.1203,39.08
Ecommerce,40075,13545,2696,75752.5906,51.529
Ecommerce,18651,9341,2033,10086.5954,74.8595
Ecommerce,25956,3659,3491,111954.7476,16.8832
Ecommerce,8696,7647,3699,190684.4698,54.5157
Ecommerce,41925,11234,1968,57227.3471,6.5853
Ecommerce,32417,13795,4108,191206.4579,40.6654
Ecommerce,41207,19709,2778,141455.6457,19.894
Ecommerce,34822,17568,3601,48119.6734,28.0344
Ecommerce,49311,7592,1031,134245.2664,32.1873
Ecommerce,38832,17538,1083,72357.6983,75.387
Ecommerce,31850,10393,4979,24706.9715,25.4129
Ecommerce,38197,18977,4759,18368.8108,68.4553
Ecommerce,37975,2284,555,3589.2706,52.3509
Ecommerce,35805,19821,103,168024.625,79.3968
Ecommerce,4009,16013,4542,179038.7269,32.2487
Ecommerce,31321,19024,1458,92622.1567,98.8968
Ecommerce,8928,5710,1235,104296.4221,27.7975
Ecommerce,41305,1830,1250,148445.5604,58.2277
Ecommerce,10194,19944,3581,139500.7592,63.1952
Ecommerce,33523,19051,1447,52373.4676,52.5141
Ecommerce,27045,10077,3068,29002.9249,86.2979
Ecommerce,6511,7997,1774,85232.6189,10.4533
Ecommerce,21515,17350,2452,138691.6055,61.3726
Ecommerce,7866,9506,288,166937.1347,46.9523
Ecommerce,3818,15858,3944,19733.5201,40.6248
Ecommerce,33237,8691,1900,115536.6386,34.8686
Ecommerce,27441,807,4862,12469.3462,14.6046
Ecommerce,33398,1444,54,163898.8515,62.1325
Ecommerce,37638,10381,1856,132379.5514,15.6588
