Application,GDP_USD_millions,Inflation_pct,Unemployment_pct,Exports_USD_millions,Imports_USD_millions
Economics,17402.3916,13.3375,11.0097,17509.9256,93840.5727
Economics,61190.2952,34.769,19.9559,69101.069,37558.8715
Economics,163207.0419,-3.9416,38.6602,18880.8216,41025.1256
Economics,9397.3793,37.5649,33.8943,89070.0567,84993.1783
Economics,60029.5779,30.7833,3.1334,85051.929,39098.3042
Economics,41102.3543,45.2951,44.3112,13115.1964,56349.0572
Economics,42954.4383,34.3307,33.7926,46508.3833,60391.9945
Economics,56712.3946,22.3537,7.4021,20899.4417,10685.1146
Economics,72193.7582,16.0944,35.5053,22592.2051,74357.2902
Economics,127923.3918,27.1335,30.1875,81320.2364,19557.3422
Economics,6728.5535,34.372,10.2303,69415.9282,34688.7503
Economics,81903.6376,30.9546,8.4094,80411.0799,49966.7914
Economics,8063.6643,32.6111,6.9941,50451.1956,57594.802
Economics,59588.0602,15.187,10.5356,80170.2353,44278.1573
Economics,180111.6184,2.2162,41.5942,43989.4346,81145.0887
Economics,32304.3788,-4.3805,11.8701,13335.0491,71932.8279
Economics,178545.1373,35.6711,8.3464,15581.4826,61843.5424
Economics,102415.5192,38.1166,27.0265,16968.624,26051.2973
Economics,177218.0405,37.3512,26.5868,69251.6792,41800.4336
Economics,86104.4288,0.0202,50.0,94547.1407,45168.663
Economics,77740.1119,28.4449,35.3664,49263.3078,94634.1981
Economics,32308.8704,9.8258,7.5128,37327.6768,18647.0753
Economics,146376.4577,41.0754,7.5461,73184.9049,43617.2972
Economics,102224.6154,25.2327,40.3426,95147.5467,24321.8819
Economics,145372.6343,42.4486,43.5023,62313.45,44263.1749
Economics,157105.5572,33.2569,20.8181,9086.761,4925.665
Economics,31407.1837,46.1003,15.123,18449.0639,75689.93
Economics,121633.0427,18.8063,26.3531,37260.9249,42868.2767
Economics,73128.6356,6.0402,45.9668,72096.9076,53673.5179
Economics,199423.2692,29.4761,50.0,2946.7508,43567.3675
Economics,178776.2771,14.9725,24.5256,76015.0536,37297.0478
Economics,108753.3627,16.0588,27.7483,67972.4615,72093.9195
Economics,59201.6106,12.1493,17.9193,50471.7501,61224.4655
Economics,132698.6587,24.6402,4.1711,56542.0078,54612.9811
Economics,185845.8773,3.5258,17.5828,12549.1722,98077.3515
Economics,41099.7927,22.4439,14.4962,66899.8545,61636.5046
Economics,171763.9657,7.5294,10.7156,61826.3656,82488.6143
Economics,107565.2551,16.3172,8.6584,82578.1498,73407.2355
Economics,123716.961,35.7389,41.4413,86755.102,97434.3217
Economics,83219.8429,44.4506,20.9772,41897.7372,3343.4904
Economics,31570.2623,36.2699,1.0019,47607.4539,54123.9377
Economics,129803.651,21.6999,27.4066,80735.4021,3682.0817
