Application,Speed_kmh,Fuel_Usage_L_per_100km,Distance_km,Load_tonnes,Idle_Time_min
Transportation,51.9164,5.3159,1562.2932,2.1184,103.6563
Transportation,49.1656,17.9365,1185.9734,41.0727,538.9957
Transportation,63.0824,39.487,1214.9756,32.0778,221.8196
Transportation,93.4806,20.0946,261.2006,35.7737,281.7521
Transportation,0.0,18.535,891.427,12.8651,142.8284
Transportation,68.2362,27.904,1166.8545,5.7413,374.7716
Transportation,3.1299,5.3699,1353.2897,22.981,239.0633
Transportation,64.2621,16.257,216.8148,13.3246,125.2928
Transportation,15.9568,24.0203,1318.7437,38.3663,185.3009
Transportation,80.9101,20.2962,1875.5825,26.1139,223.9627
Transportation,48.5578,26.9039,1561.51,6.9348,39.463
Transportation,68.7072,9.1419,1236.7963,10.9,16.7029
Transportation,137.5577,17.456,183.2639,44.2309,600.0
Transportation,44.6727,25.4732,1581.3156,31.9599,563.223
Transportation,102.683,14.5764,1349.5602,21.3935,333.6267
Transportation,95.0518,24.3571,1077.9045,35.4065,148.3008
Transportation,122.2614,38.9368,1586.2506,39.3857,124.6398
Transportation,48.9643,35.9611,1396.9999,6.8912,274.9172
Transportation,6.9677,30.0632,977.4135,42.738,218.018
Transportation,132.1242,10.4837,471.0351,45.8592,411.5602
Transportation,50.437,32.0071,1015.6225,6.0953,248.4364
Transportation,24.6118,19.7056,247.7784,16.907,581.2744
Transportation,130.7309,38.035,111.4585,8.8785,161.5188
Transportation,29.6411,26.7694,492.9224,21.381,13.4235
Transportation,75.8335,10.6457,758.5769,10.4793,361.8049
Transportation,109.7325,15.8016,1249.3423,18.4246,599.3489
Transportation,103.3026,15.1938,943.4384,13.193,523.3083
Transportation,4.3597,13.6602,1497.7131,0.0,0.782
Transportation,30.366,32.4384,1516.4086,0.9175,340.68
Transportation,125.7091,14.9743,1441.5568,26.6267,244.0961
Transportation,75.2559,10.6107,1175.353,26.7838,461.8642
Transportation,98.5817,24.4078,1380.4238,1.1584,167.7958
Transportation,49.51,21.5682,1925.2149,35.1049,154.9079
Transportation,108.3356,3.9734,1465.1555,0.8742,202.353
Transportation,42.8098,13.8786,1453.2426,24.4781,153.435
Transportation,28.9554,6.1313,597.3131,19.9743,16.8051
Transportation,140.0,32.2953,905.1806,44.3364,365.5792
Transportation,24.1863,38.2502,912.8417,30.014,360.1306
Transportation,139.0982,23.4906,688.6057,41.2266,496.1174
Transportation,130.7099,22.9674,1012.2009,48.3331,426.7769
Transportation,96.5866,34.029,1210.106,8.1218,398.5927
Transportation,84.9565,3.9695,1248.0465,5.939,153.4003
Transportation,0.0,8.5902,1645.033,37.9662,431.3341
Transportation,87.5468,27.4628,1331.7085,32.1155,509.5383
Transportation,103.6689,29.925,1753.6019,33.106,247.5525
Transportation,103.1801,26.2273,1289.2913,17.6219,310.7643
Transportation,23.1033,37.1664,765.3268,5.305,456.8103
Transportation,72.5182,16.8319,1235.4124,36.9696,296.1288
Transportation,82.9677,24.3582,1400.3795,27.1254,395.8037
Transportation,87.5128,38.977,1366.3444,24.3528,113.2458
Transportation,116.2027,35.7693,1700.4624,36.7927,341.3496
Transportation,97.4328,4.0773,1801.0805,48.7994,35.0527
Transportation,17.4741,17.222,697.0772,38.4588,127.1264
Transportation,2.7482,30.5321,164.5544,48.5543,540.2293
Transportation,19.2909,3.0,1369.8706,20.1601,372.4696
Transportation,5.0232,34.8077,268.147,44.0547,278.3465
Transportation,56.7706,21.6008,1797.6848,35.3726,303.811
Transportation,38.1189,5.5314,1675.2544,19.8771,0.0
Transportation,2.5923,19.6318,1365.2915,24.6977,286.6424
Transportation,9.7124,21.6103,1884.5559,8.5345,77.8909
Transportation,54.2379,17.2958,1804.2826,5.0652,520.4634
Transportation,130.5557,19.8438,1909.5697,23.9102,251.4555
Transportation,139.5024,35.4996,1447.5034,48.576,129.043
Transportation,10.4138,15.3444,708.3988,43.4666,295.8802
Transportation,117.196,38.8815,80.5179,1.7379,191.8883
Transportation,69.0829,27.8886,123.811,49.1675,270.8334
Transportation,90.0748,36.699,1545.8514,23.1727,412.9189
Transportation,72.5511,11.9823,329.0537,8.1383,284.1228
Transportation,127.9102,22.2782,602.7876,45.0766,523.4681
Transportation,66.3366,22.8377,1115.4489,46.5499,149.6081
Transportation,23.4198,7.0226,192.1474,43.2208,205.4642
Transportation,113.378,21.2987,1943.63,31.5658,452.2868
Transportation,67.9723,34.4384,1637.4991,10.7235,482.8251
Transportation,16.1264,3.0,1160.0042,12.6761,599.2491
Transportation,64.5026,27.2223,1847.1263,46.8127,364.8066
Transportation,93.4994,40.0,925.8501,15.5251,320.0616
Transportation,40.4685,22.1535,1830.462,22.8578,365.1398
Transportation,125.9639,13.5466,1642.0375,37.5293,231.4057
Transportation,122.0402,24.407,91.2418,40.5425,230.2672
Transportation,79.1627,23.5401,1599.4193,21.105,168.6453
Transportation,4.7809,7.8511,1565.6055,19.2519,358.5438
Transportation,76.8244,10.3074,625.7436,16.8486,508.443
Transportation,57.1504,27.4279,996.5139,17.7275,389.6454
Transportation,104.5189,24.3925,317.8535,39.2774,277.4689
Transportation,35.3577,15.6659,1365.8407,3.9783,24.5268
Transportation,81.4103,38.8612,1359.2862,39.454,142.6001
Transportation,79.2725,26.3216,1956.0751,11.2352,507.7117
Transportation,73.4236,12.6319,1452.3261,7.6566,244.0545
Transportation,16.9976,19.134,981.1659,5.7957,542.371
Transportation,75.4776,28.5067,387.0479,11.3476,153.7924
Transportation,80.3284,27.7786,1618.5981,42.5258,349.093
Transportation,127.9362,12.5985,733.2384,26.5192,571.9725
Transportation,61.8659,27.724,1904.6275,12.6964,311.8148
Transportation,84.8586,15.1904,453.1746,8.3675,135.4738
Transportation,79.3203,20.3056,354.0682,37.1562,160.0608
Transportation,29.8525,26.3468,1243.4934,25.5589,89.824
Transportation,21.4915,23.8428,1834.7417,4.6232,25.0582
Transportation,105.8206,28.7835,293.6648,20.015,397.2833
Transportation,75.019,17.8416,107.9605,22.6216,463.7834
Transportation,126.4459,31.1294,1883.6138,14.9068,476.9641
Transportation,125.5436,3.5715,281.9692,12.7309,63.424
Transportation,41.9425,9.965,1220.6371,15.4276,556.9908
Transportation,16.1157,38.7315,418.0981,34.7061,372.0057
Transportation,49.5929,6.2789,286.4282,48.5236,56.5589
Transportation,9.7122,27.493,314.5499,1.853,73.1914
Transportation,109.8413,36.4887,1340.8594,32.3833,295.5082
Transportation,23.4481,34.3486,1456.8601,3.8541,156.6272
Transportation,119.4371,36.8153,315.874,11.2678,132.8662
Transportation,59.6898,38.7509,267.9685,27.7512,5.4139
Transportation,43.552,16.6743,1825.1217,40.7445,315.9142
Transportation,68.3784,14.7387,1103.3168,22.5048,53.2519
Transportation,83.6739,6.1896,1552.2152,44.8368,56.4352
Transportation,93.2088,10.281,227.153,36.4793,97.7832
Transportation,47.198,27.7461,102.4862,9.206,8.8908
Transportation,140.0,15.7627,813.6905,32.5529,70.6469
Transportation,60.7594,14.8897,1079.7579,16.5499,345.8209
Transportation,114.0085,26.3594,712.1612,37.9456,158.1653
Transportation,3.0077,7.4171,1430.0947,10.3623,21.8679
Transportation,106.9371,5.3119,1330.8895,7.1478,69.0931
Transportation,79.8561,32.3061,887.7078,31.7006,41.2575
Transportation,83.6747,31.4079,168.156,31.4016,455.7522
Transportation,49.3964,17.6008,1219.1,29.557,346.5232
Transportation,76.586,23.7119,401.6845,12.5419,239.286
Transportation,130.4596,10.1391,751.6716,9.961,515.8476
Transportation,49.3676,17.5165,55.8827,43.5177,41.6423
Transportation,18.475,4.0935,1017.1067,26.1521,14.7892
Transportation,98.2153,13.0526,1457.1478,20.3592,252.9159
Transportation,67.9232,3.7665,1182.9573,42.7891,162.745
Transportation,57.5946,19.2337,1470.6942,1.1852,280.8589
Transportation,108.1685,21.8088,1975.3649,31.7275,546.8084
Transportation,81.2438,21.4092,1250.2494,7.938,267.131
Transportation,91.1647,15.693,408.1789,11.3474,117.3146
Transportation,132.9955,10.5373,1123.2069,31.128,496.7697
Transportation,3.8901,18.7841,449.9639,14.721,238.0113
Transportation,36.524,35.3561,651.9616,37.6645,465.7418
Transportation,124.3702,39.7408,722.6225,28.2912,85.526
Transportation,111.9171,14.6093,1062.2972,17.1203,215.2255
Transportation,28.9366,38.6727,1055.5032,44.1509,15.3921
Transportation,22.0767,19.3731,1257.2556,31.6843,139.1313
Transportation,115.9056,26.1238,885.7426,21.4074,364.0563
Transportation,76.2692,33.2954,356.617,22.2737,180.0246
Transportation,116.7376,17.3728,987.6265,13.845,87.6107
Transportation,124.7043,10.9959,1561.8758,5.7588,19.9998
Transportation,13.3861,13.4249,1369.8413,16.4615,354.5804
Transportation,140.0,33.5091,219.0929,13.1588,27.5086
Transportation,97.7189,36.5663,1938.4113,17.0389,488.3784
Transportation,118.3174,8.4146,481.5507,22.3127,205.9562
Transportation,87.8574,29.5135,1198.4078,4.088,191.9097
Transportation,38.5416,5.1606,108.9233,5.4221,368.9884
Transportation,86.2351,34.9422,1739.3499,36.892,323.1993
Transportation,72.156,34.3833,1351.7506,9.8759,600.0
Transportation,125.2327,30.7539,518.0399,17.4079,23.3031
Transportation,79.0876,32.2641,1338.9552,31.3604,523.0961
Transportation,8.3357,25.1766,574.4094,50.0,350.72
Transportation,92.2235,9.385,525.4163,7.0766,527.5867
Transportation,3.741,36.6409,876.2519,37.7884,431.8126
Transportation,133.0007,9.472,1135.206,25.2669,460.7714
Transportation,71.213,11.4764,371.1324,5.1895,482.7111
Transportation,133.9152,18.5986,1477.7021,8.0355,34.5226
Transportation,4.6672,21.4578,1154.6838,35.7829,501.3406
Transportation,75.8339,7.2784,0.1,45.0413,418.6988
Transportation,35.811,31.914,1044.5639,0.0,568.2911
Transportation,86.6581,8.6107,805.9587,10.0031,81.669
Transportation,70.9723,26.0124,1340.038,16.4963,547.8372
Transportation,83.4035,19.5651,1724.976,47.9334,514.2999
Transportation,51.9438,33.1632,515.994,33.7244,123.0603
Transportation,12.538,14.111,1266.1815,17.178,88.4493
Transportation,14.7707,34.1241,259.4476,11.0401,408.4675
Transportation,120.0358,12.5241,212.4766,11.7711,408.4723
Transportation,95.5312,24.0723,1820.9835,2.7461,420.8281
Transportation,109.9556,20.219,1787.7696,49.1785,528.9224
Transportation,22.2501,15.738,998.5119,48.3067,330.3188
Transportation,0.3623,3.1608,338.3548,0.0,165.2207
Transportation,0.0,17.6463,434.4551,14.1436,517.2735
Transportation,75.4058,8.4965,1193.6169,1.3368,255.3134
Transportation,74.6797,11.1926,1297.3248,12.176,275.7639
Transportation,19.9838,27.8645,1374.0944,46.4166,275.7679
Transportation,49.0281,25.2686,1461.7777,43.4784,504.6475
Transportation,77.5513,21.2713,411.4192,34.3687,600.0
Transportation,95.1945,22.9292,606.1723,50.0,73.6612
Transportation,108.1611,7.9103,0.1,36.1249,92.8181
Transportation,90.4656,7.5714,111.625,10.5804,176.1492
Transportation,1.7545,22.5001,632.0812,40.8751,565.4018
Transportation,82.223,17.7785,370.0175,26.5914,337.1253
Transportation,14.6857,19.6579,889.6613,25.213,0.0
Transportation,77.0356,34.8967,1722.1705,42.7421,374.8873
Transportation,48.1244,9.9335,1474.5061,24.251,316.7252
Transportation,40.8883,36.7379,1452.5963,16.17,53.298
Transportation,71.23,34.267,1158.0785,45.2416,60.3906
Transportation,50.6088,35.3942,1353.7735,4.7126,64.5692
Transportation,115.4493,26.5248,416.8369,32.4507,318.7427
Transportation,34.0269,34.6051,1074.4299,38.1996,338.8813
Transportation,16.965,39.8601,1156.8507,2.2213,284.0969
Transportation,120.0172,20.0725,1301.1228,10.0025,256.0411
Transportation,29.0231,34.6739,1584.9274,11.1887,357.6076
Transportation,5.4417,37.0333,1884.1024,43.282,391.1439
Transportation,58.5069,15.4847,1459.5547,31.3781,600.0
Transportation,112.8374,19.5612,1775.354,10.821,332.7379
Transportation,60.424,23.2427,1119.8207,43.3199,155.6611
Transportation,57.4944,14.9855,567.3101,11.8097,598.2549
Transportation,4.3249,15.7276,1304.8613,32.5246,64.575
Transportation,99.1532,17.2514,1967.6506,23.9409,209.6269
Transportation,50.9673,18.4973,1467.4387,5.5635,527.8593
Transportation,105.5868,13.0526,1976.8694,36.8484,559.789
Transportation,59.2355,22.1515,31.6846,15.5083,399.0948
Transportation,69.0282,31.4371,525.8768,18.3875,4.1183
Transportation,81.8885,26.6455,510.0633,10.7108,276.7515
Transportation,26.7646,17.6169,839.212,41.5443,567.4409
Transportation,42.5699,7.773,72.8703,8.2143,524.156
Transportation,83.5041,33.502,1834.6347,11.1323,540.5158
Transportation,114.5399,22.0782,1428.2544,21.0109,174.7629
Transportation,135.5883,39.4377,176.3864,9.0295,487.6558
Transportation,71.0162,12.3847,328.4528,5.7552,411.5597
Transportation,13.233,9.1366,1180.0795,26.8659,527.0143
Transportation,131.1342,3.0,1803.8571,47.6331,383.9989
Transportation,58.0058,5.6357,186.553,39.3413,248.4008
Transportation,17.622,16.997,875.4564,9.5287,383.3603
Transportation,137.4122,10.3834,417.4435,28.7408,208.0359
Transportation,37.3132,5.4683,361.866,38.4894,0.0
Transportation,92.3976,12.6176,1458.5614,6.827,471.4891
Transportation,20.7009,31.0403,1621.9628,4.6714,497.0075
Transportation,105.7479,29.5611,1849.1204,44.4862,445.7257
Transportation,139.1663,10.1663,1413.5405,13.562,107.312
Transportation,139.8878,38.0026,84.84,25.8312,79.5581
Transportation,15.2212,8.0151,725.6587,12.8037,85.1238
Transportation,105.2913,6.0949,922.1512,2.2678,299.2019
Transportation,91.1244,9.6312,514.7767,26.2841,157.7933
Transportation,116.9698,8.25,1086.9481,23.2882,531.5056
Transportation,45.4184,25.7836,452.892,34.8389,326.6715
Transportation,55.2916,8.7586,1757.4762,44.3083,261.2621
Transportation,43.9385,26.5707,285.3711,5.5005,511.2793
Transportation,103.6863,13.2347,864.6584,10.0352,32.233
Transportation,113.4828,11.8923,277.3611,47.895,538.5212
Transportation,38.0154,35.7277,721.5931,20.7647,493.4435
Transportation,79.9929,10.804,918.8763,46.5923,407.3413
Transportation,17.7015,35.2088,1155.7631,15.6206,66.9032
Transportation,6.5574,14.9221,623.4105,17.0585,30.5725
Transportation,85.4524,40.0,1572.5619,34.8769,114.7648
Transportation,117.5556,39.8182,1050.0623,4.1281,157.4654
Transportation,129.7967,33.8711,2000.0,20.2067,343.9257
Transportation,89.242,35.1627,206.6159,19.8294,54.5643
Transportation,111.6269,33.4545,319.4211,3.3965,91.9586
Transportation,55.8459,26.0435,1648.1563,15.2327,133.0849
Transportation,123.7075,33.2318,1002.294,20.0031,390.3936
Transportation,109.0491,24.8212,649.6152,1.8296,211.983
Transportation,47.5377,34.7615,832.9002,0.6772,162.0463
Transportation,82.8246,37.3584,1090.5715,29.3318,14.7996
Transportation,9.1299,30.209,160.1126,11.0798,63.802
Transportation,21.782,38.4044,1462.514,17.2283,331.4242
Transportation,133.6648,19.0365,905.4795,4.4329,375.0622
Transportation,0.0,39.0626,798.2346,4.1174,441.5544
Transportation,28.2317,11.07,1556.1285,9.5225,282.6045
Transportation,19.3991,4.3069,1185.8578,2.2649,163.1716
Transportation,101.6943,7.1298,1575.4545,38.2146,179.4866
Transportation,13.9602,9.6234,1894.774,46.3606,428.0771
Transportation,2.7465,32.6064,1897.0417,26.9716,257.7512
Transportation,130.2878,18.5734,864.0723,41.4477,93.5797
Transportation,127.3592,11.8777,83.7035,5.7003,0.0
Transportation,52.294,33.3039,33.2491,23.6286,151.5636
Transportation,15.7539,10.8987,1388.8514,8.2785,453.6549
Transportation,95.2771,5.6827,187.7239,49.3158,387.0881
Transportation,122.4144,20.7553,771.3352,3.5365,66.7135
Transportation,139.4521,5.3391,1367.726,20.1412,263.8
Transportation,17.1649,12.8652,1922.4317,3.8378,94.5542
Transportation,89.306,28.2534,471.0217,3.394,273.3656
Transportation,60.7886,17.6317,59.2915,37.7464,69.4169
Transportation,23.7997,7.0949,77.7529,4.4182,405.1246
Transportation,113.1694,19.4804,440.3187,1.1803,365.7658
Transportation,117.0342,21.793,1981.2413,47.6559,155.895
Transportation,132.1816,11.9286,176.0867,9.3813,580.3013
Transportation,10.978,8.9086,1549.4687,41.5247,350.2684
Transportation,30.9146,30.044,284.3322,48.3983,140.452
Transportation,112.4487,5.7634,438.5663,38.2284,218.2422
Transportation,56.3507,38.5493,149.5543,7.0138,566.3471
Transportation,65.5344,3.0,459.2982,9.2275,124.7682
Transportation,84.7188,28.0251,216.6486,11.2861,125.5365
Transportation,56.4305,7.2888,51.1895,32.2353,346.9621
Transportation,5.1043,22.4765,1595.6783,10.1754,188.6482
Transportation,80.5901,10.5372,340.3429,3.3186,173.4259
Transportation,28.8252,5.0013,205.238,21.619,252.4842
Transportation,132.1265,34.4174,571.5316,28.3033,495.9235
Transportation,96.9176,16.3623,1477.6034,23.2418,529.9014
Transportation,117.9074,13.0041,406.3399,25.0265,416.8566
Transportation,133.6598,37.5358,1107.7099,24.851,337.3213
Transportation,10.2565,7.6212,464.1478,12.7702,0.7062
Transportation,21.7752,16.9082,737.4989,45.7214,322.7271
Transportation,108.6937,9.3385,1008.1828,42.1833,563.3388
Transportation,123.5262,39.7373,1524.598,16.2007,499.3362
Transportation,1.2014,23.755,595.0821,2.4494,90.0512
Transportation,129.4807,33.1628,872.9859,42.028,582.9283
Transportation,59.6393,8.9989,1270.5426,35.325,154.5167
Transportation,66.8176,15.0033,517.4505,5.8573,85.468
