Application,Income_USD,Expense_USD,Savings_USD,Investment_USD,Debt_USD
Finance,145322.8463,5146.3016,100063.1358,383567.9771,231183.7375
Finance,132651.8414,99840.9072,58532.6083,241989.4357,259570.7673
Finance,127325.8646,20679.8919,101464.9969,166833.3521,4830.1433
Finance,117847.305,117988.7823,89957.735,423633.0225,52303.5931
Finance,48992.3534,112361.033,174571.1549,18329.7283,61814.9051
Finance,82742.8419,29403.3804,145760.6072,349921.6963,155696.5852
Finance,88250.8502,116701.6612,131273.4685,57308.089,40493.6972
Finance,115662.4578,119819.4755,0.0,253108.3091,288324.4568
Finance,37184.593,142270.6007,197597.2651,446696.4742,115978.1927
Finance,141728.4894,107088.7932,118529.6651,142924.4812,39595.3654
Finance,61134.0299,131441.5475,49325.721,19138.4311,232325.2661
Finance,129180.4964,91414.3836,119743.6055,170427.1682,161794.2892
Finance,99604.7374,91767.7661,168160.5952,233011.4039,265240.037
Finance,121229.481,103394.0266,107213.9141,368352.7586,279208.3745
Finance,83429.2472,63280.7758,160891.3221,25510.7922,263600.6379
Finance,95567.1882,33736.5375,82459.2437,67984.6655,159697.3986
Finance,168754.9463,65583.0785,115731.4012,215063.0801,75079.5328
Finance,89433.0365,84077.6908,86284.0381,37530.9795,137340.4475
Finance,157505.798,106555.1104,110139.2583,476725.0958,133384.7461
Finance,77083.3287,67969.6281,30542.87,272518.9275,300000.0
Finance,142751.4495,43876.8882,118670.5072,181940.9137,67467.7825
Finance,48322.673,33994.8325,191120.4195,481078.1966,133074.312
Finance,185763.2956,26038.0302,151413.5709,317515.3994,178055.0173
Finance,187243.0281,68330.7249,61883.2849,263319.7723,119601.4809
Finance,179231.8325,102987.0511,173795.1866,120581.0155,39395.7164
Finance,61775.5137,126031.3927,171897.8724,133541.8234,271980.6722
Finance,59619.3836,50105.0859,34513.6773,173421.0502,258923.5388
Finance,33237.0703,85067.3882,13677.4063,360230.527,73328.7685
Finance,174491.0842,72515.0446,116328.5225,401257.2438,141692.9605
Finance,17891.9746,143055.1689,98463.8587,81837.8753,212958.8927
Finance,125238.8552,136448.1568,145745.1751,410514.8755,284798.9167
Finance,65114.878,130074.7356,61615.0808,163402.2922,52418.6218
Finance,37214.2606,81649.9901,71913.3613,101060.8644,197155.0736
Finance,37337.0653,64743.0094,49672.591,100051.7967,248935.0877
Finance,177019.2667,94554.0651,61771.5575,225871.7828,5362.8838
Finance,176134.2317,20987.4508,0.0,390196.5294,241008.5152
Finance,57133.2588,131501.6421,94929.6246,287065.3514,231890.63
Finance,7318.5039,40199.1384,93377.1043,226449.5968,278885.4533
Finance,171299.2919,123087.0698,70910.3728,13133.3719,28439.8492
Finance,10453.8954,44099.3634,105660.001,285699.0069,44026.2343
Finance,16867.3657,80099.0869,70878.5873,360003.7837,147078.8468
Finance,165778.372,115220.33,91037.4944,55113.5445,283441.7233
Finance,160073.7467,59778.7531,0.0,488919.3603,255599.9174
Finance,40027.8294,56135.5025,7438.1665,41455.3937,204152.2879
Finance,11217.472,131388.6946,19310.3993,336095.3027,133668.9191
Finance,16538.0123,10326.8572,40172.7403,268091.818,69340.841
Finance,89070.2028,126494.2126,90060.1453,434667.2201,146120.6292
Finance,81490.0627,135032.6365,171416.6824,202341.4388,68981.0597
Finance,37013.1281,77997.4169,84516.269,239877.9706,235813.5782
Finance,181533.844,104528.6364,127717.2383,276738.5139,135431.1929
Finance,103257.1823,126066.5504,5724.9222,434676.5931,167771.2812
Finance,168422.9066,70167.6473,170899.9942,397063.3354,196564.6764
Finance,18159.2832,133932.6507,20892.6392,148094.8401,155618.1056
Finance,192805.9391,52760.7103,58946.94,471536.6162,222972.1466
Finance,156947.5602,40572.3438,156038.1029,377335.5148,234682.0284
Finance,61687.2982,143748.2811,51430.692,682.4902,80414.2627
Finance,1486.9925,4981.6704,45614.5757,78561.2857,94034.0511
Finance,34642.9958,47025.1466,121687.1968,430135.7966,17123.725
Finance,86279.1084,70896.431,184088.7278,327376.6212,33919.1329
Finance,100.0,43437.5804,42893.6608,136961.3506,254834.8776
Finance,5210.3408,43747.0215,123211.0101,90389.9808,55955.5373
Finance,20831.8979,56576.6158,113961.1632,68733.7054,244830.0791
Finance,153994.1855,63487.3753,133226.7638,177694.4142,298214.3452
Finance,112088.84,11293.0706,192694.176,449111.5758,72010.72
Finance,37254.1142,113674.0104,32672.2725,176589.1885,142711.004
Finance,50037.4785,29202.6657,128454.3684,318930.9919,158663.7374
Finance,126267.7485,5342.4932,32745.1731,49186.8413,287788.4361
Finance,62865.1392,87319.3011,67549.7849,277504.0003,53550.4781
Finance,134803.6324,100650.5096,85407.0124,176435.4664,254368.9522
Finance,161213.5117,117660.2969,166817.3139,69036.8989,289683.9322
Finance,56793.4297,16344.8575,10445.0502,387253.0301,164621.6011
Finance,69567.4677,27477.3735,147558.3764,413440.134,55958.679
Finance,10204.7144,30009.014,185948.1504,147594.0992,98535.5022
Finance,168457.6129,90294.6371,19236.1656,342396.4833,300000.0
Finance,119745.6218,130684.1063,163510.7217,229262.2743,39565.6165
Finance,173876.2757,108802.7378,22259.5009,23968.6261,139804.2209
Finance,38176.4788,39802.8019,200000.0,220875.8491,58385.5759
Finance,194804.8466,127899.682,165649.4595,294550.5813,261999.8032
Finance,143831.8374,100607.2987,138645.4794,145211.6735,173935.1586
Finance,34053.0846,109772.2518,115004.4736,466591.8791,282014.3563
Finance,95100.8943,140680.1146,194225.9191,260688.2729,282768.8591
Finance,138035.6443,145549.407,21377.7034,193630.4659,151107.9471
Finance,100.0,58496.8161,23142.3956,364956.1538,289627.2704
Finance,159835.9165,94347.4633,165488.8214,160218.4148,3195.2351
Finance,183105.0645,24681.8164,93467.4162,7494.3075,51507.7635
Finance,10918.5592,62423.1138,172971.1017,293.0272,219424.0429
Finance,183707.8382,41694.6476,76610.4238,140106.6428,157618.2063
Finance,87113.9091,54341.8216,88488.5648,67349.5505,298140.0237
Finance,100588.1515,106243.1711,68604.6218,178036.1776,232778.6632
Finance,164335.1996,34951.2166,197141.75,376189.095,199842.6274
Finance,117103.4017,26533.1628,88493.8777,145232.4177,278985.9628
Finance,67441.6072,60223.8578,146261.5024,274542.9623,86024.289
Finance,142477.3684,18632.0251,139538.5652,437632.4602,53914.2605
Finance,29510.7294,120117.3712,41138.5616,333554.9276,160038.1315
Finance,135848.2417,140690.2799,180290.2183,270594.8255,60272.854
Finance,151461.374,116565.5906,108335.7559,449442.3275,59683.3828
Finance,68468.2607,82754.3778,175073.7146,174300.9636,94350.2449
Finance,200000.0,100105.0579,161137.1774,99201.916,200856.4728
Finance,128071.9492,118678.3522,10782.7353,382089.4737,16214.5823
Finance,19212.2802,13122.5428,121086.4926,38036.691,263456.2827
Finance,192918.966,61779.4086,154149.0154,196917.5569,176471.4265
Finance,148983.1173,18444.9116,181999.2566,129226.0183,90840.0816
Finance,138933.4169,18102.8194,103129.2935,478902.1848,42332.8749
Finance,43524.3044,117019.9609,149637.8125,186560.4346,231884.4327
Finance,95860.6841,126797.2795,195512.7683,315783.3915,141475.1664
Finance,177585.9443,10282.1208,161161.7439,139836.7384,129920.1506
Finance,57336.4836,26292.4558,172849.5383,494223.7255,143232.3949
Finance,79089.5548,35098.2371,83872.0033,100526.5945,124608.6942
Finance,46850.9922,131959.2282,20890.1235,446433.1206,155194.2271
Finance,49925.5098,133791.0703,184792.5096,212779.5082,194087.3188
Finance,6379.2698,109865.1951,141997.8001,235318.3427,124195.4836
Finance,145310.6634,118837.2588,36095.7456,343283.0113,292796.2498
Finance,21999.0416,48172.8002,199591.8936,39545.4777,120100.3527
Finance,109670.1099,60423.6609,138551.8647,266856.5107,66082.7782
Finance,7652.7201,40264.8878,19383.5089,117550.046,300000.0
Finance,192739.5925,138867.7372,32673.3954,86296.2337,88876.1217
Finance,147861.9507,114240.7947,166151.8755,435222.2178,188979.1212
Finance,128087.2552,51581.0387,191130.5544,500000.0,258510.9812
Finance,34921.1837,22968.3696,65559.1067,500000.0,5895.799
Finance,111455.2469,22633.2648,81576.192,404036.4223,85282.2181
Finance,99098.6048,28396.9414,78457.1915,441210.8561,157026.1601
Finance,68903.2812,90187.9841,164471.3106,459850.3087,144539.9092
Finance,26948.3946,138438.8015,91593.6676,91285.725,14714.204
Finance,68162.1716,135413.7294,69402.6868,46544.6435,137139.9127
Finance,122473.3499,6892.4225,120854.521,54347.9587,32896.4684
Finance,84451.0022,106841.7366,104816.8699,78716.8887,77427.4348
Finance,109045.8507,29022.7748,104404.3544,415586.8561,230127.5682
Finance,114201.7396,44504.0096,79210.5775,461090.1036,50515.639
Finance,53661.3714,79248.6343,88703.2984,181889.2306,194859.5706
Finance,24668.5184,127688.5465,11299.6234,4766.7698,283974.5888
Finance,109323.3495,30712.1242,186706.9869,160822.8045,74378.4513
Finance,177928.2196,124946.5558,1861.7304,349991.3519,84001.2679
Finance,200000.0,100889.9592,155533.0988,491591.7009,281421.579
Finance,150542.3655,103198.9451,63850.0796,221244.0224,189621.3753
Finance,41253.1166,24039.972,24886.9427,176662.6344,226263.0402
Finance,129350.4313,71156.3723,125377.5821,325794.8202,240414.2649
Finance,48432.5891,44302.6399,148013.5989,116059.207,218905.8938
Finance,111861.5224,81776.9171,120976.5186,396743.9087,296402.7238
Finance,97312.9646,102830.8847,117195.467,208475.3792,87059.7665
Finance,73897.5108,10237.4337,104169.8715,488911.2412,161592.1207
Finance,126494.5712,94020.1274,104963.6851,478085.5015,194546.5218
Finance,179089.0881,75809.9567,173722.5038,340700.2697,222751.2393
Finance,71581.366,131182.9414,13778.0997,307054.4978,57687.885
Finance,99796.6337,121728.8928,30762.3805,71603.5389,266388.1963
Finance,93443.6669,60123.1247,167734.1908,158877.7141,244705.4639
Finance,45422.8578,144621.3482,63804.9567,442940.1079,82917.5513
Finance,80419.0129,89299.3424,149016.7335,177239.9769,160153.5901
Finance,6845.417,146332.899,64289.3399,195861.0707,84536.1932
Finance,107305.0313,105505.3348,184119.9391,410705.8534,111711.1093
Finance,148082.7245,66488.7009,53780.1685,220895.4717,165907.3997
Finance,71695.7077,34894.3642,87614.7872,406571.0265,169784.7832
Finance,145792.3841,73227.6186,27557.6136,47158.9794,157347.3332
Finance,151843.9664,139394.1876,134285.6638,363235.5637,168624.5048
Finance,191019.0508,26102.3486,82137.3232,35329.9911,192874.4366
Finance,107341.4497,70137.8834,187853.3862,404989.969,5093.296
Finance,85392.7097,46516.4853,3361.2398,272781.0104,43133.8398
Finance,125658.0661,127514.6559,85317.9068,276788.2316,140901.1377
Finance,128232.2831,122015.3124,4085.1574,186551.8411,215410.4912
Finance,189127.8918,87394.1426,69158.3142,447230.9005,142609.5934
Finance,140696.0552,62769.2624,71548.5874,260259.2607,179557.4851
Finance,56853.6953,98966.7223,49170.5118,142405.3263,286981.0364
Finance,29709.1825,142701.9526,47751.5383,405112.5791,223712.6774
Finance,155779.3394,16321.6676,55788.5444,473092.286,284428.8535
Finance,35560.3374,137264.2122,55088.5081,123208.9236,6509.8849
Finance,124085.3683,48442.853,59674.3471,299934.446,141837.7522
Finance,27104.3514,4397.0242,169918.3588,293643.2498,103659.5508
Finance,145771.0183,111001.9316,1445.5707,296003.3002,214223.7368
Finance,158052.996,113343.3312,199777.0641,282211.0066,276646.9548
Finance,197873.866,48551.2073,57591.4083,51611.2323,10280.9739
Finance,192132.0668,115286.721,10056.76,203828.7441,26423.857
Finance,136988.9939,124532.8705,37270.4107,498096.2504,200586.8014
Finance,50461.8995,103268.6705,189071.0436,42225.0501,105243.5738
Finance,4401.2964,5150.9627,200000.0,324909.5354,60802.7617
Finance,111138.7497,106465.0336,52944.2536,457581.1233,286164.4105
Finance,156540.4964,141249.9357,48481.4321,108386.7726,7208.2596
Finance,8823.4039,96717.8584,165459.4309,405218.5215,75853.1853
Finance,106654.4777,52808.726,177188.4744,139144.8764,92980.1434
Finance,170054.0999,81610.8457,132917.5262,0.0,234347.2342
Finance,128743.0661,142440.5549,187200.3368,255874.3893,167184.7803
Finance,139897.5287,73626.5249,189162.136,341882.89,102722.1605
Finance,92816.2798,125311.4809,156214.6955,117093.7854,56820.3531
Finance,187368.0384,27761.8313,68824.5106,47963.2597,58901.3458
Finance,78624.3036,9378.4967,31583.3371,278967.0792,5300.1151
Finance,75267.0328,59452.2164,108966.0647,76015.634,249166.0025
Finance,103993.9375,24803.5222,59787.2942,80862.6791,32579.7796
Finance,115753.1445,48983.4926,20820.2531,353553.6078,247365.7748
Finance,111958.8143,105855.3129,77502.8807,294064.0655,47436.6375
Finance,157693.955,63270.587,96207.3561,490815.7378,273738.977
Finance,165856.9812,48368.4073,134972.767,168362.3162,207557.2361
Finance,24489.1417,134878.7699,46260.5905,120354.9186,102905.244
Finance,116967.4237,0.0,171228.2691,316704.7212,113309.2186
Finance,192146.9148,126336.2786,39183.4846,489048.7412,81512.8831
Finance,125252.1967,87324.5583,200000.0,265075.5205,61507.1919
Finance,136220.1009,9333.6934,112620.2152,139758.6805,274252.3198
Finance,169398.3822,1968.8505,27184.6142,469367.4394,55002.0925
Finance,176505.5986,28231.9739,171908.8467,303811.6348,49401.8328
Finance,3507.2265,147023.183,47929.9852,102031.904,108056.4463
Finance,41065.6668,13304.7314,43217.0819,479138.9403,292107.2676
Finance,164883.8534,112520.3043,26282.1195,155802.7696,132208.6119
Finance,132887.7975,62609.2776,112600.174,454601.7917,110599.2083
Finance,128505.5575,34644.1978,173511.4493,315473.1928,299231.7324
Finance,171629.9263,87353.3477,181238.9868,249238.1493,222456.2621
Finance,155614.281,57389.8528,158528.8273,164714.2708,284869.0563
Finance,154015.0104,51227.1372,120399.6246,36999.3243,73735.4242
Finance,6390.0619,37500.3339,104591.5373,106765.9334,228042.0056
Finance,164877.1518,67550.3166,79947.9789,184199.2126,278871.5033
Finance,39545.1031,31084.9752,10600.5563,149630.0289,165630.4482
Finance,7277.6968,131710.415,158897.7732,43517.2101,122858.896
Finance,102893.0288,91751.5891,200000.0,285917.6507,78230.3172
Finance,189557.0443,10300.9667,174481.8719,238331.7047,176082.4645
Finance,177058.849,68418.5772,181237.1519,59054.3954,60534.9923
Finance,199336.5654,89817.4844,65416.7889,245606.3865,132755.1194
Finance,48174.6565,132865.45,12761.8296,51249.9565,201349.0457
Finance,139896.7143,0.0,171160.2359,465137.4324,192043.5398
Finance,10513.7932,69089.9825,152309.3653,137649.4658,210906.5298
Finance,160854.8173,105022.0021,77661.2129,363450.9885,178067.0429
Finance,108135.7584,31018.852,162922.4528,130348.4567,13071.3735
Finance,194423.5674,32435.8732,28236.6193,248657.6268,12911.87
Finance,46229.7143,73901.7173,135628.5914,475027.3894,175601.5905
Finance,154930.136,131114.3406,190272.1791,431402.0086,273155.7054
Finance,38195.1885,60134.7299,179921.1246,396016.9988,59857.8746
Finance,56981.5584,70354.2876,153682.4144,414937.3776,216092.5577
Finance,55473.4641,95242.0721,49160.7832,396838.5339,123214.4086
Finance,107723.4586,44138.3631,24797.3957,371350.2656,45432.6042
Finance,77649.5434,135391.6936,69715.2397,438448.7504,17859.4247
Finance,87734.9068,139538.5262,131194.5159,176479.4926,225647.4889
Finance,103627.6939,94734.7271,65298.8855,270618.9032,43979.7622
Finance,10976.3004,94648.252,78410.5359,317059.3923,86301.834
Finance,137560.3108,99571.6223,84771.6198,89627.8764,127811.8728
Finance,131627.9623,31575.0006,60824.9435,267250.1761,207147.3987
Finance,185420.1963,109859.0056,189525.6908,66267.9995,117376.9016
Finance,29128.0898,49762.3499,64574.4134,316313.8582,108871.6713
Finance,100.0,147894.6607,196723.6804,57602.0793,245067.0004
Finance,29586.2006,114733.9172,40238.5539,242886.7816,0.0
Finance,82700.931,80959.4165,173814.7514,241078.6545,231496.1982
Finance,45804.8255,133496.5613,151012.9076,50473.1361,156953.0712
Finance,46552.9139,144485.7795,126370.8466,212697.8841,165985.8689
Finance,171380.8073,123364.5742,90713.1577,349153.4454,101930.1893
Finance,64769.9963,113367.5452,166528.3275,283084.1365,29727.0053
Finance,84331.2369,9805.7288,94099.0792,217947.6335,32965.154
Finance,133966.7519,105503.2253,34088.8045,177725.4389,99390.6205
Finance,65126.3688,52514.5808,60936.3004,11969.3662,218429.1784
Finance,112723.6455,138604.244,33713.9375,478639.0356,275020.1525
Finance,109741.7627,89532.3406,114832.736,196083.8986,238452.0046
