Application,Open_Price_USD,Close_Price_USD,High_USD,Low_USD,Volume_shares
Stock_Market,336.5041,856.8302,344.0505,576.562,2591757
Stock_Market,917.6934,342.48,281.5632,518.5524,1665795
Stock_Market,674.015,1917.9782,995.7737,376.4927,1786887
Stock_Market,1121.4605,1539.0254,1346.5294,1027.2307,4423898
Stock_Market,1257.6391,1432.566,362.0341,1033.5142,853259
Stock_Market,1980.6143,1425.3777,1839.9576,476.1365,4788814
Stock_Market,1501.9509,860.7175,1109.955,1229.8869,4437259
Stock_Market,1348.4554,1839.0882,900.8935,1494.017,4030173
Stock_Market,684.3371,176.6917,1208.4546,773.5207,850277
Stock_Market,10.0,1603.4118,1275.0643,1134.1189,2318910
Stock_Market,581.3731,410.2911,187.8894,1030.6747,1058345
Stock_Market,1556.5956,659.9479,2024.9373,359.5148,620657
Stock_Market,378.4863,1042.5505,713.6706,1495.7164,4657965
Stock_Market,1416.7084,1496.8708,87.7602,1609.3337,3197103
Stock_Market,1112.9353,1653.6277,1826.9019,1298.2488,3047734
Stock_Market,327.6095,1121.3043,2024.5505,634.8391,4337220
Stock_Market,566.9495,746.3148,1691.8298,1881.3241,717123
Stock_Market,1024.7147,1912.1543,1754.0173,907.0798,2793025
Stock_Market,787.0359,473.9605,1257.3925,461.1736,708121
Stock_Market,1531.2836,1649.6062,1879.455,751.6639,2904049
Stock_Market,1473.7375,1155.2006,117.4105,1333.0456,3731519
Stock_Market,1162.4189,748.1705,1524.1017,1720.1682,1811890
Stock_Market,1619.9434,10.0,1405.7549,751.3281,2081871
Stock_Market,1148.6754,835.9296,169.6621,483.9011,2352892
Stock_Market,1927.7304,560.8753,1131.635,1265.7037,393445
Stock_Market,339.7261,158.3213,1115.1258,1895.9737,1606070
Stock_Market,1408.3702,168.4296,1364.7762,386.6386,2107916
Stock_Market,722.2998,730.3273,93.4983,1629.1422,2284820
Stock_Market,592.138,1244.0158,1662.6686,955.115,3386997
Stock_Market,396.6742,1692.34,270.4601,1578.5187,4077074
Stock_Market,1042.9322,416.334,899.9294,1001.8738,3380827
Stock_Market,456.2353,853.9763,1795.1614,839.8295,1270227
Stock_Market,405.7544,757.1168,1159.4899,1349.5632,4692027
Stock_Market,1986.1902,1007.4178,787.6696,1810.1303,1183624
Stock_Market,1581.047,1597.7012,112.9382,584.8287,1877395
Stock_Market,1496.61,1070.2291,1359.298,899.7961,138558
Stock_Market,1635.9637,1726.0549,1966.8778,495.326,4889922
Stock_Market,1942.6215,1062.8887,1861.1216,301.3595,2345856
Stock_Market,1149.132,1145.3891,1532.4457,1589.8261,1335526
Stock_Market,429.213,847.5049,199.9572,488.8474,3021629
Stock_Market,1767.677,1604.4992,473.3924,1599.0341,256223
Stock_Market,1437.0588,1861.0465,397.604,911.5483,639450
Stock_Market,802.5552,1324.7431,687.116,1995.0,2627961
Stock_Market,899.1425,1661.1949,531.3975,429.1645,607619
Stock_Market,836.3795,99.5092,464.5217,211.6779,682867
Stock_Market,1907.5389,1800.467,1256.3257,138.5507,2108839
Stock_Market,680.5418,330.5254,763.7409,1644.3208,623838
Stock_Market,1884.7714,468.0924,1344.7956,925.3512,3550953
Stock_Market,1886.5714,149.7996,2003.7676,13.5282,4546210
Stock_Market,1282.6981,1988.6219,1317.4419,1740.6647,3759500
Stock_Market,1174.8908,1677.0538,1554.0822,1744.1111,3453163
Stock_Market,738.9081,1829.1525,1510.2021,1622.714,4190036
Stock_Market,73.1202,1724.637,717.2227,455.0716,2579006
Stock_Market,274.392,898.0449,25.5846,742.0522,1084404
Stock_Market,1491.7659,1807.1853,75.4682,1500.7589,3966872
Stock_Market,935.8755,2000.0,644.7939,930.05,4484271
Stock_Market,267.5864,971.9912,1400.9255,322.8103,3446924
Stock_Market,489.7284,345.0923,1783.7708,455.5436,829444
Stock_Market,1884.3887,1296.662,1954.9852,1952.9728,3419788
Stock_Market,786.5321,1871.73,95.7005,394.6481,3847620
Stock_Market,1775.1274,1748.8646,2050.0,1446.1957,490854
Stock_Market,649.5128,1724.0072,641.7465,915.501,3236588
Stock_Market,1059.2104,1875.4957,1689.7495,1505.1399,567922
Stock_Market,10.0,1785.5989,322.0627,1340.8065,754997
Stock_Market,1070.2861,1536.498,137.3837,843.9715,75992
Stock_Market,1342.3396,1418.7755,788.0057,643.6089,3952489
Stock_Market,442.2089,516.9797,1791.1334,1470.0646,2307978
Stock_Market,1099.6041,1207.1168,454.4022,648.8379,3495572
Stock_Market,1315.9695,1014.5769,316.7833,1555.4291,1210378
Stock_Market,1340.161,1686.5866,1854.6383,1401.9664,2494033
Stock_Market,1576.4011,1011.3298,1930.4381,1176.7907,3376811
Stock_Market,675.394,276.391,30.1448,745.4894,2777684
Stock_Market,1153.0347,20.9752,1532.2837,346.9818,2625124
Stock_Market,1995.571,1436.2697,653.4663,1444.9333,2564398
Stock_Market,1829.8081,1067.475,778.8034,269.0325,1331607
Stock_Market,1945.2041,713.1435,965.2674,1970.7477,4871490
Stock_Market,780.2108,335.9054,842.2271,1926.6697,2931363
Stock_Market,1606.9942,945.0186,1060.5199,262.2062,2428391
Stock_Market,1250.1401,236.2813,1171.6395,233.6502,4912952
Stock_Market,190.2174,659.8499,973.9541,883.7336,4629425
Stock_Market,1771.1791,722.5751,1432.6682,1894.8425,1629932
Stock_Market,1367.0472,901.0885,1543.8514,785.5272,4500309
Stock_Market,346.2347,854.7452,856.8452,729.7964,1934338
Stock_Market,160.8224,545.5917,174.1237,1401.1292,4417540
Stock_Market,1663.3151,1725.1129,1327.8241,395.4328,1384057
Stock_Market,156.4759,780.5609,1560.5872,740.9789,3274343
Stock_Market,229.7412,483.3929,1318.3147,532.0407,3248983
Stock_Market,905.54,385.9396,1159.2177,1177.5604,1286251
Stock_Market,274.0434,648.6855,555.886,307.2832,535221
Stock_Market,1772.8059,162.9324,1310.3099,1010.7442,3702995
Stock_Market,949.809,118.8518,664.2225,1749.0127,2667487
Stock_Market,1120.9836,1221.4556,1963.0322,1035.4026,529425
Stock_Market,1865.3052,1221.3578,1377.875,1344.9485,1888491
Stock_Market,1060.4095,1055.1155,634.1786,194.2942,4952315
Stock_Market,762.0574,1556.8717,967.7461,912.6939,2096316
Stock_Market,1607.276,68.3573,1738.9397,146.3731,2919338
Stock_Market,869.7723,1907.9713,670.0,1223.7439,548651
Stock_Market,588.61,275.1418,1052.7891,621.7081,3950245
Stock_Market,1447.3157,1387.184,1412.7749,573.9532,889522
Stock_Market,1603.4267,305.1952,1534.207,158.7955,4275255
Stock_Market,1575.0692,1774.8476,455.3495,629.4126,4980642
Stock_Market,1986.43,995.4,1197.2857,966.8861,1227700
Stock_Market,1520.4326,139.2344,1947.7249,1175.7522,1136510
Stock_Market,1511.8183,1202.3516,1894.5238,105.9875,4227995
Stock_Market,1718.5018,50.2071,1425.8691,1302.5387,4136427
Stock_Market,10.0,1538.7835,1919.3622,986.4965,216932
Stock_Market,717.0415,1303.5102,1122.8547,1096.3823,4308959
Stock_Market,1475.4322,449.7858,841.4063,1685.4776,281348
Stock_Market,1230.7422,722.3056,1145.1548,651.8138,1072844
Stock_Market,359.3655,10.0,245.3108,362.1175,2346714
Stock_Market,536.0354,1403.2815,861.9332,1142.8709,1536699
Stock_Market,656.226,640.5336,941.537,1840.0011,2706823
Stock_Market,1159.7102,1139.6034,1791.1848,1106.8046,4972574
Stock_Market,1695.235,1872.7883,1519.5892,1622.553,1287479
Stock_Market,1898.2094,598.6191,1287.8353,1577.1077,1256300
Stock_Market,1546.5108,2000.0,717.1913,1000.4788,4446040
Stock_Market,1692.1851,1251.3647,487.6697,1292.8107,3111317
Stock_Market,955.9649,446.1054,755.0144,809.0047,4315059
Stock_Market,745.2993,917.3218,1384.4109,1008.5391,1340156
Stock_Market,704.9419,1504.3312,545.2069,1044.2018,2613557
Stock_Market,1179.4969,906.9533,839.6769,1447.0647,2559692
Stock_Market,229.2979,93.8481,813.6732,847.839,4948349
Stock_Market,1109.0772,298.6921,1559.3925,197.2679,463358
Stock_Market,1321.9559,1523.4972,1842.4717,1547.5034,3656172
Stock_Market,865.0373,1317.4374,1382.1264,1412.7766,2008614
Stock_Market,1944.1282,1184.5435,693.418,1904.4232,1934532
Stock_Market,1181.7728,362.0854,846.3727,830.3906,601657
Stock_Market,453.3941,1754.7434,257.6628,172.8378,612821
Stock_Market,946.9336,1904.2851,377.6456,184.0161,1276132
Stock_Market,1313.993,78.4833,391.0367,1549.0939,3914267
Stock_Market,625.059,169.5246,181.2283,169.6133,2498856
Stock_Market,86.8467,1761.4677,452.3102,1804.8166,2484196
Stock_Market,1200.8211,1652.7977,480.7707,596.5943,2140600
Stock_Market,1952.0716,1214.2327,183.2214,1826.4749,2280337
Stock_Market,964.6481,1834.9707,1349.8671,1556.1201,2202414
Stock_Market,1814.3137,1225.1811,2011.6435,1809.433,409986
Stock_Market,1659.9218,458.9351,1799.5385,487.862,4922835
Stock_Market,270.7118,1439.067,127.5934,1216.9649,730525
Stock_Market,1447.3133,1248.4159,892.6238,208.9737,2148086
Stock_Market,889.2753,1946.9934,1739.6153,400.5466,2906071
Stock_Market,392.0872,513.3633,261.1856,598.7605,3331119
Stock_Market,1335.8298,1155.5775,1718.0525,1511.9299,3916995
Stock_Market,1406.183,1591.4756,1265.7367,50.1724,3352555
Stock_Market,429.8992,701.3359,1833.8869,1762.3112,712658
Stock_Market,1822.9061,818.9514,1790.5137,117.754,1618797
Stock_Market,1514.3629,1772.0256,1455.3099,730.0896,4335946
Stock_Market,1853.3561,752.2461,1380.6693,239.6951,3808974
Stock_Market,684.863,1292.7217,487.7343,1569.8459,3083150
Stock_Market,1913.5327,1769.641,242.1353,291.013,2188329
Stock_Market,734.7741,478.2785,809.9292,1782.5693,4000879
Stock_Market,185.7759,1996.4114,392.8953,1083.0737,1406326
Stock_Market,1535.6847,1446.5231,190.8215,1858.1666,4068006
Stock_Market,1351.8682,1091.5477,717.7585,539.281,3700034
Stock_Market,1203.8236,878.7554,1758.9459,953.0391,4543287
Stock_Market,1005.4827,1966.6112,70.9906,1334.1635,2776098
Stock_Market,68.7065,403.2796,676.4385,1660.4874,1576430
Stock_Market,1236.5715,651.77,830.3191,817.1481,1650353
Stock_Market,909.7225,602.5172,958.5493,1790.1488,1901363
Stock_Market,1077.6194,604.1964,400.4107,233.2714,3047352
Stock_Market,754.3537,957.308,2004.685,1437.6576,2224883
Stock_Market,1996.8901,1896.4561,1174.0059,608.7238,3607061
Stock_Market,1163.38,1754.3389,1027.9304,254.7653,2308826
Stock_Market,1489.5729,671.7862,40.6387,806.1253,4629255
Stock_Market,1858.3086,761.6673,999.8905,1797.2868,3351175
Stock_Market,1236.3062,1338.4521,1731.9939,1991.9448,3902554
Stock_Market,91.1117,84.269,411.8503,801.5646,2484161
Stock_Market,26.8039,1693.8556,739.7151,1743.9486,3066293
Stock_Market,1461.6585,1729.6568,85.4028,1038.5882,3168857
Stock_Market,618.6482,1770.132,1941.4919,1444.4923,1080421
Stock_Market,1163.736,804.4413,205.5547,133.9247,80449
Stock_Market,449.6468,843.893,1852.7544,1140.5135,3082156
Stock_Market,588.9019,39.2613,683.2135,152.0844,1763108
Stock_Market,1004.1891,813.8086,1156.4347,559.6791,3280473
Stock_Market,1945.1121,986.6974,1423.6532,1155.4164,2332821
Stock_Market,1259.8335,1826.277,230.1901,1655.2557,4808771
Stock_Market,1808.1194,1844.506,876.5807,1191.884,3771038
Stock_Market,1905.0844,1901.458,684.6962,1891.9925,634194
Stock_Market,376.3646,1707.7566,114.2103,1639.2279,578218
Stock_Market,685.9337,10.0,1710.8369,310.4355,2788120
Stock_Market,1527.7345,1349.2712,180.7796,767.835,4933120
Stock_Market,1745.86,182.6446,1343.1283,1307.7824,4783095
Stock_Market,1034.5684,644.8966,679.6737,1745.5799,4136892
Stock_Market,1975.2372,1103.3877,399.2198,1937.2702,2795636
Stock_Market,41.4251,1445.6661,1366.923,1517.8275,397743
Stock_Market,577.1098,1342.7614,1142.1436,1136.3412,2786579
Stock_Market,1242.1923,96.2705,668.1422,1529.7632,4246842
Stock_Market,935.6944,247.0536,1159.8875,519.7118,3126550
Stock_Market,225.1959,271.4584,515.9085,542.0483,545531
Stock_Market,757.4604,210.2348,1761.0468,1224.5815,4096925
Stock_Market,42.8494,391.7724,696.708,1759.1906,2995955
Stock_Market,1353.187,1419.0991,551.8425,1899.7768,1124224
Stock_Market,1811.5904,1666.8212,1561.6543,658.4507,295203
Stock_Market,1717.197,894.2776,33.3072,1613.3873,2695218
Stock_Market,1424.0184,1380.0493,603.4366,1665.0781,338621
Stock_Market,909.4414,483.0059,780.7402,1261.7291,3734869
Stock_Market,1034.3434,1901.9393,1847.0469,651.3903,2642441
Stock_Market,253.3669,667.2897,1915.4739,1237.6708,3700
Stock_Market,601.2867,1656.4,1447.6773,1145.5002,3033741
Stock_Market,382.7139,1929.3621,1018.7175,1202.9824,4652403
Stock_Market,1587.0987,1698.7234,1266.4715,1298.8947,4470787
Stock_Market,1847.0649,202.7716,839.4702,1626.1451,3031490
Stock_Market,1085.4337,1283.1576,567.3995,403.28,4444430
Stock_Market,1434.2158,264.8721,1886.3777,701.952,3878708
Stock_Market,324.3713,46.7449,344.7846,1207.3194,1962386
Stock_Market,1171.6603,72.6224,691.7967,614.0827,1341263
Stock_Market,1383.7055,1777.7841,1822.8833,1968.7101,823362
Stock_Market,866.4051,1829.1011,1488.4815,483.2198,2289897
Stock_Market,575.3578,448.3563,26.0481,952.5039,4224348
Stock_Market,1809.7946,1118.4901,36.6553,1853.1128,4536121
Stock_Market,1431.7879,1856.9491,1138.5293,168.4527,2545372
Stock_Market,1767.8579,984.2463,1012.4867,1634.8819,1557510
Stock_Market,1607.1133,785.9827,953.9349,1135.1955,727844
Stock_Market,1958.9262,874.6536,690.9839,92.637,1016607
Stock_Market,350.9211,1622.1486,2031.3375,1798.7222,4160957
Stock_Market,158.5192,929.6363,555.8273,98.1489,3654347
Stock_Market,720.6295,1628.3892,951.1808,1020.6115,2081594
Stock_Market,344.2054,841.5033,820.3599,65.2164,3084761
Stock_Market,989.5619,490.7425,350.6789,242.636,2386308
Stock_Market,1228.2915,610.2526,390.4054,1767.1488,2720025
Stock_Market,1169.294,210.5039,1946.3828,1656.9699,3168422
Stock_Market,462.9917,1017.8641,1805.8643,417.0028,700748
Stock_Market,1828.0892,360.4661,456.2605,1265.0807,1934768
Stock_Market,73.6291,1616.7261,1791.6107,1574.9488,33835
Stock_Market,730.4325,845.315,394.592,1752.1747,4393774
Stock_Market,1461.1784,1465.4105,1342.337,927.671,3689202
Stock_Market,1514.8857,1884.5393,189.495,1758.3753,3388858
Stock_Market,830.8455,1707.247,1837.4958,980.8619,307535
Stock_Market,10.0,1918.8233,140.3259,1446.7052,3252586
Stock_Market,1258.3876,1212.7864,1154.7571,1985.1185,1415919
Stock_Market,199.3722,265.3279,1682.1958,537.1082,1602265
Stock_Market,243.0286,1880.5702,221.5212,388.3643,583899
Stock_Market,1276.3379,1723.3495,822.5354,664.3629,1323922
Stock_Market,671.4445,1733.1869,162.5376,274.3401,4914032
Stock_Market,796.7327,1393.7042,1406.1634,555.0704,3139578
Stock_Market,988.4234,1245.9742,632.0591,1488.2164,4430195
Stock_Market,1979.439,10.0,1140.8436,1002.816,1528450
Stock_Market,1958.2025,1446.1403,1940.4894,751.6631,2621644
Stock_Market,774.502,181.6114,624.5957,859.1099,820567
Stock_Market,521.9808,470.3638,95.2647,378.1498,3234849
Stock_Market,591.7065,1102.9721,1415.3235,921.036,114944
Stock_Market,578.1025,898.8637,1618.9608,1225.7502,2354708
Stock_Market,1097.7603,10.0,1922.8664,301.499,1687629
Stock_Market,1212.8457,1726.6881,333.2201,1936.0186,2161687
Stock_Market,959.8306,1761.8888,866.8623,879.4796,409113
Stock_Market,754.7823,1269.919,1763.271,1867.072,2477624
Stock_Market,429.8438,1096.5609,1717.9512,282.293,492578
Stock_Market,932.1943,1913.7734,1254.7462,1565.9037,4641928
Stock_Market,645.87,196.2658,603.1772,1196.8995,4662350
Stock_Market,1124.6405,1490.7513,562.9725,1635.718,1759029
Stock_Market,1386.3393,227.9399,212.6845,1221.5336,3020163
Stock_Market,1250.8452,777.5538,1857.8165,1948.318,4048633
Stock_Market,867.9076,1147.1941,368.1418,1328.0861,3424347
Stock_Market,1083.677,1440.7625,1220.6291,1590.2089,1749841
Stock_Market,616.3952,16.7768,1214.7418,1735.9885,4275174
Stock_Market,76.8533,464.0305,757.7412,1405.6018,2221988
Stock_Market,1235.0109,1077.7338,687.0234,1027.0861,4701938
Stock_Market,514.9498,1096.5773,1402.6979,525.5537,4288118
Stock_Market,1258.64,1329.4469,841.4433,1714.5914,4187548
Stock_Market,1410.956,657.9936,542.6054,980.1327,2849559
Stock_Market,1911.3859,1139.5158,781.2941,1274.4775,3118661
Stock_Market,1936.8241,369.5781,1690.626,192.7575,3735414
Stock_Market,31.013,341.0952,2031.6876,1046.2351,2599230
Stock_Market,1965.0458,1189.8135,1369.8856,1368.9715,2255651
Stock_Market,1299.0855,1353.5181,1587.6285,1233.968,2729958
Stock_Market,1330.143,249.8452,1114.764,874.82,1159202
Stock_Market,10.0,284.0772,1262.8303,466.5465,1425910
Stock_Market,1751.881,1215.392,1988.0644,616.2692,720050
Stock_Market,304.7816,568.5368,968.9692,1399.4908,2374356
Stock_Market,1674.2136,799.0373,168.1939,480.946,3590585
Stock_Market,10.0,762.8692,2015.0382,1186.615,3291407
Stock_Market,1244.1647,411.8605,1577.873,1147.2225,2686000
Stock_Market,890.7744,28.8801,834.3206,1966.0084,1244861
Stock_Market,412.6786,1693.9559,2034.8245,129.6272,4388152
Stock_Market,225.9244,1414.9273,680.94,213.5386,3137391
Stock_Market,897.2386,1367.9786,829.829,969.558,3830298
Stock_Market,178.2962,1099.295,1243.8347,1045.9256,2666528
Stock_Market,1018.4315,1346.8611,588.177,115.3435,454251
Stock_Market,1240.0171,1920.4972,1412.6353,1626.7677,4206987
Stock_Market,1703.0464,1375.8707,273.0828,1045.7015,3018618
Stock_Market,1280.5811,530.8659,267.6245,740.2084,888063
Stock_Market,162.3948,1129.3095,1116.6172,628.3395,1767184
Stock_Market,644.062,889.3031,1152.887,1696.1471,2324760
Stock_Market,523.9293,1123.1072,216.2271,289.9064,4683193
Stock_Market,1805.4721,1028.101,1991.2742,284.8166,4044949
Stock_Market,1694.7179,1758.7264,1231.1673,387.1578,326709
Stock_Market,780.9502,1250.4027,290.212,1193.4568,4840046
Stock_Market,163.8927,357.2943,668.2019,1618.0797,2797373
Stock_Market,1852.9077,166.258,1650.7394,678.7195,3841252
Stock_Market,1785.5756,867.3901,1069.8682,425.5736,607383
Stock_Market,1740.0881,14.0194,326.6839,427.1006,1550732
Stock_Market,1738.3585,659.3504,219.3226,1157.9262,3260338
Stock_Market,987.7716,710.8029,916.2255,467.9256,4895627
Stock_Market,347.7985,745.0792,711.5441,1775.5302,2562595
Stock_Market,937.5035,2000.0,1289.3735,212.0945,115527
Stock_Market,991.0762,651.8995,1948.3837,107.3171,1395183
Stock_Market,1016.6682,549.2745,582.6049,164.1131,3583058
Stock_Market,1051.6665,225.6323,1750.2097,1734.2062,2570386
Stock_Market,548.6932,1011.8769,1982.0344,1312.1141,1272865
