Application,Temperature_C,Humidity_pct,WindSpeed_kmh,Rainfall_mm,Pressure_hPa
Weather,-19.0589,33.3405,4.1383,176.4614,973.835
Weather,19.5905,34.4785,10.7019,478.2048,1033.2154
Weather,12.582,32.7869,86.6505,243.1635,991.0059
Weather,-7.5155,19.7734,0.0,475.6253,967.3125
Weather,45.0,19.1186,73.9796,362.0589,1001.9166
Weather,38.1101,65.3934,98.5497,411.1251,1019.4672
Weather,-2.0541,92.2778,50.1986,45.7706,954.2092
Weather,13.7317,52.083,5.0024,278.7198,981.0929
Weather,2.2874,32.3867,84.8363,71.036,1035.9268
Weather,31.2489,17.121,112.5205,142.2107,1008.7154
Weather,41.8197,84.8726,84.3839,312.7613,954.5786
Weather,3.3288,95.3866,64.8875,380.1998,979.6929
Weather,32.6563,36.0795,27.3411,18.5354,1019.9454
Weather,12.1646,30.0738,2.7452,257.9148,969.5714
Weather,7.2823,62.3971,87.0513,279.9348,1042.8898
Weather,40.5491,75.2169,24.8639,40.7009,1028.975
Weather,11.8971,47.6875,104.3721,248.6894,1000.4336
Weather,11.0593,61.249,55.7143,351.2928,1053.4113
Weather,23.5105,76.3362,63.7556,10.0463,991.2043
Weather,-2.6949,94.2823,92.8053,386.4706,974.6878
Weather,2.036,14.1702,92.3043,279.2809,1025.9084
Weather,39.8301,99.1572,77.5202,431.2384,1012.7988
Weather,23.8198,41.3124,115.2277,105.342,988.3886
Weather,33.3279,73.0301,120.0,411.4717,987.2103
Weather,-0.7049,60.6004,110.6976,42.5656,989.8371
Weather,15.365,48.0659,97.4305,203.4168,987.1675
Weather,43.344,68.8276,84.3301,91.0782,1027.6497
Weather,-0.7876,38.1065,81.5526,431.2584,1021.9929
Weather,-8.619,11.5584,11.8471,358.6835,996.874
Weather,13.7641,46.0949,32.7767,2.5037,995.4803
Weather,4.1226,50.8939,3.6833,10.244,991.7101
Weather,-7.1276,17.7693,15.6764,153.8993,977.7556
Weather,38.1942,94.9999,56.2431,78.318,959.8031
Weather,43.5864,25.708,13.7313,317.4885,981.4321
Weather,16.9541,41.366,107.257,313.8567,987.9731
Weather,29.8748,14.1452,93.4076,458.8683,1011.6674
Weather,37.8445,55.0682,8.8735,462.4662,1036.7323
Weather,26.777,30.6852,31.672,325.6646,992.339
Weather,-16.5396,50.9569,97.9017,3.15,1051.2194
Weather,-7.5219,20.5708,95.2269,167.5881,1040.3246
Weather,-16.7354,3.6255,110.191,254.844,1055.5743
Weather,-18.3492,79.375,120.0,256.4319,1044.7565
Weather,0.6012,64.0681,117.0986,291.6831,1016.1811
Weather,5.2035,35.9277,48.1314,472.0912,1013.7632
Weather,-4.6269,3.0324,33.7895,454.4059,965.4189
Weather,-14.6006,87.4248,90.1643,45.181,1027.2359
Weather,15.546,18.0725,33.7279,136.4129,1020.061
Weather,-4.0832,90.0,95.0634,428.9473,1007.9387
Weather,34.1038,47.8527,62.0172,400.3385,1028.8784
Weather,-17.991,30.0063,92.7128,126.6185,997.3291
Weather,34.3983,77.1157,31.4413,362.9792,1008.0652
Weather,41.0304,85.0487,66.7592,336.6947,991.5244
Weather,27.9924,36.6936,64.9233,230.3459,1029.389
Weather,28.3322,40.7246,109.5918,120.4403,1042.5382
Weather,41.6129,41.3916,32.659,449.7079,1044.83
Weather,-5.6683,95.9307,112.2203,330.8825,1035.044
Weather,45.0,67.873,98.1672,70.8364,952.1829
Weather,31.389,24.225,86.3775,351.7711,1051.3815
Weather,26.5331,17.121,92.34,375.1052,979.0176
Weather,2.7007,21.6408,76.6679,461.8447,1045.921
Weather,15.9383,26.1384,25.4215,112.1778,971.402
Weather,25.4813,24.4245,23.6048,491.9482,1000.1276
Weather,20.1276,66.1709,105.6177,66.931,1032.1105
Weather,26.2961,10.0763,88.9888,304.0483,1021.7572
Weather,-13.4822,38.7233,24.8564,338.7552,997.4984
Weather,2.5722,59.7713,70.8155,191.6028,1024.2252
Weather,9.2467,31.4525,57.3044,238.2658,1010.1366
Weather,-3.0409,5.5155,17.9693,435.2536,980.6364
Weather,-7.1544,7.2775,67.4948,309.0615,1023.6095
Weather,-12.1977,8.7044,34.6657,265.4403,971.712
Weather,6.823,82.5709,10.3879,73.0477,1028.8418
Weather,11.6675,69.151,56.9793,0.0,950.9035
Weather,-15.2286,7.6753,73.575,60.8696,1008.7444
Weather,41.5261,41.3249,5.8258,474.9194,994.0251
Weather,28.3386,28.0917,46.4809,370.7871,980.876
Weather,28.5886,52.5637,26.6293,478.1502,1003.7667
Weather,-9.1077,52.4198,2.6599,25.6941,1022.3193
Weather,19.9305,48.5148,17.0178,334.4521,1057.9394
Weather,13.3854,33.2425,14.2593,26.787,1041.5644
Weather,43.5227,13.7065,23.5797,385.4476,1028.9914
Weather,28.2159,72.6941,96.473,178.6331,1001.4175
Weather,18.1403,87.7873,54.5282,59.8267,993.5096
Weather,35.703,93.7306,12.0362,262.7197,957.9375
Weather,-10.1484,6.9092,8.6268,157.9099,991.722
Weather,-19.4919,73.7969,34.6426,339.7664,1043.1542
Weather,25.2745,70.6701,100.2409,330.9145,991.8837
Weather,-13.3527,95.8448,41.9249,348.0449,999.9463
Weather,-12.3292,23.8137,18.8834,492.5532,976.7974
Weather,30.9644,73.5859,53.6557,195.3735,979.0922
Weather,-1.6977,4.5348,67.6661,234.5055,958.2892
Weather,23.3623,63.599,5.6132,392.7141,1015.468
Weather,39.5411,32.3422,73.7754,289.8628,998.6715
Weather,0.5079,76.9552,50.2417,21.2157,1014.1957
Weather,-6.5427,88.4913,4.3625,418.5327,1011.8855
Weather,-12.6809,36.6736,82.0706,48.1412,1035.0718
Weather,-11.9433,51.2238,85.2802,84.0703,1033.9152
Weather,-16.5641,11.0091,76.8034,33.4065,1037.1229
Weather,-16.7736,42.2822,37.13,28.8606,1004.2049
Weather,9.9859,37.2006,66.1653,19.8777,987.4157
Weather,0.358,21.3202,44.421,20.2896,1053.7233
Weather,27.8439,86.1964,83.406,211.2817,959.495
Weather,36.4406,15.3357,73.1918,140.3797,969.74
Weather,31.8482,63.9447,12.45,64.9663,995.9936
Weather,14.588,88.8807,73.2805,323.3406,1015.5923
Weather,-12.8022,91.9077,80.195,85.3684,950.3914
Weather,24.8231,78.8649,46.0205,15.678,1025.4077
Weather,5.1209,15.6165,100.9197,209.3647,1010.2374
Weather,-14.9096,82.1702,104.5682,168.2239,1004.3085
Weather,35.9637,28.955,21.303,148.3562,995.7755
Weather,0.0852,92.1452,111.903,218.9026,1005.8226
Weather,-6.7947,73.0274,51.117,337.4432,967.6744
Weather,37.1277,78.052,85.2751,320.799,961.3657
Weather,38.426,9.4244,100.1736,471.2155,983.5222
Weather,2.627,55.113,59.9022,251.7839,1025.1267
Weather,3.332,86.5991,44.914,249.2626,1015.8699
Weather,20.0522,85.7039,111.2017,103.5844,1002.712
Weather,28.3761,1.8868,23.8807,379.4909,1013.8227
Weather,-16.4578,93.3844,34.2975,77.8946,1008.4624
Weather,18.0561,2.4363,43.8365,261.1984,985.7173
Weather,43.4987,59.1148,101.0007,214.35,961.9148
Weather,-4.9507,69.4208,115.403,355.0233,1052.3271
Weather,39.8007,10.9628,29.1988,457.9153,1014.1582
Weather,40.3104,5.2489,103.6734,476.2335,1025.4653
Weather,-1.063,78.4233,36.4453,77.7132,997.1145
Weather,28.4612,38.3009,120.0,134.1345,1031.4009
Weather,-3.7955,8.3051,72.465,408.7892,1017.4502
Weather,27.9931,75.292,3.4074,269.5969,956.5673
Weather,30.0296,85.2389,7.2367,230.9624,1046.3127
Weather,-3.0992,57.6611,14.9743,350.0403,983.9018
Weather,25.5944,16.708,23.1969,303.5265,965.0326
Weather,33.8292,1.2518,90.4779,478.6333,955.4844
Weather,2.005,69.7944,24.7569,297.4823,1025.4465
Weather,-8.7846,55.4285,116.5889,227.3953,1029.8714
Weather,-13.9715,66.05,76.8056,257.4287,1028.6384
Weather,16.6165,82.7345,79.2333,392.9689,1047.4668
Weather,45.0,47.3889,26.9629,294.5876,988.1046
Weather,33.5354,14.1791,106.5225,318.2434,1010.1501
Weather,7.7814,91.0374,83.4928,477.2465,1020.54
Weather,15.2687,52.3585,106.5192,308.9767,1058.7277
Weather,-3.7231,60.9801,112.7233,186.223,981.9279
Weather,-6.2135,91.8153,18.2275,350.8248,1055.461
Weather,9.9239,93.9394,12.8768,333.557,966.2703
Weather,10.8449,58.2026,95.8851,3.6848,1033.9557
Weather,14.0049,28.7941,102.7059,246.0878,1018.4952
Weather,43.4669,100.0,67.297,362.1874,1039.9132
Weather,19.4845,70.9901,40.9969,259.5852,951.2837
Weather,18.5454,37.22,73.9304,391.3721,955.9812
Weather,-14.0938,53.1259,36.7298,221.4979,954.9241
Weather,42.4576,43.7779,23.6622,500.0,1012.9175
Weather,29.9255,90.5702,56.4978,152.0173,1017.252
Weather,38.7997,49.2552,27.5149,35.3052,1050.6604
Weather,4.7557,82.3747,61.6283,218.6457,1004.6495
Weather,15.0425,83.8114,112.0366,274.4844,956.9828
Weather,15.3485,83.5064,102.2371,184.6207,974.5913
Weather,-9.1372,72.5718,112.2525,126.9942,950.9916
Weather,23.4061,88.1032,95.5206,342.5984,1036.0977
Weather,37.4137,37.3605,42.9413,184.1487,1041.4943
Weather,-8.97,11.5023,95.8738,313.5872,1060.0
Weather,-14.4624,86.0261,110.5479,387.0143,995.58
Weather,27.8625,50.1457,113.8145,364.5143,950.773
Weather,-2.8979,14.0839,84.7691,200.5212,976.427
Weather,20.7827,12.8485,28.67,272.7575,1017.656
Weather,26.3126,15.0746,3.331,227.5163,1056.1995
Weather,0.7575,73.056,17.0162,432.0917,960.5239
Weather,32.1229,69.5901,117.7957,436.9949,965.1801
Weather,17.039,18.2143,55.0173,178.6462,1024.1462
Weather,36.1972,80.9804,104.3127,38.0656,1022.6009
Weather,30.3316,30.313,57.9706,88.357,975.398
Weather,36.3275,75.5265,81.7442,188.1621,1039.1787
Weather,-17.279,52.6035,3.1076,274.369,966.9079
Weather,-2.5689,72.0993,27.1914,337.5051,1053.2415
Weather,-12.5917,37.5821,51.9493,179.3598,968.004
Weather,8.018,31.6843,74.4582,353.9968,957.5876
Weather,37.1167,84.9051,22.4477,466.2497,984.0495
Weather,11.526,3.0084,95.4073,327.9183,972.9908
Weather,35.1474,97.5959,47.4573,81.8045,1006.6821
Weather,1.2221,63.2437,100.2175,296.4922,1025.7201
Weather,1.1687,44.21,9.5128,288.4332,1004.2743
Weather,40.0438,61.1576,84.9384,440.2183,1023.1197
Weather,9.0308,12.4316,36.2231,180.2921,983.7772
Weather,31.1801,52.3292,93.4665,200.5261,953.866
Weather,-5.4572,100.0,50.3291,319.816,1055.9404
Weather,40.7755,25.1387,79.3114,257.4592,1041.9962
Weather,17.5208,72.4076,107.4377,332.9121,958.5221
Weather,29.8588,43.4812,0.1225,0.0,1000.7991
Weather,-15.3026,65.8726,1.1772,285.0088,1018.2501
Weather,10.4048,22.0221,92.1821,48.1048,968.4817
Weather,38.6711,45.5579,75.0113,158.1423,1015.5375
Weather,38.1316,99.8157,36.9601,315.866,1009.9408
Weather,-16.8611,17.6547,60.575,81.7575,973.398
Weather,-0.5838,64.5571,1.5864,160.0637,966.0188
Weather,7.3468,58.6426,29.4136,353.2616,1034.4112
Weather,-9.627,55.162,48.0246,318.4393,982.6415
Weather,28.5918,58.4276,98.9867,54.3055,979.2107
Weather,-9.6359,49.6947,58.461,284.6406,1030.8277
Weather,4.8361,0.0,69.2726,71.7437,1030.6914
Weather,23.2238,89.653,108.3407,121.0387,979.4843
Weather,9.2736,80.2014,36.6376,226.9265,1040.5495
Weather,28.6613,23.6433,81.8718,73.3859,1026.973
Weather,43.0638,43.4447,104.8749,496.774,985.8376
Weather,-12.9934,77.1993,17.3553,69.9885,997.2616
Weather,27.343,100.0,44.0585,381.0638,1028.1336
Weather,-5.8334,96.5238,120.0,412.1576,972.5185
Weather,7.7626,87.6088,112.4502,489.2856,1000.6856
Weather,-17.9091,14.5865,25.818,223.8232,1020.0361
Weather,-11.5347,93.5064,4.0227,422.8778,1008.8479
Weather,2.5314,85.9234,32.5421,477.5791,1015.8581
Weather,3.5077,38.4856,53.1123,96.5534,1007.7944
Weather,37.0333,40.8018,53.4709,233.4171,974.4953
Weather,28.7122,45.4696,73.7321,34.396,993.3594
Weather,45.0,65.9222,101.1618,309.9587,1009.755
Weather,20.7192,27.7471,36.9871,290.3875,1037.277
Weather,-5.4708,3.863,101.6789,107.1821,1023.9621
Weather,3.3724,15.0193,11.4411,380.3628,995.7249
Weather,1.9984,43.9857,5.8484,30.668,1056.7468
Weather,-0.141,29.375,62.3288,384.1438,961.4883
Weather,24.0126,72.4086,4.9859,24.6818,973.9084
Weather,15.1235,13.6202,47.195,332.7545,987.0112
Weather,3.6526,91.4814,106.4222,44.1162,976.1516
Weather,-9.3912,88.0628,26.7259,141.7584,1018.2359
Weather,-15.4023,92.0746,82.6246,372.7912,956.8084
Weather,-4.001,75.1039,37.5819,148.3442,969.4922
Weather,-12.8038,8.7471,0.0,252.6416,981.9776
Weather,30.6881,43.9488,62.3507,454.017,1025.915
Weather,-12.2607,13.2152,107.7837,33.2319,1049.9432
Weather,25.8071,98.7141,47.5414,410.0684,1036.5027
Weather,4.447,36.5519,77.6005,35.6477,972.3156
Weather,-17.7807,58.4927,107.8477,62.828,1010.3959
Weather,33.3924,77.6795,93.4156,55.5815,953.3989
Weather,17.2372,90.7009,24.8424,483.1512,982.4105
Weather,-3.872,73.9051,88.1995,96.5287,1037.8413
Weather,38.31,68.2345,59.7974,446.5641,998.7404
Weather,-18.3723,45.6585,89.4104,492.9993,968.0296
Weather,-6.6211,60.1642,60.2875,173.7668,997.1469
Weather,27.9555,9.8127,13.7033,316.4513,972.9501
Weather,28.2616,88.5196,67.2327,375.9119,992.092
Weather,-2.2939,54.6477,56.71,191.9762,1003.6495
Weather,-16.5795,4.2761,59.2527,88.8341,991.6581
Weather,34.4574,93.2394,109.9085,217.5141,1051.4265
Weather,-1.0399,54.2123,105.2054,384.89,1010.28
Weather,-7.2395,89.3175,56.8211,383.1152,1042.1765
Weather,11.9249,84.9642,53.8339,109.794,1033.6415
Weather,38.9205,84.0062,63.1196,103.3365,1024.0941
Weather,-16.6104,4.0327,62.3461,468.0777,1004.7523
Weather,29.2265,23.5741,109.7474,17.3785,950.7785
Weather,14.3469,88.9686,77.9975,366.3139,1014.9419
Weather,9.3883,91.2508,34.7486,25.684,989.8188
Weather,28.7118,47.01,61.4925,423.3309,963.6761
Weather,43.1407,42.8236,80.8389,452.4642,1000.3864
Weather,-5.4033,16.3472,78.7219,131.0058,1030.1885
Weather,-9.6088,97.1034,72.2008,36.653,1055.7697
Weather,40.5567,20.8093,23.5536,239.4174,992.7055
Weather,24.8313,20.87,0.0,169.8045,1007.3706
Weather,8.8184,65.5182,42.2328,235.4856,1039.6879
Weather,15.4731,23.6708,56.7652,338.9144,984.3002
Weather,28.9916,90.6255,9.2391,98.1417,964.2418
Weather,30.5947,2.8414,97.1654,185.2659,983.3663
Weather,39.0799,1.2201,38.6125,374.2963,1053.3679
Weather,6.7024,45.9157,106.7275,316.5542,965.5325
Weather,-0.2223,49.6963,15.3326,146.8739,986.0291
Weather,21.4796,15.534,5.8712,337.6563,999.9513
Weather,6.5152,51.0038,55.3144,370.5498,1044.2411
Weather,20.823,40.9559,22.3308,293.3729,1053.7642
Weather,8.1721,87.4242,112.9774,119.3071,994.9106
Weather,-9.4904,4.3835,0.0,0.0,1051.1484
Weather,12.0967,100.0,47.6781,396.6958,967.4459
Weather,25.3392,62.0679,109.82,414.6839,969.9603
Weather,31.0381,15.9296,44.6728,336.2599,1052.9793
Weather,11.5597,3.7575,11.2161,55.6833,1002.6518
Weather,-8.308,50.3976,36.6469,282.2705,973.3165
Weather,7.767,26.1244,58.7429,410.9073,1004.773
Weather,31.6893,28.5211,20.6043,201.0838,1033.5949
Weather,5.3568,27.0603,55.9379,105.8275,1041.6352
Weather,26.3319,66.4117,103.8227,301.5673,1046.8223
Weather,12.8844,55.9272,101.2211,397.2256,1012.859
Weather,-3.5406,7.7156,8.6273,15.2611,1048.3617
Weather,30.6706,54.0555,15.3876,299.8342,1007.325
Weather,-11.9703,77.2582,33.9032,326.3986,1017.4487
Weather,14.4396,10.7883,73.903,313.7548,1033.9077
Weather,-6.9649,89.2603,40.143,319.8767,997.0968
Weather,-14.8007,60.8207,102.1267,306.6377,960.0257
Weather,13.8062,94.8178,83.4896,59.7336,988.1892
Weather,13.2958,15.0991,14.8635,140.0627,1020.7228
Weather,24.6553,99.8843,71.1067,324.5013,971.8428
Weather,29.8943,65.5793,11.4196,7.1517,966.5546
Weather,26.8581,60.3712,30.9196,330.2203,981.5612
Weather,6.6004,50.6518,23.052,326.9685,952.8751
Weather,18.1885,2.1096,20.99,129.1326,1032.4784
Weather,16.8982,93.9254,75.1558,285.2772,980.6875
Weather,6.7901,59.7686,66.3145,270.6099,964.7759
Weather,19.4046,8.0528,18.5047,140.5405,1025.3324
Weather,40.8886,1.1155,120.0,228.2207,1039.2044
Weather,-9.57,10.3546,51.8174,460.9464,953.8138
Weather,39.1922,61.4565,10.4778,207.6858,981.5985
Weather,-16.8509,62.3885,10.4993,317.9575,1053.3687
Weather,-0.9018,47.0294,73.0029,12.86,991.358
Weather,-1.1568,30.5511,120.0,47.0914,1055.0503
Weather,18.4001,55.0465,68.1122,28.0104,978.2694
Weather,-10.6638,56.6635,112.2995,378.9682,977.2791
Weather,37.115,0.573,52.6736,188.1855,974.459
Weather,33.5084,24.6158,51.795,89.2111,959.3166
Weather,23.6229,3.7678,61.8478,367.2522,1046.9045
Weather,9.1003,88.4728,80.9602,83.5592,1059.7224
Weather,40.9784,70.9984,42.7133,126.7763,1054.0187
Weather,33.8302,100.0,103.2255,210.6877,1045.2834
Weather,16.6362,30.9027,4.1339,154.4614,1044.0357
Weather,26.2567,85.5917,54.851,304.9589,1025.5605
Weather,15.3666,63.1378,62.0654,179.4529,1041.2333
Weather,20.4941,49.0986,77.0489,192.6829,979.7736
Weather,2.8693,18.8473,30.7489,413.5366,993.8913
Weather,10.0939,76.1945,54.8055,445.3274,1020.8138
Weather,-15.4906,90.0738,55.8552,415.6731,1045.3689
Weather,1.5034,21.6468,81.4805,425.7449,1024.5803
Weather,25.7886,14.6286,93.7546,265.3137,1041.4859
Weather,41.0813,68.7166,91.3662,320.4011,1000.4312
Weather,41.4552,96.6536,40.0452,286.2521,1027.8723
Weather,17.13,75.2905,120.0,401.9657,1057.3752
Weather,21.4388,32.7502,101.0823,275.0584,971.8333
Weather,-8.5473,40.9797,25.6934,49.3037,1052.6047
Weather,26.2427,35.6186,23.3205,412.1347,1006.0058
Weather,-15.1313,84.5491,34.7029,368.9225,1023.1493
Weather,-1.029,79.2211,57.333,396.6024,1046.9803
Weather,22.3794,58.4022,105.1641,94.3301,997.9104
Weather,-0.1059,28.7989,91.3971,151.273,1000.2621
Weather,-18.1856,94.1388,99.7743,163.7154,1004.7081
Weather,32.4822,65.4539,31.1253,240.8625,950.0
Weather,0.8452,100.0,72.4931,62.566,1009.0145
Weather,-16.5797,56.0754,35.2772,217.0298,980.5075
