Application,CPU_Usage_pct,RAM_GB,Latency_ms,Requests_per_min,Errors_count
IT,33.9908,226.505,1379.004,800451,720
IT,40.9404,284.4304,1386.3092,991124,38952
IT,42.1449,328.3133,1998.0023,897420,47135
IT,98.0116,118.4873,1641.0854,87377,59238
IT,85.1671,130.7597,1187.8962,238838,53720
IT,36.7072,108.5215,1670.296,895152,63539
IT,76.1482,221.8022,1787.5854,4913,48268
IT,25.0432,436.0833,7.4583,329233,2566
IT,96.1101,218.2283,1926.003,570524,86008
IT,78.4461,70.2179,1514.9796,855940,34661
IT,48.7017,105.8738,1688.1234,837260,33981
IT,6.6553,44.5838,1604.2332,149184,69973
IT,18.3517,357.5367,298.7824,720434,4830
IT,3.1464,411.1232,1779.3798,963737,96853
IT,64.1762,14.1086,416.876,604359,10577
IT,84.612,363.2031,1891.5037,900440,69622
IT,64.1673,358.9872,686.1614,853582,50021
IT,95.0942,371.6172,311.2742,511567,45595
IT,15.214,318.7383,561.1548,496775,29422
IT,88.6457,90.4964,396.4686,292686,68286
IT,62.9402,174.2156,413.3179,430080,91841
IT,91.333,342.5726,1190.3619,899126,80988
IT,94.4543,58.5102,635.3004,871093,87108
IT,13.1105,333.3909,1865.7732,955120,13141
IT,16.9751,189.4563,1511.6756,134840,74589
IT,71.6689,93.0975,1728.7675,607144,5724
IT,75.9369,512.0,1348.0007,157569,2541
IT,11.1561,80.044,109.0821,972559,58509
IT,82.3196,120.0871,1840.9218,769885,21623
IT,56.5555,78.6781,749.6969,716026,31561
IT,7.784,49.9536,170.97,804897,4656
IT,99.9036,311.4966,1785.2941,798786,9867
IT,98.3276,403.3031,679.7861,666870,64358
IT,60.5613,219.9222,1108.8317,950032,9603
IT,13.72,233.6762,489.5258,365029,94525
IT,3.4424,137.7415,1862.4745,479611,58451
IT,85.6383,351.1517,202.3945,355227,50119
IT,76.2577,404.8758,1461.5672,594728,26585
IT,64.7247,373.2125,1415.1183,203954,4280
IT,56.2637,132.3429,647.2779,306569,96618
IT,5.0659,302.3942,199.7757,279356,36774
IT,29.5366,251.882,1867.5002,44026,50208
IT,5.3434,241.938,969.2323,402736,5647
IT,63.8633,153.7477,1554.1745,170230,38493
IT,80.4462,276.0009,1687.3375,28529,54000
IT,4.4686,269.4163,1110.7151,186383,20142
IT,93.7519,462.9927,1917.6873,771235,63315
IT,97.5028,326.042,1942.4557,392170,96667
IT,37.1259,227.8209,1110.4757,233853,49487
IT,2.4133,449.4131,1265.5042,798055,33216
IT,83.5939,164.7565,1528.2356,88564,18340
IT,96.1569,452.8262,0.1,909481,88370
IT,86.5965,270.7208,71.4966,946065,42512
IT,4.2121,19.2556,744.6766,413659,40732
IT,73.7426,229.8645,852.6134,3793,57282
IT,48.8528,233.4579,446.0097,383005,58533
IT,36.3672,344.4594,1778.5757,581471,72486
IT,31.6857,470.8081,1352.015,61186,55156
IT,83.7497,417.2476,1555.4801,409361,29441
IT,21.9569,84.0351,1006.2886,13922,93363
IT,37.6835,46.9553,560.7584,915250,7137
IT,22.1612,466.7049,74.6878,115717,28879
IT,57.0533,205.6933,220.8031,685479,32320
IT,98.7353,71.4016,1512.4887,696622,69939
IT,67.3695,171.7538,289.7524,813434,22058
IT,6.9168,413.1416,1834.8032,985882,7507
IT,10.9163,512.0,903.2242,101628,82209
IT,77.3109,430.8353,237.5291,101238,63318
IT,16.4616,209.2024,0.1,695892,80740
IT,90.0834,471.6136,1617.0167,912657,68289
IT,37.8363,460.3418,1255.5033,623297,63901
IT,1.5049,192.6153,710.0179,699300,64016
IT,48.7874,424.9261,1388.3351,226381,39361
IT,42.2385,149.733,1102.7753,133779,61103
IT,69.08,309.7375,1429.7698,40929,72991
IT,16.3868,165.7428,434.4349,628102,56565
IT,64.4783,318.9603,1292.1925,160863,86289
IT,54.9163,310.3535,1032.235,736884,68266
IT,93.6848,57.058,1649.8857,549695,1161
IT,84.4422,430.4615,1449.0219,319794,3703
IT,7.8847,122.3061,1155.7241,992523,60503
IT,52.1682,193.6006,0.1,243323,25313
IT,100.0,258.3697,1220.8637,110908,82771
IT,83.6722,302.5805,1193.16,337946,64503
IT,9.2596,169.6241,1932.188,230699,62004
IT,1.3883,488.8014,833.0593,1840,19989
IT,87.5187,367.4214,1327.6101,442644,99710
IT,42.1973,318.4942,373.9149,480457,66453
IT,46.9959,332.5275,1728.1225,556689,99603
IT,40.0924,424.8069,1196.3798,275996,52512
IT,71.2929,101.8732,753.1312,664526,62769
IT,38.5065,79.6703,160.2388,693595,86746
IT,22.094,404.6574,1104.9671,543399,26372
IT,92.7014,123.5674,320.7624,745029,81734
IT,66.5561,41.0324,783.0571,63465,86139
IT,68.0778,433.6113,243.2635,71015,16638
IT,32.0774,370.2286,1515.741,147597,31324
IT,78.4169,178.5085,178.0143,764857,76732
IT,99.9345,495.4553,498.9669,615891,90503
IT,92.5562,0.8701,1918.0997,3213,93329
IT,81.594,484.3666,1651.9595,933025,70780
IT,63.7559,185.568,752.6223,806361,22870
IT,97.0459,172.5045,1415.4544,69097,34846
IT,51.1409,483.3838,219.7118,526343,95525
IT,0.0,181.2716,527.5639,978011,61529
IT,95.7648,261.9806,133.8427,923690,7429
IT,38.7112,316.6351,1583.1329,90381,71674
IT,50.0697,79.5738,1942.4331,753640,72465
IT,98.7083,0.1,1236.144,353607,77516
IT,54.0296,398.5822,861.9324,771516,81603
IT,5.4101,30.9497,7.2477,823898,87870
IT,93.2155,333.8211,376.4071,3093,43455
IT,89.0183,392.567,897.2713,390603,38455
IT,42.9624,240.0064,1637.8027,801488,52936
IT,92.5987,489.8042,1247.5469,54780,18357
IT,73.3362,460.0234,479.0111,102872,65703
IT,84.4272,438.2635,1166.3352,333471,37829
IT,57.1943,198.3824,662.7772,965758,13448
IT,86.5799,88.9857,1216.2271,42120,38312
IT,11.8285,9.1984,33.2488,530760,67511
IT,38.6658,356.4886,1646.5606,837438,93315
IT,89.3723,311.0111,379.3172,639356,47350
IT,78.6472,249.2534,2000.0,278696,76233
IT,24.2546,113.131,1236.7835,631876,83575
IT,29.0851,366.3087,586.4999,547085,93538
IT,46.3275,429.1404,1224.8868,334755,39732
IT,67.4125,245.9965,269.4453,864085,45266
IT,68.3387,244.1618,1655.4289,181941,96943
IT,89.9066,399.5914,34.2493,918377,31589
IT,34.0181,152.46,991.5666,115539,95636
IT,22.7009,91.0601,672.1524,237101,96900
IT,21.4576,67.232,817.7397,354429,11887
IT,20.497,215.6989,624.9849,266879,78035
IT,54.7756,503.5986,1490.9513,700177,55899
IT,35.5995,57.0851,1771.3638,344228,10384
IT,21.8407,278.8475,504.709,360754,89014
IT,26.2508,236.1959,1917.2441,367878,10877
IT,84.6785,420.6605,533.8057,84038,55779
IT,63.7446,20.3459,636.2906,940135,18425
IT,56.9053,44.3193,256.3597,657505,75188
IT,84.0961,339.1901,736.6188,481971,62608
IT,79.3563,325.7198,1251.2162,311518,94418
IT,74.7469,118.0165,1786.2694,595789,1385
IT,16.4615,180.6618,1445.0596,531217,30908
IT,89.9558,132.4008,277.7683,269359,78803
IT,11.534,103.5368,680.5548,875421,27983
IT,78.6891,431.9917,2000.0,88149,54269
IT,12.2163,217.7539,1762.2427,386231,50807
IT,70.7106,26.7546,81.3349,670094,68220
IT,37.2154,479.2321,201.4912,253171,42606
IT,90.1821,10.1458,182.8948,466894,29190
IT,84.7035,236.1606,1590.9113,757631,64060
IT,38.4169,353.6563,815.3822,40618,47756
IT,2.7207,39.7457,1558.3446,737555,22888
IT,59.8768,26.4581,0.1,296546,62973
IT,18.2444,193.9106,321.0056,263654,50348
IT,80.8187,97.292,825.1772,154697,84122
IT,23.4453,291.2945,711.5878,388370,87310
IT,16.3069,203.4605,866.4304,446617,2837
IT,66.774,62.845,1930.2613,605003,18971
IT,61.7111,6.3928,1916.3664,967631,79751
IT,86.3397,110.7262,475.8251,375313,92763
IT,92.9407,238.7081,566.9285,387993,39157
IT,62.3972,257.5118,778.3038,233867,27079
IT,44.5063,261.1881,355.5634,100504,12940
IT,95.2661,245.5923,1731.8413,742846,21530
IT,94.8673,204.6273,727.1795,998616,329
IT,5.0467,260.8446,1157.028,997126,35964
IT,69.1349,418.2418,465.451,537208,16881
IT,76.2654,37.9377,1486.3947,5087,21836
IT,97.4829,250.5581,1043.4852,431689,96524
IT,12.6227,258.141,135.0492,541181,21187
IT,69.1507,123.9432,296.9783,877904,91845
IT,83.9209,1.3525,197.2164,883198,79842
IT,95.2203,492.7406,811.0158,212205,40799
IT,11.6206,292.2646,827.7036,323531,74877
IT,65.7252,499.3933,1681.1821,655134,97826
IT,100.0,296.2948,1980.0365,348278,82333
IT,8.9775,69.5298,476.5864,434799,21684
IT,98.6877,382.8043,1919.4077,186508,96095
IT,52.907,61.6404,229.938,387964,38248
IT,30.1428,505.3389,1988.4497,666029,12710
IT,22.1683,149.6636,1058.1541,572877,4228
IT,40.4411,142.6063,779.6307,287303,63083
IT,31.9865,422.3173,709.9206,408460,79381
IT,6.6961,485.7567,1258.5314,483477,31235
IT,68.6881,434.8956,559.3404,92853,42376
IT,75.7236,501.5335,1299.7562,222034,36609
IT,27.785,131.4884,1628.1037,298113,7260
IT,15.7377,350.1471,1744.7238,652154,52754
IT,35.7611,337.1556,185.5393,229617,68072
IT,6.1751,222.348,1758.5758,827422,69947
IT,74.8609,208.5262,935.4746,660453,40260
IT,83.2458,217.3377,601.9103,705375,19750
IT,2.9981,251.6771,1807.6189,256392,19757
IT,48.4456,336.0521,712.5779,711029,87813
IT,53.8119,183.5796,196.2791,504225,62914
IT,92.7825,276.4617,1151.7455,12572,28234
IT,59.6223,334.0041,1891.8057,61209,10392
IT,4.2941,188.9379,434.205,713732,90054
IT,79.3677,273.092,984.0141,766630,69634
IT,2.4563,177.8463,97.4755,653430,28904
IT,84.5297,411.4225,366.4958,401408,61087
IT,4.7797,460.5639,560.1879,776811,70575
IT,63.3737,203.2565,99.9955,702663,9061
IT,70.5945,414.9906,535.8866,896676,6785
IT,93.2986,316.7282,797.1815,454862,11526
IT,16.3744,302.6318,1990.5247,592856,58627
IT,84.6245,81.2042,1659.4359,541671,55006
IT,100.0,463.6082,445.7675,446155,49108
IT,84.9093,495.6422,1384.8373,740462,2595
IT,11.8144,364.0888,527.2683,579908,2831
IT,13.2143,321.8553,518.5029,449807,9886
IT,33.3413,434.4383,450.5415,226191,32812
IT,83.7422,425.2605,1816.2446,373383,72283
IT,3.5154,198.1355,132.7362,947560,53620
IT,87.652,414.5355,1137.9065,304872,50843
IT,62.7868,4.3757,636.4952,867040,94938
IT,17.3,171.8815,325.5017,993800,20568
IT,11.165,512.0,1585.5553,332310,9213
IT,29.2573,92.4028,583.9098,389038,73449
IT,55.931,96.2771,1677.8355,910606,55547
IT,89.6264,345.9974,82.8583,200433,5016
IT,83.0211,197.6405,688.1982,461392,93249
IT,82.1913,22.7604,1959.8004,859419,99462
IT,2.7174,340.065,1468.7574,579861,84388
IT,63.5787,482.1668,428.55,768724,74268
IT,35.6416,187.1362,870.7278,699956,43453
IT,15.8545,120.6049,402.5785,810031,49540
IT,7.7736,357.8684,989.0445,49592,31063
IT,37.044,110.6063,1068.0993,376220,14219
IT,80.1601,217.9138,543.2411,347328,75164
IT,6.6911,123.1511,800.0767,423342,19269
IT,43.4934,338.2241,1405.6261,161510,11965
IT,73.165,166.1673,1463.6478,928609,60816
IT,77.2398,511.5835,1626.7071,542267,85014
IT,65.4784,140.1181,1087.3725,669883,79610
IT,69.343,170.9383,909.6443,325639,61609
IT,6.4506,186.1563,1110.3253,389816,45516
IT,64.2304,337.7872,1072.1701,4733,14127
IT,40.0317,41.3289,627.5341,35564,63089
IT,71.0501,190.647,1620.5942,809664,44612
IT,49.9574,447.9363,421.244,580052,70151
IT,82.7845,54.5695,1662.4016,711784,63642
IT,73.1992,91.2444,960.9846,268330,56965
IT,13.0254,232.575,1719.2349,806551,11035
IT,9.4307,35.1337,185.554,866918,84015
IT,96.0699,62.1371,371.2312,675760,95013
IT,35.9446,234.2206,1261.2899,827260,27363
IT,75.2214,254.7305,1450.4159,929560,71171
IT,13.1482,149.7392,256.3337,770416,59745
IT,97.021,260.7711,584.0562,482367,98944
IT,89.4222,491.7078,732.7214,781452,36828
IT,19.4374,458.5942,1256.6702,618756,57123
IT,2.6898,178.9692,1913.6006,398339,89635
IT,78.0393,249.6808,648.2775,906212,54549
IT,77.1286,294.6322,1440.2344,689020,1605
IT,77.3652,475.7532,121.7305,914007,64993
IT,47.4306,217.4037,1284.9431,501563,21632
IT,0.0,510.0442,1860.519,829244,46624
IT,82.6669,323.8098,790.7155,968209,64212
IT,71.7272,74.6765,695.2843,924538,53705
IT,39.1609,339.5381,1913.9463,548674,44374
IT,100.0,28.3032,1823.2033,798287,56686
IT,68.4822,332.7962,1606.1768,379393,11151
IT,12.4739,297.6508,961.2435,318186,94632
IT,2.2571,250.0982,504.3471,702745,67393
IT,20.4378,218.6478,1614.8197,611335,75920
IT,70.7622,12.1124,0.1,254815,68884
IT,38.904,29.0451,342.775,790944,90846
IT,59.1025,153.7719,923.6055,619368,66609
IT,51.1331,98.5604,874.523,585004,30566
IT,67.5239,173.0275,846.431,284986,77465
IT,75.7382,490.4103,710.277,358488,67862
IT,93.5915,406.4021,1494.5739,895591,96011
IT,49.9178,85.5315,1528.395,824641,58186
IT,5.9127,6.4085,392.1625,913918,48024
IT,94.5069,38.4956,1247.2415,194067,46533
IT,42.7278,128.5102,490.3357,499887,61763
IT,76.0025,88.2746,70.5958,104242,78887
IT,73.6494,270.7889,1272.8755,160253,26782
IT,3.5326,365.7123,1249.2692,333634,40184
IT,12.2042,45.0676,904.0138,514423,10986
IT,58.2358,272.0628,1999.8262,154294,25916
IT,53.6525,385.1132,935.984,633624,38375
IT,89.4986,347.2271,1130.3973,696718,20562
IT,28.0126,302.3443,1456.3036,20003,97292
IT,70.5196,219.9127,379.2189,6178,69929
IT,77.9394,134.1691,1387.2254,250148,31408
IT,36.6672,446.1194,957.5588,641646,26703
IT,65.2571,53.3176,1342.8466,461002,1840
IT,81.9941,181.5497,791.6532,68970,43478
IT,65.2757,89.1697,1348.1868,110695,10913
IT,16.6283,146.9411,675.0152,144664,46472
IT,0.0,327.1223,476.0765,305686,81492
IT,54.5677,229.2393,856.1827,759501,84015
IT,88.6468,97.0438,919.1123,995764,1114
IT,88.8296,0.1,1197.4486,798350,24675
IT,97.2052,98.6896,1595.9409,254849,50885
IT,84.5259,342.9331,138.4724,75969,91334
IT,8.5654,298.4861,1545.7428,96244,10049
IT,76.0001,18.8659,1119.2079,193374,23661
IT,79.4963,262.3048,1937.8784,102247,36739
IT,68.6521,21.9796,449.5908,531270,12004
IT,35.0061,49.6137,1146.9905,417689,2367
IT,14.8226,96.2373,1587.9254,45883,44829
IT,31.2964,226.4248,656.6426,368508,19887
IT,36.758,80.9903,994.8208,650206,77716
IT,84.3425,402.0071,376.6865,574816,10531
IT,75.4944,230.1119,261.8474,843047,95553
IT,22.4208,225.3746,128.4034,529429,86552
IT,91.529,461.6806,1415.5194,278581,3752
IT,49.0521,444.8233,656.4932,613852,54288
IT,79.5857,334.7556,1978.037,275578,52022
IT,59.8849,274.1368,1324.7606,457527,75522
IT,72.3007,10.6728,1159.6727,56089,69638
IT,38.5899,338.7582,0.1,165633,87899
IT,26.0633,244.8491,1437.124,558837,1858
IT,20.6311,130.9227,819.2509,169968,15334
IT,16.8482,77.2258,384.5168,794083,91603
IT,68.3379,105.6449,299.0866,166997,59053
IT,89.7075,421.425,241.1979,383204,30060
IT,30.1329,61.6096,1885.2008,822617,83703
IT,5.4334,87.4856,1389.5844,758919,6961
IT,26.6324,371.4446,227.8772,104061,37205
IT,39.4974,446.8205,136.7923,870367,79515
IT,27.4775,12.186,200.4429,314404,82401
IT,59.5592,103.418,327.849,832686,57022
IT,67.8912,53.1207,878.7899,713104,97771
IT,27.8703,224.0175,1939.1831,73925,51651
IT,60.7404,311.4988,1544.8969,429411,8215
IT,54.1549,159.0929,732.6152,222219,64033
IT,87.4054,355.359,1462.7762,72632,51350
IT,25.549,419.7649,77.3145,850860,28223
IT,45.3206,398.8414,1744.7593,28002,95175
IT,3.5881,374.4156,430.1029,557233,99062
IT,4.5225,0.1,1491.0616,834899,5610
IT,88.1782,337.341,508.6417,261912,74763
IT,46.8634,75.66,1913.9061,294961,62193
IT,76.4152,297.5742,1901.8537,885988,93847
IT,38.0365,423.7689,934.4914,808329,7667
IT,64.5361,401.6708,0.1,217657,91761
IT,87.8255,125.8524,0.1,782594,58706
IT,56.0449,38.0215,426.0616,995645,84319
IT,87.3815,16.7886,826.6769,268973,60356
IT,19.8167,255.3643,470.8776,801081,14538
IT,89.1463,49.0927,1374.6847,525756,71507
IT,63.8956,286.0079,1026.5484,558398,88978
IT,78.4143,42.1921,846.1404,899869,8556
IT,50.2604,301.0644,1598.6516,679110,58823
IT,86.4498,512.0,446.9052,365268,80210
IT,70.8286,82.5121,918.8976,571861,56686
IT,19.5308,333.3931,893.5618,522766,2605
IT,10.4876,145.4993,1578.0886,613822,72764
IT,43.5289,318.1125,173.455,805714,3583
IT,54.2327,118.5498,1854.713,886394,68397
IT,14.5747,161.6377,176.5236,14507,24451
IT,47.6153,244.5827,1429.0699,598859,1123
IT,73.6711,475.1343,220.1126,687981,52197
IT,74.9289,9.7364,1499.4351,913138,50709
IT,50.4815,128.1972,109.4067,904516,61424
IT,3.32,64.3598,1343.2785,103078,65985
IT,74.9029,165.8782,857.3731,583502,52426
IT,55.7015,235.3137,1012.8755,671911,93262
IT,73.9771,288.4052,1086.9872,291741,54713
IT,96.2885,46.5669,831.0618,477301,58552
IT,83.4384,295.2793,466.3814,645325,66421
IT,0.0,480.4583,831.4787,693796,41855
IT,66.7651,299.5628,1012.501,919910,14006
IT,97.8492,396.4368,801.4791,293617,29189
IT,85.0677,69.8533,910.3273,756116,70074
IT,94.4499,343.4151,1816.9068,853043,94421
IT,30.9222,50.0283,475.4529,477644,92860
IT,28.6827,253.6037,757.158,314311,48749
IT,88.0092,142.0011,1790.7588,195129,4650
IT,69.7942,260.2938,1330.7575,163922,46797
IT,66.1195,239.4936,1374.7785,605218,24072
IT,90.133,42.0312,751.4189,68961,34081
IT,26.449,512.0,565.4636,962479,80655
IT,65.9993,242.3826,414.0638,648649,99945
IT,50.0347,253.7962,283.2872,576412,97883
IT,85.7461,218.6592,1780.5906,892370,84774
IT,96.6732,123.8495,996.7721,398768,91107
IT,57.8311,475.5108,1526.4041,610340,29360
IT,54.5633,8.5575,1444.5327,1762,85964
IT,99.1559,431.3883,164.9697,296230,913
IT,16.8871,74.314,1824.1027,123034,49247
IT,57.8367,73.5454,1054.2929,268930,42865
IT,40.7696,138.6572,808.693,704501,39665
IT,12.8187,365.1463,208.6904,6680,19567
IT,20.184,498.1453,1026.6109,490056,69857
IT,8.1296,363.3385,422.9853,380375,43111
IT,88.9743,189.5536,176.8743,242371,80970
IT,24.0986,457.233,386.4616,90949,87990
IT,98.1269,279.9564,2000.0,954065,12442
IT,24.5414,512.0,1057.4112,333178,13312
IT,6.3517,268.6276,538.6371,830467,27812
IT,61.8469,238.1521,1660.9001,273564,90585
IT,60.3478,146.9457,1645.9686,37402,79917
IT,61.4669,347.1794,911.2339,842186,22212
IT,63.5137,229.6291,543.7272,648681,67065
IT,33.1279,347.531,1310.0804,389926,96162
IT,87.8795,382.3152,1295.7551,514630,70106
IT,53.6774,326.2781,1710.9535,909987,85093
IT,77.4837,32.404,805.6342,344016,55726
IT,22.243,368.4542,1250.901,813312,96017
IT,89.2278,377.4392,0.1,165564,97785
IT,24.5003,327.5203,9.9319,570033,66274
IT,0.5835,251.6413,1809.3548,852840,72359
IT,60.4225,273.3214,287.2868,29019,74449
IT,92.9439,484.7791,1505.4034,636272,66157
IT,84.7411,82.6889,1729.2723,109536,55065
IT,96.8507,330.8852,1027.6685,654573,85336
IT,61.0505,379.1539,1312.3317,615623,28357
IT,4.7136,490.6546,1595.3402,249252,7816
IT,17.945,0.9035,1211.1729,325103,20683
IT,5.5399,252.8281,2000.0,837997,60264
IT,22.1299,226.993,460.9236,53948,78277
IT,55.8644,162.8817,826.803,395011,63490
IT,82.0879,166.5826,1280.7094,468994,49314
IT,4.6646,302.8614,1453.2446,927389,31762
IT,6.5265,64.4502,183.3463,160989,22764
IT,38.4652,364.2919,646.6489,889223,37154
IT,31.5094,497.1972,1216.2924,152238,68770
IT,15.2742,371.776,1770.6749,258208,50905
IT,87.5767,96.9164,161.0292,303016,485
IT,97.0488,439.9938,1366.0091,697738,51786
IT,54.6422,394.9747,872.8096,906154,82447
IT,33.217,74.1069,434.891,305066,87766
IT,43.2316,267.7072,1753.1513,120889,43767
IT,67.3996,440.0927,1947.6764,523298,85332
IT,43.2842,453.7329,307.1933,430369,71569
IT,37.7489,362.2213,675.1597,906689,5121
IT,27.5264,223.2093,607.4472,395847,19186
IT,82.5081,410.3397,135.1197,990521,87906
IT,55.9703,372.6533,1329.3492,330499,46074
IT,11.4255,265.0808,1122.4906,227135,53353
IT,88.5538,443.225,1047.8426,461138,15113
IT,2.5219,149.8162,1794.9642,458599,50018
IT,18.602,300.7602,1642.9881,48410,98784
IT,34.624,470.2584,1429.5846,318108,46616
IT,100.0,20.9478,1021.2609,115576,98769
IT,41.4449,423.4117,1260.3915,763145,93580
IT,40.1051,214.1696,572.3622,106769,38038
IT,86.4487,8.3674,2000.0,656199,17786
IT,69.2471,332.5781,0.1,551622,74822
IT,94.4554,450.9348,775.0595,865785,61627
IT,57.9397,382.3076,373.1384,175005,34039
IT,37.8254,152.29,523.4389,832034,26262
IT,83.9734,133.1687,1586.0786,231567,82249
IT,39.6004,371.3915,1867.4108,46599,43336
IT,93.2747,44.8984,183.6136,703673,50699
IT,96.4756,8.8813,503.6775,255753,72352
IT,69.1995,314.7324,1998.8575,294955,80883
IT,18.327,270.2262,1222.542,179162,20514
IT,34.0399,21.325,1502.2355,980738,64545
IT,7.311,460.7935,1301.6747,218845,97301
IT,13.1567,157.6657,820.1513,553780,81203
IT,69.7817,253.1845,564.5976,243881,68613
IT,41.8084,305.9702,130.5204,527118,3559
IT,67.7066,119.1935,1728.5787,390119,95676
IT,11.6972,498.8053,1913.5418,307272,92780
IT,50.4221,95.8459,646.9089,727843,8792
IT,89.0725,95.3247,966.9663,360680,49193
IT,46.4963,89.7537,1917.7015,824289,91306
IT,47.4536,198.3177,786.923,992046,96836
IT,73.7359,126.1295,565.1619,4437,49062
IT,87.4777,0.1,1956.5313,233872,39858
IT,74.332,257.7172,930.872,897338,93992
IT,3.7607,372.4456,462.2529,74784,6028
IT,56.3997,482.0877,1296.963,701602,2947
IT,53.7423,105.4439,1777.4798,371856,55224
IT,43.3119,117.9555,1405.9213,115074,65640
IT,4.5637,315.8513,964.9258,535836,43033
IT,34.7103,335.4351,1617.4175,781178,15002
IT,38.5895,390.9991,1976.834,592689,15924
IT,72.9811,438.0193,992.0149,559282,16017
IT,55.75,300.9879,1261.1562,985294,60783
IT,86.377,153.4646,743.9091,516328,83240
IT,45.286,424.7634,1878.173,315523,89185
IT,18.4569,260.0583,122.4454,49597,4242
IT,34.6952,151.2287,302.7981,105649,3110
IT,86.3019,278.0555,1792.3378,580327,16207
IT,16.7414,507.3913,1637.4163,381818,25082
IT,62.2155,47.1925,211.8756,556961,40230
IT,94.6022,87.9069,622.1689,114878,82350
IT,5.0429,27.1975,1556.1607,123240,8732
IT,54.7285,453.5398,0.1,704240,58583
IT,60.1147,264.2495,197.2879,656215,6402
IT,17.2569,28.1459,1193.9976,537025,62262
IT,49.0465,387.708,346.9449,122649,61242
IT,3.7721,21.642,636.6316,243083,39989
IT,16.5008,272.6408,1526.807,883836,55163
IT,58.3584,319.9024,1250.0566,29608,19553
IT,71.3481,512.0,90.8151,207924,95100
IT,87.1401,348.7187,1636.3975,187350,49819
IT,54.7192,16.2412,438.8384,745799,83943
IT,59.235,149.4731,1612.7966,384008,91656
IT,46.1878,99.4219,445.8161,132401,35343
IT,54.1341,1.665,551.406,283472,67108
IT,61.0217,331.8799,716.4526,651605,73085
IT,42.1182,376.2635,152.2117,207394,72282
IT,29.148,268.5595,988.3724,415451,78807
IT,89.9586,377.9699,1447.096,447802,8263
IT,47.3252,130.1054,147.9115,80353,68478
IT,56.0318,350.3075,879.2359,342616,37015
IT,26.6449,58.8877,1048.3705,611522,60030
IT,11.7099,359.1509,1542.6572,553298,79931
IT,98.8617,444.1733,25.1789,873093,23824
IT,0.0,224.8269,1904.4215,437535,48524
IT,95.4943,388.634,1422.3522,848711,4854
IT,28.7698,383.395,454.212,552718,507
IT,68.748,57.1602,1463.5562,210153,1313
IT,88.4237,48.6857,1088.0549,218009,12050
IT,47.9507,299.2363,1712.3127,543238,58475
IT,50.0929,209.6667,940.0094,641310,89448
IT,100.0,328.4786,341.1985,462292,64741
